{0. + 0.*I, 1. + 0.*I, 1. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I}
{0.14164789814850895 + 0.*I, 0.562036852251792 + 0.*I, 0.5619392143818339 + 0.*I, 0.13543518571066002 + 0.*I, 0.006189084914448028 + 0.*I, 0.00011996953310600132 + 0.*I, 1.287047886044945*^-6 + 0.*I, 8.770755011155984*^-9 + 0.*I, 4.131905928517199*^-11 + 0.*I, 1.2401191185062999*^-13 + 0.*I, 1.8984813721090174*^-14 + 0.*I, 1.8984813721090174*^-14 + 0.*I, 1.8984813721090174*^-14 + 0.*I, 1.8984813721090174*^-14 + 0.*I, 1.8984813721090174*^-14 + 0.*I, 1.9984014443252818*^-14 + 0.*I, 6.994405055138486*^-14 + 0.*I, 1.2259082637910976*^-12 + 0.*I, 8.369971382649054*^-12 + 0.*I, 1.4252959923437937*^-11 + 0.*I, 4.338973624840036*^-12 + 0.*I, 3.3495428652940973*^-13 + 0.*I, 2.5091040356528538*^-14 + 0.*I, 1.8984813721090174*^-14 + 0.*I, 1.8984813721090174*^-14 + 0.*I, 1.8984813721090174*^-14 + 0.*I, 1.7985612998927536*^-14 + 0.*I, 1.8984813721090174*^-14 + 0.*I, 1.8984813721090174*^-14 + 0.*I, 1.8984813721090174*^-14 + 0.*I, 1.8984813721090174*^-14 + 0.*I, 1.8984813721090174*^-14 + 0.*I, 1.8984813721090174*^-14 + 0.*I, 1.8984813721090174*^-14 + 0.*I, 1.8984813721090174*^-14 + 0.*I, 1.8984813721090174*^-14 + 0.*I, 1.6986412276764895*^-14 + 0.*I, 5.506706202140776*^-14 + 0.*I, 7.670530877135206*^-13 + 0.*I, 1.912942027206118*^-12 + 0.*I, 9.229284003708926*^-13 + 0.*I, 8.792966355031239*^-14 + 0.*I, 1.4988010832439613*^-14 + 0.*I, 1.8984813721090174*^-14 + 0.*I, 1.7985612998927536*^-14 + 0.*I, 1.8984813721090174*^-14 + 0.*I, 1.8984813721090174*^-14 + 0.*I, 1.8984813721090174*^-14 + 0.*I, 1.8984813721090174*^-14 + 0.*I, 1.8984813721090174*^-14 + 0.*I}
{0.14736564973822097 + 0.*I, 0.5436203329142929 + 0.*I, 0.543507819428829 + 0.*I, 0.14056818559233697 + 0.*I, 0.006770433634128991 + 0.*I, 0.00013797785512903446 + 0.*I, 1.5549595779873469*^-6 + 0.*I, 1.1127109011965784*^-8 + 0.*I, 5.503697497744042*^-11 + 0.*I, 1.7896795156957523*^-13 + 0.*I, 1.9984014443252818*^-14 + 0.*I, 1.9984014443252818*^-14 + 0.*I, 2.009503674571533*^-14 + 0.*I, 1.9984014443252818*^-14 + 0.*I, 2.0983215165415455*^-14 + 0.*I, 2.0983215165415455*^-14 + 0.*I, 8.204548151979907*^-14 + 0.*I, 1.4029888362188103*^-12 + 0.*I, 9.035994175121687*^-12 + 0.*I, 1.549102512934652*^-11 + 0.*I, 4.684030940893535*^-12 + 0.*I, 3.8202774277351637*^-13 + 0.*I, 2.8976820942716586*^-14 + 0.*I, 1.9984014443252818*^-14 + 0.*I, 2.0983215165415455*^-14 + 0.*I, 1.9984014443252818*^-14 + 0.*I, 2.1094237467877974*^-14 + 0.*I, 1.9984014443252818*^-14 + 0.*I, 1.9984014443252818*^-14 + 0.*I, 1.9984014443252818*^-14 + 0.*I, 1.9984014443252818*^-14 + 0.*I, 1.9984014443252818*^-14 + 0.*I, 2.1094237467877974*^-14 + 0.*I, 1.9984014443252818*^-14 + 0.*I, 2.0983215165415455*^-14 + 0.*I, 2.009503674571533*^-14 + 0.*I, 1.6986412276764895*^-14 + 0.*I, 6.405986852087153*^-14 + 0.*I, 8.280043317654416*^-13 + 0.*I, 2.0810020373573934*^-12 + 0.*I, 9.94981874669065*^-13 + 0.*I, 1.0202949596305189*^-13 + 0.*I, 1.598721155460225*^-14 + 0.*I, 1.9984014443252818*^-14 + 0.*I, 2.0983215165415455*^-14 + 0.*I, 2.0983215165415455*^-14 + 0.*I, 2.1094237467877974*^-14 + 0.*I, 1.9984014443252818*^-14 + 0.*I, 1.9984014443252818*^-14 + 0.*I, 1.9984014443252818*^-14 + 0.*I}
{0.15310597028447792 + 0.*I, 0.525050468520235 + 0.*I, 0.52492128126716 + 0.*I, 0.1456867700850779 + 0.*I, 0.0073883715225220295 + 0.*I, 0.00015813185301705168 + 0.*I, 1.869968011991574*^-6 + 0.*I, 1.4035673068235608*^-8 + 0.*I, 7.281097946787439*^-11 + 0.*I, 2.570166302007237*^-13 + 0.*I, 1.8984813721090174*^-14 + 0.*I, 1.9984014443252818*^-14 + 0.*I, 1.9984014443252818*^-14 + 0.*I, 1.9984014443252818*^-14 + 0.*I, 1.9984014443252818*^-14 + 0.*I, 2.1982415887578096*^-14 + 0.*I, 9.30366894635881*^-14 + 0.*I, 1.5980550216454501*^-12 + 0.*I, 9.722000982037569*^-12 + 0.*I, 1.6795953516982183*^-11 + 0.*I, 5.037970041144035*^-12 + 0.*I, 4.32986979603811*^-13 + 0.*I, 2.9087843245179095*^-14 + 0.*I, 2.0983215165415455*^-14 + 0.*I, 1.9984014443252818*^-14 + 0.*I, 1.9984014443252818*^-14 + 0.*I, 1.9984014443252818*^-14 + 0.*I, 1.9095836023552692*^-14 + 0.*I, 1.8984813721090174*^-14 + 0.*I, 1.8984813721090174*^-14 + 0.*I, 1.8984813721090174*^-14 + 0.*I, 1.9095836023552692*^-14 + 0.*I, 1.9984014443252818*^-14 + 0.*I, 1.9984014443252818*^-14 + 0.*I, 2.0983215165415455*^-14 + 0.*I, 1.9984014443252818*^-14 + 0.*I, 1.7097434579227408*^-14 + 0.*I, 7.605027718682321*^-14 + 0.*I, 8.929523787060133*^-13 + 0.*I, 2.2519763831496675*^-12 + 0.*I, 1.0730305533002136*^-12 + 0.*I, 1.199040866595169*^-13 + 0.*I, 1.4988010832439613*^-14 + 0.*I, 1.9984014443252818*^-14 + 0.*I, 1.9984014443252818*^-14 + 0.*I, 1.9984014443252818*^-14 + 0.*I, 1.9984014443252818*^-14 + 0.*I, 1.9984014443252818*^-14 + 0.*I, 1.8984813721090174*^-14 + 0.*I, 1.8984813721090174*^-14 + 0.*I}
{0.15886191132305505 + 0.*I, 0.5063448968426829 + 0.*I, 0.506197075964317 + 0.*I, 0.150782926117214 + 0.*I, 0.008043928300691006 + 0.*I, 0.0001806212013329977 + 0.*I, 2.2388782270343906*^-6 + 0.*I, 1.7607699964727885*^-8 + 0.*I, 9.568801306869544*^-11 + 0.*I, 3.5804692544161293*^-13 + 0.*I, 2.2093438190040612*^-14 + 0.*I, 2.4091839634365894*^-14 + 0.*I, 2.398081733190338*^-14 + 0.*I, 2.2981616609740737*^-14 + 0.*I, 2.2981616609740737*^-14 + 0.*I, 2.597921877622866*^-14 + 0.*I, 1.1202150318467828*^-13 + 0.*I, 1.8169910021015312*^-12 + 0.*I, 1.0433098829309982*^-11 + 0.*I, 1.816008454733222*^-11 + 0.*I, 5.408007375251599*^-12 + 0.*I, 4.929390229335694*^-13 + 0.*I, 3.397282455352979*^-14 + 0.*I, 2.2981616609740737*^-14 + 0.*I, 2.2981616609740737*^-14 + 0.*I, 2.2981616609740737*^-14 + 0.*I, 2.2981616609740737*^-14 + 0.*I, 2.3092638912203253*^-14 + 0.*I, 2.2981616609740737*^-14 + 0.*I, 2.2981616609740737*^-14 + 0.*I, 2.2981616609740737*^-14 + 0.*I, 2.3092638912203253*^-14 + 0.*I, 2.398081733190338*^-14 + 0.*I, 2.398081733190338*^-14 + 0.*I, 2.2981616609740737*^-14 + 0.*I, 2.398081733190338*^-14 + 0.*I, 1.9984014443252818*^-14 + 0.*I, 8.604228440844962*^-14 + 0.*I, 9.560130465047223*^-13 + 0.*I, 2.4350244044929256*^-12 + 0.*I, 1.1519674103510624*^-12 + 0.*I, 1.3600232051658165*^-13 + 0.*I, 1.598721155460225*^-14 + 0.*I, 2.2981616609740737*^-14 + 0.*I, 2.2981616609740737*^-14 + 0.*I, 2.398081733190338*^-14 + 0.*I, 2.398081733190338*^-14 + 0.*I, 2.3092638912203253*^-14 + 0.*I, 2.2981616609740737*^-14 + 0.*I, 2.2981616609740737*^-14 + 0.*I}
{0.164626500925057 + 0.*I, 0.48752133097942496 + 0.*I, 0.4873527455356969 + 0.*I, 0.155848652065357 + 0.*I, 0.008738096705597996 + 0.*I, 0.00020564622930296927 + 0.*I, 2.669269531963003*^-6 + 0.*I, 2.197335891018781*^-8 + 0.*I, 1.249800263281031*^-10 + 0.*I, 5.050404539019837*^-13 + 0.*I, 1.4099832412739486*^-14 + 0.*I, 1.609823385706477*^-14 + 0.*I, 1.6986412276764895*^-14 + 0.*I, 1.598721155460225*^-14 + 0.*I, 1.6986412276764895*^-14 + 0.*I, 1.9984014443252818*^-14 + 0.*I, 1.2101430968414204*^-13 + 0.*I, 2.052025216414677*^-12 + 0.*I, 1.1155965040643421*^-11 + 0.*I, 1.958794237929645*^-11 + 0.*I, 5.778932887778865*^-12 + 0.*I, 5.488942633746774*^-13 + 0.*I, 3.008704396734174*^-14 + 0.*I, 1.6986412276764895*^-14 + 0.*I, 1.6986412276764895*^-14 + 0.*I, 1.6986412276764895*^-14 + 0.*I, 1.6986412276764895*^-14 + 0.*I, 1.609823385706477*^-14 + 0.*I, 1.609823385706477*^-14 + 0.*I, 1.609823385706477*^-14 + 0.*I, 1.609823385706477*^-14 + 0.*I, 1.609823385706477*^-14 + 0.*I, 1.6986412276764895*^-14 + 0.*I, 1.598721155460225*^-14 + 0.*I, 1.6986412276764895*^-14 + 0.*I, 1.6986412276764895*^-14 + 0.*I, 1.199040866595169*^-14 + 0.*I, 1.0802470029602772*^-13 + 0.*I, 1.0320633236915455*^-12 + 0.*I, 2.6239288521215077*^-12 + 0.*I, 1.241007296926*^-12 + 0.*I, 1.6298074001497295*^-13 + 0.*I, 9.992007221626409*^-15 + 0.*I, 1.598721155460225*^-14 + 0.*I, 1.6986412276764895*^-14 + 0.*I, 1.6986412276764895*^-14 + 0.*I, 1.6986412276764895*^-14 + 0.*I, 1.609823385706477*^-14 + 0.*I, 1.609823385706477*^-14 + 0.*I, 1.609823385706477*^-14 + 0.*I}
{0.17039275180711097 + 0.*I, 0.4685975396823649 + 0.*I, 0.46840587809001893 + 0.*I, 0.1608759689446819 + 0.*I, 0.009471829356517024 + 0.*I, 0.0002334180913640127 + 0.*I, 3.1695594899794344*^-6 + 0.*I, 2.7284304038310833*^-8 + 0.*I, 1.6224599441727605*^-10 + 0.*I, 6.89004409082372*^-13 + 0.*I, 1.4099832412739486*^-14 + 0.*I, 1.7097434579227408*^-14 + 0.*I, 1.6986412276764895*^-14 + 0.*I, 1.7985612998927536*^-14 + 0.*I, 1.7985612998927536*^-14 + 0.*I, 2.0983215165415455*^-14 + 0.*I, 1.4310774787418265*^-13 + 0.*I, 2.3170354523927013*^-12 + 0.*I, 1.1904921493055552*^-11 + 0.*I, 2.1078999656883266*^-11 + 0.*I, 6.166955834885356*^-12 + 0.*I, 6.190603585309872*^-13 + 0.*I, 3.308464613382966*^-14 + 0.*I, 1.7985612998927536*^-14 + 0.*I, 1.7985612998927536*^-14 + 0.*I, 1.7985612998927536*^-14 + 0.*I, 1.7985612998927536*^-14 + 0.*I, 1.7097434579227408*^-14 + 0.*I, 1.609823385706477*^-14 + 0.*I, 1.609823385706477*^-14 + 0.*I, 1.609823385706477*^-14 + 0.*I, 1.7097434579227408*^-14 + 0.*I, 1.7985612998927536*^-14 + 0.*I, 1.7985612998927536*^-14 + 0.*I, 1.6986412276764895*^-14 + 0.*I, 1.7985612998927536*^-14 + 0.*I, 1.298960938811433*^-14 + 0.*I, 1.229016888260048*^-13 + 0.*I, 1.1018963519404677*^-12 + 0.*I, 2.822964084714385*^-12 + 0.*I, 1.323940956865499*^-12 + 0.*I, 1.859623566247137*^-13 + 0.*I, 9.992007221626409*^-15 + 0.*I, 1.7985612998927536*^-14 + 0.*I, 1.7985612998927536*^-14 + 0.*I, 1.7985612998927536*^-14 + 0.*I, 1.7985612998927536*^-14 + 0.*I, 1.7985612998927536*^-14 + 0.*I, 1.609823385706477*^-14 + 0.*I, 1.609823385706477*^-14 + 0.*I}
{0.17615366945186606 + 0.*I, 0.4495913276617349 + 0.*I, 0.449374087965894 + 0.*I, 0.16585693156663592 + 0.*I, 0.01024603566677007 + 0.*I, 0.0002641589159990687 + 0.*I, 3.7490711320975474*^-6 + 0.*I, 3.3716648917270213*^-8 + 0.*I, 2.0942203526885803*^-10 + 0.*I, 9.350298313393066*^-13 + 0.*I, 1.5099033134902126*^-14 + 0.*I, 1.8096635301390052*^-14 + 0.*I, 1.7985612998927536*^-14 + 0.*I, 1.7985612998927536*^-14 + 0.*I, 1.7985612998927536*^-14 + 0.*I, 2.1982415887578096*^-14 + 0.*I, 1.6509016376176075*^-13 + 0.*I, 2.6080249071469552*^-12 + 0.*I, 1.2668976978602586*^-11 + 0.*I, 2.2634061291949906*^-11 + 0.*I, 6.563083410071613*^-12 + 0.*I, 6.959988141375105*^-13 + 0.*I, 3.6970426720017706*^-14 + 0.*I, 1.7985612998927536*^-14 + 0.*I, 1.7985612998927536*^-14 + 0.*I, 1.7985612998927536*^-14 + 0.*I, 1.7985612998927536*^-14 + 0.*I, 1.8096635301390052*^-14 + 0.*I, 1.7985612998927536*^-14 + 0.*I, 1.7985612998927536*^-14 + 0.*I, 1.7985612998927536*^-14 + 0.*I, 1.8096635301390052*^-14 + 0.*I, 1.7985612998927536*^-14 + 0.*I, 1.7985612998927536*^-14 + 0.*I, 1.7985612998927536*^-14 + 0.*I, 1.6986412276764895*^-14 + 0.*I, 1.199040866595169*^-14 + 0.*I, 1.4099832412739486*^-13 + 0.*I, 1.1739498262386405*^-12 + 0.*I, 3.028022277362652*^-12 + 0.*I, 1.4119816427182739*^-12 + 0.*I, 2.12940776123105*^-13 + 0.*I, 7.993605777301126*^-15 + 0.*I, 1.7985612998927536*^-14 + 0.*I, 1.7985612998927536*^-14 + 0.*I, 1.7985612998927536*^-14 + 0.*I, 1.8984813721090174*^-14 + 0.*I, 1.8096635301390052*^-14 + 0.*I, 1.7985612998927536*^-14 + 0.*I, 1.7985612998927536*^-14 + 0.*I}
{0.18190226022918207 + 0.*I, 0.4305205158887489 + 0.*I, 0.43027499588389695 + 0.*I, 0.1707836396482859 + 0.*I, 0.01106157880665104 + 0.*I, 0.00029810193151502684 + 0.*I, 4.4181031850776264*^-6 + 0.*I, 4.147414001121063*^-8 + 0.*I, 2.6883306691871667*^-10 + 0.*I, 1.2579937092027647*^-12 + 0.*I, 1.3100631690576847*^-14 + 0.*I, 1.8096635301390052*^-14 + 0.*I, 1.7985612998927536*^-14 + 0.*I, 1.7985612998927536*^-14 + 0.*I, 1.8096635301390052*^-14 + 0.*I, 2.3092638912203253*^-14 + 0.*I, 1.9095836023552692*^-13 + 0.*I, 2.927991182843925*^-12 + 0.*I, 1.3447021274259894*^-11 + 0.*I, 2.4248020258370925*^-11 + 0.*I, 6.966982546430244*^-12 + 0.*I, 7.80042697101635*^-13 + 0.*I, 3.9968028886505635*^-14 + 0.*I, 1.7985612998927536*^-14 + 0.*I, 1.8096635301390052*^-14 + 0.*I, 1.7985612998927536*^-14 + 0.*I, 1.7985612998927536*^-14 + 0.*I, 1.8096635301390052*^-14 + 0.*I, 1.7985612998927536*^-14 + 0.*I, 1.7985612998927536*^-14 + 0.*I, 1.7985612998927536*^-14 + 0.*I, 1.8096635301390052*^-14 + 0.*I, 1.7985612998927536*^-14 + 0.*I, 1.7985612998927536*^-14 + 0.*I, 1.8096635301390052*^-14 + 0.*I, 1.7985612998927536*^-14 + 0.*I, 1.0991207943789048*^-14 + 0.*I, 1.5998313784848506*^-13 + 0.*I, 1.249000902703301*^-12 + 0.*I, 3.2429892106244726*^-12 + 0.*I, 1.5000223285710488*^-12 + 0.*I, 2.4003021792395884*^-13 + 0.*I, 5.107025913275719*^-15 + 0.*I, 1.7985612998927536*^-14 + 0.*I, 1.7985612998927536*^-14 + 0.*I, 1.7985612998927536*^-14 + 0.*I, 1.7985612998927536*^-14 + 0.*I, 1.8096635301390052*^-14 + 0.*I, 1.7985612998927536*^-14 + 0.*I, 1.7985612998927536*^-14 + 0.*I}
{0.18763153950811295 + 0.*I, 0.4114029219203059 + 0.*I, 0.4111262091388109 + 0.*I, 0.17564824885793892 + 0.*I, 0.011919272723528995 + 0.*I, 0.0003354915678499548 + 0.*I, 5.1880034629414595*^-6 + 0.*I, 5.0791727934651476*^-8 + 0.*I, 3.4328606624001163*^-10 + 0.*I, 1.6839862837514372*^-12 + 0.*I, 7.105427357601002*^-15 + 0.*I, 1.4099832412739486*^-14 + 0.*I, 1.3988810110276971*^-14 + 0.*I, 1.3988810110276971*^-14 + 0.*I, 1.5099033134902126*^-14 + 0.*I, 2.0983215165415455*^-14 + 0.*I, 2.1593837828959295*^-13 + 0.*I, 3.2740476996195862*^-12 + 0.*I, 1.423194895266988*^-11 + 0.*I, 2.5924012936344034*^-11 + 0.*I, 7.37099270509134*^-12 + 0.*I, 8.65973959207622*^-13 + 0.*I, 3.896882816434299*^-14 + 0.*I, 1.3988810110276971*^-14 + 0.*I, 1.4099832412739486*^-14 + 0.*I, 1.3988810110276971*^-14 + 0.*I, 1.3988810110276971*^-14 + 0.*I, 1.3100631690576847*^-14 + 0.*I, 1.3100631690576847*^-14 + 0.*I, 1.3100631690576847*^-14 + 0.*I, 1.3100631690576847*^-14 + 0.*I, 1.4099832412739486*^-14 + 0.*I, 1.298960938811433*^-14 + 0.*I, 1.3988810110276971*^-14 + 0.*I, 1.4099832412739486*^-14 + 0.*I, 1.298960938811433*^-14 + 0.*I, 5.995204332975845*^-15 + 0.*I, 1.859623566247137*^-13 + 0.*I, 1.3280487820566123*^-12 + 0.*I, 3.4600100562443004*^-12 + 0.*I, 1.5939471964543372*^-12 + 0.*I, 2.760014439218139*^-13 + 0.*I, 0. + 0.*I, 1.3988810110276971*^-14 + 0.*I, 1.3988810110276971*^-14 + 0.*I, 1.298960938811433*^-14 + 0.*I, 1.3988810110276971*^-14 + 0.*I, 1.3100631690576847*^-14 + 0.*I, 1.3100631690576847*^-14 + 0.*I, 1.3100631690576847*^-14 + 0.*I}
{0.19333453975001802 + 0.*I, 0.39225634026942996 + 0.*I, 0.391945301856515 + 0.*I, 0.18044298178151194 + 0.*I, 0.012819879224927997 + 0.*I, 0.0003765835332499856 + 0.*I, 6.071245300054428*^-6 + 0.*I, 6.193943502541543*^-8 + 0.*I, 4.3613701539157996*^-10 + 0.*I, 2.2349899708729026*^-12 + 0.*I, 4.9960036108132044*^-15 + 0.*I, 1.3988810110276971*^-14 + 0.*I, 1.3988810110276971*^-14 + 0.*I, 1.3988810110276971*^-14 + 0.*I, 1.3988810110276971*^-14 + 0.*I, 2.1094237467877974*^-14 + 0.*I, 2.510214258677479*^-13 + 0.*I, 3.656075442393103*^-12 + 0.*I, 1.5030976463492607*^-11 + 0.*I, 2.7654073475616485*^-11 + 0.*I, 7.783995670251896*^-12 + 0.*I, 9.660050537263487*^-13 + 0.*I, 4.396483177515619*^-14 + 0.*I, 1.4988010832439613*^-14 + 0.*I, 1.3988810110276971*^-14 + 0.*I, 1.3988810110276971*^-14 + 0.*I, 1.4988010832439613*^-14 + 0.*I, 1.3988810110276971*^-14 + 0.*I, 1.298960938811433*^-14 + 0.*I, 1.298960938811433*^-14 + 0.*I, 1.298960938811433*^-14 + 0.*I, 1.3988810110276971*^-14 + 0.*I, 1.3988810110276971*^-14 + 0.*I, 1.3988810110276971*^-14 + 0.*I, 1.3988810110276971*^-14 + 0.*I, 1.298960938811433*^-14 + 0.*I, 4.9960036108132044*^-15 + 0.*I, 2.079447725122918*^-13 + 0.*I, 1.4029888362188103*^-12 + 0.*I, 3.690020511475403*^-12 + 0.*I, 1.6849854844736*^-12 + 0.*I, 3.0897506775318107*^-13 + 0.*I, 3.108624468950438*^-15 + 0.*I, 1.3100631690576847*^-14 + 0.*I, 1.4099832412739486*^-14 + 0.*I, 1.3988810110276971*^-14 + 0.*I, 1.4988010832439613*^-14 + 0.*I, 1.3988810110276971*^-14 + 0.*I, 1.298960938811433*^-14 + 0.*I, 1.298960938811433*^-14 + 0.*I}
{0.19900431857301992 + 0.*I, 0.3730985228446679 + 0.*I, 0.37274979533968894 + 0.*I, 0.18516013879442902 + 0.*I, 0.01376410513038795 + 0.*I, 0.0004216448649259074 + 0.*I, 7.08150710193589*^-6 + 0.*I, 7.5226674001172*^-8 + 0.*I, 5.514150247520888*^-10 + 0.*I, 2.9469759965650155*^-12 + 0.*I, 0. + 0.*I, 1.199040866595169*^-14 + 0.*I, 1.0991207943789048*^-14 + 0.*I, 1.0991207943789048*^-14 + 0.*I, 1.199040866595169*^-14 + 0.*I, 2.0983215165415455*^-14 + 0.*I, 2.8699265186560297*^-13 + 0.*I, 4.0699665859733606*^-12 + 0.*I, 1.5832002375759654*^-11 + 0.*I, 2.9444002791478845*^-11 + 0.*I, 8.197997836134618*^-12 + 0.*I, 1.072031352578051*^-12 + 0.*I, 4.607425552194399*^-14 + 0.*I, 1.2101430968414205*^-14 + 0.*I, 1.0991207943789048*^-14 + 0.*I, 1.0991207943789048*^-14 + 0.*I, 1.0991207943789048*^-14 + 0.*I, 1.199040866595169*^-14 + 0.*I, 1.1102230246251565*^-14 + 0.*I, 1.1102230246251565*^-14 + 0.*I, 1.1102230246251565*^-14 + 0.*I, 1.0991207943789048*^-14 + 0.*I, 1.199040866595169*^-14 + 0.*I, 1.0991207943789048*^-14 + 0.*I, 1.0991207943789048*^-14 + 0.*I, 1.0991207943789048*^-14 + 0.*I, 0. + 0.*I, 2.360334150353083*^-13 + 0.*I, 1.4820367155721215*^-12 + 0.*I, 3.9250269705010904*^-12 + 0.*I, 1.781019776103676*^-12 + 0.*I, 3.480549182199866*^-13 + 0.*I, 7.993605777301126*^-15 + 0.*I, 1.0991207943789048*^-14 + 0.*I, 1.199040866595169*^-14 + 0.*I, 1.199040866595169*^-14 + 0.*I, 1.0991207943789048*^-14 + 0.*I, 1.199040866595169*^-14 + 0.*I, 1.1102230246251565*^-14 + 0.*I, 1.1102230246251565*^-14 + 0.*I}
{0.20463396677822893 + 0.*I, 0.353947159482121 + 0.*I, 0.35355713852669707 + 0.*I, 0.18979210882379793 + 0.*I, 0.014752599497663053 + 0.*I, 0.0004709539526109862 + 0.*I, 8.233754815067938*^-6 + 0.*I, 9.1006890023948*^-8 + 0.*I, 6.939080421375365*^-10 + 0.*I, 3.862021813461069*^-12 + 0.*I, 5.995204332975845*^-15 + 0.*I, 9.992007221626409*^-15 + 0.*I, 9.992007221626409*^-15 + 0.*I, 9.992007221626409*^-15 + 0.*I, 9.992007221626409*^-15 + 0.*I, 1.9984014443252818*^-14 + 0.*I, 3.2895908219643383*^-13 + 0.*I, 4.519939977853937*^-12 + 0.*I, 1.6633916466446405*^-11 + 0.*I, 3.128697301235661*^-11 + 0.*I, 8.613998403461665*^-12 + 0.*I, 1.1879386363489173*^-12 + 0.*I, 5.10702591327572*^-14 + 0.*I, 1.0103029524088923*^-14 + 0.*I, 9.992007221626409*^-15 + 0.*I, 9.992007221626409*^-15 + 0.*I, 9.992007221626409*^-15 + 0.*I, 9.992007221626409*^-15 + 0.*I, 1.0103029524088923*^-14 + 0.*I, 1.0103029524088923*^-14 + 0.*I, 1.0103029524088923*^-14 + 0.*I, 8.992806499463768*^-15 + 0.*I, 8.992806499463768*^-15 + 0.*I, 8.992806499463768*^-15 + 0.*I, 9.992007221626409*^-15 + 0.*I, 9.992007221626409*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.6501023597802487*^-13 + 0.*I, 1.5609735726229699*^-12 + 0.*I, 4.167999279047763*^-12 + 0.*I, 1.8739454432648017*^-12 + 0.*I, 3.8991032624835493*^-13 + 0.*I, 1.199040866595169*^-14 + 0.*I, 8.992806499463768*^-15 + 0.*I, 9.992007221626409*^-15 + 0.*I, 9.992007221626409*^-15 + 0.*I, 1.0991207943789048*^-14 + 0.*I, 9.992007221626409*^-15 + 0.*I, 1.0103029524088923*^-14 + 0.*I, 1.0103029524088923*^-14 + 0.*I}
{0.210216616328052 + 0.*I, 0.3348198585929839 + 0.*I, 0.33438468858745796 + 0.*I, 0.19433137998591796 + 0.*I, 0.015785950928897008 + 0.*I, 0.000524800534222991 + 0.*I, 9.544327414068299*^-6 + 0.*I, 1.0968268104871726*^-7 + 0.*I, 8.692950803634858*^-10 + 0.*I, 5.030975636088896*^-12 + 0.*I, 1.199040866595169*^-14 + 0.*I, 9.992007221626409*^-15 + 0.*I, 9.992007221626409*^-15 + 0.*I, 1.0991207943789048*^-14 + 0.*I, 1.1102230246251565*^-14 + 0.*I, 2.398081733190338*^-14 + 0.*I, 3.7991831902672857*^-13 + 0.*I, 5.010991621645643*^-12 + 0.*I, 1.7440049404626734*^-11 + 0.*I, 3.318101349236712*^-11 + 0.*I, 9.028999770066548*^-12 + 0.*I, 1.3169465518103605*^-12 + 0.*I, 5.706546346573303*^-14 + 0.*I, 1.199040866595169*^-14 + 0.*I, 1.1102230246251565*^-14 + 0.*I, 1.0991207943789048*^-14 + 0.*I, 9.992007221626409*^-15 + 0.*I, 9.992007221626409*^-15 + 0.*I, 1.0103029524088923*^-14 + 0.*I, 1.0103029524088923*^-14 + 0.*I, 1.0103029524088923*^-14 + 0.*I, 9.992007221626409*^-15 + 0.*I, 9.992007221626409*^-15 + 0.*I, 1.0991207943789048*^-14 + 0.*I, 1.0103029524088923*^-14 + 0.*I, 1.0991207943789048*^-14 + 0.*I, 3.996802888650563*^-15 + 0.*I, 2.949862576429041*^-13 + 0.*I, 1.638023050531956*^-12 + 0.*I, 4.4170778149712315*^-12 + 0.*I, 1.965982932006227*^-12 + 0.*I, 4.3198777888164836*^-13 + 0.*I, 1.4988010832439613*^-14 + 0.*I, 9.992007221626409*^-15 + 0.*I, 1.0991207943789048*^-14 + 0.*I, 9.992007221626409*^-15 + 0.*I, 9.992007221626409*^-15 + 0.*I, 9.992007221626409*^-15 + 0.*I, 1.0103029524088923*^-14 + 0.*I, 1.0103029524088923*^-14 + 0.*I}
