{0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.}
{0.000399893345109, 0.000799783357819, 0.000399880015264, 9.997332*^-9, 1.1*^-13, 1.*^-15, 1.*^-15, 1.*^-15, 1.*^-15, 1.*^-15, 1.*^-15, 1.*^-15, 1.*^-15, 1.*^-15, 1.*^-15, 1.*^-15, 1.*^-15, 1.*^-15, 1.*^-15, 1.*^-15}
{0.001598294086924, 0.003196534900221, 0.001598080976784, 1.59829407*^-7, 7.103*^-12, 1.*^-15, 1.*^-15, 1.*^-15, 1.*^-15, 1.*^-15, 1.*^-15, 1.*^-15, 1.*^-15, 1.*^-15, 1.*^-15, 1.*^-15, 1.*^-15, 1.*^-15, 1.*^-15, 1.*^-15}
{0.00359136858122, 0.007182467842134, 0.003590291122164, 8.08057928*^-7, 8.0819*^-11, 5.*^-15, 1.*^-15, 1.*^-15, 1.*^-15, 1.*^-15, 1.*^-15, 1.*^-15, 1.*^-15, 1.*^-15, 1.*^-15, 1.*^-15, 1.*^-15, 0., 0., 0.}
{0.006372741527375, 0.012744633537301, 0.006369342460015, 2.549096576*^-6, 4.53296*^-10, 4.7*^-14, 2.*^-15, 2.*^-15, 2.*^-15, 2.*^-15, 2.*^-15, 2.*^-15, 2.*^-15, 2.*^-15, 2.*^-15, 2.*^-15, 2.*^-15, 1.*^-15, 2.*^-15, 2.*^-15}
{0.009933517076672, 0.019864965361368, 0.009925238111178, 6.208447954*^-6, 1.725285*^-9, 2.66*^-13, 3.*^-15, 3.*^-15, 3.*^-15, 3.*^-15, 3.*^-15, 3.*^-15, 3.*^-15, 3.*^-15, 3.*^-15, 3.*^-15, 3.*^-15, 3.*^-15, 3.*^-15, 3.*^-15}
{0.014262308281517, 0.028520339928257, 0.014245190431538, 0.000012836076526, 5.13751*^-9, 1.153*^-12, 3.*^-15, 3.*^-15, 3.*^-15, 3.*^-15, 3.*^-15, 3.*^-15, 3.*^-15, 3.*^-15, 3.*^-15, 3.*^-15, 3.*^-15, 3.*^-15, 3.*^-15, 3.*^-15}
{0.01934527478349, 0.038682655420789, 0.019313669762124, 0.000023697958442, 1.2912765*^-8, 3.953*^-12, 2.*^-15, 3.*^-15, 3.*^-15, 3.*^-15, 3.*^-15, 3.*^-15, 3.*^-15, 3.*^-15, 3.*^-15, 3.*^-15, 3.*^-15, 4.*^-15, 3.*^-15, 3.*^-15}
{0.025166168609852, 0.050318926755526, 0.025112463609514, 0.000040265860601, 2.866408*^-8, 1.1472*^-11, 2.*^-15, 1.*^-15, 1.*^-15, 1.*^-15, 1.*^-15, 1.*^-15, 1.*^-15, 1.*^-15, 1.*^-15, 1.*^-15, 1.*^-15, 2.*^-15, 1.*^-15, 1.*^-15}
{0.031706387919864, 0.063391397241519, 0.03162074601723, 0.0000642054121, 5.7863005*^-8, 2.9319*^-11, 1.1*^-14, 2.*^-15, 2.*^-15, 2.*^-15, 2.*^-15, 2.*^-15, 2.*^-15, 2.*^-15, 2.*^-15, 2.*^-15, 2.*^-15, 1.*^-15, 1.*^-15, 1.*^-15}
{0.038945038514994, 0.077857666334007, 0.038815156847844, 0.000097362542094, 1.08361255*^-7, 6.7794*^-11, 2.8*^-14, 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 1.*^-15, 1.*^-15, 1.*^-15}
{0.046859002900225, 0.093670833026681, 0.046669890655557, 0.000141748368212, 1.90958034*^-7, 1.44588*^-10, 7.2*^-14, 1.*^-15, 1.*^-15, 1.*^-15, 1.*^-15, 1.*^-15, 1.*^-15, 1.*^-15, 1.*^-15, 1.*^-15, 1.*^-15, 2.*^-15, 2.*^-15, 2.*^-15}
{0.055423016657609, 0.110779654370584, 0.055156794790386, 0.000199522629488, 3.20004524*^-7, 2.88422*^-10, 1.69*^-13, 3.*^-15, 3.*^-15, 3.*^-15, 3.*^-15, 3.*^-15, 3.*^-15, 3.*^-15, 3.*^-15, 3.*^-15, 3.*^-15, 2.*^-15, 3.*^-15, 2.*^-15}
