{0. + 0.*I, 0.9999833334165987 + 0.*I, 0.9999833334165987 + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I}
{0.20231914520059124 + 0.*I, 0.3711141895999859 + 0.*I, 0.37419022447058303 + 0.*I, 0.1850728990771877 + 0.*I, 0.013742313577402855 + 0.*I, 0.0004207570456049581 + 0.*I, 7.065036400355496*^-6 + 0.*I, 7.50510098512791*^-8 + 0.*I, 5.45608003221787*^-10 + 0.*I, 3.2460700793990327*^-10 + 0.*I, 1.0667400296426875*^-8 + 0.*I, 1.6587879958507304*^-7 + 0.*I, 6.784417916350095*^-7 + 0.*I, 1.2637876023458008*^-6 + 0.*I, 3.614246013583511*^-7 + 0.*I, 4.561639954658859*^-8 + 0.*I, 1.396616156057462*^-9 + 0.*I, 1.5409895581797173*^-11 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I}
{0.20818765396439787 + 0.*I, 0.35181110569519897 + 0.*I, 0.35508725827999577 + 0.*I, 0.18970476509279077 + 0.*I, 0.014728504422012458 + 0.*I, 0.00046992650761801263 + 0.*I, 8.213886193431108*^-6 + 0.*I, 9.078580109900258*^-8 + 0.*I, 6.860068069158843*^-10 + 0.*I, 3.922195901395754*^-10 + 0.*I, 1.2375211966286772*^-8 + 0.*I, 1.8433301551823433*^-7 + 0.*I, 7.132759938244249*^-7 + 0.*I, 1.3426716016784468*^-6 + 0.*I, 3.799473846655133*^-7 + 0.*I, 5.0684390018318495*^-8 + 0.*I, 1.6200152330725363*^-9 + 0.*I, 1.8984813721090177*^-11 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I}
{0.2140200670869952 + 0.*I, 0.3325252750111973 + 0.*I, 0.3360080779676089 + 0.*I, 0.1942446398631948 + 0.*I, 0.015759378316793082 + 0.*I, 0.0005236152325949206 + 0.*I, 9.520450983124817*^-6 + 0.*I, 1.0940599537434538*^-7 + 0.*I, 8.592015987574086*^-10 + 0.*I, 4.72000216689139*^-10 + 0.*I, 1.4311618556916983*^-8 + 0.*I, 2.0433479352988115*^-7 + 0.*I, 7.480903896350811*^-7 + 0.*I, 1.42376461176319*^-6 + 0.*I, 3.984554020064479*^-7 + 0.*I, 5.617601939178485*^-8 + 0.*I, 1.873390331752489*^-9 + 0.*I, 2.3003821070233247*^-11 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I}
{0.219809696485207 + 0.*I, 0.3132741861771926 + 0.*I, 0.3169699682791905 + 0.*I, 0.1986852027538122 + 0.*I, 0.01683545435640088 + 0.*I, 0.0005821223912017005 + 0.*I, 0.000011002438404794646 + 0.*I, 1.3136660648171983*^-7 + 0.*I, 1.0711875830793362*^-9 + 0.*I, 5.660139024143973*^-10 + 0.*I, 1.6501600086371582*^-8 + 0.*I, 2.259662013059938*^-7 + 0.*I, 7.827254178138787*^-7 + 0.*I, 1.5069560044267407*^-6 + 0.*I, 4.168627887324306*^-7 + 0.*I, 6.211400283007153*^-8 + 0.*I, 2.1597834631847945*^-9 + 0.*I, 2.799982468104645*^-11 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I}
{0.2255498948261936 + 0.*I, 0.29407522417159715 + 0.*I, 0.29799007970621183 + 0.*I, 0.20301925699939274 + 0.*I, 0.017957186405603842 + 0.*I, 0.0006457582677921181 + 0.*I, 0.000012679095795498085 + 0.*I, 1.5718359946959026*^-7 + 0.*I, 1.3304024548688178*^-9 + 0.*I, 6.762146398386904*^-10 + 0.*I, 1.8971979542925513*^-8 + 0.*I, 2.493101947109722*^-7 + 0.*I, 8.170105925131566*^-7 + 0.*I, 1.592122594873402*^-6 + 0.*I, 4.350791948937172*^-7 + 0.*I, 6.852061140705246*^-8 + 0.*I, 2.482591909824805*^-9 + 0.*I, 3.381739333008227*^-11 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I}
{0.23123406265381785 + 0.*I, 0.2749456520118043 + 0.*I, 0.27908540952499283 + 0.*I, 0.20723973983101107 + 0.*I, 0.019124960744187902 + 0.*I, 0.0007148441617976787 + 0.*I, 0.000014571304207677828 + 0.*I, 1.8743879781624176*^-7 + 0.*I, 1.6451950912710345*^-9 + 0.*I, 8.050005106952085*^-10 + 0.*I, 2.1751001000325235*^-8 + 0.*I, 2.7444999606274223*^-7 + 0.*I, 8.507665905099772*^-7 + 0.*I, 1.6791300072593886*^-6 + 0.*I, 4.5300840856299374*^-7 + 0.*I, 7.541880453487694*^-8 + 0.*I, 2.8459901102451113*^-9 + 0.*I, 4.061195824078823*^-11 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I}
{0.23685565544400158 + 0.*I, 0.25590259262939785 + 0.*I, 0.2602727830806062 + 0.*I, 0.21133973240621276 + 0.*I, 0.020339093813004364 + 0.*I, 0.0007897122604072493 + 0.*I, 0.00001670167339984374 + 0.*I, 2.2278920930318693*^-7 + 0.*I, 2.0268009492951933*^-9 + 0.*I, 9.551914814664997*^-10 + 0.*I, 2.4870194792470105*^-8 + 0.*I, 3.01468605634625*^-7 + 0.*I, 8.838043852321676*^-7 + 0.*I, 1.7678313923852331*^-6 + 0.*I, 4.705497991253083*^-7 + 0.*I, 8.283098651418186*^-8 + 0.*I, 3.253397551361559*^-9 + 0.*I, 4.8605564018089366*^-11 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I}
{0.24240819059120344 + 0.*I, 0.23696301095159633 + 0.*I, 0.24156883533019705 + 0.*I, 0.2153124695330133 + 0.*I, 0.02159983006981836 + 0.*I, 0.0008707054776069256 + 0.*I, 0.000019094639802652583 + 0.*I, 2.6397279917489413*^-7 + 0.*I, 2.487787753580051*^-9 + 0.*I, 1.1294076784906792*^-9 + 0.*I, 2.8362201476284102*^-8 + 0.*I, 3.304487794508759*^-7 + 0.*I, 9.159252023493992*^-7 + 0.*I, 1.8580689875591363*^-6 + 0.*I, 4.875972070550461*^-7 + 0.*I, 9.077940621438073*^-8 + 0.*I, 3.7093883520356034*^-9 + 0.*I, 5.759837051755312*^-11 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I}
{0.24788525431260758 + 0.*I, 0.2181436962123806 + 0.*I, 0.22298999267500458 + 0.*I, 0.21915134916559165 + 0.*I, 0.022907339956801387 + 0.*I, 0.0009581772610012252 + 0.*I, 0.00002177656479585011 + 0.*I, 3.1181739412744497*^-7 + 0.*I, 3.0424107677617944*^-9 + 0.*I, 1.3312018154465477*^-9 + 0.*I, 3.2262592597476214*^-8 + 0.*I, 3.6147278503761987*^-7 + 0.*I, 9.469218076318954*^-7 + 0.*I, 1.94967360034326*^-6 + 0.*I, 5.040401873657174*^-7 + 0.*I, 9.928640132272905*^-8 + 0.*I, 4.218603244510178*^-9 + 0.*I, 6.818989817247711*^-11 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I}
{0.2532805084639822 + 0.*I, 0.19946124451000188 + 0.*I, 0.20455245509760633 + 0.*I, 0.22284994166839045 + 0.*I, 0.024261717986995283 + 0.*I, 0.0010524913696130511 + 0.*I, 0.00002477583820326146 + 0.*I, 3.6724858709646934*^-7 + 0.*I, 3.707811835340636*^-9 + 0.*I, 1.5646151041437406*^-9 + 0.*I, 3.6610203757447835*^-8 + 0.*I, 3.946224014228506*^-7 + 0.*I, 9.765783959281293*^-7 + 0.*I, 2.0424643976113543*^-6 + 0.*I, 5.197636099296687*^-7 + 0.*I, 1.0837439834432418*^-7 + 0.*I, 4.786193663619543*^-9 + 0.*I, 8.060219158778636*^-11 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I}
{0.2585876972573953 + 0.*I, 0.18093204163081025 + 0.*I, 0.18627217863158577 + 0.*I, 0.22640199882961734 + 0.*I, 0.025662980952811942 + 0.*I, 0.001154021615201728 + 0.*I, 0.000028122982409506395 + 0.*I, 4.313011947587597*^-7 + 0.*I, 4.503797335075888*^-9 + 0.*I, 1.8330004181166262*^-9 + 0.*I, 4.14446033047966*^-8 + 0.*I, 4.299768097126844*^-7 + 0.*I, 1.0046701914845357*^-6 + 0.*I, 2.1362499991184336*^-6 + 0.*I, 5.346479925449898*^-7 + 0.*I, 1.1806440269879204*^-7 + 0.*I, 5.417000181751065*^-9 + 0.*I, 9.479084184249587*^-11 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I}
{0.2638006538804083 + 0.*I, 0.16257224616340604 + 0.*I, 0.16816485817519045 + 0.*I, 0.22980146261000206 + 0.*I, 0.02711106625719051 + 0.*I, 0.001263151572405974 + 0.*I, 0.00003185075621026101 + 0.*I, 5.051271845246674*^-7 + 0.*I, 5.452593931920547*^-9 + 0.*I, 2.141398169897002*^-9 + 0.*I, 4.6810000320363094*^-8 + 0.*I, 4.6761519101323756*^-7 + 0.*I, 1.030965801618322*^-6 + 0.*I, 2.23082761152682*^-6 + 0.*I, 5.48569589753356*^-7 + 0.*I, 1.2837799712173137*^-7 + 0.*I, 6.116995798777226*^-9 + 0.*I, 1.1139977829088822*^-10 + 0.*I, 9.99200722162641*^-13 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I}
{0.26891330699800875 + 0.*I, 0.14439777291479497 + 0.*I, 0.15024591068539817 + 0.*I, 0.23304247362161415 + 0.*I, 0.02860583038000187 + 0.*I, 0.0013802742568014281 + 0.*I, 0.000035994265190630876 + 0.*I, 5.900079980136752*^-7 + 0.*I, 6.580203049111333*^-9 + 0.*I, 2.494804363095682*^-9 + 0.*I, 5.2751203405421165*^-8 + 0.*I, 5.076127962411192*^-7 + 0.*I, 1.055223997070698*^-6 + 0.*I, 2.325984604922837*^-6 + 0.*I, 5.614001929998836*^-7 + 0.*I, 1.3933540987665083*^-7 + 0.*I, 6.89179824320263*^-9 + 0.*I, 1.2980727603917333*^-10 + 0.*I, 9.99200722162641*^-13 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I}
{0.2739196871409888 + 0.*I, 0.12642427665598976 + 0.*I, 0.13253045875261105 + 0.*I, 0.23611937931560248 + 0.*I, 0.03014704747039687 + 0.*I, 0.001505791765410436 + 0.*I, 0.000040591066796658026 + 0.*I, 6.873650093552898*^-7 + 0.*I, 7.91680054845756*^-9 + 0.*I, 2.8985924771518516*^-9 + 0.*I, 5.9317994960395026*^-8 + 0.*I, 5.500439881345188*^-7 + 0.*I, 1.0771988190327875*^-6 + 0.*I, 2.421497002913498*^-6 + 0.*I, 5.730089958078112*^-7 + 0.*I, 1.509566027735332*^-7 + 0.*I, 7.747802399649117*^-9 + 0.*I, 1.5121237595394632*^-10 + 0.*I, 7.993605777301128*^-13 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I}
{0.278813932967803 + 0.*I, 0.10866713620658608 + 0.*I, 0.11503331459259415 + 0.*I, 0.23902674187861184 + 0.*I, 0.0317344080829951 + 0.*I, 0.0016401148891898034 + 0.*I, 0.00004568128340043386 + 0.*I, 7.987734029768491*^-7 + 0.*I, 9.496603503578173*^-9 + 0.*I, 3.3586022851750386*^-9 + 0.*I, 6.656140083549646*^-8 + 0.*I, 5.949787995618295*^-7 + 0.*I, 1.0966367813836086*^-6 + 0.*I, 2.51713259125097*^-6 + 0.*I, 5.83260217901227*^-7 + 0.*I, 1.6326040519487606*^-7 + 0.*I, 8.691403152738532*^-9 + 0.*I, 1.756150780352073*^-10 + 0.*I, 9.99200722162641*^-13 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I}
{0.2835902973943982 + 0.*I, 0.09114143888200311 + 0.*I, 0.09776896446600515 + 0.*I, 0.24175934581460723 + 0.*I, 0.03336751804761118 + 0.*I, 0.001783662686594134 + 0.*I, 0.00005130771141281798 + 0.*I, 9.259727873356383*^-7 + 0.*I, 1.1358203266809143*^-8 + 0.*I, 3.88198362344383*^-9 + 0.*I, 7.453679895519372*^-8 + 0.*I, 6.424849985364744*^-7 + 0.*I, 1.1132782029577015*^-6 + 0.*I, 2.6126477870036524*^-6 + 0.*I, 5.92016791145511*^-7 + 0.*I, 1.7626500259382283*^-7 + 0.*I, 9.730394268103737*^-9 + 0.*I, 2.0359269825576123*^-10 + 0.*I, 5.995204332975846*^-13 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I}
{0.28824315358439995 + 0.*I, 0.07386196531959933 + 0.*I, 0.08075155354358989 + 0.*I, 0.24431220521279332 + 0.*I, 0.035045897485797006 + 0.*I, 0.0019368620281845497 + 0.*I, 0.00005751593379343945 + 0.*I, 1.0708841813311665*^-6 + 0.*I, 1.3546808119713205*^-8 + 0.*I, 4.475797510394841*^-9 + 0.*I, 8.330138800971554*^-8 + 0.*I, 6.92625801157476*^-7 + 0.*I, 1.1268584065859955*^-6 + 0.*I, 2.7077911912698482*^-6 + 0.*I, 5.991370066738001*^-7 + 0.*I, 1.8998740358711075*^-7 + 0.*I, 1.0871814559720862*^-8 + 0.*I, 2.354116901415182*^-10 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I}
{0.29276700079601264 + 0.*I, 0.05684317469618616 + 0.*I, 0.0639948712394034 + 0.*I, 0.24668057068379937 + 0.*I, 0.03676897997040297 + 0.*I, 0.0021001471044002074 + 0.*I, 0.00006435443180574651 + 0.*I, 1.2356229817100939*^-6 + 0.*I, 1.6113199663436717*^-8 + 0.*I, 5.147793302739957*^-9 + 0.*I, 9.291600822081136*^-8 + 0.*I, 7.45460404516507*^-7 + 0.*I, 1.1371067865084683*^-6 + 0.*I, 2.8023030118617953*^-6 + 0.*I, 6.044772016267076*^-7 + 0.*I, 2.0444301807032164*^-7 + 0.*I, 1.2123591019985726*^-8 + 0.*I, 2.714051205998658*^-10 + 0.*I, 0. + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I}
{0.2971564700767982 + 0.*I, 0.040099190362608006 + 0.*I, 0.04751233702260382 + 0.*I, 0.24885993595860081 + 0.*I, 0.03853611183319838 + 0.*I, 0.0022739589021991695 + 0.*I, 0.00007187469779346145 + 0.*I, 1.4225146172108794*^-6 + 0.*I, 1.9114798632813293*^-8 + 0.*I, 5.906408695466326*^-9 + 0.*I, 1.0344458623023912*^-7 + 0.*I, 8.010428098614853*^-7 + 0.*I, 1.1437497837718526*^-6 + 0.*I, 2.8959143971718504*^-6 + 0.*I, 6.078920034013892*^-7 + 0.*I, 2.196461901249336*^-7 + 0.*I, 1.349360623237317*^-8 + 0.*I, 3.1199487438016154*^-10 + 0.*I, 3.996802888650564*^-13 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I}
{0.30140632979900334 + 0.*I, 0.023643785898208595 + 0.*I, 0.03131698673239925 + 0.*I, 0.25084604414020717 + 0.*I, 0.04034655162341583 + 0.*I, 0.0024587446471935337 + 0.*I, 0.00008013134678019897 + 0.*I, 1.6341124009500163*^-6 + 0.*I, 2.2616997163993346*^-8 + 0.*I, 6.761391446730159*^-9 + 0.*I, 1.149546013934355*^-7 + 0.*I, 8.594223999125462*^-7 + 0.*I, 1.1465095983709264*^-6 + 0.*I, 2.988349812049762*^-6 + 0.*I, 6.09233996584635*^-7 + 0.*I, 2.3560999817817674*^-7 + 0.*I, 1.499080859446167*^-8 + 0.*I, 3.5800251652062803*^-10 + 0.*I, 7.993605777301128*^-13 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.8207657603852567*^-12 + 0.*I, 1.8207657603852567*^-12 + 0.*I, 1.8207657603852567*^-12 + 0.*I, 1.8207657603852567*^-12 + 0.*I, 1.8207657603852567*^-12 + 0.*I, 1.8207657603852567*^-12 + 0.*I, 1.8207657603852567*^-12 + 0.*I}
{0.3055114910344159 + 0.*I, 0.00749037161200672 + 0.*I, 0.015421459404008077 + 0.*I, 0.25263489359959035 + 0.*I, 0.0421994697161976 + 0.*I, 0.002654957215408871 + 0.*I, 0.00008918222980103253 + 0.*I, 1.87321318456668*^-6 + 0.*I, 2.6693602883653966*^-8 + 0.*I, 7.722400496845694*^-9 + 0.*I, 1.2751599776095193*^-7 + 0.*I, 9.206419848695192*^-7 + 0.*I, 1.1451058101741296*^-6 + 0.*I, 3.0793269933937495*^-6 + 0.*I, 6.083536119305677*^-7 + 0.*I, 2.5234578870936275*^-7 + 0.*I, 1.6624390752895124*^-8 + 0.*I, 4.1000536299407036*^-10 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I}
{0.30946701275800237 + 0.*I, 0.008348018501602716 + 0.*I, 0.0001620153762038612 + 0.*I, 0.25422274350739293 + 0.*I, 0.044093948076406875 + 0.*I, 0.002863054510005014 + 0.*I, 0.00009908854419204971 + 0.*I, 2.1428781860066692*^-6 + 0.*I, 3.1428393221233364*^-8 + 0.*I, 8.800804529585093*^-9 + 0.*I, 1.412026051639259*^-7 + 0.*I, 9.847388016126501*^-7 + 0.*I, 1.1392556009681698*^-6 + 0.*I, 3.1685561951988465*^-6 + 0.*I, 6.051008138996394*^-7 + 0.*I, 2.698627987740565*^-7 + 0.*I, 1.8403389923093982*^-8 + 0.*I, 4.680034138004885*^-10 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I}
