{0. + 0.*I, 0.9999833334165987 + 0.*I, 0.9999833334165987 + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I}
{0.06111266374460023 + 0.*I, 0.021405174693400756 + 0.*I, 0.04684896678599505 + 0.*I, 0.1097346907215968 + 0.*I, 0.14414871522441255 + 0.*I, 0.07774088581060656 + 0.*I, 0.015388823208395408 + 0.*I, 0.0016951124101938222 + 0.*I, 0.00012017016701726391 + 0.*I, 5.783721945817889*^-7 + 0.*I, 0.000011688807388665625 + 0.*I, 1.0701405983581935*^-6 + 0.*I, 0.0000175731422080716 + 0.*I, 7.561275205958396*^-6 + 0.*I, 9.31329540154735*^-6 + 0.*I, 2.9501359133377036*^-7 + 0.*I, 1.5055340085723403*^-6 + 0.*I, 2.7432278670858073*^-7 + 0.*I, 1.2175394026314736*^-8 + 0.*I, 1.1182166304024579*^-9 + 0.*I, 1.8480772467910356*^-10 + 0.*I, 1.4588330543574557*^-11 + 0.*I, 2.8199664825478976*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 2.19824158875781*^-12 + 0.*I, 2.19824158875781*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 2.19824158875781*^-12 + 0.*I, 2.19824158875781*^-12 + 0.*I, 2.19824158875781*^-12 + 0.*I}
{0.05333576857138868 + 0.*I, 0.032541119914397676 + 0.*I, 0.038703013359797644 + 0.*I, 0.11493181612860504 + 0.*I, 0.14236501238400479 + 0.*I, 0.07923201102020272 + 0.*I, 0.015987222613800256 + 0.*I, 0.0017901485243942972 + 0.*I, 0.000128864775406079 + 0.*I, 8.434521969746812*^-7 + 0.*I, 0.000011932192389707552 + 0.*I, 1.6008024017466484*^-6 + 0.*I, 0.000017693732212720192 + 0.*I, 7.722966999246239*^-6 + 0.*I, 9.376666798566191*^-6 + 0.*I, 4.3723260567674066*^-7 + 0.*I, 1.53864301299933*^-6 + 0.*I, 2.8778419647323977*^-7 + 0.*I, 1.3026602019294842*^-8 + 0.*I, 1.2106093905117634*^-9 + 0.*I, 2.0359269825576123*^-10 + 0.*I, 1.6209256159527285*^-11 + 0.*I, 2.997602166487923*^-12 + 0.*I, 2.3980817331903385*^-12 + 0.*I, 2.4202861936828413*^-12 + 0.*I, 2.3980817331903385*^-12 + 0.*I, 2.3980817331903385*^-12 + 0.*I, 2.3980817331903385*^-12 + 0.*I, 2.3980817331903385*^-12 + 0.*I, 2.3980817331903385*^-12 + 0.*I}
{0.045574947022397616 + 0.*I, 0.04365178103060696 + 0.*I, 0.030628368537999332 + 0.*I, 0.11996471575599356 + 0.*I, 0.14046873177600006 + 0.*I, 0.08071329543100081 + 0.*I, 0.016600987189008265 + 0.*I, 0.001889512113817382 + 0.*I, 0.00013810581400708344 + 0.*I, 1.1415312028972835*^-6 + 0.*I, 0.000012168270191459385 + 0.*I, 2.154522205088938*^-6 + 0.*I, 0.00001779328679951675 + 0.*I, 7.870236595763913*^-6 + 0.*I, 9.428940606071023*^-6 + 0.*I, 5.854869922217176*^-7 + 0.*I, 1.5711018042097182*^-6 + 0.*I, 3.01715807893288*^-7 + 0.*I, 1.3929213338315094*^-8 + 0.*I, 1.3089973549540448*^-9 + 0.*I, 2.2319923687064147*^-10 + 0.*I, 1.758593271006248*^-11 + 0.*I, 2.797762022055395*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 2.19824158875781*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I}
{0.037836058858004014 + 0.*I, 0.05472428547039777 + 0.*I, 0.02263637131059149 + 0.*I, 0.12482854488939933 + 0.*I, 0.13846065070459715 + 0.*I, 0.0821832062126049 + 0.*I, 0.017230178677007935 + 0.*I, 0.0019933461451904226 + 0.*I, 0.000147922017390556 + 0.*I, 1.4754681920692292*^-6 + 0.*I, 0.000012396098392208902 + 0.*I, 2.7313159955966167*^-6 + 0.*I, 0.000017871107615974324 + 0.*I, 8.002358198311299*^-6 + 0.*I, 9.46975540205841*^-6 + 0.*I, 7.397690016119897*^-7 + 0.*I, 1.6028187888039724*^-6 + 0.*I, 3.161227946080203*^-7 + 0.*I, 1.4884604659926028*^-8 + 0.*I, 1.4148016092008222*^-9 + 0.*I, 2.4520385721871207*^-10 + 0.*I, 1.9384494009955233*^-11 + 0.*I, 2.997602166487923*^-12 + 0.*I, 2.19824158875781*^-12 + 0.*I, 2.19824158875781*^-12 + 0.*I, 2.19824158875781*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I}
{0.030124912568413324 + 0.*I, 0.06574591414358899 + 0.*I, 0.014738134735203802 + 0.*I, 0.12951868493999985 + 0.*I, 0.13634167969280855 + 0.*I, 0.08364019053421769 + 0.*I, 0.017874844475396223 + 0.*I, 0.002101795723796762 + 0.*I, 0.0001583432929885831 + 0.*I, 1.8483095942656293*^-6 + 0.*I, 0.000012614693600809803 + 0.*I, 3.33115959261221*^-6 + 0.*I, 0.00001792652242205151 + 0.*I, 8.11862179705969*^-6 + 0.*I, 9.498762598703081*^-6 + 0.*I, 9.000586054241921*^-7 + 0.*I, 1.6337005970257226*^-6 + 0.*I, 3.3101059671025723*^-7 + 0.*I, 1.589499643017689*^-8 + 0.*I, 1.5279999487916032*^-9 + 0.*I, 2.688071987222429*^-10 + 0.*I, 2.1405099914773018*^-11 + 0.*I, 2.997602166487923*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 2.19824158875781*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 2.19824158875781*^-12 + 0.*I, 2.19824158875781*^-12 + 0.*I, 2.19824158875781*^-12 + 0.*I}
{0.022447259784996735 + 0.*I, 0.07670411474960392 + 0.*I, 0.00694453357799052 + 0.*I, 0.13403074879738686 + 0.*I, 0.13411286218558696 + 0.*I, 0.08508267713400741 + 0.*I, 0.01853501713340311 + 0.*I, 0.002215008007810937 + 0.*I, 0.0001694007505825823 + 0.*I, 2.2633029894691954*^-6 + 0.*I, 0.000012823031392272812 + 0.*I, 3.953987603999565*^-6 + 0.*I, 0.000017958886999736023 + 0.*I, 8.218332192555524*^-6 + 0.*I, 9.515629217915489*^-6 + 0.*I, 1.0663251837073064*^-6 + 0.*I, 1.663650794903049*^-6 + 0.*I, 3.4638381052332084*^-7 + 0.*I, 1.6963985771667467*^-8 + 0.*I, 1.6489920540152527*^-9 + 0.*I, 2.9460878181453154*^-10 + 0.*I, 2.3581137043038328*^-11 + 0.*I, 3.1974423109204512*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I}
{0.014808789787995602 + 0.*I, 0.0875865147989874 + 0.*I, 0.0007338076503993207 + 0.*I, 0.13836058584759672 + 0.*I, 0.13177537406841025 + 0.*I, 0.08650907793781304 + 0.*I, 0.019210713854000975 + 0.*I, 0.002333132114618053 + 0.*I, 0.0001811267330120714 + 0.*I, 2.7239051902938627*^-6 + 0.*I, 0.000013020043199141186 + 0.*I, 4.599693403939398*^-6 + 0.*I, 0.000017967586996014973 + 0.*I, 8.300812393002843*^-6 + 0.*I, 9.520038202204263*^-6 + 0.*I, 1.2385259928748837*^-6 + 0.*I, 1.6925702173153925*^-6 + 0.*I, 3.622470101660724*^-7 + 0.*I, 1.8093593290302582*^-8 + 0.*I, 1.7781998096211284*^-9 + 0.*I, 3.2240876635114546*^-10 + 0.*I, 2.560174294785611*^-11 + 0.*I, 2.797762022055395*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I}
{0.007215124118192808 + 0.*I, 0.0983809343312103 + 0.*I, 0.008286526251999327 + 0.*I, 0.14250428665281145 + 0.*I, 0.12933052300221348 + 0.*I, 0.08791778972399023 + 0.*I, 0.01990193600320822 + 0.*I, 0.0024563190202053775 + 0.*I, 0.00019355484599525852 + 0.*I, 3.233793988144385*^-6 + 0.*I, 0.000013204616799988855 + 0.*I, 5.268127600821516*^-6 + 0.*I, 0.000017952041608815254 + 0.*I, 8.365403791898984*^-6 + 0.*I, 9.511690790553473*^-6 + 0.*I, 1.4166071871102306*^-6 + 0.*I, 1.7203563906775798*^-6 + 0.*I, 3.786023938801009*^-7 + 0.*I, 1.9286394703499354*^-8 + 0.*I, 1.9168000520153328*^-9 + 0.*I, 3.534061931986798*^-10 + 0.*I, 2.8599345114344032*^-11 + 0.*I, 3.3972824553529794*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 2.19824158875781*^-12 + 0.*I, 2.19824158875781*^-12 + 0.*I, 2.19824158875781*^-12 + 0.*I, 2.020605904817785*^-12 + 0.*I, 2.020605904817785*^-12 + 0.*I, 2.020605904817785*^-12 + 0.*I}
{0.00032818870799866673 + 0.*I, 0.10907539831999104 + 0.*I, 0.015703532476596394 + 0.*I, 0.14645818728420415 + 0.*I, 0.1267797475710042 + 0.*I, 0.08930719583399858 + 0.*I, 0.020608668627608576 + 0.*I, 0.0025847214512042527 + 0.*I, 0.00020671998419707904 + 0.*I, 3.7968759913908916*^-6 + 0.*I, 0.000013375596408238268 + 0.*I, 5.9590957945943055*^-6 + 0.*I, 0.000017911701988282402 + 0.*I, 8.411471208447097*^-6 + 0.*I, 9.490304386794436*^-6 + 0.*I, 1.6005010206043837*^-6 + 0.*I, 1.74690599763494*^-6 + 0.*I, 3.9545358099246647*^-7 + 0.*I, 2.0545587453568714*^-8 + 0.*I, 2.0644153053694936*^-9 + 0.*I, 3.86601861634972*^-10 + 0.*I, 3.139710713639943*^-11 + 0.*I, 3.3972824553529794*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I}
{0.007815678366607237 + 0.*I, 0.1196581487381998 + 0.*I, 0.022975020228188647 + 0.*I, 0.15021887330000097 + 0.*I, 0.12412461625179728 + 0.*I, 0.09067566793019567 + 0.*I, 0.02133087998321681 + 0.*I, 0.002718493774200859 + 0.*I, 0.00022065836520201998 + 0.*I, 4.417300591974538*^-6 + 0.*I, 0.00001353178060714555 + 0.*I, 6.672359820214525*^-6 + 0.*I, 0.000017846057587256325 + 0.*I, 8.438400800336867*^-6 + 0.*I, 9.455617999698518*^-6 + 0.*I, 1.7901292004296467*^-6 + 0.*I, 1.7721111911228604*^-6 + 0.*I, 4.128021924287851*^-7 + 0.*I, 2.187339198655991*^-8 + 0.*I, 2.2220003614847887*^-9 + 0.*I, 4.2261749655381214*^-10 + 0.*I, 3.4594549447319884*^-11 + 0.*I, 3.5971225997855076*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I}
{0.015241957780987029 + 0.*I, 0.13011765629460384 + 0.*I, 0.03009147732599971 + 0.*I, 0.15378318337240238 + 0.*I, 0.12136682619701136 + 0.*I, 0.09202156779080095 + 0.*I, 0.022068521073004277 + 0.*I, 0.0028577918738115224 + 0.*I, 0.00023540755378359535 + 0.*I, 5.099469801983503*^-6 + 0.*I, 0.000013671922793889736 + 0.*I, 7.407635993494922*^-6 + 0.*I, 0.000017754634207278744 + 0.*I, 8.445603394413581*^-6 + 0.*I, 9.40738977828204*^-6 + 0.*I, 1.985399600279436*^-6 + 0.*I, 1.7958625919689555*^-6 + 0.*I, 4.3064940502546284*^-7 + 0.*I, 2.3273205584928295*^-8 + 0.*I, 2.3901991497155*^-9 + 0.*I, 4.616085291786476*^-10 + 0.*I, 3.7991831902672863*^-11 + 0.*I, 3.796962744218035*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 2.020605904817785*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I}
{0.0226017280507973 + 0.*I, 0.14044263180501562 + 0.*I, 0.03704369531201124 + 0.*I, 0.1571482125530155 + 0.*I, 0.11850820183898493 + 0.*I, 0.09334324914880289 + 0.*I, 0.022821525196192738 + 0.*I, 0.0030027730255843825 + 0.*I, 0.00025100649179155 + 0.*I, 5.848050399492878*^-6 + 0.*I, 0.000013794728781491017 + 0.*I, 8.164594600401644*^-6 + 0.*I, 0.000017636998594916523 + 0.*I, 8.432517417666931*^-6 + 0.*I, 9.345399187843386*^-6 + 0.*I, 2.1862079924162003*^-6 + 0.*I, 1.8180490002350782*^-6 + 0.*I, 4.4899539641818365*^-7 + 0.*I, 2.4748203486524293*^-8 + 0.*I, 2.5689894656011347*^-9 + 0.*I, 5.038192085748961*^-10 + 0.*I, 4.201083925181592*^-11 + 0.*I, 3.796962744218035*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I}
{0.029889783253000957 + 0.*I, 0.15062203720341838 + 0.*I, 0.043822778795998836 + 0.*I, 0.16031131517519892 + 0.*I, 0.11555069331319334 + 0.*I, 0.09463905956601515 + 0.*I, 0.023589807510204786 + 0.*I, 0.003153595764593398 + 0.*I, 0.0002674955274173385 + 0.*I, 6.667985408270739*^-6 + 0.*I, 0.000013898857198491045 + 0.*I, 8.942860207916682*^-6 + 0.*I, 0.00001749275879703305 + 0.*I, 8.398608009052566*^-6 + 0.*I, 9.269448808524318*^-6 + 0.*I, 2.392437581377749*^-6 + 0.*I, 1.8385557964961665*^-6 + 0.*I, 4.67839011975002*^-7 + 0.*I, 2.6300606137397157*^-8 + 0.*I, 2.76001443921814*^-9 + 0.*I, 5.500044863993026*^-10 + 0.*I, 4.660716257376408*^-11 + 0.*I, 4.39648317751562*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I}
{0.03710101511519293 + 0.*I, 0.16064509617939038 + 0.*I, 0.0504201543249927 + 0.*I, 0.16327010739300987 + 0.*I, 0.11249637470260866 + 0.*I, 0.09590734234179445 + 0.*I, 0.024373264603605452 + 0.*I, 0.0033104197417976877 + 0.*I, 0.0002849164379981062 + 0.*I, 7.564506798729553*^-6 + 0.*I, 0.000013982919400135076 + 0.*I, 9.742007778257289*^-6 + 0.*I, 0.00001732156540423802 + 0.*I, 8.343372193131415*^-6 + 0.*I, 9.179362581157592*^-6 + 0.*I, 2.603956983371347*^-6 + 0.*I, 1.8572676063755016*^-6 + 0.*I, 4.871796077665635*^-7 + 0.*I, 2.7934410340435534*^-8 + 0.*I, 2.9630076170406028*^-9 + 0.*I, 5.99587046679062*^-10 + 0.*I, 5.10036457512797*^-11 + 0.*I, 4.596323321948148*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I}
{0.04423041754641477 + 0.*I, 0.17050130442100023 + 0.*I, 0.056827578773610554 + 0.*I, 0.16602246935020218 + 0.*I, 0.10934744211141824 + 0.*I, 0.09714643845859518 + 0.*I, 0.02517177408698501 + 0.*I, 0.003473405579201838 + 0.*I, 0.0003033124613915916 + 0.*I, 8.543148610762332*^-6 + 0.*I, 0.000014045476581792117 + 0.*I, 0.000010561566998745775 + 0.*I, 0.000017123115214623397 + 0.*I, 8.266337014894987*^-6 + 0.*I, 9.07498920454941*^-6 + 0.*I, 2.8206234015115683*^-6 + 0.*I, 1.874066990481538*^-6 + 0.*I, 5.070143860308463*^-7 + 0.*I, 2.9652613697805922*^-8 + 0.*I, 3.178191043673451*^-9 + 0.*I, 6.530109786240246*^-10 + 0.*I, 5.59996493620929*^-11 + 0.*I, 4.596323321948148*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.6209256159527285*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I}
{0.05127309103100664 + 0.*I, 0.18018043946801401 + 0.*I, 0.06303714724380516 + 0.*I, 0.16856654698138573 + 0.*I, 0.10610621155919821 + 0.*I, 0.09835468855479146 + 0.*I, 0.025985194196409548 + 0.*I, 0.0036427147156015143 + 0.*I, 0.00032272831897994797 + 0.*I, 9.60975938824049*^-6 + 0.*I, 0.000014085040200839673 + 0.*I, 0.000011401018595869061 + 0.*I, 0.000016897151411399136 + 0.*I, 8.167062204300635*^-6 + 0.*I, 8.956203600973824*^-6 + 0.*I, 3.0422798058538096*^-6 + 0.*I, 1.8888330011179733*^-6 + 0.*I, 5.273385950133048*^-7 + 0.*I, 3.145801397153036*^-8 + 0.*I, 3.4080072097708584*^-9 + 0.*I, 7.113865052588153*^-10 + 0.*I, 6.179501355063621*^-11 + 0.*I, 4.9960036108132044*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I}
{0.058224246876203985 + 0.*I, 0.1896725701586055 + 0.*I, 0.06904130046621049 + 0.*I, 0.17090075344279312 + 0.*I, 0.10277511670659935 + 0.*I, 0.09953043492361147 + 0.*I, 0.02681336341061602 + 0.*I, 0.00381850924420224 + 0.*I, 0.00034321024140471224 + 0.*I, 0.000010770515812552619 + 0.*I, 0.000014100071599187915 + 0.*I, 0.000012259795600932936 + 0.*I, 0.000016643465605703515 + 0.*I, 8.045143196078188*^-6 + 0.*I, 8.822903807548245*^-6 + 0.*I, 3.2687563988886836*^-6 + 0.*I, 1.9014448016108079*^-6 + 0.*I, 5.481485931824183*^-7 + 0.*I, 3.335420828420865*^-8 + 0.*I, 3.6518121859785424*^-9 + 0.*I, 7.744027641365392*^-10 + 0.*I, 6.821210263296962*^-11 + 0.*I, 5.617728504603293*^-12 + 0.*I, 2.19824158875781*^-12 + 0.*I, 2.19824158875781*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I}
{0.06507921131040373 + 0.*I, 0.19896806565939953 + 0.*I, 0.07483283170079957 + 0.*I, 0.17302377017198725 + 0.*I, 0.09935670641481044 + 0.*I, 0.10067202354300255 + 0.*I, 0.027656100088990773 + 0.*I, 0.004000951744997928 + 0.*I, 0.00036480599141519576 + 0.*I, 0.000012031935581191531 + 0.*I, 0.000014088980404558528 + 0.*I, 0.0000131372817957498 + 0.*I, 0.000016361898191874502 + 0.*I, 7.900211795863756*^-6 + 0.*I, 8.675015394921104*^-6 + 0.*I, 3.4998692166610117*^-6 + 0.*I, 1.9117800009738066*^-6 + 0.*I, 5.69438585173998*^-7 + 0.*I, 3.534499359858501*^-8 + 0.*I, 3.910405332874235*^-9 + 0.*I, 8.420153463362113*^-10 + 0.*I, 7.500666754367559*^-11 + 0.*I, 6.1950444774083735*^-12 + 0.*I, 2.19824158875781*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 2.020605904817785*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I}
{0.07183342942940207 + 0.*I, 0.20805760407420776 + 0.*I, 0.08040489312641785 + 0.*I, 0.17493454757540053 + 0.*I, 0.09585364213720028 + 0.*I, 0.10177780612479204 + 0.*I, 0.028513202126401186 + 0.*I, 0.004190205111398448 + 0.*I, 0.00038756489080249423 + 0.*I, 0.000013400893816850612 + 0.*I, 0.000014050123597897368 + 0.*I, 0.000014032813999698135 + 0.*I, 0.000016052342410866064 + 0.*I, 7.731936402244344*^-6 + 0.*I, 8.512491200818319*^-6 + 0.*I, 3.7354216164686704*^-6 + 0.*I, 1.9197146094995787*^-6 + 0.*I, 5.912013989473054*^-7 + 0.*I, 3.743318988114198*^-8 + 0.*I, 4.184608215496156*^-9 + 0.*I, 9.152012481195016*^-10 + 0.*I, 8.240075288767912*^-11 + 0.*I, 6.3948846218409025*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.8207657603852567*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I}
{0.07848246898740642 + 0.*I, 0.21693218062339706 + 0.*I, 0.0857510017190144 + 0.*I, 0.17663230534659125 + 0.*I, 0.09226869515279734 + 0.*I, 0.1028461421839877 + 0.*I, 0.029384446624214355 + 0.*I, 0.004386432367597948 + 0.*I, 0.00041153783900682583 + 0.*I, 0.000014884635590739492 + 0.*I, 0.000013981804802831734 + 0.*I, 0.000014945679605027351 + 0.*I, 0.00001571474299577602 + 0.*I, 7.540025204200163*^-6 + 0.*I, 8.335311418861124*^-6 + 0.*I, 3.975203188844034*^-6 + 0.*I, 1.9251226168748303*^-6 + 0.*I, 6.134285968073527*^-7 + 0.*I, 3.96221944143349*^-8 + 0.*I, 4.4755976702504086*^-9 + 0.*I, 9.940048784073952*^-10 + 0.*I, 9.059419880941277*^-11 + 0.*I, 6.994405055138486*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.8207657603852567*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I}
{0.08502202402618787 + 0.*I, 0.22558311538740664 + 0.*I, 0.09086504460520395 + 0.*I, 0.17811653241561756 + 0.*I, 0.08860474363781012 + 0.*I, 0.10387540112579696 + 0.*I, 0.030269589582387905 + 0.*I, 0.004589796479614882 + 0.*I, 0.0004367773360103301 + 0.*I, 0.000016490790999412752 + 0.*I, 0.000013882273197651786 + 0.*I, 0.000015875118597463714 + 0.*I, 0.000015349098791972438 + 0.*I, 7.324226181104621*^-6 + 0.*I, 8.143484797606959*^-6 + 0.*I, 4.218990601323469*^-6 + 0.*I, 1.9278786123066993*^-6 + 0.*I, 6.361112081521015*^-7 + 0.*I, 4.191660352148575*^-8 + 0.*I, 4.7835957417419195*^-9 + 0.*I, 1.0786038728838323*^-9 + 0.*I, 9.918732502001149*^-11 + 0.*I, 7.394085344003543*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I}
{0.09144791834440613 + 0.*I, 0.23400206060359974 + 0.*I, 0.0957412839017957 + 0.*I, 0.17938698652759655 + 0.*I, 0.08486476958620148 + 0.*I, 0.10486396434918888 + 0.*I, 0.031168365612610494 + 0.*I, 0.004800460162801556 + 0.*I, 0.0004633375034091003 + 0.*I, 0.00001822739039702981 + 0.*I, 0.00001374972280476783 + 0.*I, 0.000016820322401578384 + 0.*I, 0.000014955464400223663 + 0.*I, 7.084329811668511*^-6 + 0.*I, 7.937048995820818*^-6 + 0.*I, 4.466547198767046*^-6 + 0.*I, 1.927855008965196*^-6 + 0.*I, 6.592380197290026*^-7 + 0.*I, 4.431859323972276*^-8 + 0.*I, 5.109579426232358*^-9 + 0.*I, 1.1701972724154075*^-9 + 0.*I, 1.0900169655769787*^-10 + 0.*I, 7.793765632868599*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I}
{0.09775610880138896 + 0.*I, 0.24218100751940422 + 0.*I, 0.10037436102499075 + 0.*I, 0.1804436934581988 + 0.*I, 0.08105185557980567 + 0.*I, 0.10581022735820514 + 0.*I, 0.032080487670005375 + 0.*I, 0.005018585676608289 + 0.*I, 0.0004912741009999167 + 0.*I, 0.000020102881004291362 + 0.*I, 0.000013582290803171306 + 0.*I, 0.000017780436190051322 + 0.*I, 0.000014533949799222512 + 0.*I, 6.8201682079660495*^-6 + 0.*I, 7.716071004360003*^-6 + 0.*I, 4.71762300335854*^-6 + 0.*I, 1.9249243976560138*^-6 + 0.*I, 6.827969967204695*^-7 + 0.*I, 4.683280430128889*^-8 + 0.*I, 5.455191853798169*^-9 + 0.*I, 1.2685852368576889*^-9 + 0.*I, 1.195932242126219*^-10 + 0.*I, 8.615330671091216*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I}
