{0. + 0.*I, 0.9999833334165987 + 0.*I, 0.9999833334165987 + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I}
{0.15521745377959917 + 0.*I, 0.19584206926239747 + 0.*I, 0.19348069507580948 + 0.*I, 0.0909727015144135 + 0.*I, 0.15497741529320042 + 0.*I, 0.07338170522379617 + 0.*I, 0.01385705116501157 + 0.*I, 0.0014982650389905317 + 0.*I, 0.00009730559820120278 + 0.*I, 0.000040930710398789934 + 0.*I, 0.0001006576573869822 + 0.*I, 7.395226186979188*^-6 + 0.*I, 0.00014895270601389401 + 0.*I, 0.00006397065619445641 + 0.*I, 0.00007899478700057473 + 0.*I, 2.4602181847299676*^-6 + 0.*I, 0.000012775958979638348 + 0.*I, 2.3348920130672472*^-6 + 0.*I, 1.0525038618425242*^-7 + 0.*I, 9.228595665433659*^-9 + 0.*I, 1.52460266633625*^-9 + 0.*I, 9.841016890277389*^-11 + 0.*I, 1.4210854715202006*^-12 + 0.*I, 5.795364188543318*^-12 + 0.*I, 6.1950444774083735*^-12 + 0.*I, 6.017408793468349*^-12 + 0.*I, 5.995204332975846*^-12 + 0.*I, 6.1950444774083735*^-12 + 0.*I, 6.1950444774083735*^-12 + 0.*I, 6.1950444774083735*^-12 + 0.*I}
{0.15184039511639824 + 0.*I, 0.1919752951877962 + 0.*I, 0.18761925833621354 + 0.*I, 0.09733343831641594 + 0.*I, 0.1538863637412069 + 0.*I, 0.07484111539941551 + 0.*I, 0.014387288647599307 + 0.*I, 0.0015804510373973457 + 0.*I, 0.00010422237539664536 + 0.*I, 0.00004275855980395705 + 0.*I, 0.00010292399421629739 + 0.*I, 0.000011800506993786543 + 0.*I, 0.00014999860840081428 + 0.*I, 0.00006535089058790078 + 0.*I, 0.00007953230960477953 + 0.*I, 3.6630229960366023*^-6 + 0.*I, 0.000013055668390826725 + 0.*I, 2.449242586521905*^-6 + 0.*I, 1.1260641308297183*^-7 + 0.*I, 9.98741089830446*^-9 + 0.*I, 1.6784129641678194*^-9 + 0.*I, 1.1100009800202316*^-10 + 0.*I, 3.996802888650564*^-13 + 0.*I, 5.417888360170764*^-12 + 0.*I, 5.59552404411079*^-12 + 0.*I, 5.395683899678261*^-12 + 0.*I, 5.395683899678261*^-12 + 0.*I, 5.59552404411079*^-12 + 0.*I, 5.59552404411079*^-12 + 0.*I, 5.59552404411079*^-12 + 0.*I}
{0.14851499959840364 + 0.*I, 0.1881162682278115 + 0.*I, 0.18171051253859094 + 0.*I, 0.10361451203280136 + 0.*I, 0.152697976293803 + 0.*I, 0.07629718953399145 + 0.*I, 0.014930990663586387 + 0.*I, 0.0016662726133986894 + 0.*I, 0.00011156440700155201 + 0.*I, 0.00004463212639471693 + 0.*I, 0.00010514965300689738 + 0.*I, 0.00001639737579051115 + 0.*I, 0.00015086903499827997 + 0.*I, 0.00006661028180143803 + 0.*I, 0.00007997635780299106 + 0.*I, 4.916632012630373*^-6 + 0.*I, 0.000013329828996155868 + 0.*I, 2.5675690018545087*^-6 + 0.*I, 1.2039920171957874*^-7 + 0.*I, 1.0800382810316478*^-8 + 0.*I, 1.8455903472158754*^-9 + 0.*I, 1.2441159213949507*^-10 + 0.*I, 1.998401444325282*^-13 + 0.*I, 5.395683899678261*^-12 + 0.*I, 5.59552404411079*^-12 + 0.*I, 5.795364188543318*^-12 + 0.*I, 5.59552404411079*^-12 + 0.*I, 5.59552404411079*^-12 + 0.*I, 5.59552404411079*^-12 + 0.*I, 5.59552404411079*^-12 + 0.*I}
{0.14524357559899673 + 0.*I, 0.18426981821060287 + 0.*I, 0.17576002476100697 + 0.*I, 0.10981215686860502 + 0.*I, 0.15141244256779984 + 0.*I, 0.07774880383819573 + 0.*I, 0.01548822884660517 + 0.*I, 0.0017558449757926198 + 0.*I, 0.00011935343700031355 + 0.*I, 0.00004655011218712702 + 0.*I, 0.00010732847059991002 + 0.*I, 0.000021185947396418218 + 0.*I, 0.00015155818919865283 + 0.*I, 0.00006774278680232726 + 0.*I, 0.0000803239100122255 + 0.*I, 6.22096318902976*^-6 + 0.*I, 0.000013597675208032456 + 0.*I, 2.6899193983354053*^-6 + 0.*I, 1.2864878051743744*^-7 + 0.*I, 1.1671197341911467*^-8 + 0.*I, 2.027800150017356*^-9 + 0.*I, 1.3939960297193466*^-10 + 0.*I, 9.99200722162641*^-13 + 0.*I, 5.195843755245733*^-12 + 0.*I, 5.59552404411079*^-12 + 0.*I, 5.417888360170764*^-12 + 0.*I, 5.59552404411079*^-12 + 0.*I, 5.395683899678261*^-12 + 0.*I, 5.395683899678261*^-12 + 0.*I, 5.395683899678261*^-12 + 0.*I}
{0.14202831603678523 + 0.*I, 0.1804405742482196 + 0.*I, 0.16977322600340017 + 0.*I, 0.1159227242053973 + 0.*I, 0.15003003892459787 + 0.*I, 0.0791948214715843 + 0.*I, 0.01605906478621133 + 0.*I, 0.0018492849142015546 + 0.*I, 0.00012761206280575976 + 0.*I, 0.00004851099300040573 + 0.*I, 0.00010945406381246416 + 0.*I, 0.000026166007804917513 + 0.*I, 0.00015206049079896644 + 0.*I, 0.00006874248281718565 + 0.*I, 0.00008057206419831432 + 0.*I, 7.575840799134426*^-6 + 0.*I, 0.000013858419212198214 + 0.*I, 2.816337008049175*^-6 + 0.*I, 1.3737619930509484*^-7 + 0.*I, 1.260300752647936*^-8 + 0.*I, 2.2259971643734393*^-9 + 0.*I, 1.5560885913146194*^-10 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 5.395683899678261*^-12 + 0.*I, 5.795364188543318*^-12 + 0.*I, 5.795364188543318*^-12 + 0.*I, 5.81756864903582*^-12 + 0.*I, 5.617728504603293*^-12 + 0.*I, 5.617728504603293*^-12 + 0.*I, 5.617728504603293*^-12 + 0.*I}
{0.13887129767859996 + 0.*I, 0.17663296362240288 + 0.*I, 0.1637554094852112 + 0.*I, 0.121942684227383 + 0.*I, 0.14855112804841308 + 0.*I, 0.08063409364440499 + 0.*I, 0.016643549726791385 + 0.*I, 0.0019467107352122428 + 0.*I, 0.0001363637583962074 + 0.*I, 0.00005051300158154249 + 0.*I, 0.00011151982799439963 + 0.*I, 0.00003133700599011746 + 0.*I, 0.00015237059338701897 + 0.*I, 0.00006960357981089516 + 0.*I, 0.00008071804660225723 + 0.*I, 8.980994992136006*^-6 + 0.*I, 0.000014111248214376815 + 0.*I, 2.946860599983836*^-6 + 0.*I, 1.466029964092286*^-7 + 0.*I, 1.3600187642737184*^-8 + 0.*I, 2.4424018363333744*^-9 + 0.*I, 1.7421619702417956*^-10 + 0.*I, 2.997602166487923*^-12 + 0.*I, 5.2180482157382365*^-12 + 0.*I, 5.59552404411079*^-12 + 0.*I, 5.59552404411079*^-12 + 0.*I, 5.395683899678261*^-12 + 0.*I, 5.59552404411079*^-12 + 0.*I, 5.59552404411079*^-12 + 0.*I, 5.59552404411079*^-12 + 0.*I}
{0.1357744806399941 + 0.*I, 0.17285121106138668 + 0.*I, 0.15771172924299307 + 0.*I, 0.12786862737459437 + 0.*I, 0.1469761584268037 + 0.*I, 0.08206546073858956 + 0.*I, 0.017241724270000702 + 0.*I, 0.0020482421883905037 + 0.*I, 0.00014563289201241505 + 0.*I, 0.00005255411681392986 + 0.*I, 0.00011351894140254615 + 0.*I, 0.000036698046002037195 + 0.*I, 0.0001524833983967966 + 0.*I, 0.0000703204370067212 + 0.*I, 0.00008075921980044143 + 0.*I, 0.000010436057595875072 + 0.*I, 0.000014355327992987556 + 0.*I, 3.0815229923319976*^-6 + 0.*I, 1.563517981750806*^-7 + 0.*I, 1.4666001746377333*^-8 + 0.*I, 2.677191801581103*^-9 + 0.*I, 1.9420021146743238*^-10 + 0.*I, 3.996802888650564*^-12 + 0.*I, 4.9960036108132044*^-12 + 0.*I, 5.395683899678261*^-12 + 0.*I, 5.59552404411079*^-12 + 0.*I, 5.395683899678261*^-12 + 0.*I, 5.395683899678261*^-12 + 0.*I, 5.395683899678261*^-12 + 0.*I, 5.395683899678261*^-12 + 0.*I}
{0.13273970807959334 + 0.*I, 0.16909933840878466 + 0.*I, 0.1516471990141932 + 0.*I, 0.13369726563141615 + 0.*I, 0.1453056637386041 + 0.*I, 0.08348775345539129 + 0.*I, 0.017853618089613832 + 0.*I, 0.002154000394005706 + 0.*I, 0.0001554447478069321 + 0.*I, 0.000054632047796765455 + 0.*I, 0.00011544436600008369 + 0.*I, 0.000042247878195844635 + 0.*I, 0.00015239407300526864 + 0.*I, 0.00007088757580930861 + 0.*I, 0.00008069309120894987 + 0.*I, 0.000011940560207257535 + 0.*I, 0.00001458980138924204 + 0.*I, 3.2203520072826568*^-6 + 0.*I, 1.6664578605940508*^-7 + 0.*I, 1.580400255107861*^-8 + 0.*I, 2.932387666021441*^-9 + 0.*I, 2.1620483181550298*^-10 + 0.*I, 5.018208071305708*^-12 + 0.*I, 5.195843755245733*^-12 + 0.*I, 5.59552404411079*^-12 + 0.*I, 5.81756864903582*^-12 + 0.*I, 5.617728504603293*^-12 + 0.*I, 5.617728504603293*^-12 + 0.*I, 5.617728504603293*^-12 + 0.*I, 5.617728504603293*^-12 + 0.*I}
{0.12976870608580884 + 0.*I, 0.16538116466700004 + 0.*I, 0.1455666913996012 + 0.*I, 0.13942543364962035 + 0.*I, 0.14354026214320473 + 0.*I, 0.0848997939814078 + 0.*I, 0.018479249653613472 + 0.*I, 0.002264107765603818 + 0.*I, 0.00016582554720478981 + 0.*I, 0.00005674421759138682 + 0.*I, 0.00011728884918849049 + 0.*I, 0.000047984892215247044 + 0.*I, 0.00015209806580873675 + 0.*I, 0.0000712996950147371 + 0.*I, 0.00008051732360847554 + 0.*I, 0.00001349393539129551 + 0.*I, 0.000014813789195322613 + 0.*I, 3.3633682061662284*^-6 + 0.*I, 1.775076086119043*^-7 + 0.*I, 1.7019585740740695*^-8 + 0.*I, 3.209987831098715*^-9 + 0.*I, 2.4100721418562903*^-10 + 0.*I, 6.994405055138486*^-12 + 0.*I, 4.9960036108132044*^-12 + 0.*I, 5.195843755245733*^-12 + 0.*I, 5.195843755245733*^-12 + 0.*I, 5.195843755245733*^-12 + 0.*I, 5.195843755245733*^-12 + 0.*I, 5.195843755245733*^-12 + 0.*I, 5.195843755245733*^-12 + 0.*I}
{0.12686308375160493 + 0.*I, 0.16170030640560995 + 0.*I, 0.13947493730461782 + 0.*I, 0.14505008971741343 + 0.*I, 0.1416806554815908 + 0.*I, 0.08630039716819306 + 0.*I, 0.019118625950409474 + 0.*I, 0.0023786879235876417 + 0.*I, 0.00017680246460205495 + 0.*I, 0.000058887752008018886 + 0.*I, 0.00011904492900338681 + 0.*I, 0.00005390710819952461 + 0.*I, 0.00015159111921292379 + 0.*I, 0.00007155168679773283 + 0.*I, 0.00008022973800869693 + 0.*I, 0.000015095509198204128 + 0.*I, 0.000015026392796713141 + 0.*I, 3.5105877982388733*^-6 + 0.*I, 1.8896240128185582*^-7 + 0.*I, 1.8315993166595493*^-8 + 0.*I, 3.5108138618511475*^-9 + 0.*I, 2.6778579353958776*^-10 + 0.*I, 8.21565038222616*^-12 + 0.*I, 4.796163466380677*^-12 + 0.*I, 5.395683899678261*^-12 + 0.*I, 5.195843755245733*^-12 + 0.*I, 5.195843755245733*^-12 + 0.*I, 5.195843755245733*^-12 + 0.*I, 5.195843755245733*^-12 + 0.*I, 5.195843755245733*^-12 + 0.*I}
{0.12402433342999508 + 0.*I, 0.15806017853359222 + 0.*I, 0.13337652563358837 + 0.*I, 0.15056831656241612 + 0.*I, 0.13972762838820876 + 0.*I, 0.08768837173960266 + 0.*I, 0.019771742233820614 + 0.*I, 0.002497865612793859 + 0.*I, 0.0001884036516131005 + 0.*I, 0.00006105945919987477 + 0.*I, 0.00012070493540239369 + 0.*I, 0.00006001217338624799 + 0.*I, 0.00015086928939478386 + 0.*I, 0.0000716386468146979 + 0.*I, 0.00007982832779251937 + 0.*I, 0.000016744505182408886 + 0.*I, 0.00001522669239584218 + 0.*I, 3.6620178001101067*^-6 + 0.*I, 2.0103458897580142*^-7 + 0.*I, 1.9697998787648885*^-8 + 0.*I, 3.837197226630451*^-9 + 0.*I, 2.9740654383658693*^-10 + 0.*I, 9.992007221626409*^-12 + 0.*I, 4.9960036108132044*^-12 + 0.*I, 5.395683899678261*^-12 + 0.*I, 5.395683899678261*^-12 + 0.*I, 5.395683899678261*^-12 + 0.*I, 5.395683899678261*^-12 + 0.*I, 5.395683899678261*^-12 + 0.*I, 5.395683899678261*^-12 + 0.*I}
{0.12125383116940448 + 0.*I, 0.15446399540839376 + 0.*I, 0.1272759032455939 + 0.*I, 0.15597732201200198 + 0.*I, 0.13768204731119393 + 0.*I, 0.08906252150497897 + 0.*I, 0.020438581768011947 + 0.*I, 0.002621766609012255 + 0.*I, 0.00020065825381276883 + 0.*I, 0.00006325581680677317 + 0.*I, 0.00012226099459500261 + 0.*I, 0.0000662973539844458 + 0.*I, 0.0001499289558060113 + 0.*I, 0.00007155589278884378 + 0.*I, 0.00007931126280169565 + 0.*I, 0.000018440039784017873 + 0.*I, 0.000015413749809845 + 0.*I, 3.8176596106609395*^-6 + 0.*I, 2.1374959580100497*^-7 + 0.*I, 2.1170398767367263*^-8 + 0.*I, 4.190603419829131*^-9 + 0.*I, 3.2960301155071647*^-10 + 0.*I, 1.141309269314661*^-11 + 0.*I, 4.9960036108132044*^-12 + 0.*I, 5.59552404411079*^-12 + 0.*I, 5.59552404411079*^-12 + 0.*I, 5.59552404411079*^-12 + 0.*I, 5.795364188543318*^-12 + 0.*I, 5.795364188543318*^-12 + 0.*I, 5.795364188543318*^-12 + 0.*I}
{0.11855283732518652 + 0.*I, 0.1509147722869919 + 0.*I, 0.12117737514738547 + 0.*I, 0.1612744394969834 + 0.*I, 0.13554485945002082 + 0.*I, 0.09042164659258668 + 0.*I, 0.02111911559159463 + 0.*I, 0.0027505176257935915 + 0.*I, 0.00021359643018747934 + 0.*I, 0.00006547295421377441 + 0.*I, 0.00012370503319480977 + 0.*I, 0.00007275953040064564 + 0.*I, 0.00014876684060194378 + 0.*I, 0.00007129897419133614 + 0.*I, 0.00007867689779672561 + 0.*I, 0.00002018112299495556 + 0.*I, 0.000015586607982065462 + 0.*I, 3.977506013441713*^-6 + 0.*I, 2.2713280145580939*^-7 + 0.*I, 2.2738588789650294*^-8 + 0.*I, 4.573608158864317*^-9 + 0.*I, 3.655964420090641*^-10 + 0.*I, 1.3611334281904419*^-11 + 0.*I, 4.796163466380677*^-12 + 0.*I, 5.59552404411079*^-12 + 0.*I, 5.59552404411079*^-12 + 0.*I, 5.395683899678261*^-12 + 0.*I, 5.617728504603293*^-12 + 0.*I, 5.617728504603293*^-12 + 0.*I, 5.617728504603293*^-12 + 0.*I}
{0.11592249733720639 + 0.*I, 0.1474153270913936 + 0.*I, 0.11508510492399537 + 0.*I, 0.16645712841660834 + 0.*I, 0.1333170916067994 + 0.*I, 0.09176454469079776 + 0.*I, 0.02181330228439027 + 0.*I, 0.002884246214018838 + 0.*I, 0.00022724937058793418 + 0.*I, 0.00006770663638633323 + 0.*I, 0.00012502878379283547 + 0.*I, 0.00007939519259814176 + 0.*I, 0.00014738001741232412 + 0.*I, 0.00007086368960518286 + 0.*I, 0.00007792377898496738 + 0.*I, 0.000021966654606409012 + 0.*I, 0.000015744294401542902 + 0.*I, 4.141543019642313*^-6 + 0.*I, 2.412108068838848*^-7 + 0.*I, 2.4407387222424862*^-8 + 0.*I, 4.988187640719843*^-9 + 0.*I, 4.048095192388246*^-10 + 0.*I, 1.5987211554602257*^-11 + 0.*I, 4.796163466380677*^-12 + 0.*I, 5.395683899678261*^-12 + 0.*I, 5.417888360170764*^-12 + 0.*I, 5.59552404411079*^-12 + 0.*I, 5.59552404411079*^-12 + 0.*I, 5.59552404411079*^-12 + 0.*I, 5.59552404411079*^-12 + 0.*I}
{0.1133638426723982 + 0.*I, 0.14396828249119142 + 0.*I, 0.10900311538959429 + 0.*I, 0.17152297435860667 + 0.*I, 0.13099984895839079 + 0.*I, 0.09309001230559666 + 0.*I, 0.022521087753402114 + 0.*I, 0.003023080660802258 + 0.*I, 0.00024164931660131117 + 0.*I, 0.00006995224659522849 + 0.*I, 0.00012622378779969523 + 0.*I, 0.0000862004357893298 + 0.*I, 0.0001457659286163704 + 0.*I, 0.00007024609640637891 + 0.*I, 0.00007705065279139946 + 0.*I, 0.00002379542660690959 + 0.*I, 0.000015885818793748285 + 0.*I, 4.309747203556924*^-6 + 0.*I, 2.56010390664585*^-7 + 0.*I, 2.6182211954051127*^-8 + 0.*I, 5.436784356049884*^-9 + 0.*I, 4.4821923950166825*^-10 + 0.*I, 1.8784973576657652*^-11 + 0.*I, 4.39648317751562*^-12 + 0.*I, 5.195843755245733*^-12 + 0.*I, 5.417888360170764*^-12 + 0.*I, 5.195843755245733*^-12 + 0.*I, 5.195843755245733*^-12 + 0.*I, 5.195843755245733*^-12 + 0.*I, 5.195843755245733*^-12 + 0.*I}
{0.11087779192738846 + 0.*I, 0.14057606827799776 + 0.*I, 0.10293528945239938 + 0.*I, 0.17646968918518804 + 0.*I, 0.12859431374518948 + 0.*I, 0.09439684602101651 + 0.*I, 0.02324240502400432 + 0.*I, 0.00316714988100042 + 0.*I, 0.00025682957580652754 + 0.*I, 0.00007220476880842597 + 0.*I, 0.00012728140419415723 + 0.*I, 0.00009317095699401534 + 0.*I, 0.00014392239540139684 + 0.*I, 0.0000694425269953669 + 0.*I, 0.00007605647018849028 + 0.*I, 0.000025666119407574683 + 0.*I, 0.000016010178205405623 + 0.*I, 4.482087612167618*^-6 + 0.*I, 2.715598190761171*^-7 + 0.*I, 2.806819221490287*^-8 + 0.*I, 5.921196866154333*^-9 + 0.*I, 4.954037180482375*^-10 + 0.*I, 2.1405099914773018*^-11 + 0.*I, 4.39648317751562*^-12 + 0.*I, 5.395683899678261*^-12 + 0.*I, 5.59552404411079*^-12 + 0.*I, 5.617728504603293*^-12 + 0.*I, 5.617728504603293*^-12 + 0.*I, 5.617728504603293*^-12 + 0.*I, 5.617728504603293*^-12 + 0.*I}
{0.10846515208320362 + 0.*I, 0.13724092402720434 + 0.*I, 0.09688537118019981 + 0.*I, 0.18129511098261555 + 0.*I, 0.12610174389060536 + 0.*I, 0.09568384377440786 + 0.*I, 0.02397717405038247 + 0.*I, 0.0033165833082104963 + 0.*I, 0.00027282454240218357 + 0.*I, 0.00007445876859524247 + 0.*I, 0.00012819281038911615 + 0.*I, 0.0001003020535961241 + 0.*I, 0.00014184763381663856 + 0.*I, 0.00006844959741236778 + 0.*I, 0.00007494039580002722 + 0.*I, 0.000027577304195780528 + 0.*I, 0.000016116354206729966 + 0.*I, 4.658522390066366*^-6 + 0.*I, 2.8788580408445346*^-7 + 0.*I, 3.0071811707443885*^-8 + 0.*I, 6.4448002490280495*^-9 + 0.*I, 5.472067243772472*^-10 + 0.*I, 2.4802382370126*^-11 + 0.*I, 4.39648317751562*^-12 + 0.*I, 5.395683899678261*^-12 + 0.*I, 5.395683899678261*^-12 + 0.*I, 5.59552404411079*^-12 + 0.*I, 5.59552404411079*^-12 + 0.*I, 5.395683899678261*^-12 + 0.*I, 5.395683899678261*^-12 + 0.*I}
{0.10612661990760387 + 0.*I, 0.13396490202799427 + 0.*I, 0.0908569670601933 + 0.*I, 0.1859972038886104 + 0.*I, 0.12352347153579137 + 0.*I, 0.09694980613019766 + 0.*I, 0.024725301531192127 + 0.*I, 0.0034715107795957327 + 0.*I, 0.0002896697115950531 + 0.*I, 0.00007670837680606725 + 0.*I, 0.00012894901380011706 + 0.*I, 0.00010758861899162754 + 0.*I, 0.00013954026301110645 + 0.*I, 0.00006726422341341021 + 0.*I, 0.0000737018122087818 + 0.*I, 0.00002952744078132952 + 0.*I, 0.00001620331739893288 + 0.*I, 4.8390023987821*^-6 + 0.*I, 3.0501741132837884*^-7 + 0.*I, 3.219879918248125*^-8 + 0.*I, 7.010014790864717*^-9 + 0.*I, 6.038058941726376*^-10 + 0.*I, 2.8399504969911504*^-11 + 0.*I, 4.019007349143067*^-12 + 0.*I, 5.395683899678261*^-12 + 0.*I, 5.395683899678261*^-12 + 0.*I, 5.395683899678261*^-12 + 0.*I, 5.395683899678261*^-12 + 0.*I, 5.395683899678261*^-12 + 0.*I, 5.395683899678261*^-12 + 0.*I}
{0.10386278349960311 + 0.*I, 0.1307498704729904 + 0.*I, 0.08485354743619222 + 0.*I, 0.1905740577907933 + 0.*I, 0.12086090151079977 + 0.*I, 0.0981935375639953 + 0.*I, 0.025486680744002406 + 0.*I, 0.0036320624174024374 + 0.*I, 0.00030740169640885995 + 0.*I, 0.00007894727040991256 + 0.*I, 0.00012954085359950798 + 0.*I, 0.00011502514380978825 + 0.*I, 0.00013699931840083224 + 0.*I, 0.00006588362899684341 + 0.*I, 0.00007234032639580334 + 0.*I, 0.00003151487799613051 + 0.*I, 0.00001627002719217785 + 0.*I, 5.023466598252924*^-6 + 0.*I, 3.229827960637977*^-7 + 0.*I, 3.445559393355779*^-8 + 0.*I, 7.61999352505427*^-9 + 0.*I, 6.662004281565715*^-10 + 0.*I, 3.2396307858562074*^-11 + 0.*I, 3.6193270602780107*^-12 + 0.*I, 4.9960036108132044*^-12 + 0.*I, 5.195843755245733*^-12 + 0.*I, 5.2180482157382365*^-12 + 0.*I, 4.9960036108132044*^-12 + 0.*I, 4.9960036108132044*^-12 + 0.*I, 4.9960036108132044*^-12 + 0.*I}
{0.10167412396980269 + 0.*I, 0.1275975168889998 + 0.*I, 0.07887844811920175 + 0.*I, 0.19502388790759717 + 0.*I, 0.11811550972919971 + 0.*I, 0.09941384774441175 + 0.*I, 0.026261191389997943 + 0.*I, 0.00379836850679105 + 0.*I, 0.0003260582430053561 + 0.*I, 0.0000811686527990574 + 0.*I, 0.00012995901219614583 + 0.*I, 0.00012260571180533478 + 0.*I, 0.00013422426139442223 + 0.*I, 0.00006430536079182758 + 0.*I, 0.00007085577420351542 + 0.*I, 0.00003353785360538098 + 0.*I, 0.000016315434603342283 + 0.*I, 5.211845799379944*^-6 + 0.*I, 3.41811801085612*^-7 + 0.*I, 3.684799132486206*^-8 + 0.*I, 8.277001306566946*^-9 + 0.*I, 7.339906460401836*^-10 + 0.*I, 3.6592950891645166*^-11 + 0.*I, 3.796962744218035*^-12 + 0.*I, 5.195843755245733*^-12 + 0.*I, 5.417888360170764*^-12 + 0.*I, 5.395683899678261*^-12 + 0.*I, 5.59552404411079*^-12 + 0.*I, 5.59552404411079*^-12 + 0.*I, 5.59552404411079*^-12 + 0.*I}
{0.09956101724979406 + 0.*I, 0.12450935180139401 + 0.*I, 0.07293487215358496 + 0.*I, 0.1993450342525849 + 0.*I, 0.1152888415234088 + 0.*I, 0.10060955282158446 + 0.*I, 0.027048699456999614 + 0.*I, 0.003970559371202498 + 0.*I, 0.0003456782472044395 + 0.*I, 0.00008336523420471309 + 0.*I, 0.000130194018010954 + 0.*I, 0.00013032400498769192 + 0.*I, 0.00013121499120583024 + 0.*I, 0.00006252729480848984 + 0.*I, 0.00006924822859577519 + 0.*I, 0.000035594496594626435 + 0.*I, 0.000016338480590682994 + 0.*I, 5.404057601410272*^-6 + 0.*I, 3.615334032147644*^-7 + 0.*I, 3.938400716663182*^-8 + 0.*I, 8.985390209659272*^-9 + 0.*I, 8.081979530061289*^-10 + 0.*I, 4.158895450245836*^-11 + 0.*I, 3.219646771412954*^-12 + 0.*I, 5.195843755245733*^-12 + 0.*I, 5.195843755245733*^-12 + 0.*I, 5.195843755245733*^-12 + 0.*I, 5.195843755245733*^-12 + 0.*I, 5.195843755245733*^-12 + 0.*I, 5.195843755245733*^-12 + 0.*I}
{0.0975237360254011 + 0.*I, 0.12148671260940881 + 0.*I, 0.06702589173499529 + 0.*I, 0.20353596099118582 + 0.*I, 0.11238250990619482 + 0.*I, 0.10177947670722 + 0.*I, 0.027849057089790467 + 0.*I, 0.004148765241596131 + 0.*I, 0.0003663017655863854 + 0.*I, 0.00008552921459958895 + 0.*I, 0.0001302362572008775 + 0.*I, 0.00013817329940213344 + 0.*I, 0.00012797185140467351 + 0.*I, 0.000060547651381526186 + 0.*I, 0.00006751799919157975 + 0.*I, 0.00003768282419436275 + 0.*I, 0.000016338102803992175 + 0.*I, 5.60001138794064*^-6 + 0.*I, 3.821778005175247*^-7 + 0.*I, 4.206919257399022*^-8 + 0.*I, 9.74780256512986*^-9 + 0.*I, 8.889999847383478*^-10 + 0.*I, 4.660716257376408*^-11 + 0.*I, 3.3972824553529794*^-12 + 0.*I, 5.59552404411079*^-12 + 0.*I, 5.617728504603293*^-12 + 0.*I, 5.59552404411079*^-12 + 0.*I, 5.795364188543318*^-12 + 0.*I, 5.59552404411079*^-12 + 0.*I, 5.59552404411079*^-12 + 0.*I}
{0.09556245178859446 + 0.*I, 0.11853076766858983 + 0.*I, 0.061154450262801426 + 0.*I, 0.20759525568359027 + 0.*I, 0.10939819377919768 + 0.*I, 0.10292245236138696 + 0.*I, 0.028662102483201224 + 0.*I, 0.004333116126398196 + 0.*I, 0.0003879700324116442 + 0.*I, 0.00008765226038320863 + 0.*I, 0.00013007597881031785 + 0.*I, 0.00014614647099175926 + 0.*I, 0.00012449564199545907 + 0.*I, 0.00005836499998856937 + 0.*I, 0.00006566564278998044 + 0.*I, 0.00003980074680942636 + 0.*I, 0.000016313231410158835 + 0.*I, 5.799602198486299*^-6 + 0.*I, 4.037739920192962*^-7 + 0.*I, 4.491238492221328*^-8 + 0.*I, 1.0568790287379672*^-8 + 0.*I, 9.773959419590028*^-10 + 0.*I, 5.260236690673992*^-11 + 0.*I, 2.797762022055395*^-12 + 0.*I, 5.195843755245733*^-12 + 0.*I, 5.395683899678261*^-12 + 0.*I, 5.395683899678261*^-12 + 0.*I, 5.395683899678261*^-12 + 0.*I, 5.395683899678261*^-12 + 0.*I, 5.395683899678261*^-12 + 0.*I}
{0.09367723699660326 + 0.*I, 0.11564252055440429 + 0.*I, 0.055323364522408276 + 0.*I, 0.21152162843580685 + 0.*I, 0.10633763607399425 + 0.*I, 0.10403732306700775 + 0.*I, 0.02948765978298962 + 0.*I, 0.004523741670992011 + 0.*I, 0.0004107254685914441 + 0.*I, 0.00008972548661834169 + 0.*I, 0.00012970330540706954 + 0.*I, 0.0001542359951978156 + 0.*I, 0.0001207876240139072 + 0.*I, 0.00005597827339443029 + 0.*I, 0.0000636919609942055 + 0.*I, 0.000041946065398867916 + 0.*I, 0.000016262795399235586 + 0.*I, 6.0027159909381575*^-6 + 0.*I, 4.263531971915313*^-7 + 0.*I, 4.792000130038332*^-8 + 0.*I, 1.1451417591956671*^-8 + 0.*I, 1.073785504956959*^-9 + 0.*I, 5.901945598907332*^-11 + 0.*I, 2.5979218776228663*^-12 + 0.*I, 5.395683899678261*^-12 + 0.*I, 5.395683899678261*^-12 + 0.*I, 5.395683899678261*^-12 + 0.*I, 5.617728504603293*^-12 + 0.*I, 5.417888360170764*^-12 + 0.*I, 5.417888360170764*^-12 + 0.*I}
