{0. + 0.*I, 0.9999833334165987 + 0.*I, 0.9999833334165987 + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I}
{0.1937296574052061 + 0.*I, 0.38624753627640734 + 0.*I, 0.3818321325985919 + 0.*I, 0.18415619826261945 + 0.*I, 0.013567966999605831 + 0.*I, 0.0004138824927890639 + 0.*I, 6.939069585598646*^-6 + 0.*I, 7.370040133736211*^-8 + 0.*I, 4.870104319820712*^-10 + 0.*I, 2.8050006761759505*^-9 + 0.*I, 9.110081578000974*^-8 + 0.*I, 1.4176386065045678*^-6 + 0.*I, 5.801744995537207*^-6 + 0.*I, 0.00001080623259763769 + 0.*I, 3.0907255865741945*^-6 + 0.*I, 3.9007039820404543*^-7 + 0.*I, 1.1958989354354799*^-8 + 0.*I, 1.4781509349859334*^-10 + 0.*I, 2.5979218776228663*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I}
{0.19904416706399974 + 0.*I, 0.36785863368618 + 0.*I, 0.36313317325540334 + 0.*I, 0.18876395902041046 + 0.*I, 0.014535546943994506 + 0.*I, 0.000461969797793671 + 0.*I, 8.061942780024367*^-6 + 0.*I, 8.909100124299131*^-8 + 0.*I, 6.130207452770264*^-10 + 0.*I, 3.3886005113004103*^-9 + 0.*I, 1.0567440256181726*^-7 + 0.*I, 1.575286989741187*^-6 + 0.*I, 6.0995920092565825*^-6 + 0.*I, 0.000011480511391548378 + 0.*I, 3.249072610955751*^-6 + 0.*I, 4.333948089296769*^-7 + 0.*I, 1.386939452174829*^-8 + 0.*I, 1.7799095530790512*^-10 + 0.*I, 2.797762022055395*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I}
{0.2043047958905975 + 0.*I, 0.34951071942679324 + 0.*I, 0.3444620456577896 + 0.*I, 0.19328321618601318 + 0.*I, 0.015546372466590519 + 0.*I, 0.0005144349717989272 + 0.*I, 9.337875184201039*^-6 + 0.*I, 1.072882005459519*^-7 + 0.*I, 7.678080393702658*^-10 + 0.*I, 4.0780046006716475*^-9 + 0.*I, 1.2219918410494301*^-7 + 0.*I, 1.7461464052459519*^-6 + 0.*I, 6.397273000224857*^-6 + 0.*I, 0.000012173644797774942 + 0.*I, 3.407285187329023*^-6 + 0.*I, 4.803414110909898*^-7 + 0.*I, 1.6035195393726553*^-8 + 0.*I, 2.140065902267452*^-10 + 0.*I, 2.997602166487923*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 2.19824158875781*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I}
{0.20950540329840453 + 0.*I, 0.33121983943140704 + 0.*I, 0.32583474949061664 + 0.*I, 0.1977071136026076 + 0.*I, 0.016600903392594013 + 0.*I, 0.000571562568008055 + 0.*I, 0.000010783863202412647 + 0.*I, 1.2873200283536335*^-7 + 0.*I, 9.576117676601825*^-10 + 0.*I, 4.889799676277563*^-9 + 0.*I, 1.4088501476550164*^-7 + 0.*I, 1.9309154053459565*^-6 + 0.*I, 6.693418996839285*^-6 + 0.*I, 0.000012884677208502282 + 0.*I, 3.5646312124271166*^-6 + 0.*I, 5.311009854125359*^-7 + 0.*I, 1.8483414798708967*^-8 + 0.*I, 2.557953848736361*^-10 + 0.*I, 2.62012633811537*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I}
{0.21463996524218046 + 0.*I, 0.31300179246320786 + 0.*I, 0.3072670655145826 + 0.*I, 0.20202893530578692 + 0.*I, 0.01769953610379904 + 0.*I, 0.0006336471700008063 + 0.*I, 0.000012418353589893629 + 0.*I, 1.539190108701405*^-7 + 0.*I, 1.1890044504525576*^-9 + 0.*I, 5.842593076010872*^-9 + 0.*I, 1.619592016055549*^-7 + 0.*I, 2.130299581182271*^-6 + 0.*I, 6.986578604539773*^-6 + 0.*I, 0.000013612553001474128 + 0.*I, 3.7203343961067503*^-6 + 0.*I, 5.858652007972864*^-7 + 0.*I, 2.1244384029728287*^-8 + 0.*I, 3.052003094694556*^-10 + 0.*I, 2.797762022055395*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.6209256159527285*^-12 + 0.*I, 1.6209256159527285*^-12 + 0.*I, 1.6209256159527285*^-12 + 0.*I, 1.6209256159527285*^-12 + 0.*I, 1.6209256159527285*^-12 + 0.*I, 1.6209256159527285*^-12 + 0.*I, 1.6209256159527285*^-12 + 0.*I, 1.6209256159527285*^-12 + 0.*I}
{0.2197025821390142 + 0.*I, 0.29487211134859864 + 0.*I, 0.28877453774160955 + 0.*I, 0.20624211450339658 + 0.*I, 0.01884260159261686 + 0.*I, 0.0007009932565971155 + 0.*I, 0.00001426132840709471 + 0.*I, 1.8340999830002147*^-7 + 0.*I, 1.4700018979851848*^-9 + 0.*I, 6.957612264102409*^-9 + 0.*I, 1.8566639337080917*^-7 + 0.*I, 2.345005811754674*^-6 + 0.*I, 7.275217583924133*^-6 + 0.*I, 0.000014356117389313638 + 0.*I, 3.873574794255319*^-6 + 0.*I, 6.448271916426052*^-7 + 0.*I, 2.4349788851907306*^-8 + 0.*I, 3.633982004203063*^-10 + 0.*I, 3.419486915845482*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 2.020605904817785*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I}
{0.22468748653781123 + 0.*I, 0.2768460447974075 + 0.*I, 0.2703724561557985 + 0.*I, 0.21034024225159434 + 0.*I, 0.02003036363340538 + 0.*I, 0.0007739150329921786 + 0.*I, 0.0000163343907955138 + 0.*I, 2.1783721493306987*^-7 + 0.*I, 1.8105961174796903*^-9 + 0.*I, 8.25761681255699*^-9 + 0.*I, 2.1226920221550927*^-7 + 0.*I, 2.5757412203120116*^-6 + 0.*I, 7.557720205220165*^-6 + 0.*I, 0.00001511411580334965 + 0.*I, 4.023488986426572*^-6 + 0.*I, 7.081784048068586*^-7 + 0.*I, 2.7833402249655137*^-8 + 0.*I, 4.3081094247554574*^-10 + 0.*I, 3.796962744218035*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I}
{0.2295890505312093 + 0.*I, 0.2589385398404032 + 0.*I, 0.25207584000199734 + 0.*I, 0.21431707581258674 + 0.*I, 0.021263017073813728 + 0.*I, 0.0008527362320043255 + 0.*I, 0.000018660851019980385 + 0.*I, 2.579085833787076*^-7 + 0.*I, 2.2214008410514907*^-9 + 0.*I, 9.76980718547793*^-9 + 0.*I, 2.420502021038829*^-7 + 0.*I, 2.823211198155207*^-6 + 0.*I, 7.832394199880355*^-6 + 0.*I, 0.000015885195603360103 + 0.*I, 4.169172806989252*^-6 + 0.*I, 7.761109976911484*^-7 + 0.*I, 3.173239448983623*^-8 + 0.*I, 5.091926880140818*^-10 + 0.*I, 3.996802888650564*^-12 + 0.*I, 1.8207657603852567*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I}
{0.23440179288620747 + 0.*I, 0.24116422490279013 + 0.*I, 0.23389942167180158 + 0.*I, 0.21816654669279956 + 0.*I, 0.0225406862560007 + 0.*I, 0.0009377898898099702 + 0.*I, 0.00002126581681860529 + 0.*I, 3.0441780207723923*^-7 + 0.*I, 2.7154056780887004*^-9 + 0.*I, 1.1523204612728932*^-8 + 0.*I, 2.753119954235217*^-7 + 0.*I, 3.0881151857897753*^-6 + 0.*I, 8.097469206269638*^-6 + 0.*I, 0.000016667905011757966 + 0.*I, 4.309681012060196*^-6 + 0.*I, 8.488145963880812*^-7 + 0.*I, 3.608600085414083*^-8 + 0.*I, 6.003864072567923*^-10 + 0.*I, 4.796163466380677*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I}
{0.2391203858961966 + 0.*I, 0.22353739353841998 + 0.*I, 0.2158576312011995 + 0.*I, 0.22188276833741138 + 0.*I, 0.023863423565395617 + 0.*I, 0.0010294180887937543 + 0.*I, 0.000024176283797139323 + 0.*I, 3.5825160615843293*^-7 + 0.*I, 3.307598639423759*^-9 + 0.*I, 1.3551004762746288*^-8 + 0.*I, 3.1237801234595963*^-7 + 0.*I, 3.3711441860262426*^-6 + 0.*I, 8.351102809278643*^-6 + 0.*I, 0.000017460697798732386 + 0.*I, 4.4440292112923885*^-6 + 0.*I, 9.264766065442133*^-7 + 0.*I, 4.093660965764912*^-8 + 0.*I, 7.05813185675197*^-10 + 0.*I, 5.395683899678261*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I}
{0.24373966193820262 + 0.*I, 0.206071988853207 + 0.*I, 0.1979645814019992 + 0.*I, 0.22546004348240611 + 0.*I, 0.0252312081107986 + 0.*I, 0.0011279716711998233 + 0.*I, 0.00002742122739984865 + 0.*I, 4.20399404177374*^-7 + 0.*I, 4.014988341793924*^-9 + 0.*I, 1.5889400906132778*^-8 + 0.*I, 3.535927994846589*^-7 + 0.*I, 3.672978210467193*^-6 + 0.*I, 8.591381406297671*^-6 + 0.*I, 0.000018261932011043317 + 0.*I, 4.571195999503175*^-6 + 0.*I, 1.0092807922745808*^-6 + 0.*I, 4.632878525256957*^-8 + 0.*I, 8.273826068716517*^-10 + 0.*I, 6.217248937900877*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I}
{0.24825461972681762 + 0.*I, 0.18878158862558614 + 0.*I, 0.1802340536446012 + 0.*I, 0.2288928711462024 + 0.*I, 0.02664394454039432 + 0.*I, 0.0012338099244058043 + 0.*I, 0.000031031696212657785 + 0.*I, 4.919613827425452*^-7 + 0.*I, 4.857603208563433*^-9 + 0.*I, 1.857918263681313*^-8 + 0.*I, 3.993237962518492*^-7 + 0.*I, 3.994281394525956*^-6 + 0.*I, 8.816322805138556*^-6 + 0.*I, 0.000019069874412913638 + 0.*I, 4.690123200923324*^-6 + 0.*I, 1.0974070097091728*^-6 + 0.*I, 5.231020061557957*^-8 + 0.*I, 9.668044143040788*^-10 + 0.*I, 6.994405055138486*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I}
{0.2526604302595992 + 0.*I, 0.1716793911558101 + 0.*I, 0.16267948430939153 + 0.*I, 0.23217595325821794 + 0.*I, 0.02810146199221375 + 0.*I, 0.0013473002336006346 + 0.*I, 0.00003504090360095802 + 0.*I, 5.741585873408895*^-7 + 0.*I, 5.858202811737102*^-9 + 0.*I, 2.1665602645271068*^-8 + 0.*I, 4.499618011521988*^-7 + 0.*I, 4.3357005985456*^-6 + 0.*I, 9.02388359591555*^-6 + 0.*I, 0.00001988270059705144 + 0.*I, 4.799720598747116*^-6 + 0.*I, 1.191029808111921*^-6 + 0.*I, 5.893221466379828*^-8 + 0.*I, 1.1269873922969964*^-9 + 0.*I, 8.193445921733655*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.8207657603852567*^-12 + 0.*I, 1.8207657603852567*^-12 + 0.*I, 1.8207657603852567*^-12 + 0.*I, 1.8207657603852567*^-12 + 0.*I, 1.8207657603852567*^-12 + 0.*I, 1.8207657603852567*^-12 + 0.*I, 1.8207657603852567*^-12 + 0.*I, 1.8207657603852567*^-12 + 0.*I}
{0.2569524424407943 + 0.*I, 0.15477820184961466 + 0.*I, 0.1453139519228097 + 0.*I, 0.23530420091419924 + 0.*I, 0.029603513186793332 + 0.*I, 0.001468817708616399 + 0.*I, 0.000039484325986549607 + 0.*I, 6.6834460188403*^-7 + 0.*I, 7.042610938867711*^-9 + 0.*I, 2.5198598763154223*^-8 + 0.*I, 5.059211938274188*^-7 + 0.*I, 4.697860012115029*^-6 + 0.*I, 9.211958595933822*^-6 + 0.*I, 0.00002069850020269826 + 0.*I, 4.89886480270485*^-6 + 0.*I, 1.2903170087952276*^-6 + 0.*I, 6.624840676039412*^-8 + 0.*I, 1.3105960761095048*^-9 + 0.*I, 9.614531393253857*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 2.020605904817785*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I}
{0.26112618838218804 + 0.*I, 0.13809042056340814 + 0.*I, 0.128150164989993 + 0.*I, 0.2382727402516105 + 0.*I, 0.03114977365779037 + 0.*I, 0.0015987447790077884 + 0.*I, 0.000044399794996152764 + 0.*I, 7.760158071690172*^-7 + 0.*I, 8.44140313205344*^-9 + 0.*I, 2.9232793963274162*^-8 + 0.*I, 5.67641000870367*^-7 + 0.*I, 5.081358400715886*^-6 + 0.*I, 9.378388199365872*^-6 + 0.*I, 0.000021515277803807468 + 0.*I, 4.986404200657546*^-6 + 0.*I, 1.3954299937779526*^-6 + 0.*I, 7.431539827962298*^-8 + 0.*I, 1.5203838188426746*^-9 + 0.*I, 1.1390888232654106*^-11 + 0.*I, 1.998401444325282*^-12 + 0.*I, 2.19824158875781*^-12 + 0.*I, 2.3980817331903385*^-12 + 0.*I, 2.19824158875781*^-12 + 0.*I, 2.19824158875781*^-12 + 0.*I, 2.19824158875781*^-12 + 0.*I, 2.19824158875781*^-12 + 0.*I, 2.19824158875781*^-12 + 0.*I, 2.19824158875781*^-12 + 0.*I, 2.19824158875781*^-12 + 0.*I, 2.19824158875781*^-12 + 0.*I}
{0.26517738836959737 + 0.*I, 0.12162802971198429 + 0.*I, 0.11120045053580885 + 0.*I, 0.2410769179377992 + 0.*I, 0.03273984112479589 + 0.*I, 0.001737470760598825 + 0.*I, 0.000049827594383877745 + 0.*I, 8.988250144170707*^-7 + 0.*I, 1.0088596624768799*^-8 + 0.*I, 3.382820690234212*^-8 + 0.*I, 6.355840076466279*^-7 + 0.*I, 5.486765397577643*^-6 + 0.*I, 9.520961397058159*^-6 + 0.*I, 0.000022330958593386185 + 0.*I, 5.061159402686144*^-6 + 0.*I, 1.5065207970010874*^-6 + 0.*I, 8.319380739862936*^-8 + 0.*I, 1.7592149959000383*^-9 + 0.*I, 1.3389289676979388*^-11 + 0.*I, 2.19824158875781*^-12 + 0.*I, 2.3980817331903385*^-12 + 0.*I, 2.3980817331903385*^-12 + 0.*I, 2.3980817331903385*^-12 + 0.*I, 2.5979218776228663*^-12 + 0.*I, 2.5979218776228663*^-12 + 0.*I, 2.5979218776228663*^-12 + 0.*I, 2.5979218776228663*^-12 + 0.*I, 2.5979218776228663*^-12 + 0.*I, 2.5979218776228663*^-12 + 0.*I, 2.5979218776228663*^-12 + 0.*I}
{0.26910195549421095 + 0.*I, 0.10540258316540374 + 0.*I, 0.09447674337079714 + 0.*I, 0.2437123062674074 + 0.*I, 0.034373235009210745 + 0.*I, 0.0018853913932082023 + 0.*I, 0.00005581055559922277 + 0.*I, 1.0385913906674207*^-6 + 0.*I, 1.2022982609494194*^-8 + 0.*I, 3.905218370903185*^-8 + 0.*I, 7.102405996661787*^-7 + 0.*I, 5.914617617897023*^-6 + 0.*I, 9.637421394259604*^-6 + 0.*I, 0.000023143390404101186 + 0.*I, 5.121927415530081*^-6 + 0.*I, 1.623733014710638*^-6 + 0.*I, 9.294680580751448*^-8 + 0.*I, 2.0305979120394117*^-9 + 0.*I, 1.56097357262297*^-11 + 0.*I, 2.3980817331903385*^-12 + 0.*I, 2.62012633811537*^-12 + 0.*I, 2.5979218776228663*^-12 + 0.*I, 2.5979218776228663*^-12 + 0.*I, 2.5979218776228663*^-12 + 0.*I, 2.5979218776228663*^-12 + 0.*I, 2.5979218776228663*^-12 + 0.*I, 2.5979218776228663*^-12 + 0.*I, 2.5979218776228663*^-12 + 0.*I, 2.5979218776228663*^-12 + 0.*I, 2.5979218776228663*^-12 + 0.*I}
{0.27289599993980396 + 0.*I, 0.08942519593519993 + 0.*I, 0.07799057608239847 + 0.*I, 0.2461747078637888 + 0.*I, 0.03604939609460623 + 0.*I, 0.0020429083521955604 + 0.*I, 0.00006239415140107951 + 0.*I, 1.1973164015799398*^-6 + 0.*I, 1.4288814575991182*^-8 + 0.*I, 4.4976600221957597*^-8 + 0.*I, 7.921257871856824*^-7 + 0.*I, 6.365414195741437*^-6 + 0.*I, 9.725470984101037*^-6 + 0.*I, 0.000023950348393420032 + 0.*I, 5.167483396739669*^-6 + 0.*I, 1.7471994073758879*^-6 + 0.*I, 1.0364118452343975*^-7 + 0.*I, 2.338196303242057*^-9 + 0.*I, 1.820765760385257*^-11 + 0.*I, 2.19824158875781*^-12 + 0.*I, 2.62012633811537*^-12 + 0.*I, 2.5979218776228663*^-12 + 0.*I, 2.5979218776228663*^-12 + 0.*I, 2.5979218776228663*^-12 + 0.*I, 2.5979218776228663*^-12 + 0.*I, 2.5979218776228663*^-12 + 0.*I, 2.5979218776228663*^-12 + 0.*I, 2.5979218776228663*^-12 + 0.*I, 2.5979218776228663*^-12 + 0.*I, 2.5979218776228663*^-12 + 0.*I}
{0.2765558329203888 + 0.*I, 0.07370653466240995 + 0.*I, 0.06175306976798911 + 0.*I, 0.2484601599808123 + 0.*I, 0.03776768633039219 + 0.*I, 0.002210428729387815 + 0.*I, 0.00006962659280240757 + 0.*I, 1.377197000884678*^-6 + 0.*I, 1.6936807512024643*^-8 + 0.*I, 5.1681592339036804*^-8 + 0.*I, 8.817824026507993*^-7 + 0.*I, 6.8396137864468196*^-6 + 0.*I, 9.78277721053189*^-6 + 0.*I, 0.000024749539795365656 + 0.*I, 5.19658480691021*^-6 + 0.*I, 1.8770414111912716*^-6 + 0.*I, 1.1534759813969232*^-7 + 0.*I, 2.6864066526854917*^-9 + 0.*I, 2.100541962590796*^-11 + 0.*I, 2.19824158875781*^-12 + 0.*I, 2.5979218776228663*^-12 + 0.*I, 2.5979218776228663*^-12 + 0.*I, 2.5979218776228663*^-12 + 0.*I, 2.5979218776228663*^-12 + 0.*I, 2.5979218776228663*^-12 + 0.*I, 2.5979218776228663*^-12 + 0.*I, 2.5979218776228663*^-12 + 0.*I, 2.5979218776228663*^-12 + 0.*I, 2.5979218776228663*^-12 + 0.*I, 2.5979218776228663*^-12 + 0.*I}
{0.28007797027138626 + 0.*I, 0.05825680891859975 + 0.*I, 0.045774925508412785 + 0.*I, 0.250564938400788 + 0.*I, 0.03952738877999185 + 0.*I, 0.0023883644894029388 + 0.*I, 0.00007755892159622137 + 0.*I, 1.5806408182328369*^-6 + 0.*I, 2.0023005475877653*^-8 + 0.*I, 5.9255000905977795*^-8 + 0.*I, 9.797795907928732*^-7 + 0.*I, 7.337629392978329*^-6 + 0.*I, 9.806978407134181*^-6 + 0.*I, 0.000025538608205977198 + 0.*I, 5.207973186038828*^-6 + 0.*I, 2.01336820548903*^-6 + 0.*I, 1.2813961003388388*^-7 + 0.*I, 3.0798030792311697*^-9 + 0.*I, 2.4402702081260944*^-11 + 0.*I, 2.19824158875781*^-12 + 0.*I, 2.797762022055395*^-12 + 0.*I, 2.5979218776228663*^-12 + 0.*I, 2.5979218776228663*^-12 + 0.*I, 2.5979218776228663*^-12 + 0.*I, 2.5979218776228663*^-12 + 0.*I, 2.5979218776228663*^-12 + 0.*I, 2.5979218776228663*^-12 + 0.*I, 2.5979218776228663*^-12 + 0.*I, 2.5979218776228663*^-12 + 0.*I, 2.5979218776228663*^-12 + 0.*I}
{0.2834591356814187 + 0.*I, 0.04308576332039405 + 0.*I, 0.030066416595797566 + 0.*I, 0.25248556092760666 + 0.*I, 0.041327707714988726 + 0.*I, 0.0025771318981959723 + 0.*I, 0.00008624510439148025 + 0.*I, 1.8102815912968144*^-6 + 0.*I, 2.3612001243122908*^-8 + 0.*I, 6.779101724418979*^-8 + 0.*I, 1.0867144073500867*^-6 + 0.*I, 7.859825212896966*^-6 + 0.*I, 9.795689193126124*^-6 + 0.*I, 0.000026315139001198418 + 0.*I, 5.2003779948961446*^-6 + 0.*I, 2.1562743812708614*^-6 + 0.*I, 1.420944029106863*^-7 + 0.*I, 3.5232039508059643*^-9 + 0.*I, 2.8399504969911504*^-11 + 0.*I, 2.19824158875781*^-12 + 0.*I, 2.5979218776228663*^-12 + 0.*I, 2.5979218776228663*^-12 + 0.*I, 2.5979218776228663*^-12 + 0.*I, 2.8199664825478976*^-12 + 0.*I, 2.8199664825478976*^-12 + 0.*I, 2.8199664825478976*^-12 + 0.*I, 2.8199664825478976*^-12 + 0.*I, 2.8199664825478976*^-12 + 0.*I, 2.8199664825478976*^-12 + 0.*I, 2.8199664825478976*^-12 + 0.*I}
{0.286696263571784 + 0.*I, 0.02820267046699243 + 0.*I, 0.014637381507398572 + 0.*I, 0.2542187904756022 + 0.*I, 0.043167768849805555 + 0.*I, 0.0027771509277796373 + 0.*I, 0.00009574212460616849 + 0.*I, 2.068996396431544*^-6 + 0.*I, 2.7775803879137587*^-8 + 0.*I, 7.739380247784312*^-8 + 0.*I, 1.2032107976622797*^-6 + 0.*I, 8.406510998426597*^-6 + 0.*I, 9.746506202112926*^-6 + 0.*I, 0.000027076664999015065 + 0.*I, 5.172520411989012*^-6 + 0.*I, 2.3058402076614475*^-6 + 0.*I, 1.572928010062924*^-7 + 0.*I, 4.022004951309555*^-9 + 0.*I, 3.3018032752352156*^-11 + 0.*I, 1.998401444325282*^-12 + 0.*I, 2.5979218776228663*^-12 + 0.*I, 2.5979218776228663*^-12 + 0.*I, 2.5979218776228663*^-12 + 0.*I, 2.5979218776228663*^-12 + 0.*I, 2.5979218776228663*^-12 + 0.*I, 2.5979218776228663*^-12 + 0.*I, 2.5979218776228663*^-12 + 0.*I, 2.5979218776228663*^-12 + 0.*I, 2.5979218776228663*^-12 + 0.*I, 2.5979218776228663*^-12 + 0.*I}
{0.2897865016162183 + 0.*I, 0.013616324698806363 + 0.*I, 0.0005027823601899685 + 0.*I, 0.2557616377478089 + 0.*I, 0.04504661972399849 + 0.*I, 0.002988844634188581 + 0.*I, 0.00010611007219551995 + 0.*I, 2.359922812722459*^-6 + 0.*I, 3.259619241191559*^-8 + 0.*I, 8.817560015472738*^-8 + 0.*I, 1.3299213952322477*^-6 + 0.*I, 8.977940191279288*^-6 + 0.*I, 9.657017607800356*^-6 + 0.*I, 0.00002782067121120946 + 0.*I, 5.123115598415495*^-6 + 0.*I, 2.4621296113025437*^-6 + 0.*I, 1.7381920347503413*^-7 + 0.*I, 4.581801604786052*^-9 + 0.*I, 3.819167204710539*^-11 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 2.797762022055395*^-12 + 0.*I, 2.797762022055395*^-12 + 0.*I, 2.5979218776228663*^-12 + 0.*I, 2.797762022055395*^-12 + 0.*I, 2.797762022055395*^-12 + 0.*I, 2.797762022055395*^-12 + 0.*I, 2.797762022055395*^-12 + 0.*I, 2.797762022055395*^-12 + 0.*I, 2.797762022055395*^-12 + 0.*I, 2.797762022055395*^-12 + 0.*I}
