{0. + 0.*I, 0.9999833334165987 + 0.*I, 0.9999833334165987 + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I}
{0.2757148612233973 + 0.*I, 0.4240389745435947 + 0.*I, 0.09757989065961592 + 0.*I, 0.11001875002460972 + 0.*I, 0.024833046612382503 + 0.*I, 0.111221839957798 + 0.*I, 0.05867258160860978 + 0.*I, 0.01361501637799911 + 0.*I, 0.0018941487510026889 + 0.*I, 0.00017932833780154314 + 0.*I, 0.000012416250805280528 + 0.*I, 6.592515866543636*^-7 + 0.*I, 2.777240659668223*^-8 + 0.*I, 9.51794199011147*^-10 + 0.*I, 2.6201263381153698*^-11 + 0.*I, 1.998401444325282*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 1.021405182655144*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I}
{0.2785972685878102 + 0.*I, 0.42336349479239477 + 0.*I, 0.09264753144380135 + 0.*I, 0.1056644523006023 + 0.*I, 0.028836578179003425 + 0.*I, 0.11057555098101803 + 0.*I, 0.05976611175420033 + 0.*I, 0.014087573787802121 + 0.*I, 0.0019860691781836697 + 0.*I, 0.00019033940519275208 + 0.*I, 0.000013332623982620362 + 0.*I, 7.159206116824635*^-7 + 0.*I, 3.0493985114787854*^-8 + 0.*I, 1.056799092680194*^-9 + 0.*I, 2.999822612537173*^-11 + 0.*I, 3.996802888650564*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I}
{0.28128005994541017 + 0.*I, 0.42228314395000865 + 0.*I, 0.08741554883540115 + 0.*I, 0.10120941640339165 + 0.*I, 0.03278741520680307 + 0.*I, 0.10985814591260026 + 0.*I, 0.06085635726160721 + 0.*I, 0.01457116135219483 + 0.*I, 0.002081639520401524 + 0.*I, 0.00020194099639159196 + 0.*I, 0.000014309989992966622 + 0.*I, 7.770661891726149*^-7 + 0.*I, 3.3463587456594723*^-8 + 0.*I, 1.1723955140041655*^-9 + 0.*I, 3.341771304121722*^-11 + 0.*I, 1.998401444325282*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 6.217248937900878*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I}
{0.28376283206039693 + 0.*I, 0.4207997280404108 + 0.*I, 0.08189046380200349 + 0.*I, 0.09666147215940947 + 0.*I, 0.0366811348927909 + 0.*I, 0.1090694494623845 + 0.*I, 0.06194240783741202 + 0.*I, 0.015065823987003847 + 0.*I, 0.002180965230591525 + 0.*I, 0.00021415970778981833 + 0.*I, 0.000015351941407004688 + 0.*I, 8.430101949841173*^-7 + 0.*I, 3.670199699712384*^-8 + 0.*I, 1.2994050280212834*^-9 + 0.*I, 3.7192471324942744*^-11 + 0.*I, 0. + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I}
{0.28604536061860314 + 0.*I, 0.4189154846699905 + 0.*I, 0.0760791915084047 + 0.*I, 0.09202858952559455 + 0.*I, 0.040513370110994984 + 0.*I, 0.10820936316700003 + 0.*I, 0.06302333695260565 + 0.*I, 0.015571597853014653 + 0.*I, 0.0022841530698203276 + 0.*I, 0.00022702306279320797 + 0.*I, 0.000016462252383497855 + 0.*I, 9.140953993735934*^-7 + 0.*I, 4.023239519312938*^-8 + 0.*I, 1.4402035120042458*^-9 + 0.*I, 4.201083925181592*^-11 + 0.*I, 3.996802888650564*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 6.217248937900878*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I}
{0.2881275993676046 + 0.*I, 0.41663307844119757 + 0.*I, 0.06998903157360294 + 0.*I, 0.08731886780699584 + 0.*I, 0.044279815704206804 + 0.*I, 0.10727786650699402 + 0.*I, 0.06409820258441724 + 0.*I, 0.016088510040002113 + 0.*I, 0.002391311046601175 + 0.*I, 0.0002405595300070118 + 0.*I, 0.00001764488659627972 + 0.*I, 9.906852005414635*^-7 + 0.*I, 4.407840759057535*^-8 + 0.*I, 1.5951906462419174*^-9 + 0.*I, 4.720668300706166*^-11 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I}
{0.2900096790765972 + 0.*I, 0.413955595910398 + 0.*I, 0.06362765787921722 + 0.*I, 0.08254052467839836 + 0.*I, 0.0479762347253887 + 0.*I, 0.10627501793880613 + 0.*I, 0.06516604800119731 + 0.*I, 0.01661657825879903 + 0.*I, 0.0025025483519902636 + 0.*I, 0.00025479854259824464 + 0.*I, 0.000018904003806774486 + 0.*I, 1.073166400189507*^-6 + 0.*I, 4.826681276881573*^-8 + 0.*I, 1.765210200233014*^-9 + 0.*I, 5.300204719560498*^-11 + 0.*I, 9.99200722162641*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I}
{0.29169190632361014 + 0.*I, 0.41088654009779907 + 0.*I, 0.05700310793319563 + 0.*I, 0.07770188503819497 + 0.*I, 0.05159846462798879 + 0.*I, 0.1052009558234035 + 0.*I, 0.06622590257461258 + 0.*I, 0.017155810530988806 + 0.*I, 0.002617975292995567 + 0.*I, 0.00026977051799104146 + 0.*I, 0.000020243968190669648 + 0.*I, 1.1619510020821622*^-6 + 0.*I, 5.282481119195382*^-8 + 0.*I, 1.952593642329248*^-9 + 0.*I, 5.919709167301335*^-11 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 8.215650382226159*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I}
{0.29317476210939386 + 0.*I, 0.4074298245611896 + 0.*I, 0.05012377180819705 + 0.*I, 0.07281136969701231 + 0.*I, 0.05514242338962028 + 0.*I, 0.10405589926218985 + 0.*I, 0.0672767826347842 + 0.*I, 0.01770620488519281 + 0.*I, 0.0027377032188136145 + 0.*I, 0.0002855068754081813 + 0.*I, 0.00002166935739733589 + 0.*I, 1.2574753904814886*^-6 + 0.*I, 5.7783200446692724*^-8 + 0.*I, 2.1582069464898272*^-9 + 0.*I, 6.599165658371932*^-11 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I}
{0.2944589002987997 + 0.*I, 0.4035897670373823 + 0.*I, 0.042998380668812786 + 0.*I, 0.06787748392320658 + 0.*I, 0.05860411556579681 + 0.*I, 0.10284014883139572 + 0.*I, 0.06831769235480234 + 0.*I, 0.018267749054401428 + 0.*I, 0.0028618444444017403 + 0.*I, 0.00030204005398992706 + 0.*I, 0.00002318496978848117 + 0.*I, 1.360204215927752*^-6 + 0.*I, 6.31737995249182*^-8 + 0.*I, 2.3846036256713887*^-9 + 0.*I, 7.378542221658792*^-11 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 7.993605777301128*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I}
{0.29554514589740233 + 0.*I, 0.39937108266601135 + 0.*I, 0.03563599490139513 + 0.*I, 0.06290880585981817 + 0.*I, 0.06197963826040099 + 0.*I, 0.10155408721139736 + 0.*I, 0.06934762467019073 + 0.*I, 0.018840420181609474 + 0.*I, 0.0029905121698092785 + 0.*I, 0.0003194035308018428 + 0.*I, 0.000024795832809232365 + 0.*I, 1.470629396038703*^-6 + 0.*I, 6.903240201694417*^-8 + 0.*I, 2.6332047653454538*^-9 + 0.*I, 8.240075288767912*^-11 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I}
{0.29643449315999165 + 0.*I, 0.3947788768005945 + 0.*I, 0.02804599186621015 + 0.*I, 0.057913974823597954 + 0.*I, 0.06526518700400442 + 0.*I, 0.10019817971520517 + 0.*I, 0.07036556223258827 + 0.*I, 0.019424184525007604 + 0.*I, 0.003123820396000454 + 0.*I, 0.0003376318373993215 + 0.*I, 0.000026507212202986356 + 0.*I, 1.5892742011303087*^-6 + 0.*I, 7.53952011933734*^-8 + 0.*I, 2.905808926811915*^-9 + 0.*I, 9.201528428093299*^-11 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 1.021405182655144*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I}
{0.2971281035389906 + 0.*I, 0.38981863741700534 + 0.*I, 0.020238053283816452 + 0.*I, 0.05290167950759984 + 0.*I, 0.06845706153479904 + 0.*I, 0.0987729747093935 + 0.*I, 0.0713704783964042 + 0.*I, 0.02001899717640754 + 0.*I, 0.0032618838363918106 + 0.*I, 0.0003567605783905137 + 0.*I, 0.0000283246214038968 + 0.*I, 1.716692610287396*^-6 + 0.*I, 8.230360837302443*^-8 + 0.*I, 3.205391507776767*^-9 + 0.*I, 1.0260681193585697*^-10 + 0.*I, 2.19824158875781*^-12 + 0.*I, 7.993605777301128*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I}
{0.2976273034722033 + 0.*I, 0.3844962271349895 + 0.*I, 0.012222152272189922 + 0.*I, 0.04788064610221632 + 0.*I, 0.071551671471215 + 0.*I, 0.0972791039224097 + 0.*I, 0.0723613382358046 + 0.*I, 0.020624801776203405 + 0.*I, 0.003404817821595074 + 0.*I, 0.0003768264456027737 + 0.*I, 0.00003025382941945765 + 0.*I, 1.8534717982632287*^-6 + 0.*I, 8.979961219068855*^-8 + 0.*I, 3.5335956383164557*^-9 + 0.*I, 1.1459722060180867*^-10 + 0.*I, 2.5979218776228663*^-12 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I}
{0.29793358201399833 + 0.*I, 0.378817874856785 + 0.*I, 0.00400854005619955 + 0.*I, 0.04285962634500429 + 0.*I, 0.07454554186501205 + 0.*I, 0.09571728264778923 + 0.*I, 0.07333709959240764 + 0.*I, 0.02124153024321007 + 0.*I, 0.0035527382048039513 + 0.*I, 0.00039786723520229833 + 0.*I, 0.000032300871199986154 + 0.*I, 2.0002340006541885*^-6 + 0.*I, 9.792959776433463*^-8 + 0.*I, 3.8933967161369765*^-9 + 0.*I, 1.2738698984549046*^-10 + 0.*I, 2.797762022055395*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 1.021405182655144*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I}
{0.2980485883181894 + 0.*I, 0.3727901670397938 + 0.*I, 0.004392267636199598 + 0.*I, 0.03784738552119471 + 0.*I, 0.077435318630803 + 0.*I, 0.09408830983559383 + 0.*I, 0.0742967141573958 + 0.*I, 0.02186910251000818 + 0.*I, 0.0037057612599866734 + 0.*I, 0.00041992186361472505 + 0.*I, 0.00003447205738638104 + 0.*I, 2.1576391784350335*^-6 + 0.*I, 1.0674359174345228*^-7 + 0.*I, 4.287792343404818*^-9 + 0.*I, 1.4199752484955752*^-10 + 0.*I, 3.5971225997855076*^-12 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I}
{0.2979741289639959 + 0.*I, 0.3664200386109817 + 0.*I, 0.01296950447839951 + 0.*I, 0.03285269043260542 + 0.*I, 0.08021777384339401 + 0.*I, 0.09239306806239078 + 0.*I, 0.07523912857338999 + 0.*I, 0.022507426259421596 + 0.*I, 0.003864003572995323 + 0.*I, 0.00044303038000403916 + 0.*I, 0.000036773982792226434 + 0.*I, 2.3263845960741496*^-6 + 0.*I, 1.1629339713437048*^-7 + 0.*I, 4.719202806313661*^-9 + 0.*I, 1.5780710072021975*^-10 + 0.*I, 3.796962744218035*^-12 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 8.215650382226159*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I}
{0.29771216514478116 + 0.*I, 0.35971476353680026 + 0.*I, 0.02171216771880147 + 0.*I, 0.02788429734101872 + 0.*I, 0.08288981088819813 + 0.*I, 0.09063252339860385 + 0.*I, 0.07616328557580321 + 0.*I, 0.023156396679002714 + 0.*I, 0.004027581936183466 + 0.*I, 0.0004672339827926919 + 0.*I, 0.000039213538216564814 + 0.*I, 2.507208218816004*^-6 + 0.*I, 1.2663639026300189*^-7 + 0.*I, 5.19138065868674*^-9 + 0.*I, 1.7539303343028223*^-10 + 0.*I, 4.196643033083092*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 1.021405182655144*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 1.021405182655144*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I}
{0.2972648097097963 + 0.*I, 0.3526819450603958 + 0.*I, 0.0306090326211983 + 0.*I, 0.022950939913202184 + 0.*I, 0.08544846946541007 + 0.*I, 0.08880772515000858 + 0.*I, 0.07706812515240191 + 0.*I, 0.023815896218182257 + 0.*I, 0.004196613230988966 + 0.*I, 0.0004925750307860356 + 0.*I, 0.00004179791919245446 + 0.*I, 2.7008921987814456*^-6 + 0.*I, 1.3783318930649102*^-7 + 0.*I, 5.707812000821377*^-9 + 0.*I, 1.9479973190073*^-10 + 0.*I, 4.818367926873179*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I}
{0.2966343240710101 + 0.*I, 0.3453295056208061 + 0.*I, 0.03964866714121218 + 0.*I, 0.018061317178585945 + 0.*I, 0.08789093043559681 + 0.*I, 0.08691980548920508 + 0.*I, 0.07795258573259913 + 0.*I, 0.02448579435698761 + 0.*I, 0.00437121431200449 + 0.*I, 0.0005190970574053821 + 0.*I, 0.00004453463759990228 + 0.*I, 2.908261809153601*^-6 + 0.*I, 1.4994880892515994*^-7 + 0.*I, 6.272604657908688*^-9 + 0.*I, 2.164046719599355*^-10 + 0.*I, 5.395683899678261*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I}
{0.29582311497360353 + 0.*I, 0.33766567646360546 + 0.*I, 0.04881944682739726 + 0.*I, 0.013224081515805787 + 0.*I, 0.09021452049859935 + 0.*I, 0.08496997896298986 + 0.*I, 0.07881560539959587 + 0.*I, 0.025165947383398724 + 0.*I, 0.00455150188101161 + 0.*I, 0.0005468447808132382 + 0.*I, 0.00004743153139141754 + 0.*I, 3.1301899960922697*^-6 + 0.*I, 1.6305219396883788*^-7 + 0.*I, 6.889600001613872*^-9 + 0.*I, 2.404076937523314*^-10 + 0.*I, 6.3948846218409025*^-12 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I}
{0.29483373114100875 + 0.*I, 0.329698986957605 + 0.*I, 0.05810956992260419 + 0.*I, 0.008447826684210291 + 0.*I, 0.09241671669879548 + 0.*I, 0.08295954188899392 + 0.*I, 0.07965612312779147 + 0.*I, 0.025856198183005222 + 0.*I, 0.004737592363590615 + 0.*I, 0.0005758641158148947 + 0.*I, 0.00005049677560542421 + 0.*I, 3.3675987998194046*^-6 + 0.*I, 1.7721779599355614*^-7 + 0.*I, 7.563594195403313*^-9 + 0.*I, 2.6660895713348514*^-10 + 0.*I, 7.194245199571015*^-12 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I}
{0.29366885979080776 + 0.*I, 0.32143825363419865 + 0.*I, 0.06750707265159585 + 0.*I, 0.0037410759189837606 + 0.*I, 0.09449515075019568 + 0.*I, 0.08088987162782059 + 0.*I, 0.08047308004019983 + 0.*I, 0.02655637603941053 + 0.*I, 0.004929601776182403 + 0.*I, 0.000606202182784621 + 0.*I, 0.00005373889400139832 + 0.*I, 3.6214620191543645*^-6 + 0.*I, 1.9252419658499778*^-7 + 0.*I, 8.29920576705945*^-9 + 0.*I, 2.953859379317692*^-10 + 0.*I, 8.01581023779363*^-12 + 0.*I, 7.993605777301128*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 1.021405182655144*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I}
