{0. + 0.*I, 0.9999833334165987 + 0.*I, 0.9999833334165987 + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I}
{0.0027838394820012273 + 0.*I, 0.003023215409014846 + 0.*I, 0.03289730379278932 + 0.*I, 0.029456587281395663 + 0.*I, 0.08855072767999239 + 0.*I, 0.023148911420811658 + 0.*I, 0.006376784316608486 + 0.*I, 0.151723993699604 + 0.*I, 0.10941138183839794 + 0.*I, 0.02522172712899895 + 0.*I, 0.1510712814267956 + 0.*I, 0.06647849207039869 + 0.*I, 0.2177964794457976 + 0.*I, 0.11797304114400388 + 0.*I, 0.012603148130208018 + 0.*I, 0.0180624129590079 + 0.*I, 0.03106525143898864 + 0.*I, 0.041239457629216325 + 0.*I, 0.037770711561413435 + 0.*I, 0.024603356985020145 + 0.*I, 0.012134078495606992 + 0.*I, 0.004757416606593345 + 0.*I, 0.0015354385979993168 + 0.*I, 0.00041840352098532213 + 0.*I, 0.0000981117072029747 + 0.*I, 0.0000200932310123747 + 0.*I, 3.6347896026356352*^-6 + 0.*I, 5.889464027575287*^-7 + 0.*I, 8.30314039745872*^-8 + 0.*I, 1.3936407583514665*^-8 + 0.*I}
{0.002883376838602736 + 0.*I, 0.00339117439520642 + 0.*I, 0.03337576312500978 + 0.*I, 0.02966542229640989 + 0.*I, 0.08736066013439459 + 0.*I, 0.020126621533411715 + 0.*I, 0.0022883596396017225 + 0.*I, 0.15349080241360283 + 0.*I, 0.10614522224621226 + 0.*I, 0.03012375634638964 + 0.*I, 0.15143624527200752 + 0.*I, 0.06159516649739683 + 0.*I, 0.21762291425060368 + 0.*I, 0.1204329335867893 + 0.*I, 0.013729542558205134 + 0.*I, 0.017847959338190836 + 0.*I, 0.030853595792601496 + 0.*I, 0.0411609879497954 + 0.*I, 0.037949656628399886 + 0.*I, 0.024868798320398792 + 0.*I, 0.012329174328606918 + 0.*I, 0.004856276593390163 + 0.*I, 0.001573909824403863 + 0.*I, 0.00043054515719287423 + 0.*I, 0.00010132477079594084 + 0.*I, 0.00002082264560776537 + 0.*I, 3.7791220153238214*^-6 + 0.*I, 6.142963915323207*^-7 + 0.*I, 8.685638874794677*^-8 + 0.*I, 1.4633583234058278*^-8 + 0.*I}
{0.002979660996005329 + 0.*I, 0.0037439656772164653 + 0.*I, 0.033815745206999814 + 0.*I, 0.029804476802608452 + 0.*I, 0.0860853098453962 + 0.*I, 0.01705600751260583 + 0.*I, 0.0017431951792046265 + 0.*I, 0.15509572135519178 + 0.*I, 0.10274944046579916 + 0.*I, 0.03497767027680343 + 0.*I, 0.1516467923041942 + 0.*I, 0.056695721183608334 + 0.*I, 0.21735464131500404 + 0.*I, 0.12289113519101669 + 0.*I, 0.014885335941405843 + 0.*I, 0.017628061186991673 + 0.*I, 0.030642915128997757 + 0.*I, 0.041078269232408544 + 0.*I, 0.03812490674279801 + 0.*I, 0.02513430563519936 + 0.*I, 0.012526114733613094 + 0.*I, 0.004956708456793635 + 0.*I, 0.0016131940391961308 + 0.*I, 0.00044299868680042215 + 0.*I, 0.00010463362958290646 + 0.*I, 0.000021576603193018688 + 0.*I, 3.928831393551491*^-6 + 0.*I, 6.406789987423167*^-7 + 0.*I, 9.084819563298653*^-8 + 0.*I, 1.536319960138144*^-8 + 0.*I}
{0.0030725576221968254 + 0.*I, 0.004081173342407318 + 0.*I, 0.034216785048601935 + 0.*I, 0.029874055273793058 + 0.*I, 0.08472690671019746 + 0.*I, 0.013941609599799067 + 0.*I, 0.005712958910608634 + 0.*I, 0.156537419649605 + 0.*I, 0.09922812456240049 + 0.*I, 0.03977829869421524 + 0.*I, 0.15170294216939606 + 0.*I, 0.05178377009200653 + 0.*I, 0.21699095353699963 + 0.*I, 0.1253460969671938 + 0.*I, 0.016070709471405212 + 0.*I, 0.017402331040594632 + 0.*I, 0.030433262792395332 + 0.*I, 0.04099137093040995 + 0.*I, 0.03829640738519658 + 0.*I, 0.02539981918399103 + 0.*I, 0.012724887841009114 + 0.*I, 0.0050587249778022425 + 0.*I, 0.001653304152005042 + 0.*I, 0.0004557708539909555 + 0.*I, 0.00010804081580495506 + 0.*I, 0.00002235585820908881 + 0.*I, 4.08410560925887*^-6 + 0.*I, 6.681349917769809*^-7 + 0.*I, 9.501579523174543*^-8 + 0.*I, 1.6128609559018514*^-8 + 0.*I}
{0.0031619385683967494 + 0.*I, 0.004402407994597013 + 0.*I, 0.03457847947081483 + 0.*I, 0.029874562091380952 + 0.*I, 0.08328778654098645 + 0.*I, 0.010788005237993836 + 0.*I, 0.00961611107699323 + 0.*I, 0.15781476940019967 + 0.*I, 0.09558549988037957 + 0.*I, 0.044520529711600254 + 0.*I, 0.1516048607563825 + 0.*I, 0.046862957574589366 + 0.*I, 0.21653121224818328 + 0.*I, 0.12779624662619948 + 0.*I, 0.01728582198559092 + 0.*I, 0.017170374354802398 + 0.*I, 0.030224686915203414 + 0.*I, 0.04090036466941616 + 0.*I, 0.03846410550700785 + 0.*I, 0.02566527857799095 + 0.*I, 0.012925480994807616 + 0.*I, 0.005162338727582317 + 0.*I, 0.0016942531621877426 + 0.*I, 0.0004688685091958078 + 0.*I, 0.0001115489161929162 + 0.*I, 0.000023161183615449943 + 0.*I, 4.24513539876159*^-6 + 0.*I, 6.967048049588698*^-7 + 0.*I, 9.936480527272806*^-8 + 0.*I, 1.6930190582797877*^-8 + 0.*I}
{0.003247682026397136 + 0.*I, 0.004707307173790199 + 0.*I, 0.03490048732739393 + 0.*I, 0.029806500367390857 + 0.*I, 0.08177038719641151 + 0.*I, 0.007599802656788057 + 0.*I, 0.01344793784701093 + 0.*I, 0.158926846591001 + 0.*I, 0.09182592402579015 + 0.*I, 0.0491993153174164 + 0.*I, 0.15135286052561092 + 0.*I, 0.04193695518339702 + 0.*I, 0.21597484849940066 + 0.*I, 0.13023998963102024 + 0.*I, 0.018530809369998735 + 0.*I, 0.016931789785812335 + 0.*I, 0.030017230251799816 + 0.*I, 0.040805324184001186 + 0.*I, 0.03862794957900651 + 0.*I, 0.02593062281179837 + 0.*I, 0.0131278807473878 + 0.*I, 0.005267562063804299 + 0.*I, 0.0017360541566091572 + 0.*I, 0.00048229861260296053 + 0.*I, 0.00011516057580873705 + 0.*I, 0.00002399337379888067 + 0.*I, 4.412119181118612*^-6 + 0.*I, 7.26430782194143*^-7 + 0.*I, 1.0390359683754014*^-7 + 0.*I, 1.7770007687545334*^-8 + 0.*I}
{0.003329672674201589 + 0.*I, 0.004995535733609558 + 0.*I, 0.03518252962479984 + 0.*I, 0.029670470633602623 + 0.*I, 0.08017724458140307 + 0.*I, 0.0043816344539981955 + 0.*I, 0.017203837774593115 + 0.*I, 0.15987293173420625 + 0.*I, 0.08795388169799967 + 0.*I, 0.053809676859195577 + 0.*I, 0.15094740068599677 + 0.*I, 0.03700945843481129 + 0.*I, 0.21532136429340823 + 0.*I, 0.1326757102890097 + 0.*I, 0.019805783979598424 + 0.*I, 0.01668616947698709 + 0.*I, 0.02981093001181989 + 0.*I, 0.04070632524879603 + 0.*I, 0.03878788963200819 + 0.*I, 0.02619579028459995 + 0.*I, 0.013332072851413024 + 0.*I, 0.005374407118607927 + 0.*I, 0.0017787203067998196 + 0.*I, 0.0004960682344012923 + 0.*I, 0.00011887849740155333 + 0.*I, 0.000024853246016753875 + 0.*I, 4.585261192957546*^-6 + 0.*I, 7.573571991770224*^-7 + 0.*I, 1.0863980826059105*^-7 + 0.*I, 1.8650214705928647*^-8 + 0.*I}
{0.0034078018067873477 + 0.*I, 0.0052667861750066445 + 0.*I, 0.03542438955099759 + 0.*I, 0.02946716939720151 + 0.*I, 0.07851098853459694 + 0.*I, 0.001138151164603585 + 0.*I, 0.020879327373801715 + 0.*I, 0.16065251026080588 + 0.*I, 0.08397397937598416 + 0.*I, 0.05834671045499285 + 0.*I, 0.15038908721618507 + 0.*I, 0.03208418352940168 + 0.*I, 0.2145703337613991 + 0.*I, 0.13510177287960892 + 0.*I, 0.021110834069792975 + 0.*I, 0.016433099357815454 + 0.*I, 0.029605817693401097 + 0.*I, 0.04060344560599116 + 0.*I, 0.038943877301189644 + 0.*I, 0.026460718825194185 + 0.*I, 0.013538042251814987 + 0.*I, 0.005482885788188342 + 0.*I, 0.001822264866802037 + 0.*I, 0.0005101845542032636 + 0.*I, 0.00012270544260672978 + 0.*I, 0.000025741637599274728 + 0.*I, 4.764771599496954*^-6 + 0.*I, 7.895297970961224*^-7 + 0.*I, 1.1358118889859271*^-7 + 0.*I, 1.9571810838669993*^-8 + 0.*I}
{0.0034819674634034574 + 0.*I, 0.005520778935408367 + 0.*I, 0.03562591241319524 + 0.*I, 0.029197387559798393 + 0.*I, 0.07677433860038274 + 0.*I, 0.00212598516760032 + 0.*I, 0.024470046517399705 + 0.*I, 0.1612652726599828 + 0.*I, 0.07989093985740771 + 0.*I, 0.0628055923336035 + 0.*I, 0.14967867274018334 + 0.*I, 0.0271648640228106 + 0.*I, 0.21372140428159714 + 0.*I, 0.13751652281281945 + 0.*I, 0.022446023241795565 + 0.*I, 0.016172159459393324 + 0.*I, 0.029401918925797688 + 0.*I, 0.04049676489159549 + 0.*I, 0.03909586586998693 + 0.*I, 0.02672534571921404 + 0.*I, 0.013745773080597878 + 0.*I, 0.005593009725202159 + 0.*I, 0.0018667011681960945 + 0.*I, 0.0005246548629989078 + 0.*I, 0.00012664423378883072 + 0.*I, 0.000026659409391172062 + 0.*I, 4.950867782405056*^-6 + 0.*I, 8.229950054783333*^-7 + 0.*I, 1.187365983312816*^-7 + 0.*I, 2.0537394007646984*^-8 + 0.*I}
{0.0035520745367945135 + 0.*I, 0.005757262634009664 + 0.*I, 0.035787005480414365 + 0.*I, 0.0288620087121938 + 0.*I, 0.07497009969579249 + 0.*I, 0.005406107405803162 + 0.*I, 0.027971763664802477 + 0.*I, 0.1617111143606076 + 0.*I, 0.0757095966676058 + 0.*I, 0.06718158409459996 + 0.*I, 0.148817056243189 + 0.*I, 0.022255247460400977 + 0.*I, 0.21277429754138488 + 0.*I, 0.13991828782460303 + 0.*I, 0.023811389902994588 + 0.*I, 0.015902924239385996 + 0.*I, 0.02919925330919782 + 0.*I, 0.040386364556788124 + 0.*I, 0.039243810309996796 + 0.*I, 0.02698960773339643 + 0.*I, 0.0139552486493999 + 0.*I, 0.005704790327998311 + 0.*I, 0.0019120426199892297 + 0.*I, 0.000539486562800562 + 0.*I, 0.0001306977537973708 + 0.*I, 0.000027607445196586866 + 0.*I, 5.143774206572972*^-6 + 0.*I, 8.578022070437896*^-7 + 0.*I, 1.241146074804078*^-7 + 0.*I, 2.1548385298331144*^-8 + 0.*I}
{0.0036180348738090733 + 0.*I, 0.0059760142724130105 + 0.*I, 0.03590763773559935 + 0.*I, 0.028462007302598735 + 0.*I, 0.07310115767760195 + 0.*I, 0.008697549713998498 + 0.*I, 0.03138038090020334 + 0.*I, 0.16199013535900256 + 0.*I, 0.07143488834000512 + 0.*I, 0.07147003788501305 + 0.*I, 0.14780528263798054 + 0.*I, 0.017359091975399647 + 0.*I, 0.211728810536993 + 0.*I, 0.1423053792045881 + 0.*I, 0.025206946741596074 + 0.*I, 0.015624962916205298 + 0.*I, 0.028997834261401685 + 0.*I, 0.040272327786583524 + 0.*I, 0.039387667323387276 + 0.*I, 0.027253441143404448 + 0.*I, 0.01416645144418638 + 0.*I, 0.005818238729804471 + 0.*I, 0.001958302702798065 + 0.*I, 0.0005546871677974963 + 0.*I, 0.0001348689475877407 + 0.*I, 0.000028586652001116875 + 0.*I, 5.3437209990292445*^-6 + 0.*I, 8.940020057579545*^-7 + 0.*I, 1.2972458662829922*^-7 + 0.*I, 2.2607204996916156*^-8 + 0.*I}
{0.003679767366593368 + 0.*I, 0.006176839391613953 + 0.*I, 0.035987839537399154 + 0.*I, 0.02799844668079921 + 0.*I, 0.0711704748173947 + 0.*I, 0.011995653926599738 + 0.*I, 0.034691938782804854 + 0.*I, 0.162102639595596 + 0.*I, 0.06707185257279757 + 0.*I, 0.07566640148117809 + 0.*I, 0.1466445421755891 + 0.*I, 0.012480162850003753 + 0.*I, 0.2105848165120161 + 0.*I, 0.14467609305459653 + 0.*I, 0.02663268022080612 + 0.*I, 0.015337839821594203 + 0.*I, 0.02879766886658697 + 0.*I, 0.04015473941558767 + 0.*I, 0.03952739537960159 + 0.*I, 0.027516781760805742 + 0.*I, 0.014379363118810495 + 0.*I, 0.005933365790200539 + 0.*I, 0.0020054949676051592 + 0.*I, 0.0005702643038008048 + 0.*I, 0.00013916082322040777 + 0.*I, 0.000029597961193061913 + 0.*I, 5.550946191590357*^-6 + 0.*I, 9.316460047870123*^-7 + 0.*I, 1.3557559519483675*^-7 + 0.*I, 2.37159847316093*^-8 + 0.*I}
{0.0037371980281974975 + 0.*I, 0.006359572183001205 + 0.*I, 0.0360277021925981 + 0.*I, 0.027472477024215184 + 0.*I, 0.06918108519240462 + 0.*I, 0.015295775877799402 + 0.*I, 0.037902620997609666 + 0.*I, 0.16204913407720237 + 0.*I, 0.06262562027199436 + 0.*I, 0.07976622327459104 + 0.*I, 0.14533616970340282 + 0.*I, 0.007622229047599128 + 0.*I, 0.2093422658317801 + 0.*I, 0.14702871157961095 + 0.*I, 0.028088550085003664 + 0.*I, 0.015041114759606346 + 0.*I, 0.028598757729381145 + 0.*I, 0.04003368584100109 + 0.*I, 0.039662954758790114 + 0.*I, 0.027779564961405434 + 0.*I, 0.014593964490616784 + 0.*I, 0.006050182084793577 + 0.*I, 0.0020536330301856864 + 0.*I, 0.0005862257101973967 + 0.*I, 0.00014357645239382324 + 0.*I, 0.00003064232800831235 + 0.*I, 5.765695609838418*^-6 + 0.*I, 9.707886050591696*^-7 + 0.*I, 1.4167760298278156*^-7 + 0.*I, 2.4876589677091946*^-8 + 0.*I}
{0.003790260061786732 + 0.*I, 0.006524075556191279 + 0.*I, 0.03602737743879647 + 0.*I, 0.026885333149806456 + 0.*I, 0.06713608999480149 + 0.*I, 0.01859329168678592 + 0.*I, 0.04100875880981292 + 0.*I, 0.16183032774799158 + 0.*I, 0.0581014094872101 + 0.*I, 0.08376515715420307 + 0.*I, 0.14388164376919477 + 0.*I, 0.0027890597183999337 + 0.*I, 0.20800118679220606 + 0.*I, 0.14936150440820753 + 0.*I, 0.029574488886807693 + 0.*I, 0.0147343433787972 + 0.*I, 0.02840109483299713 + 0.*I, 0.03990925493140285 + 0.*I, 0.0397943075854057 + 0.*I, 0.028041725715999277 + 0.*I, 0.014810235535200889 + 0.*I, 0.00616869789460406 + 0.*I, 0.0021027305703968935 + 0.*I, 0.000602579239594725 + 0.*I, 0.0001481189713992137 + 0.*I, 0.000031720734194884415 + 0.*I, 5.988221585262467*^-6 + 0.*I, 1.0114864057442219*^-6 + 0.*I, 1.480410016796441*^-7 + 0.*I, 2.609199523107009*^-8 + 0.*I}
{0.0038388939118005894 + 0.*I, 0.006670241165207536 + 0.*I, 0.0359870768404047 + 0.*I, 0.026238332216022005 + 0.*I, 0.06503865276961118 + 0.*I, 0.021883603984584887 + 0.*I, 0.04400683530718653 + 0.*I, 0.1614471301120135 + 0.*I, 0.05350451924881484 + 0.*I, 0.08765896728180068 + 0.*I, 0.14228258556920892 + 0.*I, 0.0020155793188036957 + 0.*I, 0.2065616863649922 + 0.*I, 0.1516727299458065 + 0.*I, 0.03109040153459475 + 0.*I, 0.014417077557205005 + 0.*I, 0.028204667398212813 + 0.*I, 0.039781535932803536 + 0.*I, 0.039921417866395366 + 0.*I, 0.02830319861659714 + 0.*I, 0.01502815538059199 + 0.*I, 0.006288923195385544 + 0.*I, 0.0021528013250060596 + 0.*I, 0.0006193328567993817 + 0.*I, 0.00015279158280812055 + 0.*I, 0.000032834184615637696 + 0.*I, 6.218784598388538*^-6 + 0.*I, 1.053796205852109*^-6 + 0.*I, 1.546758054971065*^-7 + 0.*I, 2.736399995484362*^-8 + 0.*I}
{0.0038830473126028058 + 0.*I, 0.006797989384410564 + 0.*I, 0.03590707110059377 + 0.*I, 0.025532871310796068 + 0.*I, 0.06289199459279526 + 0.*I, 0.025162148087187752 + 0.*I, 0.046893489431010245 + 0.*I, 0.16090064961118422 + 0.*I, 0.048840323308207985 + 0.*I, 0.09144353274581629 + 0.*I, 0.1405407577490081 + 0.*I, 0.006787929117213488 + 0.*I, 0.20502395086938743 + 0.*I, 0.15396063674961713 + 0.*I, 0.03263616485180698 + 0.*I, 0.014088865796990646 + 0.*I, 0.02800945575420766 + 0.*I, 0.039650619372988416 + 0.*I, 0.040044251526394355 + 0.*I, 0.02856391791019597 + 0.*I, 0.015247702306586675 + 0.*I, 0.0064108676498086945 + 0.*I, 0.0022038590876016784 + 0.*I, 0.0006364946423920159 + 0.*I, 0.00015759755620514682 + 0.*I, 0.00003398371339891071 + 0.*I, 6.457653811686726*^-6 + 0.*I, 1.097778801195659*^-6 + 0.*I, 1.6159340532340138*^-7 + 0.*I, 2.8695601450579034*^-8 + 0.*I}
{0.003922675316192503 + 0.*I, 0.006907269248612736 + 0.*I, 0.03578768928640397 + 0.*I, 0.024770424944797757 + 0.*I, 0.060699389185603365 + 0.*I, 0.028424398088189307 + 0.*I, 0.04966551979241896 + 0.*I, 0.16019219175378296 + 0.*I, 0.04411426379580252 + 0.*I, 0.09511485210278449 + 0.*I, 0.1386580630450052 + 0.*I, 0.011524241155602688 + 0.*I, 0.20338824658019397 + 0.*I, 0.15622346493879835 + 0.*I, 0.034211627165414704 + 0.*I, 0.013749253630601645 + 0.*I, 0.02781543320660163 + 0.*I, 0.03951659696141974 + 0.*I, 0.04016277644318667 + 0.*I, 0.028823817528000898 + 0.*I, 0.015468853737199417 + 0.*I, 0.006534540594405059 + 0.*I, 0.0022559177027980937 + 0.*I, 0.0006540727899961851 + 0.*I, 0.00016254022801032167 + 0.*I, 0.00003517037920897082 + 0.*I, 6.705105182192029*^-6 + 0.*I, 1.1434959867884233*^-6 + 0.*I, 1.6880559172705034*^-7 + 0.*I, 3.0089397640153954*^-8 + 0.*I}
{0.003957740314985969 + 0.*I, 0.006998058344187541 + 0.*I, 0.03562931797298497 + 0.*I, 0.023952542441008088 + 0.*I, 0.058464157981608096 + 0.*I, 0.03166587287941614 + 0.*I, 0.05231988826559508 + 0.*I, 0.15932325700520614 + 0.*I, 0.0393318448008051 + 0.*I, 0.09866904778681464 + 0.*I, 0.1366365427803995 + 0.*I, 0.01622078090919299 + 0.*I, 0.20165492026100743 + 0.*I, 0.1584594476249812 + 0.*I, 0.03581660790701324 + 0.*I, 0.013397784038415853 + 0.*I, 0.027622565914797725 + 0.*I, 0.03937956148598598 + 0.*I, 0.04027696247719259 + 0.*I, 0.029082831117399625 + 0.*I, 0.01569158623999645 + 0.*I, 0.006659951030996148 + 0.*I, 0.002308991061394927 + 0.*I, 0.0006720756075884182 + 0.*I, 0.0001676230038105686 + 0.*I, 0.00003639526899856804 + 0.*I, 6.961424392493144*^-6 + 0.*I, 1.1910120001346058*^-6 + 0.*I, 1.7632360016506254*^-7 + 0.*I, 3.1548585965879283*^-8 + 0.*I}
{0.00398821205080946 + 0.*I, 0.0070703626614099235 + 0.*I, 0.035432400305790424 + 0.*I, 0.02308084522899545 + 0.*I, 0.056189665150396806 + 0.*I, 0.03488214208100526 + 0.*I, 0.0548537233566071 + 0.*I, 0.1582955384370033 + 0.*I, 0.034498625880408085 + 0.*I, 0.10210237039300908 + 0.*I, 0.13447837520439432 + 0.*I, 0.020873831425216597 + 0.*I, 0.19982439962940027 + 0.*I, 0.16066681237321134 + 0.*I, 0.03745089724218609 + 0.*I, 0.013033997874001281 + 0.*I, 0.02743081277378767 + 0.*I, 0.03923960670819682 + 0.*I, 0.040386781505996616 + 0.*I, 0.029340892073781433 + 0.*I, 0.015915875522010126 + 0.*I, 0.006787107614791843 + 0.*I, 0.0023630930978013613 + 0.*I, 0.0006905115175870336 + 0.*I, 0.0001728493589814306 + 0.*I, 0.00003765949678768977 + 0.*I, 7.226904208401664*^-6 + 0.*I, 1.240392388801581*^-6 + 0.*I, 1.8415959868178788*^-7 + 0.*I, 3.307500939797592*^-8 + 0.*I}
{0.004014067612989614 + 0.*I, 0.00712421640161054 + 0.*I, 0.035197434986389275 + 0.*I, 0.022157024050994956 + 0.*I, 0.05387931258558076 + 0.*I, 0.03806883188119948 + 0.*I, 0.05726432334001163 + 0.*I, 0.15711091914258904 + 0.*I, 0.02962021550418914 + 0.*I, 0.10541120281819527 + 0.*I, 0.13218587368999393 + 0.*I, 0.025479696909203046 + 0.*I, 0.1978971937441898 + 0.*I, 0.16284378268121014 + 0.*I, 0.03911425571501148 + 0.*I, 0.012657434306606596 + 0.*I, 0.027240125301797317 + 0.*I, 0.03909682725500297 + 0.*I, 0.04049220745339089 + 0.*I, 0.02959793357402152 + 0.*I, 0.016141696428184638 + 0.*I, 0.006916018645997114 + 0.*I, 0.0024182377855952457 + 0.*I, 0.0007093890577847262 + 0.*I, 0.00017822283921997697 + 0.*I, 0.00003896420559534875 + 0.*I, 7.501847187896261*^-6 + 0.*I, 1.291706408501625*^-6 + 0.*I, 1.923261994107861*^-7 + 0.*I, 3.4671998605517735*^-8 + 0.*I}
{0.004035291425386056 + 0.*I, 0.007159681743007518 + 0.*I, 0.034924975179206896 + 0.*I, 0.0211828360810129 + 0.*I, 0.051536534865603834 + 0.*I, 0.04122163077060481 + 0.*I, 0.05954915916699388 + 0.*I, 0.15577146942078457 + 0.*I, 0.024702264446796462 + 0.*I, 0.10859206426601098 + 0.*I, 0.12976148477599203 + 0.*I, 0.03003470631099958 + 0.*I, 0.19587389332178518 + 0.*I, 0.16498857948801238 + 0.*I, 0.040806413920013725 + 0.*I, 0.012267631266404955 + 0.*I, 0.027050447532395158 + 0.*I, 0.038951318507995936 + 0.*I, 0.04059321631901813 + 0.*I, 0.02985388861140859 + 0.*I, 0.016369022939999315 + 0.*I, 0.0070466920591982785 + 0.*I, 0.0024744391337927496 + 0.*I, 0.0007287168810155009 + 0.*I, 0.00018374706280965825 + 0.*I, 0.00004031056899389541 + 0.*I, 7.786565792144984*^-6 + 0.*I, 1.3450254021663002*^-6 + 0.*I, 2.0083781304691684*^-7 + 0.*I, 3.634321732448598*^-8 + 0.*I}
{0.004051875220012492 + 0.*I, 0.0071768485702117255 + 0.*I, 0.03461562734081714 + 0.*I, 0.020160101964594727 + 0.*I, 0.049164794186795646 + 0.*I, 0.04433629516520377 + 0.*I, 0.061705877137785414 + 0.*I, 0.15427944372621297 + 0.*I, 0.01975045913520379 + 0.*I, 0.11164161410619489 + 0.*I, 0.1272077860642096 + 0.*I, 0.034535216907016775 + 0.*I, 0.1937551709809915 + 0.*I, 0.16709942270018985 + 0.*I, 0.042527072198206284 + 0.*I, 0.011864125901195342 + 0.*I, 0.026861715913195642 + 0.*I, 0.03880317648781162 + 0.*I, 0.04068978620199726 + 0.*I, 0.03010869002579853 + 0.*I, 0.016597828171205364 + 0.*I, 0.00717913540939641 + 0.*I, 0.002531711179409868 + 0.*I, 0.0007485037536003604 + 0.*I, 0.0001894257189993809 + 0.*I, 0.00004169978700119259 + 0.*I, 8.081379609947703*^-6 + 0.*I, 1.4004214010654437*^-6 + 0.*I, 2.0970640779438557*^-7 + 0.*I, 3.8091596543665673*^-8 + 0.*I}
{0.004063818004418351 + 0.*I, 0.007175834154793393 + 0.*I, 0.03427004998421968 + 0.*I, 0.019090702779189787 + 0.*I, 0.0467675752948038 + 0.*I, 0.0474086549202113 + 0.*I, 0.06373230132781238 + 0.*I, 0.1526372774049989 + 0.*I, 0.014770514952000546 + 0.*I, 0.11455665557518205 + 0.*I, 0.12452748397620007 + 0.*I, 0.03897761788320686 + 0.*I, 0.1915417814011944 + 0.*I, 0.1691745327393912 + 0.*I, 0.04427590035158691 + 0.*I, 0.011446455048602644 + 0.*I, 0.02667385921200083 + 0.*I, 0.038652497740199195 + 0.*I, 0.0407818973317875 + 0.*I, 0.03036227054260543 + 0.*I, 0.0168280843718005 + 0.*I, 0.007313355867011319 + 0.*I, 0.002590067986796285 + 0.*I, 0.000768758557989635 + 0.*I, 0.00019526257180046969 + 0.*I, 0.00004313309298620283 + 0.*I, 8.386619398947914*^-6 + 0.*I, 1.4579711882234394*^-6 + 0.*I, 2.1894719370862958*^-7 + 0.*I, 3.9920600158893655*^-8 + 0.*I}
{0.004071126012816784 + 0.*I, 0.007156782804584871 + 0.*I, 0.03388895236480227 + 0.*I, 0.017976576925793353 + 0.*I, 0.04434838039459877 + 0.*I, 0.05043461871061528 + 0.*I, 0.06562643578358342 + 0.*I, 0.15084758320160765 + 0.*I, 0.00976816951179238 + 0.*I, 0.11733413933259218 + 0.*I, 0.12172341136040823 + 0.*I, 0.043358333902188136 + 0.*I, 0.18923456141539677 + 0.*I, 0.1712121321119975 + 0.*I, 0.046052537389207344 + 0.*I, 0.011014155707389506 + 0.*I, 0.026486798426406114 + 0.*I, 0.03849937921520664 + 0.*I, 0.0408695320873953 + 0.*I, 0.030614562804998083 + 0.*I, 0.017059762922211345 + 0.*I, 0.00744936020298237 + 0.*I, 0.0026495236401968825 + 0.*I, 0.0007894902907867876 + 0.*I, 0.00020126145958698774 + 0.*I, 0.00004461174940573187 + 0.*I, 8.702624798573312*^-6 + 0.*I, 1.5177526124787732*^-6 + 0.*I, 2.2857480352911352*^-7 + 0.*I, 4.183338120355984*^-8 + 0.*I}
{0.004073812650395858 + 0.*I, 0.0071198654685966645 + 0.*I, 0.03347309310239854 + 0.*I, 0.01681971695359774 + 0.*I, 0.041910724074201156 + 0.*I, 0.0534101792882158 + 0.*I, 0.06738646646600178 + 0.*I, 0.1489131475578054 + 0.*I, 0.004749175913998371 + 0.*I, 0.1199711668480097 + 0.*I, 0.11879852496261555 + 0.*I, 0.04767382866299741 + 0.*I, 0.18683443001679123 + 0.*I, 0.1732104469909901 + 0.*I, 0.04785659129218356 + 0.*I, 0.01056676552839697 + 0.*I, 0.0263004467037975 + 0.*I, 0.03834391814658833 + 0.*I, 0.04095267502302047 + 0.*I, 0.030865499411802944 + 0.*I, 0.017292834337800937 + 0.*I, 0.007587154780597238 + 0.*I, 0.0027100922404210697 + 0.*I, 0.0008107080641917008 + 0.*I, 0.00020742629580627894 + 0.*I, 0.00004613705140155134 + 0.*I, 9.029746594890755*^-6 + 0.*I, 1.5798474084505187*^-6 + 0.*I, 2.386044029023538*^-7 + 0.*I, 4.38342029340788*^-8 + 0.*I}
