{0., 0.9999833334165986, 0.9999833334165986, 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.}
{0.0001001744335926702, 0.9996841588878036, 0.9996841484423924, 0.00010018236840103611, 2.5093926936392563*^-9, 1.9984014443252818*^-13, 1.9984014443252818*^-13, 1.9984014443252818*^-13, 1.9984014443252818*^-13, 1.9984014443252818*^-13, 1.9984014443252818*^-13, 1.9984014443252818*^-13, 1.9984014443252818*^-13, 1.9984014443252818*^-13, 1.9984014443252818*^-13, 1.9984014443252818*^-13, 1.9984014443252818*^-13, 1.9984014443252818*^-13, 3.197442310920451*^-12, 4.800001542071275*^-12, 2.19824158875781*^-12, 1.9984014443252818*^-13, 1.9984014443252818*^-13, 1.9984014443252818*^-13, 1.9984014443252818*^-13, 1.9984014443252818*^-13, 1.9984014443252818*^-13, 1.9984014443252818*^-13, 1.9984014443252818*^-13, 1.9984014443252818*^-13, 1.9984014443252818*^-13, 1.9984014443252818*^-13, 1.9984014443252818*^-13, 1.9984014443252818*^-13, 1.9984014443252818*^-13, 1.9984014443252818*^-13, 1.9984014443252818*^-13, 1.9984014443252818*^-13, 7.993605777301127*^-13, 2.000000642529698*^-12, 5.995204332975845*^-13, 1.9984014443252818*^-13, 1.9984014443252818*^-13, 1.9984014443252818*^-13, 1.9984014443252818*^-13, 1.9984014443252818*^-13, 1.9984014443252818*^-13, 1.9984014443252818*^-13, 1.9984014443252818*^-13, 1.9984014443252818*^-13}
{0.0004000103956069978, 0.9987884447441919, 0.9987882780431945, 0.0004001370362161083, 4.005720199984353*^-8, 1.3988810110276972*^-12, 3.9968028886505635*^-13, 3.9968028886505635*^-13, 3.9968028886505635*^-13, 3.9968028886505635*^-13, 3.9968028886505635*^-13, 3.9968028886505635*^-13, 3.9968028886505635*^-13, 3.9968028886505635*^-13, 3.9968028886505635*^-13, 3.9968028886505635*^-13, 3.9968028886505635*^-13, 3.9968028886505635*^-13, 4.558575739110893*^-11, 7.639999743958015*^-11, 3.1596947280831955*^-11, 3.9968028886505635*^-13, 3.9968028886505635*^-13, 3.9968028886505635*^-13, 3.9968028886505635*^-13, 3.9968028886505635*^-13, 3.9968028886505635*^-13, 3.9968028886505635*^-13, 3.9968028886505635*^-13, 3.9968028886505635*^-13, 3.9968028886505635*^-13, 3.9968028886505635*^-13, 3.9968028886505635*^-13, 3.9968028886505635*^-13, 3.9968028886505635*^-13, 3.9968028886505635*^-13, 3.9968028886505635*^-13, 3.9968028886505635*^-13, 1.4810375148499588*^-11, 3.140001279822169*^-11, 1.6009416015094757*^-11, 3.9968028886505635*^-13, 1.9984014443252818*^-13, 3.9968028886505635*^-13, 3.9968028886505635*^-13, 3.9968028886505635*^-13, 3.9968028886505635*^-13, 3.9968028886505635*^-13, 3.9968028886505635*^-13, 3.9968028886505635*^-13}
{0.0015930726020130237, 0.9952207214462105, 0.9952180675184108, 0.0015950884493909356, 6.379642147891218*^-7, 1.1259881915748338*^-10, 7.993605777301127*^-13, 7.993605777301127*^-13, 7.993605777301127*^-13, 7.993605777301127*^-13, 7.993605777301127*^-13, 7.993605777301127*^-13, 7.993605777301127*^-13, 7.993605777301127*^-13, 7.993605777301127*^-13, 7.993605777301127*^-13, 7.993605777301127*^-13, 1.5987211554602254*^-12, 7.208011965076366*^-10, 1.218400033642375*^-9, 4.984013202147253*^-10, 1.199040866595169*^-12, 7.993605777301127*^-13, 7.993605777301127*^-13, 7.993605777301127*^-13, 7.993605777301127*^-13, 7.993605777301127*^-13, 7.993605777301127*^-13, 7.993605777301127*^-13, 7.993605777301127*^-13, 7.993605777301127*^-13, 7.993605777301127*^-13, 7.993605777301127*^-13, 7.993605777301127*^-13, 7.993605777301127*^-13, 7.993605777301127*^-13, 7.993605777301127*^-13, 5.995204332975845*^-13, 2.4078516958070395*^-10, 5.000000413701855*^-10, 2.573941060290963*^-10, 5.995204332975845*^-13, 5.995204332975845*^-13, 7.993605777301127*^-13, 7.993605777301127*^-13, 7.993605777301127*^-13, 7.993605777301127*^-13, 7.993605777301127*^-13, 7.993605777301127*^-13, 7.993605777301127*^-13}
{0.0024840778398038665, 0.9925524505145944, 0.9925459795917968, 0.002488992385396571, 1.55594479522847*^-6, 4.319877788816484*^-10, 0., 1.9984014443252818*^-13, 1.9984014443252818*^-13, 1.9984014443252818*^-13, 1.9984014443252818*^-13, 1.9984014443252818*^-13, 1.9984014443252818*^-13, 1.9984014443252818*^-13, 1.9984014443252818*^-13, 1.9984014443252818*^-13, 1.9984014443252818*^-13, 2.8199664825478976*^-12, 1.7548185127225224*^-9, 2.971600049361811*^-9, 1.2130074722449535*^-9, 1.3988810110276972*^-12, 1.9984014443252818*^-13, 1.9984014443252818*^-13, 1.9984014443252818*^-13, 1.9984014443252818*^-13, 1.9984014443252818*^-13, 1.9984014443252818*^-13, 1.9984014443252818*^-13, 1.9984014443252818*^-13, 1.9984014443252818*^-13, 1.9984014443252818*^-13, 1.9984014443252818*^-13, 1.9984014443252818*^-13, 1.9984014443252818*^-13, 1.9984014443252818*^-13, 1.9984014443252818*^-13, 3.9968028886505635*^-13, 5.88595838735273*^-10, 1.2194001017262757*^-9, 6.285860720822711*^-10, 7.993605777301127*^-13, 1.9984014443252818*^-13, 1.9984014443252818*^-13, 1.9984014443252818*^-13, 1.9984014443252818*^-13, 1.9984014443252818*^-13, 1.9984014443252818*^-13, 1.9984014443252818*^-13, 1.9984014443252818*^-13}
{0.0035679226159990307, 0.9893022430502052, 0.9892888476643824, 0.0035780946797903113, 3.2220335954846746*^-6, 1.2888135003663592*^-9, 3.9968028886505635*^-13, 1.9984014443252818*^-13, 1.9984014443252818*^-13, 1.9984014443252818*^-13, 1.9984014443252818*^-13, 1.9984014443252818*^-13, 1.9984014443252818*^-13, 1.9984014443252818*^-13, 1.9984014443252818*^-13, 1.9984014443252818*^-13, 1.9984014443252818*^-13, 7.793765632868599*^-12, 3.6312064466414995*^-9, 6.152800144376691*^-9, 2.5096147382441814*^-9, 3.597122599785507*^-12, 1.9984014443252818*^-13, 1.9984014443252818*^-13, 1.9984014443252818*^-13, 1.9984014443252818*^-13, 1.9984014443252818*^-13, 1.9984014443252818*^-13, 1.9984014443252818*^-13, 1.9984014443252818*^-13, 1.9984014443252818*^-13, 1.9984014443252818*^-13, 1.9984014443252818*^-13, 1.9984014443252818*^-13, 1.9984014443252818*^-13, 1.9984014443252818*^-13, 1.9984014443252818*^-13, 2.4202861936828413*^-12, 1.2188028364334969*^-9, 2.5245999735190594*^-9, 1.3014034294656085*^-9, 2.5979218776228663*^-12, 1.9984014443252818*^-13, 1.9984014443252818*^-13, 1.9984014443252818*^-13, 1.9984014443252818*^-13, 1.9984014443252818*^-13, 1.9984014443252818*^-13, 1.9984014443252818*^-13, 1.9984014443252818*^-13}
{0.00484151383919329, 0.9854767265380038, 0.9854519611083967, 0.004860316739385695, 5.959285198642306*^-6, 3.2450042652953925*^-9, 1.199040866595169*^-12, 1.9984014443252818*^-13, 3.9968028886505635*^-13, 3.9968028886505635*^-13, 3.9968028886505635*^-13, 3.9968028886505635*^-13, 3.9968028886505635*^-13, 3.9968028886505635*^-13, 1.9984014443252818*^-13, 3.9968028886505635*^-13, 3.9968028886505635*^-13, 1.9406698470447736*^-11, 6.710210165294939*^-9, 1.1377800090972556*^-8, 4.637601414003711*^-9, 9.192646643896296*^-12, 1.9984014443252818*^-13, 3.9968028886505635*^-13, 1.9984014443252818*^-13, 3.9968028886505635*^-13, 3.9968028886505635*^-13, 3.9968028886505635*^-13, 3.9968028886505635*^-13, 3.9968028886505635*^-13, 3.9968028886505635*^-13, 3.9968028886505635*^-13, 3.9968028886505635*^-13, 3.9968028886505635*^-13, 1.9984014443252818*^-13, 1.9984014443252818*^-13, 4.218847493575595*^-13, 5.617728504603292*^-12, 2.2521984277545926*^-9, 4.668200201396466*^-9, 2.405187160547939*^-9, 6.59472476627343*^-12, 3.9968028886505635*^-13, 3.9968028886505635*^-13, 1.9984014443252818*^-13, 3.9968028886505635*^-13, 3.9968028886505635*^-13, 3.9968028886505635*^-13, 3.9968028886505635*^-13, 3.9968028886505635*^-13}
{0.006301223833804492, 0.9810836791168009, 0.9810415324744026, 0.006333216876197589, 0.00001014638479901464, 7.217382247404203*^-9, 3.9968028886505635*^-12, 9.992007221626409*^-13, 9.992007221626409*^-13, 9.992007221626409*^-13, 9.992007221626409*^-13, 9.992007221626409*^-13, 9.992007221626409*^-13, 9.992007221626409*^-13, 9.992007221626409*^-13, 9.992007221626409*^-13, 9.992007221626409*^-13, 4.3010039973978564*^-11, 1.1412604195015774*^-8, 1.936799991220095*^-8, 7.888001363198782*^-9, 1.9806378759312793*^-11, 9.992007221626409*^-13, 9.992007221626409*^-13, 9.992007221626409*^-13, 9.992007221626409*^-13, 9.992007221626409*^-13, 9.992007221626409*^-13, 9.992007221626409*^-13, 9.992007221626409*^-13, 9.992007221626409*^-13, 9.992007221626409*^-13, 9.992007221626409*^-13, 9.992007221626409*^-13, 9.992007221626409*^-13, 9.992007221626409*^-13, 9.992007221626409*^-13, 1.3011813848606835*^-11, 3.831202022297475*^-9, 7.94600010789459*^-9, 4.091194050204194*^-9, 1.4810375148499588*^-11, 9.992007221626409*^-13, 9.992007221626409*^-13, 9.992007221626409*^-13, 9.992007221626409*^-13, 9.992007221626409*^-13, 9.992007221626409*^-13, 9.992007221626409*^-13, 9.992007221626409*^-13}
{0.006302775353583812, 0.9810790048997986, 0.981036837289806, 0.0063347843065830745, 0.000010151438001315682, 7.223399656197671*^-9, 4.39648317751562*^-12, 1.3988810110276972*^-12, 1.3988810110276972*^-12, 1.3988810110276972*^-12, 1.3988810110276972*^-12, 1.3988810110276972*^-12, 1.3988810110276972*^-12, 1.3988810110276972*^-12, 1.3988810110276972*^-12, 1.3988810110276972*^-12, 1.199040866595169*^-12, 4.2810199829546036*^-11, 1.1418199719059885*^-8, 1.9377599871917006*^-8, 7.891598485798568*^-9, 1.9806378759312793*^-11, 1.3988810110276972*^-12, 1.3988810110276972*^-12, 1.3988810110276972*^-12, 1.3988810110276972*^-12, 1.3988810110276972*^-12, 1.3988810110276972*^-12, 1.3988810110276972*^-12, 1.3988810110276972*^-12, 1.3988810110276972*^-12, 1.3988810110276972*^-12, 1.3988810110276972*^-12, 1.3988810110276972*^-12, 1.3988810110276972*^-12, 1.3988810110276972*^-12, 1.3988810110276972*^-12, 1.3211653993039363*^-11, 3.833400263886233*^-9, 7.94979984619637*^-9, 4.093414496253445*^-9, 1.4788170688007085*^-11, 1.3988810110276972*^-12, 1.3988810110276972*^-12, 1.3988810110276972*^-12, 1.3988810110276972*^-12, 1.3988810110276972*^-12, 1.3988810110276972*^-12, 1.3988810110276972*^-12, 1.3988810110276972*^-12}
{0.007946366711397701, 0.9761215461805972, 0.9760541624010077, 0.007997505412804529, 0.000016230455601728977, 1.4619416788264061*^-8, 8.193445921733655*^-12, 9.992007221626409*^-13, 7.993605777301127*^-13, 7.993605777301127*^-13, 7.993605777301127*^-13, 7.993605777301127*^-13, 7.993605777301127*^-13, 7.993605777301127*^-13, 7.993605777301127*^-13, 7.993605777301127*^-13, 5.995204332975845*^-13, 8.839595722065496*^-11, 1.8236190335585434*^-8, 3.097400044782539*^-8, 1.2604206567345955*^-8, 4.161115896295087*^-11, 7.993605777301127*^-13, 7.993605777301127*^-13, 9.992007221626409*^-13, 7.993605777301127*^-13, 7.993605777301127*^-13, 7.993605777301127*^-13, 7.993605777301127*^-13, 7.993605777301127*^-13, 7.993605777301127*^-13, 7.993605777301127*^-13, 7.993605777301127*^-13, 7.993605777301127*^-13, 7.993605777301127*^-13, 7.993605777301127*^-13, 7.993605777301127*^-13, 2.5002222514558525*^-11, 6.120393081232578*^-9, 1.2706400515094529*^-8, 6.5357941281263265*^-9, 2.8399504969911504*^-11, 9.992007221626409*^-13, 9.992007221626409*^-13, 9.992007221626409*^-13, 7.993605777301127*^-13, 7.993605777301127*^-13, 7.993605777301127*^-13, 7.993605777301127*^-13, 7.993605777301127*^-13}
{0.009765712971199214, 0.9706201496593958, 0.9705177739047999, 0.009843388069996628, 0.000024673201393099475, 2.7439184258071236*^-8, 1.758593271006248*^-11, 3.9968028886505635*^-13, 3.9968028886505635*^-13, 3.9968028886505635*^-13, 3.9968028886505635*^-13, 3.9968028886505635*^-13, 3.9968028886505635*^-13, 3.9968028886505635*^-13, 3.9968028886505635*^-13, 3.9968028886505635*^-13, 0., 1.673994276529811*^-10, 2.768740792191693*^-8, 4.707279982474333*^-8, 1.913680325316136*^-8, 7.94031507211912*^-11, 1.9984014443252818*^-13, 3.9968028886505635*^-13, 3.9968028886505635*^-13, 3.9968028886505635*^-13, 3.9968028886505635*^-13, 3.9968028886505635*^-13, 3.9968028886505635*^-13, 3.9968028886505635*^-13, 3.9968028886505635*^-13, 3.9968028886505635*^-13, 3.9968028886505635*^-13, 3.9968028886505635*^-13, 3.9968028886505635*^-13, 3.9968028886505635*^-13, 3.9968028886505635*^-13, 4.580780199603396*^-11, 9.291190039562025*^-9, 1.930940060623776*^-8, 9.921596877404681*^-9, 5.220268661787486*^-11, 3.9968028886505635*^-13, 3.9968028886505635*^-13, 3.9968028886505635*^-13, 3.9968028886505635*^-13, 3.9968028886505635*^-13, 3.9968028886505635*^-13, 3.9968028886505635*^-13, 3.9968028886505635*^-13}
