{0. + 0.*I, 0.9999833334165987 + 0.*I, 0.9999833334165987 + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I}
{0.33334190302800604 + 0.*I, 0.2949578873734149 + 0.*I, 0.2878935560313823 + 0.*I, 0.18629957756559623 + 0.*I, 0.11901957369280236 + 0.*I, 0.019336158904592615 + 0.*I, 0.0015450207389910988 + 0.*I, 0.00007474061398671239 + 0.*I, 2.417678590660444*^-6 + 0.*I, 1.7083359171721213*^-7 + 0.*I, 1.2337559862629632*^-6 + 0.*I, 2.1744672062951054*^-6 + 0.*I, 1.4559647931733366*^-6 + 0.*I, 5.535968128356218*^-7 + 0.*I, 8.934781803304759*^-8 + 0.*I, 1.1698771951174083*^-6 + 0.*I, 4.954159971148897*^-7 + 0.*I, 7.063101215010194*^-8 + 0.*I, 5.186806539825284*^-9 + 0.*I, 2.3601121057481583*^-10 + 0.*I, 8.21565038222616*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I}
{0.33059580065799565 + 0.*I, 0.29569063921341954 + 0.*I, 0.2891080499324073 + 0.*I, 0.18086435215300956 + 0.*I, 0.12121237498139427 + 0.*I, 0.020201926406415716 + 0.*I, 0.0016502612343982648 + 0.*I, 0.00008151279178303385 + 0.*I, 2.6906540107063397*^-6 + 0.*I, 1.8306440807691615*^-7 + 0.*I, 1.309276398409054*^-6 + 0.*I, 2.2243868080806806*^-6 + 0.*I, 1.5677314113560215*^-6 + 0.*I, 5.471807895673919*^-7 + 0.*I, 1.1635219454575464*^-7 + 0.*I, 1.2028076090686568*^-6 + 0.*I, 5.257543955750067*^-7 + 0.*I, 7.674740842844585*^-8 + 0.*I, 5.757816445850494*^-9 + 0.*I, 2.6738611325072275*^-10 + 0.*I, 9.614531393253857*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I}
{0.3276486083657826 + 0.*I, 0.2959559831416048 + 0.*I, 0.2898960180162114 + 0.*I, 0.17527495277478436 + 0.*I, 0.12336845830618338 + 0.*I, 0.02109209072820306 + 0.*I, 0.0017612330079908036 + 0.*I, 0.00008881229480728338 + 0.*I, 2.9910536047950136*^-6 + 0.*I, 1.958182060946001*^-7 + 0.*I, 1.3881064075960128*^-6 + 0.*I, 2.2723041892547258*^-6 + 0.*I, 1.6829061921797008*^-6 + 0.*I, 5.399136027151031*^-7 + 0.*I, 1.4426719818771971*^-7 + 0.*I, 1.2353301936940397*^-6 + 0.*I, 5.574361860993804*^-7 + 0.*I, 8.330760525865344*^-8 + 0.*I, 6.3846039566328736*^-9 + 0.*I, 3.0240254744740014*^-10 + 0.*I, 1.0791367799356522*^-11 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 1.1990408665951693*^-12 + 0.*I}
{0.32450250724158636 + 0.*I, 0.2957585838341937 + 0.*I, 0.29026318656120154 + 0.*I, 0.1695373212869944 + 0.*I, 0.1254848284260035 + 0.*I, 0.022006688769593555 + 0.*I, 0.0018781586935912031 + 0.*I, 0.00009667312539374254 + 0.*I, 3.321286601298823*^-6 + 0.*I, 2.0907600095654288*^-7 + 0.*I, 1.4703057882314852*^-6 + 0.*I, 2.3179746122536926*^-6 + 0.*I, 1.8014118197129394*^-6 + 0.*I, 5.318000040333004*^-7 + 0.*I, 1.7305878952100787*^-7 + 0.*I, 1.2673564198095735*^-6 + 0.*I, 5.904889910368639*^-7 + 0.*I, 9.033760406396141*^-8 + 0.*I, 7.071188079521562*^-9 + 0.*I, 3.4199310050553327*^-10 + 0.*I, 1.261213355974178*^-11 + 0.*I, 1.4210854715202006*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I}
{0.32115986801020124 + 0.*I, 0.2951035667016155 + 0.*I, 0.2902157182341991 + 0.*I, 0.16365758731280433 + 0.*I, 0.12755849206600445 + 0.*I, 0.022945727213397053 + 0.*I, 0.0020012648128009407 + 0.*I, 0.00010513097501441139 + 0.*I, 3.6839397976606847*^-6 + 0.*I, 2.2281259060008551*^-7 + 0.*I, 1.5559310062585041*^-6 + 0.*I, 2.361147588558765*^-6 + 0.*I, 1.92316140790183*^-6 + 0.*I, 5.228470101314997*^-7 + 0.*I, 2.0268999811889898*^-7 + 0.*I, 1.2987941833131345*^-6 + 0.*I, 6.249384121304047*^-7 + 0.*I, 9.786340626760648*^-8 + 0.*I, 7.823008907337226*^-9 + 0.*I, 3.854028207683769*^-10 + 0.*I, 1.4210854715202005*^-11 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I}
{0.3176232478840025 + 0.*I, 0.2939965093067931 + 0.*I, 0.28976020145921044 + 0.*I, 0.15764205974959644 + 0.*I, 0.12958646219358716 + 0.*I, 0.023909181651804442 + 0.*I, 0.0021307816109983335 + 0.*I, 0.00011422327981236435 + 0.*I, 4.081792392973682*^-6 + 0.*I, 2.3699460172110778*^-7 + 0.*I, 1.6450319995087172*^-6 + 0.*I, 2.4015630151197342*^-6 + 0.*I, 2.0480580120718628*^-6 + 0.*I, 5.130653901730398*^-7 + 0.*I, 2.3311919061796973*^-7 + 0.*I, 1.3295491818610117*^-6 + 0.*I, 6.608091851489917*^-7 + 0.*I, 1.0591199028908706*^-7 + 0.*I, 8.644995830309199*^-9 + 0.*I, 4.344080650753313*^-10 + 0.*I, 1.6187051699034782*^-11 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I}
{0.31389538722579324 + 0.*I, 0.29244343230379055 + 0.*I, 0.28890363931879387 + 0.*I, 0.1514972180450158 + 0.*I, 0.13156576232200567 + 0.*I, 0.024896995741796605 + 0.*I, 0.002266942875017719 + 0.*I, 0.000123989271805236 + 0.*I, 4.517825002992026*^-6 + 0.*I, 2.5158057859187016*^-7 + 0.*I, 1.737654797828725*^-6 + 0.*I, 2.4389545938419133*^-6 + 0.*I, 2.1759947843591476*^-6 + 0.*I, 5.02468600060979*^-7 + 0.*I, 2.643022023463004*^-7 + 0.*I, 1.3595248038456022*^-6 + 0.*I, 6.981246025716815*^-7 + 0.*I, 1.145123995627273*^-7 + 0.*I, 9.543010826007505*^-9 + 0.*I, 4.889866289659039*^-10 + 0.*I, 1.820765760385257*^-11 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I}
{0.30997920602280354 + 0.*I, 0.2904507899114117 + 0.*I, 0.28765343800400967 + 0.*I, 0.14522970325938636 + 0.*I, 0.13349343083439716 + 0.*I, 0.025909080393016207 + 0.*I, 0.0024099857430126548 + 0.*I, 0.00013447003139877012 + 0.*I, 4.995232205651234*^-6 + 0.*I, 2.6651940654431883*^-7 + 0.*I, 1.833838814135902*^-6 + 0.*I, 2.4730491876567844*^-6 + 0.*I, 2.306853796874009*^-6 + 0.*I, 4.910724049622672*^-7 + 0.*I, 2.961916045762792*^-7 + 0.*I, 1.3886215954883596*^-6 + 0.*I, 7.36905403364574*^-7 + 0.*I, 1.2369341106932555*^-7 + 0.*I, 1.0522582805094771*^-8 + 0.*I, 5.49404965966005*^-10 + 0.*I, 2.0605739337042905*^-11 + 0.*I, 1.4210854715202006*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 1.021405182655144*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I}
{0.3058778001746143 + 0.*I, 0.28802545994019996 + 0.*I, 0.2860173948253886 + 0.*I, 0.13884630892520014 + 0.*I, 0.13536652532240015 + 0.*I, 0.026945312990589446 + 0.*I, 0.002560150498598368 + 0.*I, 0.0001457085433864691 + 0.*I, 5.5174351976106095*^-6 + 0.*I, 2.817484023864836*^-7 + 0.*I, 1.93361660016933*^-6 + 0.*I, 2.5035657991168137*^-6 + 0.*I, 2.440508395373797*^-6 + 0.*I, 4.788971885716364*^-7 + 0.*I, 3.2873541666589295*^-7 + 0.*I, 1.4167387929475696*^-6 + 0.*I, 7.771715937465729*^-7 + 0.*I, 1.334854005108355*^-7 + 0.*I, 1.1590794990468112*^-8 + 0.*I, 6.174172284545421*^-10 + 0.*I, 2.360334150353083*^-11 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I}
{0.30159443760919835 + 0.*I, 0.2851747333810106 + 0.*I, 0.2840036858135831 + 0.*I, 0.13235397171318386 + 0.*I, 0.13718212692939158 + 0.*I, 0.02800553664938921 + 0.*I, 0.0027176803514050722 + 0.*I, 0.00015774974539972675 + 0.*I, 6.088094406386802*^-6 + 0.*I, 2.9719520178161934*^-7 + 0.*I, 2.0370152009618896*^-6 + 0.*I, 2.5302185902020824*^-6 + 0.*I, 2.57681960214029*^-6 + 0.*I, 4.659644003979224*^-7 + 0.*I, 3.618800148430524*^-7 + 0.*I, 1.4437728124150344*^-6 + 0.*I, 8.189398048585871*^-7 + 0.*I, 1.4391958735870958*^-7 + 0.*I, 1.2754197697972813*^-8 + 0.*I, 6.922018513932927*^-10 + 0.*I, 2.660094367001875*^-11 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.021405182655144*^-12 + 0.*I}
{0.29713255421879303 + 0.*I, 0.2819063035748082 + 0.*I, 0.2816208529143882 + 0.*I, 0.12575976192921168 + 0.*I, 0.13893734469900834 + 0.*I, 0.029089559511796818 + 0.*I, 0.0028828212059961444 + 0.*I, 0.00017064058259741446 + 0.*I, 6.711121991465063*^-6 + 0.*I, 3.127724079732275*^-7 + 0.*I, 2.144053001806867*^-6 + 0.*I, 2.552714595260852*^-6 + 0.*I, 2.7156400017602773*^-6 + 0.*I, 4.5230039713572983*^-7 + 0.*I, 3.95567401056951*^-7 + 0.*I, 1.4696186045881634*^-6 + 0.*I, 8.622256020274222*^-7 + 0.*I, 1.5502819028512252*^-7 + 0.*I, 1.4019785332664016*^-8 + 0.*I, 7.756018050031345*^-10 + 0.*I, 3.0397906414236786*^-11 + 0.*I, 2.020605904817785*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I}
{0.29249574963481356 + 0.*I, 0.2782282549757875 + 0.*I, 0.2788777908089957 + 0.*I, 0.11907087384439576 + 0.*I, 0.14062931991161154 + 0.*I, 0.030197154078592803 + 0.*I, 0.003055821416797499 + 0.*I, 0.00018443005820323324 + 0.*I, 7.390698009146491*^-6 + 0.*I, 3.283794125508166*^-7 + 0.*I, 2.2547418154772463*^-6 + 0.*I, 2.5707561857046817*^-6 + 0.*I, 2.8568109877724623*^-6 + 0.*I, 4.379338003346334*^-7 + 0.*I, 4.2973680169922096*^-7 + 0.*I, 1.494168810900476*^-6 + 0.*I, 9.07041619591098*^-7 + 0.*I, 1.668444049585105*^-7 + 0.*I, 1.539539606909557*^-8 + 0.*I, 8.68216609717365*^-10 + 0.*I, 3.4394709302887356*^-11 + 0.*I, 2.19824158875781*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I}
{0.2876877828365876 + 0.*I, 0.27414905152580715 + 0.*I, 0.2757837333687841 + 0.*I, 0.11229461587960456 + 0.*I, 0.1422552304111813 + 0.*I, 0.031328056586210636 + 0.*I, 0.0032369315286162608 + 0.*I, 0.00019916928519769783 + 0.*I, 8.131282402956687*^-6 + 0.*I, 3.438999973681689*^-7 + 0.*I, 2.3690835959655487*^-6 + 0.*I, 2.5840402040344657*^-6 + 0.*I, 3.0001639839127847*^-6 + 0.*I, 4.2289700630249177*^-7 + 0.*I, 4.6432400147011776*^-7 + 0.*I, 1.5173156064918203*^-6 + 0.*I, 9.533982048282042*^-7 + 0.*I, 1.7940220420342712*^-7 + 0.*I, 1.6889001308584284*^-8 + 0.*I, 9.702016967594318*^-10 + 0.*I, 3.89910326248355*^-11 + 0.*I, 2.19824158875781*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I}
{0.28271256760639135 + 0.*I, 0.2696775246552097 + 0.*I, 0.27234823977320133 + 0.*I, 0.1054384006583975 + 0.*I, 0.14381229491098324 + 0.*I, 0.03248196642440249 + 0.*I, 0.003426404005391071 + 0.*I, 0.00021491153521235876 + 0.*I, 8.9376320122625*^-6 + 0.*I, 3.591998032348443*^-7 + 0.*I, 2.4870721926362194*^-6 + 0.*I, 2.5922582080895044*^-6 + 0.*I, 3.145520399705504*^-6 + 0.*I, 4.0722580862961877*^-7 + 0.*I, 4.992615876275863*^-7 + 0.*I, 1.538949412349666*^-6 + 0.*I, 1.0013027962330057*^-6 + 0.*I, 1.9273660445406904*^-7 + 0.*I, 1.8509394017485196*^-8 + 0.*I, 1.0835998764946453*^-9 + 0.*I, 4.440892098500627*^-11 + 0.*I, 2.5979218776228663*^-12 + 0.*I, 1.4210854715202006*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I}
{0.27757416783500416 + 0.*I, 0.26482286092439633 + 0.*I, 0.2685811803023963 + 0.*I, 0.09850973493799042 + 0.*I, 0.14529777727159132 + 0.*I, 0.03365854559740367 + 0.*I, 0.003624492944998004 + 0.*I, 0.00023171228800134005 + 0.*I, 9.814814605491053*^-6 + 0.*I, 3.7412639652956164*^-7 + 0.*I, 2.608691795913387*^-6 + 0.*I, 2.595098402835561*^-6 + 0.*I, 3.2926918080988803*^-6 + 0.*I, 3.909587986683505*^-7 + 0.*I, 5.344800158013641*^-7 + 0.*I, 1.5589596058518396*^-6 + 0.*I, 1.0507612113741516*^-6 + 0.*I, 2.0688359914089463*^-7 + 0.*I, 2.0265789046902686*^-8 + 0.*I, 1.208788624751378*^-9 + 0.*I, 5.018208071305708*^-11 + 0.*I, 2.797762022055395*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I}
{0.2722767926816028 + 0.*I, 0.2595945893274054 + 0.*I, 0.26449272183020067 + 0.*I, 0.09151620943739226 + 0.*I, 0.14670899074540336 + 0.*I, 0.03485741823419098 + 0.*I, 0.003831453780800409 + 0.*I, 0.00024962927960281434 + 0.*I, 0.000010768225600088499 + 0.*I, 3.8850720418537326*^-7 + 0.*I, 2.733916804054104*^-6 + 0.*I, 2.5922453961158*^-6 + 0.*I, 3.441479190513519*^-6 + 0.*I, 3.74138586778372*^-7 + 0.*I, 5.699064109521146*^-7 + 0.*I, 1.5772345873799056*^-6 + 0.*I, 1.1017746048835877*^-6 + 0.*I, 2.2187980341925595*^-7 + 0.*I, 2.216760108808558*^-8 + 0.*I, 1.346611711028345*^-9 + 0.*I, 5.659916979539048*^-11 + 0.*I, 2.8199664825478976*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I}
{0.26682479159638733 + 0.*I, 0.25400256827359247 + 0.*I, 0.26009331303378236 + 0.*I, 0.08446548858001002 + 0.*I, 0.14804330218340933 + 0.*I, 0.03607817014559256 + 0.*I, 0.004047542971008511 + 0.*I, 0.00026872254899057424 + 0.*I, 0.000011803606203564243 + 0.*I, 4.021458055447625*^-7 + 0.*I, 2.862709602702296*^-6 + 0.*I, 2.5833797989704976*^-6 + 0.*I, 3.5916754015374867*^-6 + 0.*I, 3.5681100296613977*^-7 + 0.*I, 6.054643897357437*^-7 + 0.*I, 1.593662779519889*^-6 + 0.*I, 1.1543429989657739*^-6 + 0.*I, 2.3776338675673972*^-7 + 0.*I, 2.422499978393944*^-8 + 0.*I, 1.4990009233883939*^-9 + 0.*I, 6.399325513939402*^-11 + 0.*I, 3.1974423109204512*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I}
{0.2612226492149983 + 0.*I, 0.2480569722588033 + 0.*I, 0.25539366934879126 + 0.*I, 0.0773653001556074 + 0.*I, 0.14929813618860255 + 0.*I, 0.03732034842998111 + 0.*I, 0.004273017672984381 + 0.*I, 0.0002890544835931763 + 0.*I, 0.000012927057402301047 + 0.*I, 4.148229981737473*^-7 + 0.*I, 2.9950229851749555*^-6 + 0.*I, 2.568180201834025*^-6 + 0.*I, 3.7430619936884572*^-6 + 0.*I, 3.390252079071843*^-7 + 0.*I, 6.410763919717511*^-7 + 0.*I, 1.6081314058169485*^-6 + 0.*I, 1.2084613976171001*^-6 + 0.*I, 2.5457258523431397*^-7 + 0.*I, 2.644859886657969*^-8 + 0.*I, 1.6666001911858075*^-9 + 0.*I, 7.220890552162018*^-11 + 0.*I, 3.219646771412954*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I}
{0.25547498012459263 + 0.*I, 0.2417682782553943 + 0.*I, 0.25040475767739157 + 0.*I, 0.0702234249265965 + 0.*I, 0.15047097922300523 + 0.*I, 0.03858346113039257 + 0.*I, 0.004508135407599313 + 0.*I, 0.00031068986299231943 + 0.*I, 0.000014145060789338972 + 0.*I, 4.262918018582696*^-7 + 0.*I, 3.1307969994287536*^-6 + 0.*I, 2.5463235964195974*^-6 + 0.*I, 3.895412392651565*^-6 + 0.*I, 3.208336041282678*^-7 + 0.*I, 6.766609939035107*^-7 + 0.*I, 1.6205286001991228*^-6 + 0.*I, 1.2641230062726552*^-6 + 0.*I, 2.723471892451812*^-7 + 0.*I, 2.8849989064383408*^-8 + 0.*I, 1.8509860311155537*^-9 + 0.*I, 8.140155216551648*^-11 + 0.*I, 3.5971225997855076*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I}
{0.2495865235133899 + 0.*I, 0.23514725182718355 + 0.*I, 0.2451377808843969 + 0.*I, 0.06304768618881075 + 0.*I, 0.15155938364839194 + 0.*I, 0.039866976945401866 + 0.*I, 0.004753153709002866 + 0.*I, 0.0003336959017996577 + 0.*I, 0.000015464496194717015 + 0.*I, 4.3627719215066923*^-7 + 0.*I, 3.2699586149931292*^-6 + 0.*I, 2.517484198882869*^-6 + 0.*I, 4.048491408781275*^-6 + 0.*I, 3.022928130036462*^-7 + 0.*I, 7.121351952577017*^-7 + 0.*I, 1.6307420080963198*^-6 + 0.*I, 1.3213171889958632*^-6 + 0.*I, 2.9112741106729345*^-7 + 0.*I, 3.144180471537084*^-8 + 0.*I, 2.054401093687375*^-9 + 0.*I, 9.221512442536552*^-11 + 0.*I, 4.196643033083092*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I}
{0.2435621377097963 + 0.*I, 0.22820493299580139 + 0.*I, 0.23960416209520832 + 0.*I, 0.05584593930239023 + 0.*I, 0.15256097170219807 + 0.*I, 0.04117032498980322 + 0.*I, 0.005008329761602148 + 0.*I, 0.00035814228820374444 + 0.*I, 0.00001689265938242812 + 0.*I, 4.444731915853595*^-7 + 0.*I, 3.412423210669147*^-6 + 0.*I, 2.4813372023757556*^-6 + 0.*I, 4.2020535939713*^-6 + 0.*I, 2.834617873759271*^-7 + 0.*I, 7.474135976792696*^-7 + 0.*I, 1.6386592083250664*^-6 + 0.*I, 1.3800282028242352*^-6 + 0.*I, 3.109534185696816*^-7 + 0.*I, 3.4234992618564775*^-8 + 0.*I, 2.277378285953091*^-9 + 0.*I, 1.0340617251358708*^-10 + 0.*I, 4.596323321948148*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I}
{0.23740679461619066 + 0.*I, 0.2209526218742042 + 0.*I, 0.23381552881700518 + 0.*I, 0.048626061207412974 + 0.*I, 0.15347343940199654 + 0.*I, 0.042492894616597 + 0.*I, 0.005273920028403546 + 0.*I, 0.00038410122578103056 + 0.*I, 0.000018437282811589743 + 0.*I, 4.5053980546327926*^-7 + 0.*I, 3.558090599931063*^-6 + 0.*I, 2.4375566010093057*^-6 + 0.*I, 4.3558464168924615*^-6 + 0.*I, 2.644036101173697*^-7 + 0.*I, 7.824088044117162*^-7 + 0.*I, 1.6441700001479376*^-6 + 0.*I, 1.440239194572257*^-6 + 0.*I, 3.3186740022728145*^-7 + 0.*I, 3.7244207717890276*^-8 + 0.*I, 2.5218049870545656*^-9 + 0.*I, 1.1641798636219391*^-10 + 0.*I, 4.9960036108132044*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 1.1990408665951693*^-12 + 0.*I}
{0.23112557404580958 + 0.*I, 0.21340186408618236 + 0.*I, 0.22778369690881206 + 0.*I, 0.04139593994041402 + 0.*I, 0.15429456036699654 + 0.*I, 0.043834035288803364 + 0.*I, 0.005550179861790739 + 0.*I, 0.00041164746700239624 + 0.*I, 0.000020106556197774242 + 0.*I, 4.5410140092627676*^-7 + 0.*I, 3.7068473845991434*^-6 + 0.*I, 2.3858169884150016*^-6 + 0.*I, 4.509608997338432*^-6 + 0.*I, 2.4518500563175394*^-7 + 0.*I, 8.170307985722048*^-7 + 0.*I, 1.6471641828275096*^-6 + 0.*I, 1.5019278043482134*^-6 + 0.*I, 3.5391218844438304*^-7 + 0.*I, 4.04825950539589*^-8 + 0.*I, 2.7902125054879434*^-9 + 0.*I, 1.30984112445276*^-10 + 0.*I, 5.59552404411079*^-12 + 0.*I, 1.2212453270876722*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I}
{0.22472365796881172 + 0.*I, 0.20556443598920282 + 0.*I, 0.22152065441900515 + 0.*I, 0.0341634641650046 + 0.*I, 0.15502218955480987 + 0.*I, 0.04519305651080608 + 0.*I, 0.005837363107596972 + 0.*I, 0.00044085834840501553 + 0.*I, 0.000021909145786480625 + 0.*I, 4.547421994516299*^-7 + 0.*I, 3.8585642014865584*^-6 + 0.*I, 2.3257950010346917*^-6 + 0.*I, 4.663072017407899*^-6 + 0.*I, 2.258749853822906*^-7 + 0.*I, 8.511884086459531*^-7 + 0.*I, 1.6475329989162903*^-6 + 0.*I, 1.5650677864798013*^-6 + 0.*I, 3.771295942200936*^-7 + 0.*I, 4.396540909112901*^-8 + 0.*I, 3.0843994025531174*^-9 + 0.*I, 1.4719336860480328*^-10 + 0.*I, 6.217248937900877*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.2212453270876722*^-12 + 0.*I}
{0.21820632467579598 + 0.*I, 0.19745232972301352 + 0.*I, 0.21503854531361724 + 0.*I, 0.026936512732200775 + 0.*I, 0.15565426690820064 + 0.*I, 0.04656922782060314 + 0.*I, 0.006135721696387542 + 0.*I, 0.00047181382238914443 + 0.*I, 0.00002385421640216379 + 0.*I, 4.520056107182313*^-7 + 0.*I, 4.013096788213488*^-6 + 0.*I, 2.2571685853733925*^-6 + 0.*I, 4.815959608883703*^-6 + 0.*I, 2.0654680188414434*^-7 + 0.*I, 8.8478959714422*^-7 + 0.*I, 1.645169001029956*^-6 + 0.*I, 1.6296293869899614*^-6 + 0.*I, 4.0156420411108234*^-7 + 0.*I, 4.770739359116761*^-8 + 0.*I, 3.4059866038660402*^-9 + 0.*I, 1.6500134591979077*^-10 + 0.*I, 6.816769371198461*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I}
{0.21157894286439327 + 0.*I, 0.18907773810161738 + 0.*I, 0.2083496531160023 + 0.*I, 0.019722944286604264 + 0.*I, 0.1561888209006046 + 0.*I, 0.04796177883721331 + 0.*I, 0.00644550522239662 + 0.*I, 0.0005045964863947816 + 0.*I, 0.000025951453608286105 + 0.*I, 4.4538959187434557*^-7 + 0.*I, 4.170284206850283*^-6 + 0.*I, 2.179618396880301*^-6 + 0.*I, 4.967988598281181*^-6 + 0.*I, 1.8727659423234402*^-7 + 0.*I, 9.177391957493343*^-7 + 0.*I, 1.6399671842748376*^-6 + 0.*I, 1.6955780113292462*^-6 + 0.*I, 4.2725880611271805*^-7 + 0.*I, 5.172460237901078*^-8 + 0.*I, 3.757816280369752*^-9 + 0.*I, 1.8500756482353609*^-10 + 0.*I, 7.616129948928574*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I}
{0.20484696565739036 + 0.*I, 0.1804530393664017 + 0.*I, 0.20146638448079732 + 0.*I, 0.012530586929804244 + 0.*I, 0.1566239719811957 + 0.*I, 0.04936989937018855 + 0.*I, 0.006766960513404642 + 0.*I, 0.0005392916097912703 + 0.*I, 0.0000282110858007556 + 0.*I, 4.343426063257994*^-7 + 0.*I, 4.329947600467676*^-6 + 0.*I, 2.0928283994692265*^-6 + 0.*I, 5.118869417231054*^-6 + 0.*I, 1.6814380998653178*^-7 + 0.*I, 9.49942213779309*^-7 + 0.*I, 1.6318244089319478*^-6 + 0.*I, 1.7628754012122274*^-6 + 0.*I, 4.5425920802699693*^-7 + 0.*I, 5.603419950261924*^-8 + 0.*I, 4.1423975360999066*^-9 + 0.*I, 2.0718982085554674*^-10 + 0.*I, 8.393286066166183*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I}
{0.1980159245591917 + 0.*I, 0.17159078182040766 + 0.*I, 0.19440125272520706 + 0.*I, 0.005367227956587506 + 0.*I, 0.15695793590759788 + 0.*I, 0.05079273958941144 + 0.*I, 0.007100331190401654 + 0.*I, 0.0005759871557931008 + 0.*I, 0.000030643906390181996 + 0.*I, 4.18262380286194*^-7 + 0.*I, 4.491891791857938*^-6 + 0.*I, 1.9964879971468012*^-6 + 0.*I, 5.268306013661572*^-6 + 0.*I, 1.4923060565052995*^-7 + 0.*I, 9.813021950577652*^-7 + 0.*I, 1.6206399999774137*^-6 + 0.*I, 1.8314781913275624*^-6 + 0.*I, 4.826090194143262*^-7 + 0.*I, 6.065379309916352*^-8 + 0.*I, 4.561795385882306*^-9 + 0.*I, 2.3159252293680768*^-10 + 0.*I, 9.392486788328826*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I}
