{0. + 0.*I, 0.9999833334165987 + 0.*I, 0.9999833334165987 + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I}
{0.06877756875880436 + 0.*I, 0.7796840593166043 + 0.*I, 0.4744173049124001 + 0.*I, 0.28451517357119815 + 0.*I, 0.07492314421000403 + 0.*I, 0.012918664705008355 + 0.*I, 0.0015444222493998794 + 0.*I, 0.0001308520921838863 + 0.*I, 0.000023522404601905578 + 0.*I, 0.00020546026080481286 + 0.*I, 0.0005860844666027987 + 0.*I, 0.00021343366840564926 + 0.*I, 0.0006643146287954593 + 0.*I, 0.000012382878789019003 + 0.*I, 0.0001297599371952174 + 0.*I, 0.00018765693698963304 + 0.*I, 0.00023570611338286088 + 0.*I, 0.00006235895180228825 + 0.*I, 7.401718415955827*^-6 + 0.*I, 4.859874058738001*^-7 + 0.*I, 1.921360848200493*^-8 + 0.*I, 4.5978776341826233*^-10 + 0.*I, 1.998401444325282*^-12 + 0.*I, 8.79296635503124*^-12 + 0.*I, 8.79296635503124*^-12 + 0.*I}
{0.07145134821480159 + 0.*I, 0.7841788688888017 + 0.*I, 0.48291095271619794 + 0.*I, 0.2832615558671981 + 0.*I, 0.07469994420579164 + 0.*I, 0.013027107755192446 + 0.*I, 0.0015815311614097993 + 0.*I, 0.00013620282119930494 + 0.*I, 0.000025605629394576113 + 0.*I, 0.00021840187740540531 + 0.*I, 0.0006087274273980371 + 0.*I, 0.00019919910438925828 + 0.*I, 0.0006825276964050886 + 0.*I, 0.000010646487602627985 + 0.*I, 0.0001338983893983681 + 0.*I, 0.00018570106119497612 + 0.*I, 0.00024508679239421127 + 0.*I, 0.00006624313180214615 + 0.*I, 7.995370188140782*^-6 + 0.*I, 5.324665819372854*^-7 + 0.*I, 2.130400300615065*^-8 + 0.*I, 5.157874127803552*^-10 + 0.*I, 7.993605777301128*^-13 + 0.*I, 8.393286066166183*^-12 + 0.*I, 8.415490526658687*^-12 + 0.*I}
{0.07403233942899767 + 0.*I, 0.7886637281911968 + 0.*I, 0.4914240098695899 + 0.*I, 0.28192775430198047 + 0.*I, 0.07444134394221091 + 0.*I, 0.01312898247518568 + 0.*I, 0.0016184837362098747 + 0.*I, 0.0001416621940197871 + 0.*I, 0.000027849116390754606 + 0.*I, 0.0002320069355965515 + 0.*I, 0.0006317850864023812 + 0.*I, 0.0001836570191926512 + 0.*I, 0.0007004973058055697 + 0.*I, 9.00319319097065*^-6 + 0.*I, 0.00013793911621817756 + 0.*I, 0.00018333125679781404 + 0.*I, 0.0002546742843945182 + 0.*I, 0.00007032455560107564 + 0.*I, 8.630504999551647*^-6 + 0.*I, 5.829146054736611*^-7 + 0.*I, 2.3598989429274297*^-8 + 0.*I, 5.774047906470515*^-10 + 0.*I, 0. + 0.*I, 8.615330671091216*^-12 + 0.*I, 8.615330671091216*^-12 + 0.*I}
{0.07650954111360075 + 0.*I, 0.7931415795049914 + 0.*I, 0.4999486193733915 + 0.*I, 0.28051332018299574 + 0.*I, 0.07414772876221944 + 0.*I, 0.013224190056004835 + 0.*I, 0.001655240722397977 + 0.*I, 0.00014722691719093461 + 0.*I, 0.000030263108397043936 + 0.*I, 0.0002462996839813769 + 0.*I, 0.0006552377388002739 + 0.*I, 0.0001667657162141012 + 0.*I, 0.0007181834650094032 + 0.*I, 7.465530016403932*^-6 + 0.*I, 0.00014186922379089142 + 0.*I, 0.00018053239281279335 + 0.*I, 0.00026446411001135317 + 0.*I, 0.00007461044999601542 + 0.*I, 9.309553994363284*^-6 + 0.*I, 6.376287942089222*^-7 + 0.*I, 2.611659777329578*^-8 + 0.*I, 6.455946888195285*^-10 + 0.*I, 9.99200722162641*^-13 + 0.*I, 8.593126210598712*^-12 + 0.*I, 8.593126210598712*^-12 + 0.*I}
{0.0788722817778087 + 0.*I, 0.7976151402814047 + 0.*I, 0.5084768890758041 + 0.*I, 0.27901788719120196 + 0.*I, 0.07381952963758653 + 0.*I, 0.013312643759810781 + 0.*I, 0.0016917630923929396 + 0.*I, 0.00015289339398982804 + 0.*I, 0.00003285834280220002 + 0.*I, 0.00026130466441731676 + 0.*I, 0.0006790636488007706 + 0.*I, 0.000148484251005776 + 0.*I, 0.0007355453918167498 + 0.*I, 6.0463336115645924*^-6 + 0.*I, 0.00014567549859734188 + 0.*I, 0.00017728953198847822 + 0.*I, 0.00027445114760826783 + 0.*I, 0.00007910814019407299 + 0.*I, 0.000010035056008383947 + 0.*I, 6.96923208032274*^-7 + 0.*I, 2.887599048762013*^-8 + 0.*I, 7.206013563632041*^-10 + 0.*I, 1.998401444325282*^-12 + 0.*I, 9.015010959956271*^-12 + 0.*I, 9.192646643896296*^-12 + 0.*I}
{0.08111027344259725 + 0.*I, 0.8020868482548017 + 0.*I, 0.5170008882296129 + 0.*I, 0.27744117398740276 + 0.*I, 0.07345722257681153 + 0.*I, 0.01339426909621189 + 0.*I, 0.0017280121417995178 + 0.*I, 0.00015865772540202272 + 0.*I, 0.00003564605999262228 + 0.*I, 0.0002770466728030385 + 0.*I, 0.0007032389848005139 + 0.*I, 0.00012877256281296212 + 0.*I, 0.0007525415919973355 + 0.*I, 4.758719596154038*^-6 + 0.*I, 0.00014934442118530458 + 0.*I, 0.00017358797839150955 + 0.*I, 0.0002846296154102035 + 0.*I, 0.0000838250427959153 + 0.*I, 0.000010809663408828387 + 0.*I, 7.611322017098132*^-7 + 0.*I, 3.189839503647818*^-8 + 0.*I, 8.042011501174784*^-10 + 0.*I, 2.997602166487923*^-12 + 0.*I, 9.192646643896296*^-12 + 0.*I, 9.192646643896296*^-12 + 0.*I}
{0.08321366445520618 + 0.*I, 0.8065588072071916 + 0.*I, 0.5255126441100045 + 0.*I, 0.2757829866207873 + 0.*I, 0.0730613279285919 + 0.*I, 0.01346900395480244 + 0.*I, 0.0017639495791810234 + 0.*I, 0.00016451570541420327 + 0.*I, 0.00003863801838477343 + 0.*I, 0.00029355072561632056 + 0.*I, 0.0007277377652048501 + 0.*I, 0.00010759161102047443 + 0.*I, 0.0007691299351852976 + 0.*I, 3.6160578087418575*^-6 + 0.*I, 0.00015286218499888096 + 0.*I, 0.00016941332219300167 + 0.*I, 0.00029499304501356965 + 0.*I, 0.0000887686536055199 + 0.*I, 0.00001163614220534015 + 0.*I, 8.306098031596321*^-7 + 0.*I, 3.5204816839495834*^-8 + 0.*I, 8.957945496490538*^-10 + 0.*I, 4.218847493575595*^-12 + 0.*I, 9.392486788328826*^-12 + 0.*I, 9.414691248821327*^-12 + 0.*I}
{0.08517309106959026 + 0.*I, 0.8110327337972068 + 0.*I, 0.5340041387906114 + 0.*I, 0.2740432207647858 + 0.*I, 0.07263240959578533 + 0.*I, 0.013536798710189757 + 0.*I, 0.0017995376218049586 + 0.*I, 0.00017046282339006072 + 0.*I, 0.00004184650379546184 + 0.*I, 0.0003108420150166325 + 0.*I, 0.0007525318006074145 + 0.*I, 0.00008490351419698784 + 0.*I, 0.0007852677412101273 + 0.*I, 2.631948192721722*^-6 + 0.*I, 0.00015621471438631573 + 0.*I, 0.00016475148840733314 + 0.*I, 0.0003055342645996717 + 0.*I, 0.00009394653901484418 + 0.*I, 0.000012517377001586285 + 0.*I, 9.057320005112501*^-7 + 0.*I, 3.882021371026668*^-8 + 0.*I, 9.972023207183158*^-10 + 0.*I, 5.995204332975846*^-12 + 0.*I, 9.2148511043888*^-12 + 0.*I, 9.392486788328826*^-12 + 0.*I}
{0.08697972747759852 + 0.*I, 0.8155099058757999 + 0.*I, 0.5424673061574127 + 0.*I, 0.2722218637678076 + 0.*I, 0.07217107414760893 + 0.*I, 0.013597616285387918 + 0.*I, 0.0018347390842166078 + 0.*I, 0.00017649425938515154 + 0.*I, 0.00004528434141004567 + 0.*I, 0.0003289458697874892 + 0.*I, 0.0007775906450069313 + 0.*I, 0.0000606716932027851 + 0.*I, 0.000800911867404608 + 0.*I, 1.8201908202897246*^-6 + 0.*I, 0.00015938768620493704 + 0.*I, 0.00015958878440969215 + 0.*I, 0.00031624537459862273 + 0.*I, 0.0000993663216153351 + 0.*I, 0.000013456370417941347 + 0.*I, 9.868958095182734*^-7 + 0.*I, 4.276878851072752*^-8 + 0.*I, 1.1086020990092038*^-9 + 0.*I, 7.59392548843607*^-12 + 0.*I, 8.992806499463768*^-12 + 0.*I, 9.392486788328826*^-12 + 0.*I}
{0.08862533395961326 + 0.*I, 0.8199911127158012 + 0.*I, 0.5508940292610066 + 0.*I, 0.2703189965391984 + 0.*I, 0.07167796984739461 + 0.*I, 0.013651432184591528 + 0.*I, 0.001869517467811832 + 0.*I, 0.00018260488880983416 + 0.*I, 0.00004896490419792343 + 0.*I, 0.00034788770539861963 + 0.*I, 0.0008028815450034088 + 0.*I, 0.000034861014608367213 + 0.*I, 0.000816018806615304 + 0.*I, 1.1947592026828602*^-6 + 0.*I, 0.00016236655160373206 + 0.*I, 0.00015391195238301236 + 0.*I, 0.0003271177322128338 + 0.*I, 0.00010503567160480287 + 0.*I, 0.000014456249597394334 + 0.*I, 1.0745222045471792*^-6 + 0.*I, 4.707820799865203*^-8 + 0.*I, 1.2313927655327461*^-9 + 0.*I, 9.792167077193882*^-12 + 0.*I, 9.192646643896296*^-12 + 0.*I, 9.392486788328826*^-12 + 0.*I}
{0.09010230284298704 + 0.*I, 0.8244766075705957 + 0.*I, 0.5592761380986079 + 0.*I, 0.26833479526380266 + 0.*I, 0.07115378558220087 + 0.*I, 0.01369823448518215 + 0.*I, 0.0019038370459911749 + 0.*I, 0.00018878927980914284 + 0.*I, 0.0000529021238149241 + 0.*I, 0.0003676929793972051 + 0.*I, 0.0008283693980093434 + 0.*I, 7.437938798204869*^-6 + 0.*I, 0.0008305447836143288 + 0.*I, 7.697682047336231*^-7 + 0.*I, 0.00016513655980432418 + 0.*I, 0.0001477082204104363 + 0.*I, 0.00033814193078907095 + 0.*I, 0.00011096229100004962 + 0.*I, 0.000015520265006507827 + 0.*I, 1.1690566070754473*^-6 + 0.*I, 5.177758222174589*^-8 + 0.*I, 1.3664180897876579*^-9 + 0.*I, 1.2412293415309252*^-11 + 0.*I, 8.593126210598712*^-12 + 0.*I, 8.815170815523743*^-12 + 0.*I}
{0.09140370195162008 + 0.*I, 0.8289660629813955 + 0.*I, 0.5676054079249983 + 0.*I, 0.26626953295640915 + 0.*I, 0.070599249710801 + 0.*I, 0.013738023795384358 + 0.*I, 0.0019376629463829789 + 0.*I, 0.00019504169501693982 + 0.*I, 0.000057110499196433295 + 0.*I, 0.000388387139205193 + 0.*I, 0.0008540167125925536 + 0.*I, 0.000021629330793082602 + 0.*I, 0.0008444458611922556 + 0.*I, 5.59439783387461*^-7 + 0.*I, 0.0001676827853902552 + 0.*I, 0.00014096535418950396 + 0.*I, 0.0003493077823879532 + 0.*I, 0.00011715389960365032 + 0.*I, 0.000016651792611455107 + 0.*I, 1.2709680197175999*^-6 + 0.*I, 5.6896798383832*^-8 + 0.*I, 1.5141887743652662*^-9 + 0.*I, 1.4788170688007085*^-11 + 0.*I, 8.593126210598712*^-12 + 0.*I, 8.79296635503124*^-12 + 0.*I}
{0.0925233152426097 + 0.*I, 0.8334585292373965 + 0.*I, 0.5758735581864017 + 0.*I, 0.26412358085861065 + 0.*I, 0.070015128822587 + 0.*I, 0.013770813179792007 + 0.*I, 0.001970961233799251 + 0.*I, 0.00020135609359872575 + 0.*I, 0.00006160510239716645 + 0.*I, 0.0004099955680070267 + 0.*I, 0.000879783573792814 + 0.*I, 0.00005237069800045902 + 0.*I, 0.0008576780499813809 + 0.*I, 5.780728118409684*^-7 + 0.*I, 0.00016999015399754572 + 0.*I, 0.0001336717123878728 + 0.*I, 0.0003606043053938635 + 0.*I, 0.00012361822279149948 + 0.*I, 0.000017854338585365784 + 0.*I, 1.3807530008236315*^-6 + 0.*I, 6.246978490054289*^-8 + 0.*I, 1.6761925181185688*^-9 + 0.*I, 1.7208456881689926*^-11 + 0.*I, 8.615330671091216*^-12 + 0.*I, 8.79296635503124*^-12 + 0.*I}
{0.09345568034300201 + 0.*I, 0.8379523963887969 + 0.*I, 0.5840722521821996 + 0.*I, 0.26189740967801356 + 0.*I, 0.06940222641820261 + 0.*I, 0.013796628043993842 + 0.*I, 0.0020036989835992007 + 0.*I, 0.00020772613438246879 + 0.*I, 0.00006640158760617965 + 0.*I, 0.00043254353081501057 + 0.*I, 0.0009056276129904007 + 0.*I, 0.00008481402258286863 + 0.*I, 0.0008701974201885677 + 0.*I, 8.400059980928631*^-7 + 0.*I, 0.00017204347120269858 + 0.*I, 0.00012581629980079612 + 0.*I, 0.00037201970699563 + 0.*I, 0.00013036297459301238 + 0.*I, 0.00001913153981902838 + 0.*I, 1.4989349983451918*^-6 + 0.*I, 6.853120293470738*^-8 + 0.*I, 1.854005837742534*^-9 + 0.*I, 2.020605904817785*^-11 + 0.*I, 8.615330671091216*^-12 + 0.*I, 8.593126210598712*^-12 + 0.*I}
{0.09419612270558099 + 0.*I, 0.8424453601863947 + 0.*I, 0.5921930975381963 + 0.*I, 0.2595915906737911 + 0.*I, 0.06876138150799795 + 0.*I, 0.01381550598777981 + 0.*I, 0.0020358443541868003 + 0.*I, 0.00021414517499263047 + 0.*I, 0.00007151619638712248 + 0.*I, 0.0004560561156052856 + 0.*I, 0.0009315039859902897 + 0.*I, 0.00011898496858897545 + 0.*I, 0.0008819602213883115 + 0.*I, 1.359579404613953*^-6 + 0.*I, 0.0001738274558071851 + 0.*I, 0.00011738882239598071 + 0.*I, 0.0003835413709962765 + 0.*I, 0.0001373958407935305 + 0.*I, 0.00002048716341018775 + 0.*I, 1.6260645940846532*^-6 + 0.*I, 7.511817834426894*^-8 + 0.*I, 2.0480062090655338*^-9 + 0.*I, 2.3203661214665772*^-11 + 0.*I, 8.615330671091216*^-12 + 0.*I, 9.015010959956271*^-12 + 0.*I}
{0.09474078612041749 + 0.*I, 0.846934392309806 + 0.*I, 0.6002276475989943 + 0.*I, 0.2572067965920022 + 0.*I, 0.06809346713858577 + 0.*I, 0.013827496622997872 + 0.*I, 0.002067366657199088 + 0.*I, 0.0002206062788001617 + 0.*I, 0.00007696576220794782 + 0.*I, 0.00048055817338799045 + 0.*I, 0.0009573653517946923 + 0.*I, 0.0001549068522121999 + 0.*I, 0.0008929230030041424 + 0.*I, 2.1510989878237297*^-6 + 0.*I, 0.000175326769213946 + 0.*I, 0.00010837974360189408 + 0.*I, 0.00039515584782101604 + 0.*I, 0.00014472446379087955 + 0.*I, 0.00002192511161513977 + 0.*I, 1.7627227899552622*^-6 + 0.*I, 8.227101222502142*^-8 + 0.*I, 2.259992193387461*^-9 + 0.*I, 2.617905892066119*^-11 + 0.*I, 9.192646643896296*^-12 + 0.*I, 9.414691248821327*^-12 + 0.*I}
{0.0950866593409927 + 0.*I, 0.8514157152271996 + 0.*I, 0.6081674038225905 + 0.*I, 0.2547438024450122 + 0.*I, 0.06739938884741115 + 0.*I, 0.013832661360613232 + 0.*I, 0.0020982364221877607 + 0.*I, 0.0002271022166100423 + 0.*I, 0.00008276771321646949 + 0.*I, 0.0005060742546136865 + 0.*I, 0.0009831618625888439 + 0.*I, 0.000192600491399908 + 0.*I, 0.0009030427412071161 + 0.*I, 3.22879700753731*^-6 + 0.*I, 0.00017652604920037618 + 0.*I, 0.00009878033959687117 + 0.*I, 0.000406848845790897 + 0.*I, 0.00015235642478739209 + 0.*I, 0.00002344942120480198 + 0.*I, 1.9095214076614297*^-6 + 0.*I, 9.003240375449195*^-8 + 0.*I, 2.4920066010736268*^-9 + 0.*I, 3.019806626980426*^-11 + 0.*I, 9.015010959956271*^-12 + 0.*I, 9.392486788328826*^-12 + 0.*I}
{0.09523159860720389 + 0.*I, 0.8558847819920112 + 0.*I, 0.6160038192611905 + 0.*I, 0.2522034861369926 + 0.*I, 0.06668008304779872 + 0.*I, 0.013831073160397446 + 0.*I, 0.0021284254538178615 + 0.*I, 0.00023362547001415385 + 0.*I, 0.00008894007779147729 + 0.*I, 0.0005326285476003889 + 0.*I, 0.0010088411572128921 + 0.*I, 0.00023208405661723222 + 0.*I, 0.0009122769667913033 + 0.*I, 4.606789816286039*^-6 + 0.*I, 0.00017740994779913422 + 0.*I, 0.00008858275479806112 + 0.*I, 0.0004186052206200941 + 0.*I, 0.00016029922380589315 + 0.*I, 0.000025064264819185667 + 0.*I, 2.0671024003604543*^-6 + 0.*I, 9.844678405812603*^-8 + 0.*I, 2.745403904214072*^-9 + 0.*I, 3.4394709302887356*^-11 + 0.*I, 8.815170815523743*^-12 + 0.*I, 9.192646643896296*^-12 + 0.*I}
{0.0951743458512011 + 0.*I, 0.8603362612647826 + 0.*I, 0.6237283032181963 + 0.*I, 0.24958682893678755 + 0.*I, 0.06593651535420353 + 0.*I, 0.0138228162529952 + 0.*I, 0.0021579068886001807 + 0.*I, 0.0002401682366093283 + 0.*I, 0.00009550148418746573 + 0.*I, 0.0005602448097885572 + 0.*I, 0.0010343483626051864 + 0.*I, 0.0002733729214110525 + 0.*I, 0.0009205838980008708 + 0.*I, 6.2990382021510535*^-6 + 0.*I, 0.00017796316500451328 + 0.*I, 0.00007778005759462303 + 0.*I, 0.00043040897319546195 + 0.*I, 0.00016856026239242539 + 0.*I, 0.000026773950589920048 + 0.*I, 2.236140606015624*^-6 + 0.*I, 1.0756220358842938*^-7 + 0.*I, 3.022004868569184*^-9 + 0.*I, 3.9213077229760535*^-11 + 0.*I, 8.393286066166183*^-12 + 0.*I, 8.79296635503124*^-12 + 0.*I}
{0.0949145424284037 + 0.*I, 0.864764027812215 + 0.*I, 0.6313322271462196 + 0.*I, 0.24689491578679945 + 0.*I, 0.06516967884520053 + 0.*I, 0.013807985829417115 + 0.*I, 0.0021866552439853137 + 0.*I, 0.0002467224330171547 + 0.*I, 0.00010247116160044813 + 0.*I, 0.0005889463021935272 + 0.*I, 0.0010596261007966847 + 0.*I, 0.0003164795166155088 + 0.*I, 0.0009279225740010946 + 0.*I, 8.31930340172704*^-6 + 0.*I, 0.00017817048960644402 + 0.*I, 0.00006636629541478811 + 0.*I, 0.00044224324320385483 + 0.*I, 0.00017714682218894495 + 0.*I, 0.000028582924205267094 + 0.*I, 2.4173426149687316*^-6 + 0.*I, 1.1742800065661643*^-7 + 0.*I, 3.322209174427826*^-9 + 0.*I, 4.398703623564871*^-11 + 0.*I, 8.79296635503124*^-12 + 0.*I, 9.2148511043888*^-12 + 0.*I}
{0.09445273820678503 + 0.*I, 0.8691611586985948 + 0.*I, 0.638806931864 + 0.*I, 0.24412893545437966 + 0.*I, 0.06438059227560357 + 0.*I, 0.013786687706418556 + 0.*I, 0.002214646467213477 + 0.*I, 0.00025327970460953253 + 0.*I, 0.00010986893699271862 + 0.*I, 0.000618755715398045 + 0.*I, 0.0010846145026111031 + 0.*I, 0.0003614131905971264 + 0.*I, 0.00093425299600991 + 0.*I, 0.00001068110762059149 + 0.*I, 0.00017801683340756827 + 0.*I, 0.000054336551191802585 + 0.*I, 0.0004540903115968221 + 0.*I, 0.00018606604879067845 + 0.*I, 0.00003049577081970512 + 0.*I, 2.6114532092336167*^-6 + 0.*I, 1.2809941996039242*^-7 + 0.*I, 3.649613944389785*^-9 + 0.*I, 4.9205084451386944*^-11 + 0.*I, 8.593126210598712*^-12 + 0.*I, 8.992806499463768*^-12 + 0.*I}
{0.09379039591219662 + 0.*I, 0.8735199353519852 + 0.*I, 0.6461437361374056 + 0.*I, 0.24129018050960127 + 0.*I, 0.06357029823180761 + 0.*I, 0.013759037955196616 + 0.*I, 0.0022418579685989926 + 0.*I, 0.000259831424398449 + 0.*I, 0.00011771523580339505 + 0.*I, 0.0006496951032053389 + 0.*I, 0.0011092512318011671 + 0.*I, 0.0004081800659916368 + 0.*I, 0.0009395362615904901 + 0.*I, 0.00001339768498365146 + 0.*I, 0.00017748727658695176 + 0.*I, 0.00004168699501150286 + 0.*I, 0.00046593159721552985 + 0.*I, 0.0001953249249897482 + 0.*I, 0.000032517210590832235 + 0.*I, 2.8192492118606083*^-6 + 0.*I, 1.3963179501530476*^-7 + 0.*I, 4.004796494427865*^-9 + 0.*I, 5.4600768351065205*^-11 + 0.*I, 9.192646643896296*^-12 + 0.*I, 9.792167077193882*^-12 + 0.*I}
{0.09292989061921998 + 0.*I, 0.8778318516438066 + 0.*I, 0.6533339466866073 + 0.*I, 0.2383800471327913 + 0.*I, 0.06273986124818444 + 0.*I, 0.013725162512412403 + 0.*I, 0.002268268663807582 + 0.*I, 0.00026636870538165885 + 0.*I, 0.0001260310753981031 + 0.*I, 0.0006817858066110461 + 0.*I, 0.0011334715132038653 + 0.*I, 0.00045678290601092186 + 0.*I, 0.0009437347086027616 + 0.*I, 0.00001648194158931915 + 0.*I, 0.00017656710500357775 + 0.*I, 0.000028414939601262294 + 0.*I, 0.00047774766518404743 + 0.*I, 0.00020493025478796056 + 0.*I, 0.00003465210340891645 + 0.*I, 3.0415470142486356*^-6 + 0.*I, 1.5208581061187942*^-7 + 0.*I, 4.391198515918404*^-9 + 0.*I, 6.101785743339862*^-11 + 0.*I, 9.392486788328826*^-12 + 0.*I, 9.992007221626409*^-12 + 0.*I}
{0.09187450434220425 + 0.*I, 0.8820876280833945 + 0.*I, 0.6603688696489973 + 0.*I, 0.23540003474218366 + 0.*I, 0.06189036587880282 + 0.*I, 0.013685196761992202 + 0.*I, 0.0022938589975929347 + 0.*I, 0.0002728824021858145 + 0.*I, 0.00013483806180492053 + 0.*I, 0.0007150483816165122 + 0.*I, 0.0011572081703992154 + 0.*I, 0.0005072209854128928 + 0.*I, 0.0009468120572009299 + 0.*I, 0.00001994640919100732 + 0.*I, 0.00017524185418338334 + 0.*I, 0.00001451889080072988 + 0.*I, 0.0004895182285968859 + 0.*I, 0.00021488863819474346 + 0.*I, 0.00003690544561063547 + 0.*I, 3.2791994009073737*^-6 + 0.*I, 1.6552499371158547*^-7 + 0.*I, 4.810996045989668*^-9 + 0.*I, 6.818989817247711*^-11 + 0.*I, 9.015010959956271*^-12 + 0.*I, 9.614531393253857*^-12 + 0.*I}
{0.09062841568900915 + 0.*I, 0.8862772321823976 + 0.*I, 0.6672398235277877 + 0.*I, 0.23235174542939332 + 0.*I, 0.061022914728803286 + 0.*I, 0.013639285092792441 + 0.*I, 0.002318610969198609 + 0.*I, 0.0002793631190156632 + 0.*I, 0.00014415838300863015 + 0.*I, 0.0007495025257986399 + 0.*I, 0.0011803916727837207 + 0.*I, 0.0005594899624039584 + 0.*I, 0.0009487335483893133 + 0.*I, 0.000023803198412331028 + 0.*I, 0.0001734973526179573 + 0.*I, 1.4014123195238426*^-9 + 0.*I, 0.0005012221576006226 + 0.*I, 0.00022520644960000172 + 0.*I, 0.0000392823686024002 + 0.*I, 3.533096992747176*^-6 + 0.*I, 1.8001580226467698*^-7 + 0.*I, 5.266209690546476*^-9 + 0.*I, 7.578382366091319*^-11 + 0.*I, 8.79296635503124*^-12 + 0.*I, 9.392486788328826*^-12 + 0.*I}
{0.0891966845810055 + 0.*I, 0.8903899049930165 + 0.*I, 0.6739381536444046 + 0.*I, 0.22923688320639626 + 0.*I, 0.06013862646219171 + 0.*I, 0.013587580439011763 + 0.*I, 0.0023425081519867774 + 0.*I, 0.00028580121720356294 + 0.*I, 0.00015401480017995794 + 0.*I, 0.0007851670009939582 + 0.*I, 0.0012029501865962189 + 0.*I, 0.0006135817617991536 + 0.*I, 0.0009494660911935072 + 0.*I, 0.000028063956003521184 + 0.*I, 0.0001713197629982233 + 0.*I, 0.000015144894605079173 + 0.*I, 0.0005128374924057156 + 0.*I, 0.00023588981499234055 + 0.*I, 0.00004178813979294205 + 0.*I, 3.804171599952611*^-6 + 0.*I, 1.9562877984213856*^-7 + 0.*I, 5.7594151670059546*^-9 + 0.*I, 8.419931418757187*^-11 + 0.*I, 8.615330671091216*^-12 + 0.*I, 9.392486788328826*^-12 + 0.*I}
{0.08758523207779147 + 0.*I, 0.8944141937987871 + 0.*I, 0.6804552480911942 + 0.*I, 0.22605725304520874 + 0.*I, 0.05923863377579331 + 0.*I, 0.013530243797399423 + 0.*I, 0.00236553570600595 + 0.*I, 0.00029218682078280267 + 0.*I, 0.00016443063739490782 + 0.*I, 0.0008220595584029765 + 0.*I, 0.0012248096376010766 + 0.*I, 0.0006694844600030336 + 0.*I, 0.0009489784027927329 + 0.*I, 0.000032739817990012916 + 0.*I, 0.00016869562839971763 + 0.*I, 0.00003090920519532859 + 0.*I, 0.0005243414540112568 + 0.*I, 0.00024694458899965355 + 0.*I, 0.000044428160195231214 + 0.*I, 4.093394401216699*^-6 + 0.*I, 2.1243740100373998*^-7 + 0.*I, 6.292610876812433*^-9 + 0.*I, 9.299228054260311*^-11 + 0.*I, 8.992806499463768*^-12 + 0.*I, 9.792167077193882*^-12 + 0.*I}
{0.08580081537661323 + 0.*I, 0.8983379908584112 + 0.*I, 0.6867825551772012 + 0.*I, 0.2228147597111985 + 0.*I, 0.05832408135479916 + 0.*I, 0.013467443730208473 + 0.*I, 0.002387680385007585 + 0.*I, 0.0002985098267904718 + 0.*I, 0.00017542977079898495 + 0.*I, 0.0008601968608079603 + 0.*I, 0.0012458937788117908 + 0.*I, 0.0007271821828025438 + 0.*I, 0.0009472411509836577 + 0.*I, 0.000037841366817836786 + 0.*I, 0.0001656119138049306 + 0.*I, 0.00004729056359842332 + 0.*I, 0.0005357104638115119 + 0.*I, 0.00025837633299552465 + 0.*I, 0.00004720796380475179 + 0.*I, 4.4017810063579085*^-6 + 0.*I, 2.3052100228682096*^-7 + 0.*I, 6.8700156674594845*^-9 + 0.*I, 1.02784447619797*^-10 + 0.*I, 8.615330671091216*^-12 + 0.*I, 9.614531393253857*^-12 + 0.*I}
{0.08385099808640994 + 0.*I, 0.9021485780873917 + 0.*I, 0.6929116023355997 + 0.*I, 0.2195114063703985 + 0.*I, 0.057396123806618966 + 0.*I, 0.0133993558458112 + 0.*I, 0.0024089305395991194 + 0.*I, 0.0003047599092198539 + 0.*I, 0.00018703661699426277 + 0.*I, 0.0008995944092093922 + 0.*I, 0.0012661242716038856 + 0.*I, 0.0007866550024049348 + 0.*I, 0.0009442270926030006 + 0.*I, 0.000043378583391984193 + 0.*I, 0.00016205605379848723 + 0.*I, 0.00006428377379297247 + 0.*I, 0.0005469201592056551 + 0.*I, 0.0002701902875879015 + 0.*I, 0.00005013321440205943 + 0.*I, 4.730386593543301*^-6 + 0.*I, 2.499616069684407*^-7 + 0.*I, 7.49420525636424*^-9 + 0.*I, 1.1359801987964602*^-10 + 0.*I, 8.415490526658687*^-12 + 0.*I, 9.192646643896296*^-12 + 0.*I}
