{0. + 0.*I, 1. + 0.*I, 1. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I}
{0.14733889896553698 + 0.*I, 0.5436002478657899 + 0.*I, 0.543460712895371 + 0.*I, 0.14056835916266794 + 0.*I, 0.006770528620507975 + 0.*I, 0.0001379799884380084 + 0.*I, 1.554981751028528*^-6 + 0.*I, 1.112725900309641*^-8 + 0.*I, 5.5047966185384205*^-11 + 0.*I, 1.8895995879120162*^-13 + 0.*I, 9.992007221626409*^-15 + 0.*I, 1.0991207943789048*^-14 + 0.*I, 1.0103029524088923*^-14 + 0.*I, 1.0991207943789048*^-14 + 0.*I, 9.992007221626409*^-15 + 0.*I, 1.0991207943789048*^-14 + 0.*I, 9.992007221626409*^-15 + 0.*I, 9.992007221626409*^-15 + 0.*I, 1.0991207943789048*^-14 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 1.0991207943789048*^-14 + 0.*I, 9.992007221626409*^-15 + 0.*I, 9.992007221626409*^-15 + 0.*I, 1.0991207943789048*^-14 + 0.*I, 9.992007221626409*^-15 + 0.*I, 1.0991207943789048*^-14 + 0.*I, 1.0103029524088923*^-14 + 0.*I, 1.0991207943789048*^-14 + 0.*I, 9.992007221626409*^-15 + 0.*I, 9.992007221626409*^-15 + 0.*I, 9.992007221626409*^-15 + 0.*I, 1.0991207943789048*^-14 + 0.*I, 1.0103029524088923*^-14 + 0.*I, 9.992007221626409*^-15 + 0.*I, 9.992007221626409*^-15 + 0.*I, 1.0991207943789048*^-14 + 0.*I, 9.992007221626409*^-15 + 0.*I, 9.992007221626409*^-15 + 0.*I, 1.0991207943789048*^-14 + 0.*I, 9.992007221626407*^-16 + 0.*I, 1.0991207943789048*^-14 + 0.*I, 9.992007221626409*^-15 + 0.*I, 9.992007221626409*^-15 + 0.*I, 9.992007221626409*^-15 + 0.*I, 9.992007221626409*^-15 + 0.*I, 1.0991207943789048*^-14 + 0.*I, 1.0103029524088923*^-14 + 0.*I, 1.0991207943789048*^-14 + 0.*I, 9.992007221626409*^-15 + 0.*I, 9.992007221626409*^-15 + 0.*I}
{0.15307532898426301 + 0.*I, 0.5250312658783919 + 0.*I, 0.5248712614926699 + 0.*I, 0.145686837187611 + 0.*I, 0.007388477687917948 + 0.*I, 0.0001581343896270848 + 0.*I, 1.869995791992096*^-6 + 0.*I, 1.4035869022599456*^-8 + 0.*I, 7.28239690772625*^-11 + 0.*I, 2.6800783814451274*^-13 + 0.*I, 7.993605777301126*^-15 + 0.*I, 8.992806499463768*^-15 + 0.*I, 8.992806499463768*^-15 + 0.*I, 8.992806499463768*^-15 + 0.*I, 7.993605777301126*^-15 + 0.*I, 8.992806499463768*^-15 + 0.*I, 8.992806499463768*^-15 + 0.*I, 8.104628079763641*^-15 + 0.*I, 9.103828801926282*^-15 + 0.*I, 0. + 0.*I, 9.103828801926282*^-15 + 0.*I, 8.104628079763641*^-15 + 0.*I, 7.993605777301126*^-15 + 0.*I, 8.992806499463768*^-15 + 0.*I, 7.993605777301126*^-15 + 0.*I, 8.992806499463768*^-15 + 0.*I, 8.992806499463768*^-15 + 0.*I, 8.992806499463768*^-15 + 0.*I, 7.993605777301126*^-15 + 0.*I, 7.993605777301126*^-15 + 0.*I, 7.993605777301126*^-15 + 0.*I, 8.992806499463768*^-15 + 0.*I, 8.992806499463768*^-15 + 0.*I, 8.992806499463768*^-15 + 0.*I, 8.992806499463768*^-15 + 0.*I, 8.992806499463768*^-15 + 0.*I, 8.992806499463768*^-15 + 0.*I, 8.104628079763641*^-15 + 0.*I, 9.103828801926282*^-15 + 0.*I, 9.992007221626407*^-16 + 0.*I, 8.104628079763641*^-15 + 0.*I, 7.993605777301126*^-15 + 0.*I, 7.993605777301126*^-15 + 0.*I, 8.992806499463768*^-15 + 0.*I, 7.993605777301126*^-15 + 0.*I, 7.993605777301126*^-15 + 0.*I, 8.992806499463768*^-15 + 0.*I, 8.992806499463768*^-15 + 0.*I, 7.993605777301126*^-15 + 0.*I, 7.993605777301126*^-15 + 0.*I}
{0.15882693036359596 + 0.*I, 0.506327025434901 + 0.*I, 0.5061441623183809 + 0.*I, 0.1507828662061 + 0.*I, 0.008044046453807963 + 0.*I, 0.00018062420328801562 + 0.*I, 2.2389128410127412*^-6 + 0.*I, 1.7607961977361697*^-8 + 0.*I, 9.570999548458303*^-11 + 0.*I, 3.7903014060702844*^-13 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 9.992007221626407*^-16 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 9.992007221626407*^-16 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 3.996802888650563*^-15 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I}
{0.16458669278354895 + 0.*I, 0.48750530033908385 + 0.*I, 0.48729698126025 + 0.*I, 0.155848443031532 + 0.*I, 0.008738227653322106 + 0.*I, 0.00020564976589598769 + 0.*I, 2.6693124119958607*^-6 + 0.*I, 2.197368398348942*^-8 + 0.*I, 1.2499501433893556*^-10 + 0.*I, 5.18030063290098*^-13 + 0.*I, 0. + 0.*I, 1.9984014443252814*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 9.992007221626407*^-16 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 9.992007221626407*^-16 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 9.992007221626407*^-16 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 1.9984014443252814*^-15 + 0.*I}
{0.17034758850464204 + 0.*I, 0.468583924163638 + 0.*I, 0.468347332310841 + 0.*I, 0.16087558716162798 + 0.*I, 0.009471973896007069 + 0.*I, 0.00023342223973199514 + 0.*I, 3.1696123430347*^-6 + 0.*I, 2.7284721038078882*^-8 + 0.*I, 1.6226198162883063*^-10 + 0.*I, 7.029932191926491*^-13 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 3.996802888650563*^-15 + 0.*I, 4.9960036108132044*^-15 + 0.*I, 3.996802888650563*^-15 + 0.*I, 3.996802888650563*^-15 + 0.*I, 4.9960036108132044*^-15 + 0.*I, 4.9960036108132044*^-15 + 0.*I, 3.996802888650563*^-15 + 0.*I, 4.107825191113079*^-15 + 0.*I, 0. + 0.*I, 4.107825191113079*^-15 + 0.*I, 3.996802888650563*^-15 + 0.*I, 4.9960036108132044*^-15 + 0.*I, 4.9960036108132044*^-15 + 0.*I, 3.996802888650563*^-15 + 0.*I, 3.996802888650563*^-15 + 0.*I, 3.996802888650563*^-15 + 0.*I, 4.9960036108132044*^-15 + 0.*I, 4.9960036108132044*^-15 + 0.*I, 4.9960036108132044*^-15 + 0.*I, 4.9960036108132044*^-15 + 0.*I, 4.9960036108132044*^-15 + 0.*I, 4.9960036108132044*^-15 + 0.*I, 3.996802888650563*^-15 + 0.*I, 3.996802888650563*^-15 + 0.*I, 3.996802888650563*^-15 + 0.*I, 4.9960036108132044*^-15 + 0.*I, 4.9960036108132044*^-15 + 0.*I, 4.107825191113079*^-15 + 0.*I, 0. + 0.*I, 4.107825191113079*^-15 + 0.*I, 3.996802888650563*^-15 + 0.*I, 4.9960036108132044*^-15 + 0.*I, 4.9960036108132044*^-15 + 0.*I, 3.996802888650563*^-15 + 0.*I, 3.996802888650563*^-15 + 0.*I, 3.996802888650563*^-15 + 0.*I, 4.9960036108132044*^-15 + 0.*I, 4.9960036108132044*^-15 + 0.*I, 4.9960036108132044*^-15 + 0.*I}
{0.17610258046080604 + 0.*I, 0.449580770619516 + 0.*I, 0.44931285772093 + 0.*I, 0.16585635195733803 + 0.*I, 0.010246194576825072 + 0.*I, 0.0002641637616620507 + 0.*I, 3.749135957020755*^-6 + 0.*I, 3.3717178937742176*^-8 + 0.*I, 2.0943802248041263*^-10 + 0.*I, 9.480194407274212*^-13 + 0.*I, 9.992007221626407*^-16 + 0.*I, 3.996802888650563*^-15 + 0.*I, 4.9960036108132044*^-15 + 0.*I, 3.996802888650563*^-15 + 0.*I, 4.9960036108132044*^-15 + 0.*I, 3.996802888650563*^-15 + 0.*I, 3.996802888650563*^-15 + 0.*I, 3.996802888650563*^-15 + 0.*I, 3.996802888650563*^-15 + 0.*I, 9.992007221626407*^-16 + 0.*I, 4.9960036108132044*^-15 + 0.*I, 4.9960036108132044*^-15 + 0.*I, 3.996802888650563*^-15 + 0.*I, 4.9960036108132044*^-15 + 0.*I, 4.9960036108132044*^-15 + 0.*I, 3.996802888650563*^-15 + 0.*I, 4.9960036108132044*^-15 + 0.*I, 3.996802888650563*^-15 + 0.*I, 4.9960036108132044*^-15 + 0.*I, 4.9960036108132044*^-15 + 0.*I, 4.9960036108132044*^-15 + 0.*I, 3.996802888650563*^-15 + 0.*I, 4.9960036108132044*^-15 + 0.*I, 4.9960036108132044*^-15 + 0.*I, 4.9960036108132044*^-15 + 0.*I, 4.9960036108132044*^-15 + 0.*I, 3.996802888650563*^-15 + 0.*I, 4.9960036108132044*^-15 + 0.*I, 4.9960036108132044*^-15 + 0.*I, 0. + 0.*I, 4.9960036108132044*^-15 + 0.*I, 3.996802888650563*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 3.996802888650563*^-15 + 0.*I, 3.996802888650563*^-15 + 0.*I, 4.9960036108132044*^-15 + 0.*I, 4.9960036108132044*^-15 + 0.*I, 4.9960036108132044*^-15 + 0.*I, 4.9960036108132044*^-15 + 0.*I, 4.9960036108132044*^-15 + 0.*I}
{0.1818446303573129 + 0.*I, 0.430513733913773 + 0.*I, 0.430211208161223 + 0.*I, 0.17078283577513195 + 0.*I, 0.011061752838489978 + 0.*I, 0.0002981075689379997 + 0.*I, 4.418182316001662*^-6 + 0.*I, 4.1474813028408164*^-8 + 0.*I, 2.688490541302712*^-10 + 0.*I, 1.270983318590879*^-12 + 0.*I, 9.992007221626407*^-16 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 4.9960036108132044*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 4.9960036108132044*^-15 + 0.*I, 4.9960036108132044*^-15 + 0.*I, 6.9944050551384854*^-15 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 4.9960036108132044*^-15 + 0.*I, 4.9960036108132044*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 4.9960036108132044*^-15 + 0.*I, 4.9960036108132044*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 4.9960036108132044*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 4.9960036108132044*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 4.9960036108132044*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 1.056171682913856*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 3.996802888650563*^-15 + 0.*I, 4.9960036108132044*^-15 + 0.*I, 4.9960036108132044*^-15 + 0.*I, 4.9960036108132044*^-15 + 0.*I, 4.9960036108132044*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 4.9960036108132044*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I}
{0.18756670676416598 + 0.*I, 0.4114007091189809 + 0.*I, 0.41106002291663496 + 0.*I, 0.17564719303725893 + 0.*I, 0.01191946259101295 + 0.*I, 0.0003354981010219582 + 0.*I, 5.1880996139175295*^-6 + 0.*I, 5.079257603401999*^-8 + 0.*I, 3.433020534515663*^-10 + 0.*I, 1.695976692417389*^-12 + 0.*I, 3.996802888650563*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 0. + 0.*I, 2.9976021664879227*^-15 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 9.992007221626407*^-16 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 1.9984014443252814*^-15 + 0.*I}
{0.1932617931954119 + 0.*I, 0.3922595725776949 + 0.*I, 0.391876910137563 + 0.*I, 0.18044164522444503 + 0.*I, 0.012820085594281048 + 0.*I, 0.000376591076239996 + 0.*I, 6.071361620008097*^-6 + 0.*I, 6.194050305996512*^-8 + 0.*I, 4.361510042016903*^-10 + 0.*I, 2.2419843759280407*^-12 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 4.9960036108132044*^-15 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 4.9960036108132044*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 4.9960036108132044*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 9.992007221626407*^-16 + 0.*I, 4.9960036108132044*^-15 + 0.*I, 4.9960036108132044*^-15 + 0.*I, 4.9960036108132044*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I}
{0.19892289616481304 + 0.*I, 0.373108162364525 + 0.*I, 0.372679427171875 + 0.*I, 0.18515849177581098 + 0.*I, 0.01376432860953791 + 0.*I, 0.0004216535424449441 + 0.*I, 7.081647230067211*^-6 + 0.*I, 7.522801603876415*^-8 + 0.*I, 5.514320111643655*^-10 + 0.*I, 2.9549696023423162*^-12 + 0.*I, 8.992806499463768*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 0. + 0.*I, 2.9976021664879227*^-15 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 0. + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 3.996802888650563*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I}
{0.20454305320849198 + 0.*I, 0.353964258829309 + 0.*I, 0.35348506100192595 + 0.*I, 0.18979012088073097 + 0.*I, 0.014752840625260054 + 0.*I, 0.0004709639005578969 + 0.*I, 8.233922936029535*^-6 + 0.*I, 9.100856701582671*^-8 + 0.*I, 6.93929025352702*^-10 + 0.*I, 3.8710146199605325*^-12 + 0.*I, 1.598721155460225*^-14 + 0.*I, 9.992007221626407*^-16 + 0.*I, 9.992007221626407*^-16 + 0.*I, 0. + 0.*I, 9.992007221626407*^-16 + 0.*I, 9.992007221626407*^-16 + 0.*I, 9.992007221626407*^-16 + 0.*I, 9.992007221626407*^-16 + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 9.992007221626407*^-16 + 0.*I, 9.992007221626407*^-16 + 0.*I, 9.992007221626407*^-16 + 0.*I, 9.992007221626407*^-16 + 0.*I, 0. + 0.*I, 0. + 0.*I, 9.992007221626407*^-16 + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 9.992007221626407*^-16 + 0.*I, 0. + 0.*I, 9.992007221626407*^-16 + 0.*I, 9.992007221626407*^-16 + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 9.453208419344605*^-16 + 0.*I, 9.992007221626407*^-16 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 9.992007221626407*^-16 + 0.*I, 9.992007221626407*^-16 + 0.*I, 0. + 0.*I, 0. + 0.*I, 9.992007221626407*^-16 + 0.*I, 9.992007221626407*^-16 + 0.*I, 0. + 0.*I, 0. + 0.*I}
{0.21011534086496697 + 0.*I, 0.334845565243743 + 0.*I, 0.334311208810125 + 0.*I, 0.19432902014768802 + 0.*I, 0.015786210163168942 + 0.*I, 0.0005248119002170258 + 0.*I, 9.544528322025236*^-6 + 0.*I, 1.0968476404915605*^-7 + 0.*I, 8.693149533556266*^-10 + 0.*I, 5.033973238255385*^-12 + 0.*I, 1.6986412276764895*^-14 + 0.*I, 5.995204332975845*^-15 + 0.*I, 7.105427357601002*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 0. + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 4.9960036108132044*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 6.106226635438361*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 6.9944050551384854*^-15 + 0.*I, 7.105427357601002*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 6.9944050551384854*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 0. + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 4.9960036108132044*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 6.9944050551384854*^-15 + 0.*I, 6.106226635438361*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I}
{0.215632882603331 + 0.*I, 0.31576968857446297 + 0.*I, 0.315175158696839 + 0.*I, 0.19876778713529297 + 0.*I, 0.016864962669724926 + 0.*I, 0.0005834986066219904 + 0.*I, 0.000011031264422034504 + 0.*I, 1.317139529666278*^-7 + 0.*I, 1.0843250741743304*^-9 + 0.*I, 6.523004358882644*^-12 + 0.*I, 2.398081733190338*^-14 + 0.*I, 6.9944050551384854*^-15 + 0.*I, 6.9944050551384854*^-15 + 0.*I, 6.9944050551384854*^-15 + 0.*I, 7.993605777301126*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 6.9944050551384854*^-15 + 0.*I, 6.9944050551384854*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 0. + 0.*I, 5.995204332975845*^-15 + 0.*I, 6.9944050551384854*^-15 + 0.*I, 6.9944050551384854*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 7.993605777301126*^-15 + 0.*I, 6.9944050551384854*^-15 + 0.*I, 6.9944050551384854*^-15 + 0.*I, 6.9944050551384854*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 6.9944050551384854*^-15 + 0.*I, 6.9944050551384854*^-15 + 0.*I, 6.9944050551384854*^-15 + 0.*I, 6.9944050551384854*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 6.9944050551384854*^-15 + 0.*I, 6.9944050551384854*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 9.992007221626407*^-16 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 6.9944050551384854*^-15 + 0.*I, 6.9944050551384854*^-15 + 0.*I, 7.993605777301126*^-15 + 0.*I, 6.9944050551384854*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 6.9944050551384854*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I}
