{0. + 0.*I, 0.9999833334165987 + 0.*I, 0.9999833334165987 + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I}
{0.21164640956100045 + 0.*I, 0.24955327199038813 + 0.*I, 0.2700008184181924 + 0.*I, 0.013735122816194158 + 0.*I, 0.1594028006149939 + 0.*I, 0.05106224099660217 + 0.*I, 0.007253110350990967 + 0.*I, 0.000605326205405099 + 0.*I, 0.00003155145200661735 + 0.*I, 0.000010797734395495695 + 0.*I, 0.00003276608100399869 + 0.*I, 0.000012107873215150278 + 0.*I, 0.00003752135981915927 + 0.*I, 7.337142005070519*^-7 + 0.*I, 6.921571404916449*^-6 + 0.*I, 0.000010717545007032926 + 0.*I, 0.000013267111209636086 + 0.*I, 3.6457267871270464*^-6 + 0.*I, 4.7295141136771695*^-7 + 0.*I, 3.6462610708554166*^-8 + 0.*I, 1.8782086996793623*^-9 + 0.*I, 6.981082378842986*^-11 + 0.*I, 2.3980817331903385*^-12 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I}
{0.20769761731519454 + 0.*I, 0.24606332398739994 + 0.*I, 0.2654825988384069 + 0.*I, 0.0066135455131899334 + 0.*I, 0.15977144902259433 + 0.*I, 0.05245619921621092 + 0.*I, 0.007592717319404586 + 0.*I, 0.0006446691331873922 + 0.*I, 0.00003416468898898018 + 0.*I, 0.000011403746791316395 + 0.*I, 0.000033922666209385006 + 0.*I, 0.000011259639798311127 + 0.*I, 0.00003848404079853651 + 0.*I, 6.116269934963725*^-7 + 0.*I, 7.107521815541417*^-6 + 0.*I, 0.000010577300590952632 + 0.*I, 0.000013750925398348102 + 0.*I, 3.864153397259429*^-6 + 0.*I, 5.105978084785079*^-7 + 0.*I, 4.0035796899928755*^-8 + 0.*I, 2.095790208045401*^-9 + 0.*I, 7.920331057675867*^-11 + 0.*I, 2.797762022055395*^-12 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I}
{0.2037476118428028 + 0.*I, 0.24247586844639016 + 0.*I, 0.26081061529361627 + 0.*I, 0.0004997441189980024 + 0.*I, 0.16004832788341083 + 0.*I, 0.053862256437620104 + 0.*I, 0.00794389771738846 + 0.*I, 0.0006861344439945684 + 0.*I, 0.000036967448990843366 + 0.*I, 0.00001203307959940503 + 0.*I, 0.00003509132397994109 + 0.*I, 0.000010339649003654472 + 0.*I, 0.00003942847259796878 + 0.*I, 4.934431974135123*^-7 + 0.*I, 7.285128811318487*^-6 + 0.*I, 0.000010414258189150871 + 0.*I, 0.000014241951618032546 + 0.*I, 4.092775207631406*^-6 + 0.*I, 5.508159928169222*^-7 + 0.*I, 4.392139985043287*^-8 + 0.*I, 2.3359980616532994*^-9 + 0.*I, 8.93951579428176*^-11 + 0.*I, 2.797762022055395*^-12 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I}
{0.1998004316213997 + 0.*I, 0.23879875182819538 + 0.*I, 0.2559923853599822 + 0.*I, 0.007599274793790301 + 0.*I, 0.16023220432779264 + 0.*I, 0.05527958588500415 + 0.*I, 0.008306847654981908 + 0.*I, 0.0007298102955966002 + 0.*I, 0.000039971420995321694 + 0.*I, 0.000012685853989502505 + 0.*I, 0.000036270411007954806 + 0.*I, 9.346070406479612*^-6 + 0.*I, 0.000040352519792286046 + 0.*I, 3.798205971961011*^-7 + 0.*I, 7.453743999796814*^-6 + 0.*I, 0.000010227869595702543 + 0.*I, 0.000014739746601044601 + 0.*I, 4.331894798426106*^-6 + 0.*I, 5.937504043984632*^-7 + 0.*I, 4.814320053725396*^-8 + 0.*I, 2.6015856136041297*^-9 + 0.*I, 1.0098588631990425*^-10 + 0.*I, 3.3972824553529794*^-12 + 0.*I, 4.218847493575595*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I}
{0.19586004233280163 + 0.*I, 0.23503970093619045 + 0.*I, 0.25103536471080545 + 0.*I, 0.014679642106796287 + 0.*I, 0.16032192757620137 + 0.*I, 0.05670733235541015 + 0.*I, 0.0086817584302068 + 0.*I, 0.0007757871252067616 + 0.*I, 0.00004318887478760303 + 0.*I, 0.00001336212380742552 + 0.*I, 0.00003745816881117747 + 0.*I, 8.277136998025014*^-6 + 0.*I, 0.00004125402899290975 + 0.*I, 2.714344082832554*^-7 + 0.*I, 7.612723207373052*^-6 + 0.*I, 0.000010017615004187519 + 0.*I, 0.000015243834394773614 + 0.*I, 4.581813217718889*^-6 + 0.*I, 6.395504126288644*^-7 + 0.*I, 5.272700054348434*^-8 + 0.*I, 2.894595674263201*^-9 + 0.*I, 1.1419754031294361*^-10 + 0.*I, 3.8191672047105385*^-12 + 0.*I, 5.995204332975846*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I}
{0.19193033258120273 + 0.*I, 0.23120631425739283 + 0.*I, 0.24594693947839197 + 0.*I, 0.021735513392595607 + 0.*I, 0.16031643033480591 + 0.*I, 0.0581446127714047 + 0.*I, 0.009068816157586923 + 0.*I, 0.0008241576453960066 + 0.*I, 0.00004663268340365789 + 0.*I, 0.000014061866204784225 + 0.*I, 0.00003865271820391314 + 0.*I, 7.131150803196817*^-6 + 0.*I, 0.0000421308333997672 + 0.*I, 1.6897481192046373*^-7 + 0.*I, 7.76142539127278*^-6 + 0.*I, 9.783005805452662*^-6 + 0.*I, 0.00001575370720541258 + 0.*I, 4.8428306032022314*^-6 + 0.*I, 6.883715819583358*^-7 + 0.*I, 5.7699600652938456*^-8 + 0.*I, 3.2178038011920766*^-9 + 0.*I, 1.2880807531701066*^-10 + 0.*I, 4.39648317751562*^-12 + 0.*I, 5.995204332975846*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I}
{0.18801510980900885 + 0.*I, 0.22730605372800478 + 0.*I, 0.24073441895939854 + 0.*I, 0.028761632397800163 + 0.*I, 0.16021473008338563 + 0.*I, 0.05959051678041672 + 0.*I, 0.009468201394402522 + 0.*I, 0.00087501683538882 + 0.*I, 0.000050316343180867314 + 0.*I, 0.00001478497619888941 + 0.*I, 0.000039852058408840214 + 0.*I, 5.906487610118916*^-6 + 0.*I, 0.00004298075719777472 + 0.*I, 7.31471994086519*^-8 + 0.*I, 7.899215392903614*^-6 + 0.*I, 9.523586408377582*^-6 + 0.*I, 0.000016268823799236998 + 0.*I, 5.115244783304718*^-6 + 0.*I, 7.403763824243015*^-7 + 0.*I, 6.308960021073062*^-8 + 0.*I, 3.5735858716634543*^-9 + 0.*I, 1.45194967160478*^-10 + 0.*I, 4.796163466380677*^-12 + 0.*I, 5.995204332975846*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I}
{0.18411809641079582 + 0.*I, 0.22334623693118782 + 0.*I, 0.23540502867260843 + 0.*I, 0.035752823767398745 + 0.*I, 0.1600159302543869 + 0.*I, 0.0610441073915835 + 0.*I, 0.009880088765190642 + 0.*I, 0.0009284619282068363 + 0.*I, 0.000054253995784847575 + 0.*I, 0.000015531259589529615 + 0.*I, 0.00004105406419263602 + 0.*I, 4.601602610065925*^-6 + 0.*I, 0.000043801620996930524 + 0.*I, 1.532840521178969*^-8 + 0.*I, 8.025465203509443*^-6 + 0.*I, 9.238935794186888*^-6 + 0.*I, 0.000016788610013307448 + 0.*I, 5.399352209778385*^-6 + 0.*I, 7.957320136142698*^-7 + 0.*I, 6.892759696341955*^-8 + 0.*I, 3.965405781514164*^-9 + 0.*I, 1.63202784619898*^-10 + 0.*I, 5.395683899678261*^-12 + 0.*I, 5.995204332975846*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I}
{0.18024292605159364 + 0.*I, 0.21933402973239868 + 0.*I, 0.2299659037668045 + 0.*I, 0.04270399734318531 + 0.*I, 0.15971922130340044 + 0.*I, 0.06250442165920413 + 0.*I, 0.010304646585379551 + 0.*I, 0.0009845923961915306 + 0.*I, 0.00005846044959234576 + 0.*I, 0.00001630042560929468 + 0.*I, 0.00004225648400080218 + 0.*I, 3.215036392667514*^-6 + 0.*I, 0.000044591244585667766 + 0.*I, 9.57195878115158*^-8 + 0.*I, 8.139555385255903*^-6 + 0.*I, 8.928670003349737*^-6 + 0.*I, 0.000017312458999718672 + 0.*I, 5.695445004505473*^-6 + 0.*I, 8.54614001788434*^-7 + 0.*I, 7.524640910361315*^-8 + 0.*I, 4.39639435967365*^-9 + 0.*I, 1.8380852395694094*^-10 + 0.*I, 6.1950444774083735*^-12 + 0.*I, 5.995204332975846*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I}
{0.17639314018459976 + 0.*I, 0.21527643935481677 + 0.*I, 0.22442408278360304 + 0.*I, 0.049610152271606374 + 0.*I, 0.15932388166781666 + 0.*I, 0.06397047140340728 + 0.*I, 0.010742036482591645 + 0.*I, 0.001043509930997999 + 0.*I, 0.00006295120040800128 + 0.*I, 0.000017092078596903093 + 0.*I, 0.000043456937381947114 + 0.*I, 1.7454212075662667*^-6 + 0.*I, 0.00004534745361439719 + 0.*I, 1.6728258778186955*^-7 + 0.*I, 8.240876403498021*^-6 + 0.*I, 8.592443201393964*^-6 + 0.*I, 0.000017839729982149777 + 0.*I, 6.0038117810634625*^-6 + 0.*I, 9.172026027570723*^-7 + 0.*I, 8.207960977557605*^-8 + 0.*I, 4.8697934573738175*^-9 + 0.*I, 2.0659030042224918*^-10 + 0.*I, 6.794564910705959*^-12 + 0.*I, 5.995204332975846*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I}
{0.1725721847825934 + 0.*I, 0.21118030789861744 + 0.*I, 0.2187865017752033 + 0.*I, 0.056466380919206756 + 0.*I, 0.1588292786184109 + 0.*I, 0.06544124397500628 + 0.*I, 0.011192413021410275 + 0.*I, 0.0011053184205911395 + 0.*I, 0.00006774245540075441 + 0.*I, 0.00001790571100279692 + 0.*I, 0.00004465291321142928 + 0.*I, 1.914860048302103*^-7 + 0.*I, 0.00004606808199358881 + 0.*I, 2.2926318621330213*^-7 + 0.*I, 8.328830780612861*^-6 + 0.*I, 8.22995001037441*^-6 + 0.*I, 0.000018369749210656042 + 0.*I, 6.324736601115432*^-6 + 0.*I, 9.836851999622809*^-7 + 0.*I, 8.946419161048881*^-8 + 0.*I, 5.3892001972144515*^-9 + 0.*I, 2.3161472739730018*^-10 + 0.*I, 7.416289804496046*^-12 + 0.*I, 1.998401444325282*^-13 + 0.*I, 0. + 0.*I}
{0.16878340727279895 + 0.*I, 0.2070523063068208 + 0.*I, 0.213059988776787 + 0.*I, 0.0632678725971836 + 0.*I, 0.15823486899779748 + 0.*I, 0.06691570305799033 + 0.*I, 0.011655923325015749 + 0.*I, 0.0011701239239991779 + 0.*I, 0.00007285115539712451 + 0.*I, 0.000018740693197294437 + 0.*I, 0.00004584176800381812 + 0.*I, 1.4479379917275996*^-6 + 0.*I, 0.000046750979998400055 + 0.*I, 2.808973942336479*^-7 + 0.*I, 8.402833184817382*^-6 + 0.*I, 7.840927995772518*^-6 + 0.*I, 0.0000189018108054384 + 0.*I, 6.658498596934237*^-6 + 0.*I, 1.054256393295816*^-6 + 0.*I, 9.743901241421328*^-8 + 0.*I, 5.959788218490304*^-9 + 0.*I, 2.6021407251164424*^-10 + 0.*I, 8.992806499463768*^-12 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I}
{0.1650300536838012 + 0.*I, 0.2028989287776062 + 0.*I, 0.2072512586390074 + 0.*I, 0.07000991709220639 + 0.*I, 0.15754019984941528 + 0.*I, 0.06839278950980798 + 0.*I, 0.012132706699996556 + 0.*I, 0.0012380346386065002 + 0.*I, 0.00007829499539813156 + 0.*I, 0.0000195962671867278 + 0.*I, 0.00004702072480267106 + 0.*I, 3.1739123995677687*^-6 + 0.*I, 0.000047394015800783513 + 0.*I, 3.214142063612258*^-7 + 0.*I, 8.462314005086569*^-6 + 0.*I, 7.425157400042792*^-6 + 0.*I, 0.00001943517460301081 + 0.*I, 7.005369595525225*^-6 + 0.*I, 1.1291168000582275*^-6 + 0.*I, 1.0604461753160878*^-7 + 0.*I, 6.584999212577714*^-9 + 0.*I, 2.9201085993690867*^-10 + 0.*I, 1.0214051826551442*^-11 + 0.*I, 9.99200722162641*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I}
{0.161315266005202 + 0.*I, 0.19872648762400136 + 0.*I, 0.20136690820800054 + 0.*I, 0.07668790800701153 + 0.*I, 0.15674490893620163 + 0.*I, 0.06987142224179621 + 0.*I, 0.012622894260805317 + 0.*I, 0.0013091608660031895 + 0.*I, 0.00008409244838247788 + 0.*I, 0.00002047153520035039 + 0.*I, 0.00004818687038277148 + 0.*I, 4.987383994681239*^-6 + 0.*I, 0.000047995082796958854 + 0.*I, 3.5003679954570543*^-7 + 0.*I, 8.506719395562357*^-6 + 0.*I, 6.98246398478375*^-6 + 0.*I, 0.00001996906759949013 + 0.*I, 7.365615384280488*^-6 + 0.*I, 1.2084732103900821*^-6 + 0.*I, 1.1532379495804436*^-7 + 0.*I, 7.269584934022078*^-9 + 0.*I, 3.266054093842286*^-10 + 0.*I, 1.1590728377086636*^-11 + 0.*I, 9.99200722162641*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I}
{0.1576420797563927 + 0.*I, 0.19454110857979323 + 0.*I, 0.19541341186419814 + 0.*I, 0.08329734590339921 + 0.*I, 0.1558487251503982 + 0.*I, 0.07135049913660207 + 0.*I, 0.013126608560587451 + 0.*I, 0.0013836149743928772 + 0.*I, 0.00009026278919854747 + 0.*I, 0.000021365451008392714 + 0.*I, 0.00004933715538335549 + 0.*I, 6.889181203284522*^-6 + 0.*I, 0.000048552104203736235 + 0.*I, 3.6598279962163366*^-7 + 0.*I, 8.535512407981116*^-6 + 0.*I, 6.512721406615186*^-6 + 0.*I, 0.000020502684594525533 + 0.*I, 7.739492802194547*^-6 + 0.*I, 1.2925397863128298*^-6 + 0.*I, 1.253221970642926*^-7 + 0.*I, 8.018607999815686*^-9 + 0.*I, 3.6519676172019904*^-10 + 0.*I, 1.261213355974178*^-11 + 0.*I, 5.995204332975846*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I}
{0.1540134217683953 + 0.*I, 0.19034872655221413 + 0.*I, 0.1893971174073972 + 0.*I, 0.08983384125640372 + 0.*I, 0.15485146881180079 + 0.*I, 0.07282889799979932 + 0.*I, 0.013643963220988377 + 0.*I, 0.0014615113556049055 + 0.*I, 0.00009682611679107113 + 0.*I, 0.000022276809219512472 + 0.*I, 0.000050468391599167724 + 0.*I, 8.880009416678549*^-6 + 0.*I, 0.000049063038587426895 + 0.*I, 3.684661908920362*^-7 + 0.*I, 8.548174812439415*^-6 + 0.*I, 6.0158521941744425*^-6 + 0.*I, 0.00002103518961238393 + 0.*I, 8.127252182354994*^-6 + 0.*I, 1.3815387944760005*^-6 + 0.*I, 1.360888068902*^-7 + 0.*I, 8.83819684105447*^-9 + 0.*I, 4.085842775225501*^-10 + 0.*I, 1.4810375148499588*^-11 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 7.993605777301128*^-13 + 0.*I}
{0.15043210817800023 + 0.*I, 0.18615508181221152 + 0.*I, 0.18332424229281497 + 0.*I, 0.09629311722119117 + 0.*I, 0.15375305185578725 + 0.*I, 0.07430547754441187 + 0.*I, 0.01417506256478074 + 0.*I, 0.0015429663762001056 + 0.*I, 0.00010380337540638607 + 0.*I, 0.000023204237797891384 + 0.*I, 0.00005157725218030152 + 0.*I, 0.000010960443397323162 + 0.*I, 0.00004952588319451223 + 0.*I, 3.567002027082822*^-7 + 0.*I, 8.544210006178334*^-6 + 0.*I, 5.4918275926851825*^-6 + 0.*I, 0.000021565711993964957 + 0.*I, 8.529131978463056*^-6 + 0.*I, 1.4756970090346046*^-6 + 0.*I, 1.4767340683619068*^-7 + 0.*I, 9.733192030125792*^-9 + 0.*I, 4.561906408184768*^-10 + 0.*I, 1.658673198789984*^-11 + 0.*I, 7.993605777301128*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I}
{0.1469008426312035 + 0.*I, 0.18196571663060548 + 0.*I, 0.1772008702053851 + 0.*I, 0.10267101219978425 + 0.*I, 0.152553477917583 + 0.*I, 0.07577907841500588 + 0.*I, 0.014720001256796069 + 0.*I, 0.0016280983285987816 + 0.*I, 0.00011121638079369944 + 0.*I, 0.000024146182986406473 + 0.*I, 0.000052660270011273276 + 0.*I, 0.000013130923393056548 + 0.*I, 0.000049938682589179 + 0.*I, 3.2989759812807057*^-7 + 0.*I, 8.523141592498009*^-6 + 0.*I, 4.940671205488911*^-6 + 0.*I, 0.00002209335259184542 + 0.*I, 8.9453614071644*^-6 + 0.*I, 1.5752495974297176*^-6 + 0.*I, 1.6013039783047134*^-7 + 0.*I, 1.0710610176545288*^-8 + 0.*I, 5.089928478696493*^-10 + 0.*I, 1.8585133432225124*^-11 + 0.*I, 9.99200722162641*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I}
{0.14342221470000638 + 0.*I, 0.17778597234459073 + 0.*I, 0.17103294797820026 + 0.*I, 0.10896348223119469 + 0.*I, 0.15125284230459446 + 0.*I, 0.07724852423840468 + 0.*I, 0.015278863946188714 + 0.*I, 0.0017170273735933608 + 0.*I, 0.00011908784161018816 + 0.*I, 0.000025100902178998297 + 0.*I, 0.0000537138377998403 + 0.*I, 0.000015391750807225435 + 0.*I, 0.00005029953100699203 + 0.*I, 2.8727238365888757*^-7 + 0.*I, 8.484516178519641*^-6 + 0.*I, 4.3624601930858375*^-6 + 0.*I, 0.00002261718039520133 + 0.*I, 9.376158405238755*^-6 + 0.*I, 1.6804381886004196*^-6 + 0.*I, 1.7351580172686454*^-7 + 0.*I, 1.1777401276447108*^-8 + 0.*I, 5.676126235698576*^-10 + 0.*I, 2.100541962590796*^-11 + 0.*I, 9.99200722162641*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I}
{0.13999869850400695 + 0.*I, 0.17362098685480554 + 0.*I, 0.16482628283920334 + 0.*I, 0.11516660318580119 + 0.*I, 0.14985133186340427 + 0.*I, 0.07871262270719992 + 0.*I, 0.015851724912985258 + 0.*I, 0.0018098754813955509 + 0.*I, 0.00012744138180309508 + 0.*I, 0.000026066449998474187 + 0.*I, 0.00005473420721102684 + 0.*I, 0.000017743082203480753 + 0.*I, 0.000050606579193868135 + 0.*I, 2.2804280686017367*^-7 + 0.*I, 8.427905395791415*^-6 + 0.*I, 3.757323985276173*^-6 + 0.*I, 0.00002313623479466287 + 0.*I, 9.821728408354602*^-6 + 0.*I, 1.7915114058908443*^-6 + 0.*I, 1.8788961497762102*^-7 + 0.*I, 1.2940204463518514*^-8 + 0.*I, 6.324052392869818*^-10 + 0.*I, 2.360334150353083*^-11 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 5.995204332975846*^-13 + 0.*I}
{0.13663265154160165 + 0.*I, 0.16947569255041373 + 0.*I, 0.158586539991612 + 0.*I, 0.12127657278138138 + 0.*I, 0.14834922474238343 + 0.*I, 0.08017016669381594 + 0.*I, 0.016438647724603683 + 0.*I, 0.0019067663661997969 + 0.*I, 0.00013630156519006678 + 0.*I, 0.000027040668215683187 + 0.*I, 0.0000557174890003509 + 0.*I, 0.000020184924798272164 + 0.*I, 0.00005085803860271909 + 0.*I, 1.514314007522444*^-7 + 0.*I, 8.352905589426031*^-6 + 0.*I, 3.1254481891451746*^-6 + 0.*I, 0.000023649525604518832 + 0.*I, 0.000010282263795957649 + 0.*I, 1.908724400756512*^-6 + 0.*I, 2.033137880275149*^-7 + 0.*I, 1.4207013343536802*^-8 + 0.*I, 7.037925797703793*^-10 + 0.*I, 2.6401103525586226*^-11 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 5.995204332975846*^-13 + 0.*I}
{0.13332631372580117 + 0.*I, 0.16535481464938775 + 0.*I, 0.15231924051000156 + 0.*I, 0.1272897124122041 + 0.*I, 0.14674689004838817 + 0.*I, 0.08161993539239633 + 0.*I, 0.017039684894792906 + 0.*I, 0.0020078254189925815 + 0.*I, 0.00014569391801888543 + 0.*I, 0.000028021171982750562 + 0.*I, 0.00005665965119305839 + 0.*I, 0.000022717132797112075 + 0.*I, 0.00005105218878753704 + 0.*I, 5.666800362291724*^-8 + 0.*I, 8.259139794297711*^-6 + 0.*I, 2.4670742115873168*^-6 + 0.*I, 0.000024156034994504697 + 0.*I, 0.000010757942803252265 + 0.*I, 2.032339985191811*^-6 + 0.*I, 2.198550008714051*^-7 + 0.*I, 1.558639883825208*^-8 + 0.*I, 7.827960502027055*^-10 + 0.*I, 2.97983859809392*^-11 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 5.995204332975846*^-13 + 0.*I}
{0.1300818066226006 + 0.*I, 0.16126286994939676 + 0.*I, 0.14602975955742004 + 0.*I, 0.1332024688015965 + 0.*I, 0.14504478740200447 + 0.*I, 0.08306069548780215 + 0.*I, 0.01765487755100992 + 0.*I, 0.0021131796327900076 + 0.*I, 0.00015564495139397397 + 0.*I, 0.000029005337998100348 + 0.*I, 0.00005755652161543168 + 0.*I, 0.000025339402398572023 + 0.*I, 0.000051187380400996574 + 0.*I, 5.7009397202989476*^-8 + 0.*I, 8.146258800856288*^-6 + 0.*I, 1.782501390934499*^-6 + 0.*I, 0.000024654717400984797 + 0.*I, 0.00001124892898829444 + 0.*I, 2.162626988599925*^-6 + 0.*I, 2.3758199851897643*^-7 + 0.*I, 1.7086798642651502*^-8 + 0.*I, 8.701928067011978*^-10 + 0.*I, 3.3595348725157243*^-11 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 7.993605777301128*^-13 + 0.*I}
{0.1269011328881964 + 0.*I, 0.1572041659853918 + 0.*I, 0.13972332490619355 + 0.*I, 0.1390114154778077 + 0.*I, 0.14324346638980856 + 0.*I, 0.08449120234841345 + 0.*I, 0.018284255110589953 + 0.*I, 0.00222295752418944 + 0.*I, 0.00016618218399155893 + 0.*I, 0.000029990291605663806 + 0.*I, 0.000058403787805971774 + 0.*I, 0.000028051266598438932 + 0.*I, 0.00005126204138949931 + 0.*I, 1.9035080178753108*^-7 + 0.*I, 8.013941998896712*^-6 + 0.*I, 1.0720855980750343*^-6 + 0.*I, 0.000025144500592766406 + 0.*I, 0.00001175536881170558 + 0.*I, 2.2998607906998814*^-6 + 0.*I, 2.5656758939618385*^-7 + 0.*I, 1.87181825594962*^-8 + 0.*I, 9.662048938707812*^-10 + 0.*I, 3.75921516138078*^-11 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 5.995204332975846*^-13 + 0.*I}
{0.12378617590380615 + 0.*I, 0.15318280057941003 + 0.*I, 0.13340501575960229 + 0.*I, 0.14471325407339197 + 0.*I, 0.14134356591899433 + 0.*I, 0.08591020124639748 + 0.*I, 0.018927834961979254 + 0.*I, 0.002337289052189995 + 0.*I, 0.0001773341649968785 + 0.*I, 0.000030972893183545125 + 0.*I, 0.00005919699539447266 + 0.*I, 0.0000308520933911538 + 0.*I, 0.00005127468321042272 + 0.*I, 3.440949969402141*^-7 + 0.*I, 7.861898998484662*^-6 + 0.*I, 3.362419898067515*^-7 + 0.*I, 0.00002562428760288782 + 0.*I, 0.000012277392413828636 + 0.*I, 2.4443241875005124*^-6 + 0.*I, 2.768876017356092*^-7 + 0.*I, 2.049000968895598*^-8 + 0.*I, 1.0718093079731261*^-9 + 0.*I, 4.198863479132342*^-11 + 0.*I, 1.8207657603852567*^-12 + 0.*I, 5.995204332975846*^-13 + 0.*I}
{0.12073869960559926 + 0.*I, 0.14920266177920194 + 0.*I, 0.1270797618671882 + 0.*I, 0.15030481545621477 + 0.*I, 0.13934581347121447 + 0.*I, 0.08731642859800548 + 0.*I, 0.019585622159601357 + 0.*I, 0.0024563055313953086 + 0.*I, 0.00018913049721902556 + 0.*I, 0.0000319497234002597 + 0.*I, 0.0000599315511884413 + 0.*I, 0.00003374108059617243 + 0.*I, 0.000051223905206398974 + 0.*I, 5.18966203344462*^-7 + 0.*I, 7.689868986027193*^-6 + 0.*I, 4.245544138470337*^-7 + 0.*I, 0.000026092957217116467 + 0.*I, 0.000012815112815367515 + 0.*I, 2.5963063920997342*^-6 + 0.*I, 2.986229930002082*^-7 + 0.*I, 2.241378194156596*^-8 + 0.*I, 1.1884049300192603*^-9 + 0.*I, 4.718447854656915*^-11 + 0.*I, 1.998401444325282*^-12 + 0.*I, 5.995204332975846*^-13 + 0.*I}
{0.11776034849999563 + 0.*I, 0.14526742816940444 + 0.*I, 0.12075234292179272 + 0.*I, 0.15578306069259365 + 0.*I, 0.13725102426258576 + 0.*I, 0.08870861322518575 + 0.*I, 0.02025760912198749 + 0.*I, 0.002580139538799209 + 0.*I, 0.000201601856386624 + 0.*I, 0.00003291707060260052 + 0.*I, 0.0000606027232175066 + 0.*I, 0.00003671725281595428 + 0.*I, 0.000051108398979593524 + 0.*I, 7.156709891376068*^-7 + 0.*I, 7.497623988328429*^-6 + 0.*I, 1.209768996091043*^-6 + 0.*I, 0.00002654936539503439 + 0.*I, 0.000013368622209242178 + 0.*I, 2.7561025905953333*^-6 + 0.*I, 3.2185740739265617*^-7 + 0.*I, 2.4501201068005688*^-8 + 0.*I, 1.3165912804424806*^-9 + 0.*I, 5.32018873400375*^-11 + 0.*I, 2.3980817331903385*^-12 + 0.*I, 7.993605777301128*^-13 + 0.*I}
{0.1148526478702061 + 0.*I, 0.14138056955159684 + 0.*I, 0.11442738823259635 + 0.*I, 0.1611450818471916 + 0.*I, 0.13506010030601703 + 0.*I, 0.09008547763640352 + 0.*I, 0.020943775344584026 + 0.*I, 0.002708924818595193 + 0.*I, 0.0002147800165941405 + 0.*I, 0.00003387091560558276 + 0.*I, 0.00006120564219891378 + 0.*I, 0.00003977945701727493 + 0.*I, 0.00005092695498642997 + 0.*I, 9.348989804536245*^-7 + 0.*I, 7.284967784570995*^-6 + 0.*I, 2.018807987447247*^-6 + 0.*I, 0.00002699234600278544 + 0.*I, 0.000013937994203239159 + 0.*I, 2.9240147858544674*^-6 + 0.*I, 3.466785969408193*^-7 + 0.*I, 2.676379118327077*^-8 + 0.*I, 1.4575896045698755*^-9 + 0.*I, 5.95967719618784*^-11 + 0.*I, 2.5979218776228663*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I}
{0.11201700416019758 + 0.*I, 0.13754534798198215 + 0.*I, 0.10810937666021482 + 0.*I, 0.1663881026215952 + 0.*I, 0.13277402938520758 + 0.*I, 0.09144573932640122 + 0.*I, 0.02164408712159727 + 0.*I, 0.0028427961813903835 + 0.*I, 0.00022869786819867957 + 0.*I, 0.0000348069155942099 + 0.*I, 0.00006173530160413776 + 0.*I, 0.00004292636119895832 + 0.*I, 0.00005067846720052671 + 0.*I, 1.1773181984864323*^-6 + 0.*I, 7.0517373940148795*^-6 + 0.*I, 2.8510160010597474*^-6 + 0.*I, 0.00002742071361083731 + 0.*I, 0.00001452328040052464 + 0.*I, 3.1003505984728012*^-6 + 0.*I, 3.7317859913343915*^-7 + 0.*I, 2.9215208030564103*^-8 + 0.*I, 1.612199262979175*^-9 + 0.*I, 6.65911770170169*^-11 + 0.*I, 2.997602166487923*^-12 + 0.*I, 7.993605777301128*^-13 + 0.*I}
