{0. + 0.*I, 0.9999833334165987 + 0.*I, 0.9999833334165987 + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I}
{0.011493357468794766 + 0.*I, 0.965109590176011 + 0.*I, 0.9647429970107924 + 0.*I, 0.011824095988410832 + 0.*I, 0.000035806470211063875 + 0.*I, 4.815361442922495*^-8 + 0.*I, 3.9390712913700554*^-11 + 0.*I, 2.797762022055395*^-12 + 0.*I, 2.797762022055395*^-12 + 0.*I, 2.797762022055395*^-12 + 0.*I, 5.2180482157382365*^-12 + 0.*I, 2.945799160158913*^-9 + 0.*I, 3.5725999936175867*^-7 + 0.*I, 5.517498007090449*^-7 + 0.*I, 1.907118019062182*^-7 + 0.*I, 8.111955551726169*^-10 + 0.*I, 1.998401444325282*^-12 + 0.*I, 2.997602166487923*^-12 + 0.*I, 2.797762022055395*^-12 + 0.*I, 2.797762022055395*^-12 + 0.*I, 2.797762022055395*^-12 + 0.*I, 2.797762022055395*^-12 + 0.*I, 2.797762022055395*^-12 + 0.*I, 2.797762022055395*^-12 + 0.*I, 2.797762022055395*^-12 + 0.*I, 2.797762022055395*^-12 + 0.*I, 2.797762022055395*^-12 + 0.*I, 2.797762022055395*^-12 + 0.*I, 2.797762022055395*^-12 + 0.*I, 2.797762022055395*^-12 + 0.*I}
{0.013544918699204267 + 0.*I, 0.9587423846285915 + 0.*I, 0.9582262017612032 + 0.*I, 0.014010518735618762 + 0.*I, 0.000050501941384339943 + 0.*I, 8.082641222983966*^-8 + 0.*I, 7.480682739924305*^-11 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.4188650254709502*^-11 + 0.*I, 4.956191013150147*^-9 + 0.*I, 5.035877936876432*^-7 + 0.*I, 7.787630051242501*^-7 + 0.*I, 2.688259836958196*^-7 + 0.*I, 1.3671952459048955*^-9 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I}
{0.015728325931196885 + 0.*I, 0.9519134626905957 + 0.*I, 0.9512069817152025 + 0.*I, 0.016365430844400567 + 0.*I, 0.00006924586539724943 + 0.*I, 1.3006959953543176*^-7 + 0.*I, 1.395994431163672*^-10 + 0.*I, 2.19824158875781*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 2.842170943040401*^-11 + 0.*I, 7.992007056145669*^-9 + 0.*I, 6.900394033948488*^-7 + 0.*I, 1.0686385998326389*^-6 + 0.*I, 3.683592098013833*^-7 + 0.*I, 2.205413629496889*^-9 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I}
{0.018032790810806887 + 0.*I, 0.9446443698938045 + 0.*I, 0.9437005869479932 + 0.*I, 0.018883685311998914 + 0.*I, 0.00009268628620162646 + 0.*I, 2.0192079119851772*^-7 + 0.*I, 2.496003403962277*^-10 + 0.*I, 2.2204460492503135*^-12 + 0.*I, 2.19824158875781*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 5.300204719560498*^-11 + 0.*I, 1.2432987972488263*^-8 + 0.*I, 9.229480069095075*^-7 + 0.*I, 1.4315762068839446*^-6 + 0.*I, 4.926927976711681*^-7 + 0.*I, 3.4320102315632543*^-9 + 0.*I, 5.2180482157382365*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I}
{0.020446985564581688 + 0.*I, 0.9369578256752109 + 0.*I, 0.9357231768347906 + 0.*I, 0.02155982419200786 + 0.*I, 0.00012150591159887371 + 0.*I, 3.0388158656080577*^-7 + 0.*I, 4.294120614645181*^-10 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.4210854715202006*^-12 + 0.*I, 9.359180097590071*^-11 + 0.*I, 1.8752999153548444*^-8 + 0.*I, 1.208948186004477*^-6 + 0.*I, 1.87836279932907*^-6 + 0.*I, 6.453688028429383*^-7 + 0.*I, 5.17799136900976*^-9 + 0.*I, 1.1013412404281553*^-11 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I}
{0.022959109367404196 + 0.*I, 0.9288776106853914 + 0.*I, 0.9272917558750038 + 0.*I, 0.02438809987079793 + 0.*I, 0.00015641849078207315 + 0.*I, 4.4511119234869057*^-7 + 0.*I, 7.148059921746608*^-10 + 0.*I, 2.4202861936828413*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.574074204313547*^-10 + 0.*I, 2.7532398583218768*^-8 + 0.*I, 1.5549322052166301*^-6 + 0.*I, 2.4203214050999566*^-6 + 0.*I, 8.300657938775658*^-7 + 0.*I, 7.60340679306637*^-9 + 0.*I, 1.940669847044774*^-11 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I}
{0.025556956760808276 + 0.*I, 0.9204284506184103 + 0.*I, 0.918424107341398 + 0.*I, 0.027362497232608085 + 0.*I, 0.00019816504499559076 + 0.*I, 6.366215998809822*^-7 + 0.*I, 1.1542100608608052*^-9 + 0.*I, 3.996802888650564*^-12 + 0.*I, 2.797762022055395*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 2.55218068900831*^-10 + 0.*I, 3.947400184500793*^-8 + 0.*I, 1.9680032048441376*^-6 + 0.*I, 3.06925860144025*^-6 + 0.*I, 1.0505753822442898*^-6 + 0.*I, 1.0901990421530172*^-8 + 0.*I, 3.139710713639943*^-11 + 0.*I, 2.797762022055395*^-12 + 0.*I, 2.797762022055395*^-12 + 0.*I, 2.797762022055395*^-12 + 0.*I, 2.797762022055395*^-12 + 0.*I, 2.797762022055395*^-12 + 0.*I, 2.797762022055395*^-12 + 0.*I, 2.797762022055395*^-12 + 0.*I, 2.797762022055395*^-12 + 0.*I, 2.797762022055395*^-12 + 0.*I, 2.797762022055395*^-12 + 0.*I, 2.797762022055395*^-12 + 0.*I, 2.797762022055395*^-12 + 0.*I, 2.797762022055395*^-12 + 0.*I}
{0.028227987610596198 + 0.*I, 0.9116358974277983 + 0.*I, 0.9091387252202043 + 0.*I, 0.030476756579989054 + 0.*I, 0.00024750996898692534 + 0.*I, 8.914746052468558*^-7 + 0.*I, 1.8109957977685558*^-9 + 0.*I, 5.417888360170764*^-12 + 0.*I, 3.0198066269804258*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 4.0338843376730443*^-10 + 0.*I, 5.541940240050281*^-8 + 0.*I, 2.4554277944233154*^-6 + 0.*I, 3.837406396811627*^-6 + 0.*I, 1.3107769980535977*^-6 + 0.*I, 1.5307799472452643*^-8 + 0.*I, 5.058176100192214*^-11 + 0.*I, 3.0198066269804258*^-12 + 0.*I, 3.1974423109204512*^-12 + 0.*I, 3.1974423109204512*^-12 + 0.*I, 3.1974423109204512*^-12 + 0.*I, 3.1974423109204512*^-12 + 0.*I, 3.1974423109204512*^-12 + 0.*I, 3.1974423109204512*^-12 + 0.*I, 3.1974423109204512*^-12 + 0.*I, 3.1974423109204512*^-12 + 0.*I, 3.1974423109204512*^-12 + 0.*I, 3.1974423109204512*^-12 + 0.*I, 3.1974423109204512*^-12 + 0.*I, 3.1974423109204512*^-12 + 0.*I}
{0.030959398076002564 + 0.*I, 0.9025262087859921 + 0.*I, 0.8994547448923919 + 0.*I, 0.03372439719540044 + 0.*I, 0.0003052370386003034 + 0.*I, 1.2249812053610754*^-6 + 0.*I, 2.7719826434235988*^-9 + 0.*I, 7.616129948928574*^-12 + 0.*I, 3.5971225997855076*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 6.211919867382677*^-10 + 0.*I, 7.635920784565542*^-8 + 0.*I, 3.0245798088301967*^-6 + 0.*I, 4.737363995532817*^-6 + 0.*I, 1.6146061820876412*^-6 + 0.*I, 2.1094193058956993*^-8 + 0.*I, 7.900347043232615*^-11 + 0.*I, 3.3972824553529794*^-12 + 0.*I, 3.5971225997855076*^-12 + 0.*I, 3.5971225997855076*^-12 + 0.*I, 3.5971225997855076*^-12 + 0.*I, 3.5971225997855076*^-12 + 0.*I, 3.5971225997855076*^-12 + 0.*I, 3.5971225997855076*^-12 + 0.*I, 3.5971225997855076*^-12 + 0.*I, 3.5971225997855076*^-12 + 0.*I, 3.5971225997855076*^-12 + 0.*I, 3.5971225997855076*^-12 + 0.*I, 3.5971225997855076*^-12 + 0.*I, 3.5971225997855076*^-12 + 0.*I}
{0.03373819209520068 + 0.*I, 0.8931262266666075 + 0.*I, 0.8893918730134008 + 0.*I, 0.03709874139461445 + 0.*I, 0.00037214532839779945 + 0.*I, 1.6548924008930044*^-6 + 0.*I, 4.1483927404328824*^-9 + 0.*I, 1.0391687510491465*^-11 + 0.*I, 3.796962744218035*^-12 + 0.*I, 3.996802888650564*^-13 + 0.*I, 9.353851027071869*^-10 + 0.*I, 1.0345220236018805*^-7 + 0.*I, 3.68289001517752*^-6 + 0.*I, 5.78203619150397*^-6 + 0.*I, 1.9660286065814607*^-6 + 0.*I, 2.858260295113269*^-8 + 0.*I, 1.205924249347845*^-10 + 0.*I, 3.5971225997855076*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I, 3.5971225997855076*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I, 3.796962744218035*^-12 + 0.*I}
