{0. + 0.*I, 1. + 0.*I, 1. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I}
{0.00009999004578098435 + 0.*I, 0.9997000253236689 + 0.*I, 0.9997000254456279 + 0.*I, 0.00009998742399996984 + 0.*I, 2.4998060288439206*^-9 + 0.*I, 3.097522238704187*^-14 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 3.996802888650563*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.7089441800853816*^-14 + 0.*I, 5.1035143071950684*^-14 + 0.*I, 1.6986412276764895*^-14 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 3.996802888650563*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 3.996802888650563*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 1.0991207943789048*^-14 + 0.*I, 1.5993596068707547*^-14 + 0.*I, 1.199040866595169*^-14 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 3.996802888650563*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I}
{0.0003998407521980107 + 0.*I, 0.9988004051298129 + 0.*I, 0.99880040707977 + 0.*I, 0.00039979881309604165 + 0.*I, 3.9987376965200376*^-8 + 0.*I, 1.7790213746593506*^-12 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 4.880540416252188*^-13 + 0.*I, 8.130081352478085*^-13 + 0.*I, 3.199662756969701*^-13 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 1.250111125727926*^-13 + 0.*I, 2.5700833618793815*^-13 + 0.*I, 1.3700152123874432*^-13 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 1.9984014443252814*^-15 + 0.*I}
{0.0008991939738319797 + 0.*I, 0.9973020505572429 + 0.*I, 0.9973020604175609 + 0.*I, 0.0008989817370790297 + 0.*I, 2.0235621500663822*^-7 + 0.*I, 2.0245138898644655*^-11 + 0.*I, 6.9944050551384854*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 6.106226635438361*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 4.9960036108132044*^-15 + 0.*I, 2.4780177909633494*^-12 + 0.*I, 4.116020350125253*^-12 + 0.*I, 1.624922418841379*^-12 + 0.*I, 4.9960036108132044*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 6.106226635438361*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 6.106226635438361*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 6.290523657526136*^-13 + 0.*I, 1.3009797234162755*^-12 + 0.*I, 6.830092047493962*^-13 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 6.106226635438361*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I}
{0.0015974532927990335 + 0.*I, 0.995206478949129 + 0.*I, 0.995206510062507 + 0.*I, 0.0015967828734799738 + 0.*I, 6.391922909854131*^-7 + 0.*I, 1.1368195274030767*^-10 + 0.*I, 2.009503674571533*^-14 + 0.*I, 7.993605777301126*^-15 + 0.*I, 7.993605777301126*^-15 + 0.*I, 7.993605777301126*^-15 + 0.*I, 7.993605777301126*^-15 + 0.*I, 7.993605777301126*^-15 + 0.*I, 7.993605777301126*^-15 + 0.*I, 7.993605777301126*^-15 + 0.*I, 7.993605777301126*^-15 + 0.*I, 8.992806499463768*^-15 + 0.*I, 7.993605777301126*^-15 + 0.*I, 9.992007221626407*^-16 + 0.*I, 7.829070725051677*^-12 + 0.*I, 1.2996024395551185*^-11 + 0.*I, 5.1399995371070864*^-12 + 0.*I, 4.9960036108132044*^-15 + 0.*I, 7.993605777301126*^-15 + 0.*I, 8.992806499463768*^-15 + 0.*I, 7.993605777301126*^-15 + 0.*I, 7.993605777301126*^-15 + 0.*I, 7.993605777301126*^-15 + 0.*I, 7.993605777301126*^-15 + 0.*I, 7.993605777301126*^-15 + 0.*I, 7.993605777301126*^-15 + 0.*I, 7.993605777301126*^-15 + 0.*I, 7.993605777301126*^-15 + 0.*I, 7.993605777301126*^-15 + 0.*I, 7.993605777301126*^-15 + 0.*I, 7.993605777301126*^-15 + 0.*I, 8.992806499463768*^-15 + 0.*I, 7.993605777301126*^-15 + 0.*I, 8.992806499463768*^-15 + 0.*I, 1.9759749392278536*^-12 + 0.*I, 4.107023965778142*^-12 + 0.*I, 2.1439516828536394*^-12 + 0.*I, 9.992007221626409*^-15 + 0.*I, 7.993605777301126*^-15 + 0.*I, 8.992806499463768*^-15 + 0.*I, 7.993605777301126*^-15 + 0.*I, 7.993605777301126*^-15 + 0.*I, 7.993605777301126*^-15 + 0.*I, 7.993605777301126*^-15 + 0.*I, 7.993605777301126*^-15 + 0.*I, 7.993605777301126*^-15 + 0.*I}
{0.002493784754742045 + 0.*I, 0.992515812022466 + 0.*I, 0.992515887825744 + 0.*I, 0.002492149098269003 + 0.*I, 1.55941974089302*^-6 + 0.*I, 4.334070879963292*^-10 + 0.*I, 7.194245199571014*^-14 + 0.*I, 3.996802888650563*^-15 + 0.*I, 3.996802888650563*^-15 + 0.*I, 3.996802888650563*^-15 + 0.*I, 3.996802888650563*^-15 + 0.*I, 3.996802888650563*^-15 + 0.*I, 3.996802888650563*^-15 + 0.*I, 3.996802888650563*^-15 + 0.*I, 3.996802888650563*^-15 + 0.*I, 3.996802888650563*^-15 + 0.*I, 4.9960036108132044*^-15 + 0.*I, 2.4980018054066022*^-14 + 0.*I, 1.9094947845132992*^-11 + 0.*I, 3.1686993307023715*^-11 + 0.*I, 1.2541967464585467*^-11 + 0.*I, 7.993605777301126*^-15 + 0.*I, 4.9960036108132044*^-15 + 0.*I, 3.996802888650563*^-15 + 0.*I, 3.996802888650563*^-15 + 0.*I, 3.996802888650563*^-15 + 0.*I, 3.996802888650563*^-15 + 0.*I, 3.996802888650563*^-15 + 0.*I, 3.996802888650563*^-15 + 0.*I, 3.996802888650563*^-15 + 0.*I, 3.996802888650563*^-15 + 0.*I, 3.996802888650563*^-15 + 0.*I, 3.996802888650563*^-15 + 0.*I, 3.996802888650563*^-15 + 0.*I, 3.996802888650563*^-15 + 0.*I, 3.996802888650563*^-15 + 0.*I, 3.996802888650563*^-15 + 0.*I, 9.992007221626409*^-15 + 0.*I, 4.799050046244701*^-12 + 0.*I, 1.0012995207282519*^-11 + 0.*I, 5.210054609960935*^-12 + 0.*I, 1.0991207943789048*^-14 + 0.*I, 3.996802888650563*^-15 + 0.*I, 3.996802888650563*^-15 + 0.*I, 3.996802888650563*^-15 + 0.*I, 3.996802888650563*^-15 + 0.*I, 3.996802888650563*^-15 + 0.*I, 3.996802888650563*^-15 + 0.*I, 3.996802888650563*^-15 + 0.*I, 3.996802888650563*^-15 + 0.*I}
{0.003587117897849046 + 0.*I, 0.989232773308766 + 0.*I, 0.989232930096707 + 0.*I, 0.0035837290105209525 + 0.*I, 3.2308057920094058*^-6 + 0.*I, 1.293319007444893*^-9 + 0.*I, 2.939870569207414*^-13 + 0.*I, 2.8865798640254066*^-15 + 0.*I, 2.8865798640254066*^-15 + 0.*I, 2.8865798640254066*^-15 + 0.*I, 2.8865798640254066*^-15 + 0.*I, 2.8865798640254066*^-15 + 0.*I, 2.8865798640254066*^-15 + 0.*I, 2.8865798640254066*^-15 + 0.*I, 2.8865798640254066*^-15 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 8.504308368628699*^-14 + 0.*I, 3.9513947669433946*^-11 + 0.*I, 6.559998507946371*^-11 + 0.*I, 2.5955015914291835*^-11 + 0.*I, 3.40838468559923*^-14 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.8865798640254066*^-15 + 0.*I, 2.8865798640254066*^-15 + 0.*I, 2.8865798640254066*^-15 + 0.*I, 2.8865798640254066*^-15 + 0.*I, 2.8865798640254066*^-15 + 0.*I, 2.8865798640254066*^-15 + 0.*I, 2.8865798640254066*^-15 + 0.*I, 2.8865798640254066*^-15 + 0.*I, 2.8865798640254066*^-15 + 0.*I, 2.8865798640254066*^-15 + 0.*I, 2.8865798640254066*^-15 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 1.9984014443252818*^-14 + 0.*I, 9.923950550216887*^-12 + 0.*I, 2.0729986303928608*^-11 + 0.*I, 1.0774048320172368*^-11 + 0.*I, 2.2981616609740737*^-14 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.8865798640254066*^-15 + 0.*I, 2.8865798640254066*^-15 + 0.*I, 2.8865798640254066*^-15 + 0.*I, 2.8865798640254066*^-15 + 0.*I, 2.8865798640254066*^-15 + 0.*I, 2.8865798640254066*^-15 + 0.*I}
{0.004876147073573977 + 0.*I, 0.9853606848694487 + 0.*I, 0.9853609744687508 + 0.*I, 0.00486987488869195 + 0.*I, 5.979325783944667*^-6 + 0.*I, 3.258824987639741*^-9 + 0.*I, 1.0050849041931542*^-12 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 2.1593837828959295*^-13 + 0.*I, 7.30100424561897*^-11 + 0.*I, 1.212969863440002*^-10 + 0.*I, 4.7958970128547656*^-11 + 0.*I, 8.903988657493755*^-14 + 0.*I, 4.9960036108132044*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 4.8960835385969403*^-14 + 0.*I, 1.833799778694356*^-11 + 0.*I, 3.832900316580472*^-11 + 0.*I, 1.9907075987646294*^-11 + 0.*I, 5.695444116327052*^-14 + 0.*I, 4.9960036108132044*^-15 + 0.*I, 4.9960036108132044*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I, 5.995204332975845*^-15 + 0.*I}
{0.0063593330572270235 + 0.*I, 0.9809034632903479 + 0.*I, 0.9809039556245349 + 0.*I, 0.006348645075598958 + 0.*I, 0.000010188389565901623 + 0.*I, 7.254993938943243*^-9 + 0.*I, 2.9091173914252977*^-12 + 0.*I, 5.995204332975845*^-15 + 0.*I, 4.884981308350688*^-15 + 0.*I, 4.884981308350688*^-15 + 0.*I, 4.884981308350688*^-15 + 0.*I, 4.884981308350688*^-15 + 0.*I, 4.884981308350688*^-15 + 0.*I, 4.884981308350688*^-15 + 0.*I, 5.107025913275719*^-15 + 0.*I, 3.996802888650563*^-15 + 0.*I, 3.996802888650563*^-15 + 0.*I, 4.880540416252188*^-13 + 0.*I, 1.2417900041583607*^-10 + 0.*I, 2.0646503343796637*^-10 + 0.*I, 8.157197139979643*^-11 + 0.*I, 2.0694557179012915*^-13 + 0.*I, 3.996802888650563*^-15 + 0.*I, 3.996802888650563*^-15 + 0.*I, 5.107025913275719*^-15 + 0.*I, 4.884981308350688*^-15 + 0.*I, 4.884981308350688*^-15 + 0.*I, 4.884981308350688*^-15 + 0.*I, 4.884981308350688*^-15 + 0.*I, 4.884981308350688*^-15 + 0.*I, 4.884981308350688*^-15 + 0.*I, 4.884981308350688*^-15 + 0.*I, 4.884981308350688*^-15 + 0.*I, 4.884981308350688*^-15 + 0.*I, 5.107025913275719*^-15 + 0.*I, 3.996802888650563*^-15 + 0.*I, 4.9960036108132044*^-15 + 0.*I, 1.0103029524088923*^-13 + 0.*I, 3.118405533797386*^-11 + 0.*I, 6.523996273767324*^-11 + 0.*I, 3.3853919667592436*^-11 + 0.*I, 1.1901590823981676*^-13 + 0.*I, 4.9960036108132044*^-15 + 0.*I, 3.996802888650563*^-15 + 0.*I, 5.107025913275719*^-15 + 0.*I, 4.884981308350688*^-15 + 0.*I, 4.884981308350688*^-15 + 0.*I, 4.884981308350688*^-15 + 0.*I, 4.884981308350688*^-15 + 0.*I, 4.884981308350688*^-15 + 0.*I}
{0.008034904946307986 + 0.*I, 0.9758656149607089 + 0.*I, 0.9758664004868369 + 0.*I, 0.008017806788493953 + 0.*I, 0.000016297930702013907 + 0.*I, 1.4693549932331962*^-8 + 0.*I, 7.44915240602495*^-12 + 0.*I, 5.995204332975845*^-15 + 0.*I, 2.8865798640254066*^-15 + 0.*I, 2.8865798640254066*^-15 + 0.*I, 2.8865798640254066*^-15 + 0.*I, 2.8865798640254066*^-15 + 0.*I, 2.8865798640254066*^-15 + 0.*I, 2.8865798640254066*^-15 + 0.*I, 3.108624468950438*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 9.992007221626407*^-16 + 0.*I, 9.94981874669065*^-13 + 0.*I, 1.982299879799143*^-10 + 0.*I, 3.2987800685502227*^-10 + 0.*I, 1.3021606015684026*^-10 + 0.*I, 4.2399417310434723*^-13 + 0.*I, 3.108624468950438*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 3.108624468950438*^-15 + 0.*I, 2.8865798640254066*^-15 + 0.*I, 2.8865798640254066*^-15 + 0.*I, 2.8865798640254066*^-15 + 0.*I, 2.8865798640254066*^-15 + 0.*I, 2.8865798640254066*^-15 + 0.*I, 2.8865798640254066*^-15 + 0.*I, 2.8865798640254066*^-15 + 0.*I, 2.8865798640254066*^-15 + 0.*I, 2.8865798640254066*^-15 + 0.*I, 3.108624468950438*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 3.996802888650563*^-15 + 0.*I, 1.9895196601282803*^-13 + 0.*I, 4.977596113064919*^-11 + 0.*I, 1.0423403286330921*^-10 + 0.*I, 5.403699709916054*^-11 + 0.*I, 2.339239912885205*^-13 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 3.108624468950438*^-15 + 0.*I, 2.8865798640254066*^-15 + 0.*I, 2.8865798640254066*^-15 + 0.*I, 2.8865798640254066*^-15 + 0.*I, 2.8865798640254066*^-15 + 0.*I, 2.8865798640254066*^-15 + 0.*I}
{0.009900862344104032 + 0.*I, 0.970252230643068 + 0.*I, 0.970253422641518 + 0.*I, 0.009874839349931941 + 0.*I, 0.0000248033601869535 + 0.*I, 2.7618259013095777*^-8 + 0.*I, 1.7284951248086596*^-11 + 0.*I, 9.992007221626409*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 9.992007221626407*^-16 + 0.*I, 1.8710588634007763*^-12 + 0.*I, 3.0097102587944846*^-10 + 0.*I, 5.013629754413445*^-10 + 0.*I, 1.9770496351156905*^-10 + 0.*I, 8.000267115448877*^-13 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 1.9984014443252814*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 3.700373341075646*^-13 + 0.*I, 7.557399150925902*^-11 + 0.*I, 1.5841497384705628*^-10 + 0.*I, 8.204403822986704*^-11 + 0.*I, 4.360956040727615*^-13 + 0.*I, 3.996802888650563*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I, 2.9976021664879227*^-15 + 0.*I}
