{0. + 0.*I, 0.9999833334165987 + 0.*I, 0.9999833334165987 + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I}
{0.13888464447379678 + 0.*I, 0.08231566458600516 + 0.*I, 0.007065564790997847 + 0.*I, 0.016782700010797846 + 0.*I, 0.017403401397797502 + 0.*I, 0.025612047823786455 + 0.*I, 0.01828660409941563 + 0.*I, 0.0053027279722117635 + 0.*I, 0.08721690575659302 + 0.*I, 0.18795036481520366 + 0.*I, 0.10404398896539657 + 0.*I, 0.09853858943600358 + 0.*I, 0.13172978110940203 + 0.*I}
{0.13888464447379678 + 0.*I, 0.08231566458600516 + 0.*I, 0.007065564790997847 + 0.*I, 0.016782700010797846 + 0.*I, 0.017403401397797502 + 0.*I, 0.025612047823786455 + 0.*I, 0.01828660409941563 + 0.*I, 0.0053027279722117635 + 0.*I, 0.08721690575659302 + 0.*I, 0.18795036481520366 + 0.*I, 0.10404398896539657 + 0.*I, 0.09853858943600358 + 0.*I, 0.13172978110940203 + 0.*I}
{0.13888464447379678 + 0.*I, 0.08231566458600516 + 0.*I, 0.007065564790997847 + 0.*I, 0.016782700010797846 + 0.*I, 0.017403401397797502 + 0.*I, 0.025612047823786455 + 0.*I, 0.01828660409941563 + 0.*I, 0.0053027279722117635 + 0.*I, 0.08721690575659302 + 0.*I, 0.18795036481520366 + 0.*I, 0.10404398896539657 + 0.*I, 0.09853858943600358 + 0.*I, 0.13172978110940203 + 0.*I}
{0.13888464447379678 + 0.*I, 0.08231566458600516 + 0.*I, 0.007065564790997847 + 0.*I, 0.016782700010797846 + 0.*I, 0.017403401397797502 + 0.*I, 0.025612047823786455 + 0.*I, 0.01828660409941563 + 0.*I, 0.0053027279722117635 + 0.*I, 0.08721690575659302 + 0.*I, 0.18795036481520366 + 0.*I, 0.10404398896539657 + 0.*I, 0.09853858943600358 + 0.*I, 0.13172978110940203 + 0.*I}
{0.13888464447379678 + 0.*I, 0.08231566458600516 + 0.*I, 0.007065564790997847 + 0.*I, 0.016782700010797846 + 0.*I, 0.017403401397797502 + 0.*I, 0.025612047823786455 + 0.*I, 0.01828660409941563 + 0.*I, 0.0053027279722117635 + 0.*I, 0.08721690575659302 + 0.*I, 0.18795036481520366 + 0.*I, 0.10404398896539657 + 0.*I, 0.09853858943600358 + 0.*I, 0.13172978110940203 + 0.*I}
{0.13888464447379678 + 0.*I, 0.08231566458600516 + 0.*I, 0.007065564790997847 + 0.*I, 0.016782700010797846 + 0.*I, 0.017403401397797502 + 0.*I, 0.025612047823786455 + 0.*I, 0.01828660409941563 + 0.*I, 0.0053027279722117635 + 0.*I, 0.08721690575659302 + 0.*I, 0.18795036481520366 + 0.*I, 0.10404398896539657 + 0.*I, 0.09853858943600358 + 0.*I, 0.13172978110940203 + 0.*I}
{0.13888464447379678 + 0.*I, 0.08231566458600516 + 0.*I, 0.007065564790997847 + 0.*I, 0.016782700010797846 + 0.*I, 0.017403401397797502 + 0.*I, 0.025612047823786455 + 0.*I, 0.01828660409941563 + 0.*I, 0.0053027279722117635 + 0.*I, 0.08721690575659302 + 0.*I, 0.18795036481520366 + 0.*I, 0.10404398896539657 + 0.*I, 0.09853858943600358 + 0.*I, 0.13172978110940203 + 0.*I}
{0.13888464447379678 + 0.*I, 0.08231566458600516 + 0.*I, 0.007065564790997847 + 0.*I, 0.016782700010797846 + 0.*I, 0.017403401397797502 + 0.*I, 0.025612047823786455 + 0.*I, 0.01828660409941563 + 0.*I, 0.0053027279722117635 + 0.*I, 0.08721690575659302 + 0.*I, 0.18795036481520366 + 0.*I, 0.10404398896539657 + 0.*I, 0.09853858943600358 + 0.*I, 0.13172978110940203 + 0.*I}
{0.13888464447379678 + 0.*I, 0.08231566458600516 + 0.*I, 0.007065564790997847 + 0.*I, 0.016782700010797846 + 0.*I, 0.017403401397797502 + 0.*I, 0.025612047823786455 + 0.*I, 0.01828660409941563 + 0.*I, 0.0053027279722117635 + 0.*I, 0.08721690575659302 + 0.*I, 0.18795036481520366 + 0.*I, 0.10404398896539657 + 0.*I, 0.09853858943600358 + 0.*I, 0.13172978110940203 + 0.*I}
{0.1389644507562016 + 0.*I, 0.08233706812559584 + 0.*I, 0.0070528083575993605 + 0.*I, 0.016871138413798725 + 0.*I, 0.01733206066438786 + 0.*I, 0.02541780043958664 + 0.*I, 0.018713261604808018 + 0.*I, 0.004823073171800197 + 0.*I, 0.08494341981220012 + 0.*I, 0.18746264664060153 + 0.*I, 0.10749197936559264 + 0.*I, 0.09645729926859305 + 0.*I, 0.13180780053680952 + 0.*I}
{0.1389644507562016 + 0.*I, 0.08233706812559584 + 0.*I, 0.0070528083575993605 + 0.*I, 0.016871138413798725 + 0.*I, 0.01733206066438786 + 0.*I, 0.02541780043958664 + 0.*I, 0.018713261604808018 + 0.*I, 0.004823073171800197 + 0.*I, 0.08494341981220012 + 0.*I, 0.18746264664060153 + 0.*I, 0.10749197936559264 + 0.*I, 0.09645729926859305 + 0.*I, 0.13180780053680952 + 0.*I}
{0.1389644507562016 + 0.*I, 0.08233706812559584 + 0.*I, 0.0070528083575993605 + 0.*I, 0.016871138413798725 + 0.*I, 0.01733206066438786 + 0.*I, 0.02541780043958664 + 0.*I, 0.018713261604808018 + 0.*I, 0.004823073171800197 + 0.*I, 0.08494341981220012 + 0.*I, 0.18746264664060153 + 0.*I, 0.10749197936559264 + 0.*I, 0.09645729926859305 + 0.*I, 0.13180780053680952 + 0.*I}
{0.1389644507562016 + 0.*I, 0.08233706812559584 + 0.*I, 0.0070528083575993605 + 0.*I, 0.016871138413798725 + 0.*I, 0.01733206066438786 + 0.*I, 0.02541780043958664 + 0.*I, 0.018713261604808018 + 0.*I, 0.004823073171800197 + 0.*I, 0.08494341981220012 + 0.*I, 0.18746264664060153 + 0.*I, 0.10749197936559264 + 0.*I, 0.09645729926859305 + 0.*I, 0.13180780053680952 + 0.*I}
{0.1389644507562016 + 0.*I, 0.08233706812559584 + 0.*I, 0.0070528083575993605 + 0.*I, 0.016871138413798725 + 0.*I, 0.01733206066438786 + 0.*I, 0.02541780043958664 + 0.*I, 0.018713261604808018 + 0.*I, 0.004823073171800197 + 0.*I, 0.08494341981220012 + 0.*I, 0.18746264664060153 + 0.*I, 0.10749197936559264 + 0.*I, 0.09645729926859305 + 0.*I, 0.13180780053680952 + 0.*I}
{0.1389644507562016 + 0.*I, 0.08233706812559584 + 0.*I, 0.0070528083575993605 + 0.*I, 0.016871138413798725 + 0.*I, 0.01733206066438786 + 0.*I, 0.02541780043958664 + 0.*I, 0.018713261604808018 + 0.*I, 0.004823073171800197 + 0.*I, 0.08494341981220012 + 0.*I, 0.18746264664060153 + 0.*I, 0.10749197936559264 + 0.*I, 0.09645729926859305 + 0.*I, 0.13180780053680952 + 0.*I}
{0.1389644507562016 + 0.*I, 0.08233706812559584 + 0.*I, 0.0070528083575993605 + 0.*I, 0.016871138413798725 + 0.*I, 0.01733206066438786 + 0.*I, 0.02541780043958664 + 0.*I, 0.018713261604808018 + 0.*I, 0.004823073171800197 + 0.*I, 0.08494341981220012 + 0.*I, 0.18746264664060153 + 0.*I, 0.10749197936559264 + 0.*I, 0.09645729926859305 + 0.*I, 0.13180780053680952 + 0.*I}
{0.1389644507562016 + 0.*I, 0.08233706812559584 + 0.*I, 0.0070528083575993605 + 0.*I, 0.016871138413798725 + 0.*I, 0.01733206066438786 + 0.*I, 0.02541780043958664 + 0.*I, 0.018713261604808018 + 0.*I, 0.004823073171800197 + 0.*I, 0.08494341981220012 + 0.*I, 0.18746264664060153 + 0.*I, 0.10749197936559264 + 0.*I, 0.09645729926859305 + 0.*I, 0.13180780053680952 + 0.*I}
{0.1389644507562016 + 0.*I, 0.08233706812559584 + 0.*I, 0.0070528083575993605 + 0.*I, 0.016871138413798725 + 0.*I, 0.01733206066438786 + 0.*I, 0.02541780043958664 + 0.*I, 0.018713261604808018 + 0.*I, 0.004823073171800197 + 0.*I, 0.08494341981220012 + 0.*I, 0.18746264664060153 + 0.*I, 0.10749197936559264 + 0.*I, 0.09645729926859305 + 0.*I, 0.13180780053680952 + 0.*I}
{0.1389644507562016 + 0.*I, 0.08233706812559584 + 0.*I, 0.0070528083575993605 + 0.*I, 0.016871138413798725 + 0.*I, 0.01733206066438786 + 0.*I, 0.02541780043958664 + 0.*I, 0.018713261604808018 + 0.*I, 0.004823073171800197 + 0.*I, 0.08494341981220012 + 0.*I, 0.18746264664060153 + 0.*I, 0.10749197936559264 + 0.*I, 0.09645729926859305 + 0.*I, 0.13180780053680952 + 0.*I}
{0.13904208271440233 + 0.*I, 0.08235781848300318 + 0.*I, 0.007042037436599813 + 0.*I, 0.016958149672019474 + 0.*I, 0.017267722301195224 + 0.*I, 0.025214547478613625 + 0.*I, 0.01913533981499072 + 0.*I, 0.004384311757799076 + 0.*I, 0.08267412699460852 + 0.*I, 0.18690622843238192 + 0.*I, 0.1109308233004036 + 0.*I, 0.0943428424267978 + 0.*I, 0.1318309956003905 + 0.*I}
{0.13904208271440233 + 0.*I, 0.08235781848300318 + 0.*I, 0.007042037436599813 + 0.*I, 0.016958149672019474 + 0.*I, 0.017267722301195224 + 0.*I, 0.025214547478613625 + 0.*I, 0.01913533981499072 + 0.*I, 0.004384311757799076 + 0.*I, 0.08267412699460852 + 0.*I, 0.18690622843238192 + 0.*I, 0.1109308233004036 + 0.*I, 0.0943428424267978 + 0.*I, 0.1318309956003905 + 0.*I}
{0.13904208271440233 + 0.*I, 0.08235781848300318 + 0.*I, 0.007042037436599813 + 0.*I, 0.016958149672019474 + 0.*I, 0.017267722301195224 + 0.*I, 0.025214547478613625 + 0.*I, 0.01913533981499072 + 0.*I, 0.004384311757799076 + 0.*I, 0.08267412699460852 + 0.*I, 0.18690622843238192 + 0.*I, 0.1109308233004036 + 0.*I, 0.0943428424267978 + 0.*I, 0.1318309956003905 + 0.*I}
{0.13904208271440233 + 0.*I, 0.08235781848300318 + 0.*I, 0.007042037436599813 + 0.*I, 0.016958149672019474 + 0.*I, 0.017267722301195224 + 0.*I, 0.025214547478613625 + 0.*I, 0.01913533981499072 + 0.*I, 0.004384311757799076 + 0.*I, 0.08267412699460852 + 0.*I, 0.18690622843238192 + 0.*I, 0.1109308233004036 + 0.*I, 0.0943428424267978 + 0.*I, 0.1318309956003905 + 0.*I}
{0.13904208271440233 + 0.*I, 0.08235781848300318 + 0.*I, 0.007042037436599813 + 0.*I, 0.016958149672019474 + 0.*I, 0.017267722301195224 + 0.*I, 0.025214547478613625 + 0.*I, 0.01913533981499072 + 0.*I, 0.004384311757799076 + 0.*I, 0.08267412699460852 + 0.*I, 0.18690622843238192 + 0.*I, 0.1109308233004036 + 0.*I, 0.0943428424267978 + 0.*I, 0.1318309956003905 + 0.*I}
{0.13904208271440233 + 0.*I, 0.08235781848300318 + 0.*I, 0.007042037436599813 + 0.*I, 0.016958149672019474 + 0.*I, 0.017267722301195224 + 0.*I, 0.025214547478613625 + 0.*I, 0.01913533981499072 + 0.*I, 0.004384311757799076 + 0.*I, 0.08267412699460852 + 0.*I, 0.18690622843238192 + 0.*I, 0.1109308233004036 + 0.*I, 0.0943428424267978 + 0.*I, 0.1318309956003905 + 0.*I}
{0.13904208271440233 + 0.*I, 0.08235781848300318 + 0.*I, 0.007042037436599813 + 0.*I, 0.016958149672019474 + 0.*I, 0.017267722301195224 + 0.*I, 0.025214547478613625 + 0.*I, 0.01913533981499072 + 0.*I, 0.004384311757799076 + 0.*I, 0.08267412699460852 + 0.*I, 0.18690622843238192 + 0.*I, 0.1109308233004036 + 0.*I, 0.0943428424267978 + 0.*I, 0.1318309956003905 + 0.*I}
{0.13904208271440233 + 0.*I, 0.08235781848300318 + 0.*I, 0.007042037436599813 + 0.*I, 0.016958149672019474 + 0.*I, 0.017267722301195224 + 0.*I, 0.025214547478613625 + 0.*I, 0.01913533981499072 + 0.*I, 0.004384311757799076 + 0.*I, 0.08267412699460852 + 0.*I, 0.18690622843238192 + 0.*I, 0.1109308233004036 + 0.*I, 0.0943428424267978 + 0.*I, 0.1318309956003905 + 0.*I}
{0.13904208271440233 + 0.*I, 0.08235781848300318 + 0.*I, 0.007042037436599813 + 0.*I, 0.016958149672019474 + 0.*I, 0.017267722301195224 + 0.*I, 0.025214547478613625 + 0.*I, 0.01913533981499072 + 0.*I, 0.004384311757799076 + 0.*I, 0.08267412699460852 + 0.*I, 0.18690622843238192 + 0.*I, 0.1109308233004036 + 0.*I, 0.0943428424267978 + 0.*I, 0.1318309956003905 + 0.*I}
{0.13904208271440233 + 0.*I, 0.08235781848300318 + 0.*I, 0.007042037436599813 + 0.*I, 0.016958149672019474 + 0.*I, 0.017267722301195224 + 0.*I, 0.025214547478613625 + 0.*I, 0.01913533981499072 + 0.*I, 0.004384311757799076 + 0.*I, 0.08267412699460852 + 0.*I, 0.18690622843238192 + 0.*I, 0.1109308233004036 + 0.*I, 0.0943428424267978 + 0.*I, 0.1318309956003905 + 0.*I}
{0.1391174243065785 + 0.*I, 0.08237774232120466 + 0.*I, 0.007033016822194371 + 0.*I, 0.017043605495592473 + 0.*I, 0.01721060045980494 + 0.*I, 0.02500303265300374 + 0.*I, 0.01955118117240584 + 0.*I, 0.003987657699799919 + 0.*I, 0.0804091491148018 + 0.*I, 0.18628177676800473 + 0.*I, 0.11435969414519408 + 0.*I, 0.0921947555531988 + 0.*I, 0.1317971154207953 + 0.*I}
{0.1391174243065785 + 0.*I, 0.08237774232120466 + 0.*I, 0.007033016822194371 + 0.*I, 0.017043605495592473 + 0.*I, 0.01721060045980494 + 0.*I, 0.02500303265300374 + 0.*I, 0.01955118117240584 + 0.*I, 0.003987657699799919 + 0.*I, 0.0804091491148018 + 0.*I, 0.18628177676800473 + 0.*I, 0.11435969414519408 + 0.*I, 0.0921947555531988 + 0.*I, 0.1317971154207953 + 0.*I}
{0.1391174243065785 + 0.*I, 0.08237774232120466 + 0.*I, 0.007033016822194371 + 0.*I, 0.017043605495592473 + 0.*I, 0.01721060045980494 + 0.*I, 0.02500303265300374 + 0.*I, 0.01955118117240584 + 0.*I, 0.003987657699799919 + 0.*I, 0.0804091491148018 + 0.*I, 0.18628177676800473 + 0.*I, 0.11435969414519408 + 0.*I, 0.0921947555531988 + 0.*I, 0.1317971154207953 + 0.*I}
{0.1391174243065785 + 0.*I, 0.08237774232120466 + 0.*I, 0.007033016822194371 + 0.*I, 0.017043605495592473 + 0.*I, 0.01721060045980494 + 0.*I, 0.02500303265300374 + 0.*I, 0.01955118117240584 + 0.*I, 0.003987657699799919 + 0.*I, 0.0804091491148018 + 0.*I, 0.18628177676800473 + 0.*I, 0.11435969414519408 + 0.*I, 0.0921947555531988 + 0.*I, 0.1317971154207953 + 0.*I}
{0.1391174243065785 + 0.*I, 0.08237774232120466 + 0.*I, 0.007033016822194371 + 0.*I, 0.017043605495592473 + 0.*I, 0.01721060045980494 + 0.*I, 0.02500303265300374 + 0.*I, 0.01955118117240584 + 0.*I, 0.003987657699799919 + 0.*I, 0.0804091491148018 + 0.*I, 0.18628177676800473 + 0.*I, 0.11435969414519408 + 0.*I, 0.0921947555531988 + 0.*I, 0.1317971154207953 + 0.*I}
{0.1391174243065785 + 0.*I, 0.08237774232120466 + 0.*I, 0.007033016822194371 + 0.*I, 0.017043605495592473 + 0.*I, 0.01721060045980494 + 0.*I, 0.02500303265300374 + 0.*I, 0.01955118117240584 + 0.*I, 0.003987657699799919 + 0.*I, 0.0804091491148018 + 0.*I, 0.18628177676800473 + 0.*I, 0.11435969414519408 + 0.*I, 0.0921947555531988 + 0.*I, 0.1317971154207953 + 0.*I}
{0.1391174243065785 + 0.*I, 0.08237774232120466 + 0.*I, 0.007033016822194371 + 0.*I, 0.017043605495592473 + 0.*I, 0.01721060045980494 + 0.*I, 0.02500303265300374 + 0.*I, 0.01955118117240584 + 0.*I, 0.003987657699799919 + 0.*I, 0.0804091491148018 + 0.*I, 0.18628177676800473 + 0.*I, 0.11435969414519408 + 0.*I, 0.0921947555531988 + 0.*I, 0.1317971154207953 + 0.*I}
{0.1391174243065785 + 0.*I, 0.08237774232120466 + 0.*I, 0.007033016822194371 + 0.*I, 0.017043605495592473 + 0.*I, 0.01721060045980494 + 0.*I, 0.02500303265300374 + 0.*I, 0.01955118117240584 + 0.*I, 0.003987657699799919 + 0.*I, 0.0804091491148018 + 0.*I, 0.18628177676800473 + 0.*I, 0.11435969414519408 + 0.*I, 0.0921947555531988 + 0.*I, 0.1317971154207953 + 0.*I}
{0.1391174243065785 + 0.*I, 0.08237774232120466 + 0.*I, 0.007033016822194371 + 0.*I, 0.017043605495592473 + 0.*I, 0.01721060045980494 + 0.*I, 0.02500303265300374 + 0.*I, 0.01955118117240584 + 0.*I, 0.003987657699799919 + 0.*I, 0.0804091491148018 + 0.*I, 0.18628177676800473 + 0.*I, 0.11435969414519408 + 0.*I, 0.0921947555531988 + 0.*I, 0.1317971154207953 + 0.*I}
{0.1391174243065785 + 0.*I, 0.08237774232120466 + 0.*I, 0.007033016822194371 + 0.*I, 0.017043605495592473 + 0.*I, 0.01721060045980494 + 0.*I, 0.02500303265300374 + 0.*I, 0.01955118117240584 + 0.*I, 0.003987657699799919 + 0.*I, 0.0804091491148018 + 0.*I, 0.18628177676800473 + 0.*I, 0.11435969414519408 + 0.*I, 0.0921947555531988 + 0.*I, 0.1317971154207953 + 0.*I}
{0.13919035174279618 + 0.*I, 0.08239666135520518 + 0.*I, 0.007025506134203386 + 0.*I, 0.017127374801995113 + 0.*I, 0.017160832322793418 + 0.*I, 0.02478408832338186 + 0.*I, 0.019959132295799265 + 0.*I, 0.0036340690944047798 + 0.*I, 0.07814884410259904 + 0.*I, 0.18558996066839753 + 0.*I, 0.11777701173858458 + 0.*I, 0.09001235848999924 + 0.*I, 0.13170337184920114 + 0.*I}
{0.13919035174279618 + 0.*I, 0.08239666135520518 + 0.*I, 0.007025506134203386 + 0.*I, 0.017127374801995113 + 0.*I, 0.017160832322793418 + 0.*I, 0.02478408832338186 + 0.*I, 0.019959132295799265 + 0.*I, 0.0036340690944047798 + 0.*I, 0.07814884410259904 + 0.*I, 0.18558996066839753 + 0.*I, 0.11777701173858458 + 0.*I, 0.09001235848999924 + 0.*I, 0.13170337184920114 + 0.*I}
{0.13919035174279618 + 0.*I, 0.08239666135520518 + 0.*I, 0.007025506134203386 + 0.*I, 0.017127374801995113 + 0.*I, 0.017160832322793418 + 0.*I, 0.02478408832338186 + 0.*I, 0.019959132295799265 + 0.*I, 0.0036340690944047798 + 0.*I, 0.07814884410259904 + 0.*I, 0.18558996066839753 + 0.*I, 0.11777701173858458 + 0.*I, 0.09001235848999924 + 0.*I, 0.13170337184920114 + 0.*I}
{0.13919035174279618 + 0.*I, 0.08239666135520518 + 0.*I, 0.007025506134203386 + 0.*I, 0.017127374801995113 + 0.*I, 0.017160832322793418 + 0.*I, 0.02478408832338186 + 0.*I, 0.019959132295799265 + 0.*I, 0.0036340690944047798 + 0.*I, 0.07814884410259904 + 0.*I, 0.18558996066839753 + 0.*I, 0.11777701173858458 + 0.*I, 0.09001235848999924 + 0.*I, 0.13170337184920114 + 0.*I}
{0.13919035174279618 + 0.*I, 0.08239666135520518 + 0.*I, 0.007025506134203386 + 0.*I, 0.017127374801995113 + 0.*I, 0.017160832322793418 + 0.*I, 0.02478408832338186 + 0.*I, 0.019959132295799265 + 0.*I, 0.0036340690944047798 + 0.*I, 0.07814884410259904 + 0.*I, 0.18558996066839753 + 0.*I, 0.11777701173858458 + 0.*I, 0.09001235848999924 + 0.*I, 0.13170337184920114 + 0.*I}
{0.13919035174279618 + 0.*I, 0.08239666135520518 + 0.*I, 0.007025506134203386 + 0.*I, 0.017127374801995113 + 0.*I, 0.017160832322793418 + 0.*I, 0.02478408832338186 + 0.*I, 0.019959132295799265 + 0.*I, 0.0036340690944047798 + 0.*I, 0.07814884410259904 + 0.*I, 0.18558996066839753 + 0.*I, 0.11777701173858458 + 0.*I, 0.09001235848999924 + 0.*I, 0.13170337184920114 + 0.*I}
{0.13919035174279618 + 0.*I, 0.08239666135520518 + 0.*I, 0.007025506134203386 + 0.*I, 0.017127374801995113 + 0.*I, 0.017160832322793418 + 0.*I, 0.02478408832338186 + 0.*I, 0.019959132295799265 + 0.*I, 0.0036340690944047798 + 0.*I, 0.07814884410259904 + 0.*I, 0.18558996066839753 + 0.*I, 0.11777701173858458 + 0.*I, 0.09001235848999924 + 0.*I, 0.13170337184920114 + 0.*I}
{0.13919035174279618 + 0.*I, 0.08239666135520518 + 0.*I, 0.007025506134203386 + 0.*I, 0.017127374801995113 + 0.*I, 0.017160832322793418 + 0.*I, 0.02478408832338186 + 0.*I, 0.019959132295799265 + 0.*I, 0.0036340690944047798 + 0.*I, 0.07814884410259904 + 0.*I, 0.18558996066839753 + 0.*I, 0.11777701173858458 + 0.*I, 0.09001235848999924 + 0.*I, 0.13170337184920114 + 0.*I}
{0.13919035174279618 + 0.*I, 0.08239666135520518 + 0.*I, 0.007025506134203386 + 0.*I, 0.017127374801995113 + 0.*I, 0.017160832322793418 + 0.*I, 0.02478408832338186 + 0.*I, 0.019959132295799265 + 0.*I, 0.0036340690944047798 + 0.*I, 0.07814884410259904 + 0.*I, 0.18558996066839753 + 0.*I, 0.11777701173858458 + 0.*I, 0.09001235848999924 + 0.*I, 0.13170337184920114 + 0.*I}
{0.13919035174279618 + 0.*I, 0.08239666135520518 + 0.*I, 0.007025506134203386 + 0.*I, 0.017127374801995113 + 0.*I, 0.017160832322793418 + 0.*I, 0.02478408832338186 + 0.*I, 0.019959132295799265 + 0.*I, 0.0036340690944047798 + 0.*I, 0.07814884410259904 + 0.*I, 0.18558996066839753 + 0.*I, 0.11777701173858458 + 0.*I, 0.09001235848999924 + 0.*I, 0.13170337184920114 + 0.*I}
{0.13926073533200856 + 0.*I, 0.08241439516779026 + 0.*I, 0.0070192633186028095 + 0.*I, 0.017209326351785847 + 0.*I, 0.017118475057387176 + 0.*I, 0.024558620264802936 + 0.*I, 0.020357578475405095 + 0.*I, 0.003324209468202888 + 0.*I, 0.07589383748460854 + 0.*I, 0.18483143799139515 + 0.*I, 0.12118043358639864 + 0.*I, 0.0877947983363825 + 0.*I, 0.13154648224940058 + 0.*I}
{0.13926073533200856 + 0.*I, 0.08241439516779026 + 0.*I, 0.0070192633186028095 + 0.*I, 0.017209326351785847 + 0.*I, 0.017118475057387176 + 0.*I, 0.024558620264802936 + 0.*I, 0.020357578475405095 + 0.*I, 0.003324209468202888 + 0.*I, 0.07589383748460854 + 0.*I, 0.18483143799139515 + 0.*I, 0.12118043358639864 + 0.*I, 0.0877947983363825 + 0.*I, 0.13154648224940058 + 0.*I}
{0.13926073533200856 + 0.*I, 0.08241439516779026 + 0.*I, 0.0070192633186028095 + 0.*I, 0.017209326351785847 + 0.*I, 0.017118475057387176 + 0.*I, 0.024558620264802936 + 0.*I, 0.020357578475405095 + 0.*I, 0.003324209468202888 + 0.*I, 0.07589383748460854 + 0.*I, 0.18483143799139515 + 0.*I, 0.12118043358639864 + 0.*I, 0.0877947983363825 + 0.*I, 0.13154648224940058 + 0.*I}
{0.13926073533200856 + 0.*I, 0.08241439516779026 + 0.*I, 0.0070192633186028095 + 0.*I, 0.017209326351785847 + 0.*I, 0.017118475057387176 + 0.*I, 0.024558620264802936 + 0.*I, 0.020357578475405095 + 0.*I, 0.003324209468202888 + 0.*I, 0.07589383748460854 + 0.*I, 0.18483143799139515 + 0.*I, 0.12118043358639864 + 0.*I, 0.0877947983363825 + 0.*I, 0.13154648224940058 + 0.*I}
{0.13926073533200856 + 0.*I, 0.08241439516779026 + 0.*I, 0.0070192633186028095 + 0.*I, 0.017209326351785847 + 0.*I, 0.017118475057387176 + 0.*I, 0.024558620264802936 + 0.*I, 0.020357578475405095 + 0.*I, 0.003324209468202888 + 0.*I, 0.07589383748460854 + 0.*I, 0.18483143799139515 + 0.*I, 0.12118043358639864 + 0.*I, 0.0877947983363825 + 0.*I, 0.13154648224940058 + 0.*I}
{0.13926073533200856 + 0.*I, 0.08241439516779026 + 0.*I, 0.0070192633186028095 + 0.*I, 0.017209326351785847 + 0.*I, 0.017118475057387176 + 0.*I, 0.024558620264802936 + 0.*I, 0.020357578475405095 + 0.*I, 0.003324209468202888 + 0.*I, 0.07589383748460854 + 0.*I, 0.18483143799139515 + 0.*I, 0.12118043358639864 + 0.*I, 0.0877947983363825 + 0.*I, 0.13154648224940058 + 0.*I}
{0.13926073533200856 + 0.*I, 0.08241439516779026 + 0.*I, 0.0070192633186028095 + 0.*I, 0.017209326351785847 + 0.*I, 0.017118475057387176 + 0.*I, 0.024558620264802936 + 0.*I, 0.020357578475405095 + 0.*I, 0.003324209468202888 + 0.*I, 0.07589383748460854 + 0.*I, 0.18483143799139515 + 0.*I, 0.12118043358639864 + 0.*I, 0.0877947983363825 + 0.*I, 0.13154648224940058 + 0.*I}
{0.13926073533200856 + 0.*I, 0.08241439516779026 + 0.*I, 0.0070192633186028095 + 0.*I, 0.017209326351785847 + 0.*I, 0.017118475057387176 + 0.*I, 0.024558620264802936 + 0.*I, 0.020357578475405095 + 0.*I, 0.003324209468202888 + 0.*I, 0.07589383748460854 + 0.*I, 0.18483143799139515 + 0.*I, 0.12118043358639864 + 0.*I, 0.0877947983363825 + 0.*I, 0.13154648224940058 + 0.*I}
{0.13926073533200856 + 0.*I, 0.08241439516779026 + 0.*I, 0.0070192633186028095 + 0.*I, 0.017209326351785847 + 0.*I, 0.017118475057387176 + 0.*I, 0.024558620264802936 + 0.*I, 0.020357578475405095 + 0.*I, 0.003324209468202888 + 0.*I, 0.07589383748460854 + 0.*I, 0.18483143799139515 + 0.*I, 0.12118043358639864 + 0.*I, 0.0877947983363825 + 0.*I, 0.13154648224940058 + 0.*I}
{0.13926073533200856 + 0.*I, 0.08241439516779026 + 0.*I, 0.0070192633186028095 + 0.*I, 0.017209326351785847 + 0.*I, 0.017118475057387176 + 0.*I, 0.024558620264802936 + 0.*I, 0.020357578475405095 + 0.*I, 0.003324209468202888 + 0.*I, 0.07589383748460854 + 0.*I, 0.18483143799139515 + 0.*I, 0.12118043358639864 + 0.*I, 0.0877947983363825 + 0.*I, 0.13154648224940058 + 0.*I}
{0.13932844142900416 + 0.*I, 0.08243076407700724 + 0.*I, 0.00701404823999774 + 0.*I, 0.017289331281000745 + 0.*I, 0.017083504684189954 + 0.*I, 0.02432759052000133 + 0.*I, 0.02074497673740794 + 0.*I, 0.0030584174156134125 + 0.*I, 0.07364504571620856 + 0.*I, 0.18400684263339964 + 0.*I, 0.12456687056898731 + 0.*I, 0.08554110210319267 + 0.*I, 0.13132273159519592 + 0.*I}
{0.13932844142900416 + 0.*I, 0.08243076407700724 + 0.*I, 0.00701404823999774 + 0.*I, 0.017289331281000745 + 0.*I, 0.017083504684189954 + 0.*I, 0.02432759052000133 + 0.*I, 0.02074497673740794 + 0.*I, 0.0030584174156134125 + 0.*I, 0.07364504571620856 + 0.*I, 0.18400684263339964 + 0.*I, 0.12456687056898731 + 0.*I, 0.08554110210319267 + 0.*I, 0.13132273159519592 + 0.*I}
{0.13932844142900416 + 0.*I, 0.08243076407700724 + 0.*I, 0.00701404823999774 + 0.*I, 0.017289331281000745 + 0.*I, 0.017083504684189954 + 0.*I, 0.02432759052000133 + 0.*I, 0.02074497673740794 + 0.*I, 0.0030584174156134125 + 0.*I, 0.07364504571620856 + 0.*I, 0.18400684263339964 + 0.*I, 0.12456687056898731 + 0.*I, 0.08554110210319267 + 0.*I, 0.13132273159519592 + 0.*I}
