{0. + 0.*I, 0.9999833334165987 + 0.*I, 0.9999833334165987 + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I}
{0.00010018908258579985 + 0.*I, 0.9996829025537891 + 0.*I, 0.99968290327761 + 0.*I, 0.00010018584939430752 + 0.*I, 2.5099922140725543*^-9 + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I}
{0.0004002441847950067 + 0.*I, 0.998783103730583 + 0.*I, 0.9987831152836025 + 0.*I, 0.0004001925637986403 + 0.*I, 4.006699416692073*^-8 + 0.*I, 2.19824158875781*^-12 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 1.999160529904551*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I}
{0.0015967937704086668 + 0.*I, 0.9951942890163991 + 0.*I, 0.9951944730427986 + 0.*I, 0.0015959710808033378 + 0.*I, 6.385485917803635*^-7 + 0.*I, 1.1339817973521349*^-10 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 3.198700232688658*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I}
{0.002493149429594333 + 0.*I, 0.9925051871519929 + 0.*I, 0.9925056360385932 + 0.*I, 0.0024911419413964353 + 0.*I, 1.5581697931921212*^-6 + 0.*I, 4.331868197482436*^-10 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 2.2204460492503133*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 3.996802888650564*^-12 + 0.*I, 7.99681565968874*^-12 + 0.*I, 4.39648317751562*^-12 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.998401444325282*^-13 + 0.*I, 2.2204460492503133*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I}
{0.0035866977408094422 + 0.*I, 0.9892237307209895 + 0.*I, 0.9892246604221944 + 0.*I, 0.0035825380845899706 + 0.*I, 3.228667599941559*^-6 + 0.*I, 1.293209983543875*^-9 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 8.79296635503124*^-12 + 0.*I, 1.6593412017335043*^-11 + 0.*I, 9.992007221626409*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I}
{0.004876216870997041 + 0.*I, 0.9853531250466174 + 0.*I, 0.98535484489381 + 0.*I, 0.004868517791800642 + 0.*I, 5.97598119878029*^-6 + 0.*I, 3.257594194394642*^-9 + 0.*I, 2.3980817331903385*^-12 + 0.*I, 1.4210854715202006*^-12 + 0.*I, 1.4210854715202006*^-12 + 0.*I, 1.4210854715202006*^-12 + 0.*I, 1.4210854715202006*^-12 + 0.*I, 1.4210854715202006*^-12 + 0.*I, 1.4210854715202006*^-12 + 0.*I, 1.4210854715202006*^-12 + 0.*I, 1.4210854715202006*^-12 + 0.*I, 1.4210854715202006*^-12 + 0.*I, 1.4210854715202006*^-12 + 0.*I, 1.4210854715202006*^-12 + 0.*I, 1.4210854715202006*^-12 + 0.*I, 1.4210854715202006*^-12 + 0.*I, 1.4210854715202006*^-12 + 0.*I, 1.4210854715202006*^-12 + 0.*I, 1.4210854715202006*^-12 + 0.*I, 1.4210854715202006*^-12 + 0.*I, 1.4210854715202006*^-12 + 0.*I, 1.4210854715202006*^-12 + 0.*I, 1.4210854715202006*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.580957587066223*^-11 + 0.*I, 3.0598960889197106*^-11 + 0.*I, 1.7386092565629955*^-11 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.4210854715202006*^-12 + 0.*I, 1.4210854715202006*^-12 + 0.*I, 1.4210854715202006*^-12 + 0.*I, 1.4210854715202006*^-12 + 0.*I, 1.4210854715202006*^-12 + 0.*I, 1.4210854715202006*^-12 + 0.*I, 1.4210854715202006*^-12 + 0.*I, 1.4210854715202006*^-12 + 0.*I, 1.4210854715202006*^-12 + 0.*I, 1.4210854715202006*^-12 + 0.*I, 1.4210854715202006*^-12 + 0.*I, 1.4210854715202006*^-12 + 0.*I, 1.4210854715202006*^-12 + 0.*I, 1.4210854715202006*^-12 + 0.*I}
{0.006360265945781762 + 0.*I, 0.9808971500020025 + 0.*I, 0.9809000788789936 + 0.*I, 0.006347146317997599 + 0.*I, 0.000010183502796579091 + 0.*I, 7.250999800589853*^-9 + 0.*I, 4.218847493575595*^-12 + 0.*I, 1.4210854715202006*^-12 + 0.*I, 1.2212453270876722*^-12 + 0.*I, 1.2212453270876722*^-12 + 0.*I, 1.2212453270876722*^-12 + 0.*I, 1.2212453270876722*^-12 + 0.*I, 1.2212453270876722*^-12 + 0.*I, 1.2212453270876722*^-12 + 0.*I, 1.2212453270876722*^-12 + 0.*I, 1.2212453270876722*^-12 + 0.*I, 1.2212453270876722*^-12 + 0.*I, 1.2212453270876722*^-12 + 0.*I, 1.2212453270876722*^-12 + 0.*I, 1.2212453270876722*^-12 + 0.*I, 1.2212453270876722*^-12 + 0.*I, 1.2212453270876722*^-12 + 0.*I, 1.2212453270876722*^-12 + 0.*I, 1.2212453270876722*^-12 + 0.*I, 1.2212453270876722*^-12 + 0.*I, 1.2212453270876722*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 2.560174294785611*^-11 + 0.*I, 5.200145871317959*^-11 + 0.*I, 2.8599345114344032*^-11 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.2212453270876722*^-12 + 0.*I, 1.2212453270876722*^-12 + 0.*I, 1.2212453270876722*^-12 + 0.*I, 1.2212453270876722*^-12 + 0.*I, 1.2212453270876722*^-12 + 0.*I, 1.2212453270876722*^-12 + 0.*I, 1.2212453270876722*^-12 + 0.*I, 1.2212453270876722*^-12 + 0.*I, 1.2212453270876722*^-12 + 0.*I, 1.2212453270876722*^-12 + 0.*I, 1.2212453270876722*^-12 + 0.*I, 1.2212453270876722*^-12 + 0.*I, 1.2212453270876722*^-12 + 0.*I}
{0.006361846821612006 + 0.*I, 0.9808924024543808 + 0.*I, 0.9808953327907988 + 0.*I, 0.006348720648596818 + 0.*I, 0.000010188583421388842 + 0.*I, 7.2563954844895315*^-9 + 0.*I, 4.019007349143067*^-12 + 0.*I, 1.4210854715202006*^-12 + 0.*I, 1.2212453270876722*^-12 + 0.*I, 1.2212453270876722*^-12 + 0.*I, 1.2212453270876722*^-12 + 0.*I, 1.2212453270876722*^-12 + 0.*I, 1.2212453270876722*^-12 + 0.*I, 1.2212453270876722*^-12 + 0.*I, 1.2212453270876722*^-12 + 0.*I, 1.2212453270876722*^-12 + 0.*I, 1.2212453270876722*^-12 + 0.*I, 1.2212453270876722*^-12 + 0.*I, 1.2212453270876722*^-12 + 0.*I, 1.2212453270876722*^-12 + 0.*I, 1.2212453270876722*^-12 + 0.*I, 1.2212453270876722*^-12 + 0.*I, 1.2212453270876722*^-12 + 0.*I, 1.2212453270876722*^-12 + 0.*I, 1.2212453270876722*^-12 + 0.*I, 1.2212453270876722*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 2.560174294785611*^-11 + 0.*I, 5.1801618568818505*^-11 + 0.*I, 2.8599345114344032*^-11 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.2212453270876722*^-12 + 0.*I, 1.2212453270876722*^-12 + 0.*I, 1.2212453270876722*^-12 + 0.*I, 1.2212453270876722*^-12 + 0.*I, 1.2212453270876722*^-12 + 0.*I, 1.2212453270876722*^-12 + 0.*I, 1.2212453270876722*^-12 + 0.*I, 1.2212453270876722*^-12 + 0.*I, 1.2212453270876722*^-12 + 0.*I, 1.2212453270876722*^-12 + 0.*I, 1.2212453270876722*^-12 + 0.*I, 1.2212453270876722*^-12 + 0.*I, 1.2212453270876722*^-12 + 0.*I}
{0.008040732501002346 + 0.*I, 0.9758495028779901 + 0.*I, 0.9758541891399909 + 0.*I, 0.008019725918995137 + 0.*I, 0.000016305615790912498 + 0.*I, 1.470561450389596*^-8 + 0.*I, 9.392486788328826*^-12 + 0.*I, 1.8207657603852567*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 4.0811798385220754*^-11 + 0.*I, 8.280008623257586*^-11 + 0.*I, 4.54081217071689*^-11 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I}
{0.009909030741583892 + 0.*I, 0.9702352586102193 + 0.*I, 0.970242384483 + 0.*I, 0.009877063011187737 + 0.*I, 0.000024814207399970204 + 0.*I, 2.7636604116310082*^-8 + 0.*I, 1.820765760385257*^-11 + 0.*I, 7.993605777301128*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 5.999645225074346*^-11 + 0.*I, 1.2600510923199676*^-10 + 0.*I, 6.701306176637446*^-11 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 5.995204332975846*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I}
