{0., 1., 0., 1., 0., 0., 0., 0., 0., 0., 0., 0., 0.}
{1.1991150505874515*^-7, 0.9996002931335141, 1.9984014443252818*^-15, 0.999600293135278, 1.1990943704631718*^-7, 2.564060075371799*^-12, 9.992007221626409*^-16, 9.992007221626409*^-16, 9.992007221626409*^-16, 9.992007221626409*^-16, 9.992007221626409*^-16, 1.9984014443252818*^-15, 9.992007221626409*^-16}
{1.9143453339198757*^-6, 0.9984046805647919, 5.295763827461997*^-14, 0.998404680677221, 1.9142127439808476*^-6, 1.63584923384974*^-10, 9.992007221626409*^-15, 2.4980018054066022*^-14, 2.4980018054066022*^-14, 2.5979218776228663*^-14, 2.609024107869118*^-14, 2.4980018054066022*^-14, 9.992007221626409*^-15}
{9.655761392002304*^-6, 0.996423614941587, 1.425970452828551*^-12, 0.996423616212021, 9.6542442580283*^-6, 1.8525669887026197*^-9, 3.480549182199866*^-13, 6.979972155818359*^-13, 6.979972155818359*^-13, 6.989964163039986*^-13, 6.999956170261612*^-13, 6.979972155818359*^-13, 3.5005331966431186*^-13}
{0.000030360407584084648, 0.993674281298826, 1.4078072041456835*^-11, 0.993674288357894, 0.000030351830925035017, 1.0325144961242927*^-8, 3.3930636078594034*^-12, 6.858069667714517*^-12, 6.85906886843668*^-12, 6.860068069158842*^-12, 6.85906886843668*^-12, 6.8620664706031675*^-12, 3.4320324360237464*^-12}
{0.0000736347988899988, 0.990180250268925, 8.27899970801127*^-11, 0.9901802768150549, 0.00007360183146898347, 3.898169798066675*^-8, 1.9731993816662907*^-11, 4.0103032006300054*^-11, 4.010403120702222*^-11, 4.010491938544192*^-11, 4.0103920184719755*^-11, 4.013200882724277*^-11, 2.0096924124857196*^-11}
{0.00015146716522995707, 0.9859710068282089, 3.5010194743279044*^-10, 0.985971084725923, 0.00015136784418701144, 1.1494271801026912*^-7, 8.222700298432528*^-11, 1.6837797822688572*^-10, 1.6837398142399707*^-10, 1.6837398142399707*^-10, 1.6837398142399707*^-10, 1.6854295736834501*^-10, 8.444900334581007*^-11}
{0.0002779699334239938, 0.981081368139242, 1.1783199971304725*^-9, 0.981081560579701, 0.000277716968226982, 2.855885240515832*^-7, 2.7194602125746314*^-10, 5.618809861829277*^-10, 5.618560061648736*^-10, 5.618590037670401*^-10, 5.61858004566318*^-10, 5.626350496612531*^-10, 2.821650690876254*^-10}
{0.00046908061339001605, 0.975550806975837, 3.3526439402464803*^-9, 0.975551225778948, 0.0004685108174989905, 6.256569509144327*^-7, 7.578440097688599*^-10, 1.5828059973799213*^-9, 1.5826900900961505*^-9, 1.5826909782745702*^-9, 1.582689979073848*^-9, 1.5855989854429708*^-9, 7.959339853869096*^-10}
{0.0007422294740970781, 0.969422699499079, 8.385101946117857*^-9, 0.9694235262532089, 0.0007410610438469689, 1.2444673159750508*^-6, 1.8501269405390985*^-9, 3.913566026803039*^-9, 3.913102952779468*^-9, 3.913101065400326*^-9, 3.9130989559765794*^-9, 3.9223779779717916*^-9, 1.971107055354082*^-9}
