{0. + 0.*I, 0.9999833334165987 + 0.*I, 0.9999833334165987 + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I}
{0.008317192847795418 + 0.*I, 0.976110748967596 + 0.*I, 0.9751388450715881 + 0.*I, 0.09975994329760318 + 0.*I, 0.10604692766600365 + 0.*I, 0.0029674380576105728 + 0.*I, 0.000034448945807064035 + 0.*I, 2.2413100264628843*^-7 + 0.*I, 8.939959883491612*^-10 + 0.*I, 4.6207482284899015*^-11 + 0.*I, 4.9182879990894435*^-11 + 0.*I, 4.9182879990894435*^-11 + 0.*I, 4.9182879990894435*^-11 + 0.*I, 4.9182879990894435*^-11 + 0.*I, 4.9182879990894435*^-11 + 0.*I}
{0.008317192847795418 + 0.*I, 0.976110748967596 + 0.*I, 0.9751388450715881 + 0.*I, 0.09975994329760318 + 0.*I, 0.10604692766600365 + 0.*I, 0.0029674380576105728 + 0.*I, 0.000034448945807064035 + 0.*I, 2.2413100264628843*^-7 + 0.*I, 8.939959883491612*^-10 + 0.*I, 4.6207482284899015*^-11 + 0.*I, 4.9182879990894435*^-11 + 0.*I, 4.9182879990894435*^-11 + 0.*I, 4.9182879990894435*^-11 + 0.*I, 4.9182879990894435*^-11 + 0.*I, 4.9182879990894435*^-11 + 0.*I}
{0.008317192847795418 + 0.*I, 0.976110748967596 + 0.*I, 0.9751388450715881 + 0.*I, 0.09975994329760318 + 0.*I, 0.10604692766600365 + 0.*I, 0.0029674380576105728 + 0.*I, 0.000034448945807064035 + 0.*I, 2.2413100264628843*^-7 + 0.*I, 8.939959883491612*^-10 + 0.*I, 4.6207482284899015*^-11 + 0.*I, 4.9182879990894435*^-11 + 0.*I, 4.9182879990894435*^-11 + 0.*I, 4.9182879990894435*^-11 + 0.*I, 4.9182879990894435*^-11 + 0.*I, 4.9182879990894435*^-11 + 0.*I}
{0.008317192847795418 + 0.*I, 0.976110748967596 + 0.*I, 0.9751388450715881 + 0.*I, 0.09975994329760318 + 0.*I, 0.10604692766600365 + 0.*I, 0.0029674380576105728 + 0.*I, 0.000034448945807064035 + 0.*I, 2.2413100264628843*^-7 + 0.*I, 8.939959883491612*^-10 + 0.*I, 4.6207482284899015*^-11 + 0.*I, 4.9182879990894435*^-11 + 0.*I, 4.9182879990894435*^-11 + 0.*I, 4.9182879990894435*^-11 + 0.*I, 4.9182879990894435*^-11 + 0.*I, 4.9182879990894435*^-11 + 0.*I}
{0.008317192847795418 + 0.*I, 0.976110748967596 + 0.*I, 0.9751388450715881 + 0.*I, 0.09975994329760318 + 0.*I, 0.10604692766600365 + 0.*I, 0.0029674380576105728 + 0.*I, 0.000034448945807064035 + 0.*I, 2.2413100264628843*^-7 + 0.*I, 8.939959883491612*^-10 + 0.*I, 4.6207482284899015*^-11 + 0.*I, 4.9182879990894435*^-11 + 0.*I, 4.9182879990894435*^-11 + 0.*I, 4.9182879990894435*^-11 + 0.*I, 4.9182879990894435*^-11 + 0.*I, 4.9182879990894435*^-11 + 0.*I}
{0.008317192847795418 + 0.*I, 0.976110748967596 + 0.*I, 0.9751388450715881 + 0.*I, 0.09975994329760318 + 0.*I, 0.10604692766600365 + 0.*I, 0.0029674380576105728 + 0.*I, 0.000034448945807064035 + 0.*I, 2.2413100264628843*^-7 + 0.*I, 8.939959883491612*^-10 + 0.*I, 4.6207482284899015*^-11 + 0.*I, 4.9182879990894435*^-11 + 0.*I, 4.9182879990894435*^-11 + 0.*I, 4.9182879990894435*^-11 + 0.*I, 4.9182879990894435*^-11 + 0.*I, 4.9182879990894435*^-11 + 0.*I}
{0.008317192847795418 + 0.*I, 0.976110748967596 + 0.*I, 0.9751388450715881 + 0.*I, 0.09975994329760318 + 0.*I, 0.10604692766600365 + 0.*I, 0.0029674380576105728 + 0.*I, 0.000034448945807064035 + 0.*I, 2.2413100264628843*^-7 + 0.*I, 8.939959883491612*^-10 + 0.*I, 4.6207482284899015*^-11 + 0.*I, 4.9182879990894435*^-11 + 0.*I, 4.9182879990894435*^-11 + 0.*I, 4.9182879990894435*^-11 + 0.*I, 4.9182879990894435*^-11 + 0.*I, 4.9182879990894435*^-11 + 0.*I}
{0.008317192847795418 + 0.*I, 0.976110748967596 + 0.*I, 0.9751388450715881 + 0.*I, 0.09975994329760318 + 0.*I, 0.10604692766600365 + 0.*I, 0.0029674380576105728 + 0.*I, 0.000034448945807064035 + 0.*I, 2.2413100264628843*^-7 + 0.*I, 8.939959883491612*^-10 + 0.*I, 4.6207482284899015*^-11 + 0.*I, 4.9182879990894435*^-11 + 0.*I, 4.9182879990894435*^-11 + 0.*I, 4.9182879990894435*^-11 + 0.*I, 4.9182879990894435*^-11 + 0.*I, 4.9182879990894435*^-11 + 0.*I}
{0.008317192847795418 + 0.*I, 0.976110748967596 + 0.*I, 0.9751388450715881 + 0.*I, 0.09975994329760318 + 0.*I, 0.10604692766600365 + 0.*I, 0.0029674380576105728 + 0.*I, 0.000034448945807064035 + 0.*I, 2.2413100264628843*^-7 + 0.*I, 8.939959883491612*^-10 + 0.*I, 4.6207482284899015*^-11 + 0.*I, 4.9182879990894435*^-11 + 0.*I, 4.9182879990894435*^-11 + 0.*I, 4.9182879990894435*^-11 + 0.*I, 4.9182879990894435*^-11 + 0.*I, 4.9182879990894435*^-11 + 0.*I}
{0.008317192847795418 + 0.*I, 0.976110748967596 + 0.*I, 0.9751388450715881 + 0.*I, 0.09975994329760318 + 0.*I, 0.10604692766600365 + 0.*I, 0.0029674380576105728 + 0.*I, 0.000034448945807064035 + 0.*I, 2.2413100264628843*^-7 + 0.*I, 8.939959883491612*^-10 + 0.*I, 4.6207482284899015*^-11 + 0.*I, 4.9182879990894435*^-11 + 0.*I, 4.9182879990894435*^-11 + 0.*I, 4.9182879990894435*^-11 + 0.*I, 4.9182879990894435*^-11 + 0.*I, 4.9182879990894435*^-11 + 0.*I}
{0.0074890881618161495 + 0.*I, 0.9782996678137867 + 0.*I, 0.9769932212208009 + 0.*I, 0.10714610195079745 + 0.*I, 0.11253347638640057 + 0.*I, 0.003366233555412989 + 0.*I, 0.00004163727018724473 + 0.*I, 2.879018135004685*^-7 + 0.*I, 1.2346124123041593*^-9 + 0.*I, 4.638511796883904*^-11 + 0.*I, 5.040412531798211*^-11 + 0.*I, 5.040412531798211*^-11 + 0.*I, 5.040412531798211*^-11 + 0.*I, 5.040412531798211*^-11 + 0.*I, 5.040412531798211*^-11 + 0.*I}
{0.0074890881618161495 + 0.*I, 0.9782996678137867 + 0.*I, 0.9769932212208009 + 0.*I, 0.10714610195079745 + 0.*I, 0.11253347638640057 + 0.*I, 0.003366233555412989 + 0.*I, 0.00004163727018724473 + 0.*I, 2.879018135004685*^-7 + 0.*I, 1.2346124123041593*^-9 + 0.*I, 4.638511796883904*^-11 + 0.*I, 5.040412531798211*^-11 + 0.*I, 5.040412531798211*^-11 + 0.*I, 5.040412531798211*^-11 + 0.*I, 5.040412531798211*^-11 + 0.*I, 5.040412531798211*^-11 + 0.*I}
{0.0074890881618161495 + 0.*I, 0.9782996678137867 + 0.*I, 0.9769932212208009 + 0.*I, 0.10714610195079745 + 0.*I, 0.11253347638640057 + 0.*I, 0.003366233555412989 + 0.*I, 0.00004163727018724473 + 0.*I, 2.879018135004685*^-7 + 0.*I, 1.2346124123041593*^-9 + 0.*I, 4.638511796883904*^-11 + 0.*I, 5.040412531798211*^-11 + 0.*I, 5.040412531798211*^-11 + 0.*I, 5.040412531798211*^-11 + 0.*I, 5.040412531798211*^-11 + 0.*I, 5.040412531798211*^-11 + 0.*I}
{0.0074890881618161495 + 0.*I, 0.9782996678137867 + 0.*I, 0.9769932212208009 + 0.*I, 0.10714610195079745 + 0.*I, 0.11253347638640057 + 0.*I, 0.003366233555412989 + 0.*I, 0.00004163727018724473 + 0.*I, 2.879018135004685*^-7 + 0.*I, 1.2346124123041593*^-9 + 0.*I, 4.638511796883904*^-11 + 0.*I, 5.040412531798211*^-11 + 0.*I, 5.040412531798211*^-11 + 0.*I, 5.040412531798211*^-11 + 0.*I, 5.040412531798211*^-11 + 0.*I, 5.040412531798211*^-11 + 0.*I}
{0.0074890881618161495 + 0.*I, 0.9782996678137867 + 0.*I, 0.9769932212208009 + 0.*I, 0.10714610195079745 + 0.*I, 0.11253347638640057 + 0.*I, 0.003366233555412989 + 0.*I, 0.00004163727018724473 + 0.*I, 2.879018135004685*^-7 + 0.*I, 1.2346124123041593*^-9 + 0.*I, 4.638511796883904*^-11 + 0.*I, 5.040412531798211*^-11 + 0.*I, 5.040412531798211*^-11 + 0.*I, 5.040412531798211*^-11 + 0.*I, 5.040412531798211*^-11 + 0.*I, 5.040412531798211*^-11 + 0.*I}
{0.0074890881618161495 + 0.*I, 0.9782996678137867 + 0.*I, 0.9769932212208009 + 0.*I, 0.10714610195079745 + 0.*I, 0.11253347638640057 + 0.*I, 0.003366233555412989 + 0.*I, 0.00004163727018724473 + 0.*I, 2.879018135004685*^-7 + 0.*I, 1.2346124123041593*^-9 + 0.*I, 4.638511796883904*^-11 + 0.*I, 5.040412531798211*^-11 + 0.*I, 5.040412531798211*^-11 + 0.*I, 5.040412531798211*^-11 + 0.*I, 5.040412531798211*^-11 + 0.*I, 5.040412531798211*^-11 + 0.*I}
{0.0074890881618161495 + 0.*I, 0.9782996678137867 + 0.*I, 0.9769932212208009 + 0.*I, 0.10714610195079745 + 0.*I, 0.11253347638640057 + 0.*I, 0.003366233555412989 + 0.*I, 0.00004163727018724473 + 0.*I, 2.879018135004685*^-7 + 0.*I, 1.2346124123041593*^-9 + 0.*I, 4.638511796883904*^-11 + 0.*I, 5.040412531798211*^-11 + 0.*I, 5.040412531798211*^-11 + 0.*I, 5.040412531798211*^-11 + 0.*I, 5.040412531798211*^-11 + 0.*I, 5.040412531798211*^-11 + 0.*I}
{0.0074890881618161495 + 0.*I, 0.9782996678137867 + 0.*I, 0.9769932212208009 + 0.*I, 0.10714610195079745 + 0.*I, 0.11253347638640057 + 0.*I, 0.003366233555412989 + 0.*I, 0.00004163727018724473 + 0.*I, 2.879018135004685*^-7 + 0.*I, 1.2346124123041593*^-9 + 0.*I, 4.638511796883904*^-11 + 0.*I, 5.040412531798211*^-11 + 0.*I, 5.040412531798211*^-11 + 0.*I, 5.040412531798211*^-11 + 0.*I, 5.040412531798211*^-11 + 0.*I, 5.040412531798211*^-11 + 0.*I}
{0.0074890881618161495 + 0.*I, 0.9782996678137867 + 0.*I, 0.9769932212208009 + 0.*I, 0.10714610195079745 + 0.*I, 0.11253347638640057 + 0.*I, 0.003366233555412989 + 0.*I, 0.00004163727018724473 + 0.*I, 2.879018135004685*^-7 + 0.*I, 1.2346124123041593*^-9 + 0.*I, 4.638511796883904*^-11 + 0.*I, 5.040412531798211*^-11 + 0.*I, 5.040412531798211*^-11 + 0.*I, 5.040412531798211*^-11 + 0.*I, 5.040412531798211*^-11 + 0.*I, 5.040412531798211*^-11 + 0.*I}
{0.0074890881618161495 + 0.*I, 0.9782996678137867 + 0.*I, 0.9769932212208009 + 0.*I, 0.10714610195079745 + 0.*I, 0.11253347638640057 + 0.*I, 0.003366233555412989 + 0.*I, 0.00004163727018724473 + 0.*I, 2.879018135004685*^-7 + 0.*I, 1.2346124123041593*^-9 + 0.*I, 4.638511796883904*^-11 + 0.*I, 5.040412531798211*^-11 + 0.*I, 5.040412531798211*^-11 + 0.*I, 5.040412531798211*^-11 + 0.*I, 5.040412531798211*^-11 + 0.*I, 5.040412531798211*^-11 + 0.*I}
{0.006757949326385848 + 0.*I, 0.9801224947382005 + 0.*I, 0.9784230954839935 + 0.*I, 0.11441041644020129 + 0.*I, 0.11901746364300082 + 0.*I, 0.00379992433978682 + 0.*I, 0.000050008022389747 + 0.*I, 3.6696399252633677*^-7 + 0.*I, 1.6834089677786322*^-9 + 0.*I, 4.6007642140466493*^-11 + 0.*I, 5.1803006329009804*^-11 + 0.*I, 5.1803006329009804*^-11 + 0.*I, 5.1803006329009804*^-11 + 0.*I, 5.1803006329009804*^-11 + 0.*I, 5.1803006329009804*^-11 + 0.*I}
{0.006757949326385848 + 0.*I, 0.9801224947382005 + 0.*I, 0.9784230954839935 + 0.*I, 0.11441041644020129 + 0.*I, 0.11901746364300082 + 0.*I, 0.00379992433978682 + 0.*I, 0.000050008022389747 + 0.*I, 3.6696399252633677*^-7 + 0.*I, 1.6834089677786322*^-9 + 0.*I, 4.6007642140466493*^-11 + 0.*I, 5.1803006329009804*^-11 + 0.*I, 5.1803006329009804*^-11 + 0.*I, 5.1803006329009804*^-11 + 0.*I, 5.1803006329009804*^-11 + 0.*I, 5.1803006329009804*^-11 + 0.*I}
{0.006757949326385848 + 0.*I, 0.9801224947382005 + 0.*I, 0.9784230954839935 + 0.*I, 0.11441041644020129 + 0.*I, 0.11901746364300082 + 0.*I, 0.00379992433978682 + 0.*I, 0.000050008022389747 + 0.*I, 3.6696399252633677*^-7 + 0.*I, 1.6834089677786322*^-9 + 0.*I, 4.6007642140466493*^-11 + 0.*I, 5.1803006329009804*^-11 + 0.*I, 5.1803006329009804*^-11 + 0.*I, 5.1803006329009804*^-11 + 0.*I, 5.1803006329009804*^-11 + 0.*I, 5.1803006329009804*^-11 + 0.*I}
{0.006757949326385848 + 0.*I, 0.9801224947382005 + 0.*I, 0.9784230954839935 + 0.*I, 0.11441041644020129 + 0.*I, 0.11901746364300082 + 0.*I, 0.00379992433978682 + 0.*I, 0.000050008022389747 + 0.*I, 3.6696399252633677*^-7 + 0.*I, 1.6834089677786322*^-9 + 0.*I, 4.6007642140466493*^-11 + 0.*I, 5.1803006329009804*^-11 + 0.*I, 5.1803006329009804*^-11 + 0.*I, 5.1803006329009804*^-11 + 0.*I, 5.1803006329009804*^-11 + 0.*I, 5.1803006329009804*^-11 + 0.*I}
{0.006757949326385848 + 0.*I, 0.9801224947382005 + 0.*I, 0.9784230954839935 + 0.*I, 0.11441041644020129 + 0.*I, 0.11901746364300082 + 0.*I, 0.00379992433978682 + 0.*I, 0.000050008022389747 + 0.*I, 3.6696399252633677*^-7 + 0.*I, 1.6834089677786322*^-9 + 0.*I, 4.6007642140466493*^-11 + 0.*I, 5.1803006329009804*^-11 + 0.*I, 5.1803006329009804*^-11 + 0.*I, 5.1803006329009804*^-11 + 0.*I, 5.1803006329009804*^-11 + 0.*I, 5.1803006329009804*^-11 + 0.*I}
{0.006757949326385848 + 0.*I, 0.9801224947382005 + 0.*I, 0.9784230954839935 + 0.*I, 0.11441041644020129 + 0.*I, 0.11901746364300082 + 0.*I, 0.00379992433978682 + 0.*I, 0.000050008022389747 + 0.*I, 3.6696399252633677*^-7 + 0.*I, 1.6834089677786322*^-9 + 0.*I, 4.6007642140466493*^-11 + 0.*I, 5.1803006329009804*^-11 + 0.*I, 5.1803006329009804*^-11 + 0.*I, 5.1803006329009804*^-11 + 0.*I, 5.1803006329009804*^-11 + 0.*I, 5.1803006329009804*^-11 + 0.*I}
{0.006757949326385848 + 0.*I, 0.9801224947382005 + 0.*I, 0.9784230954839935 + 0.*I, 0.11441041644020129 + 0.*I, 0.11901746364300082 + 0.*I, 0.00379992433978682 + 0.*I, 0.000050008022389747 + 0.*I, 3.6696399252633677*^-7 + 0.*I, 1.6834089677786322*^-9 + 0.*I, 4.6007642140466493*^-11 + 0.*I, 5.1803006329009804*^-11 + 0.*I, 5.1803006329009804*^-11 + 0.*I, 5.1803006329009804*^-11 + 0.*I, 5.1803006329009804*^-11 + 0.*I, 5.1803006329009804*^-11 + 0.*I}
{0.006757949326385848 + 0.*I, 0.9801224947382005 + 0.*I, 0.9784230954839935 + 0.*I, 0.11441041644020129 + 0.*I, 0.11901746364300082 + 0.*I, 0.00379992433978682 + 0.*I, 0.000050008022389747 + 0.*I, 3.6696399252633677*^-7 + 0.*I, 1.6834089677786322*^-9 + 0.*I, 4.6007642140466493*^-11 + 0.*I, 5.1803006329009804*^-11 + 0.*I, 5.1803006329009804*^-11 + 0.*I, 5.1803006329009804*^-11 + 0.*I, 5.1803006329009804*^-11 + 0.*I, 5.1803006329009804*^-11 + 0.*I}
{0.006757949326385848 + 0.*I, 0.9801224947382005 + 0.*I, 0.9784230954839935 + 0.*I, 0.11441041644020129 + 0.*I, 0.11901746364300082 + 0.*I, 0.00379992433978682 + 0.*I, 0.000050008022389747 + 0.*I, 3.6696399252633677*^-7 + 0.*I, 1.6834089677786322*^-9 + 0.*I, 4.6007642140466493*^-11 + 0.*I, 5.1803006329009804*^-11 + 0.*I, 5.1803006329009804*^-11 + 0.*I, 5.1803006329009804*^-11 + 0.*I, 5.1803006329009804*^-11 + 0.*I, 5.1803006329009804*^-11 + 0.*I}
{0.006757949326385848 + 0.*I, 0.9801224947382005 + 0.*I, 0.9784230954839935 + 0.*I, 0.11441041644020129 + 0.*I, 0.11901746364300082 + 0.*I, 0.00379992433978682 + 0.*I, 0.000050008022389747 + 0.*I, 3.6696399252633677*^-7 + 0.*I, 1.6834089677786322*^-9 + 0.*I, 4.6007642140466493*^-11 + 0.*I, 5.1803006329009804*^-11 + 0.*I, 5.1803006329009804*^-11 + 0.*I, 5.1803006329009804*^-11 + 0.*I, 5.1803006329009804*^-11 + 0.*I, 5.1803006329009804*^-11 + 0.*I}
{0.006136428119796201 + 0.*I, 0.981532436518784 + 0.*I, 0.9793772722755946 + 0.*I, 0.12152255268780138 + 0.*I, 0.12548432187999836 + 0.*I, 0.0042696537966069315 + 0.*I, 0.00005970240919417336 + 0.*I, 4.6431498645915786*^-7 + 0.*I, 2.269806564925148*^-9 + 0.*I, 4.5008441418303846*^-11 + 0.*I, 5.32018873400375*^-11 + 0.*I, 5.32018873400375*^-11 + 0.*I, 5.32018873400375*^-11 + 0.*I, 5.32018873400375*^-11 + 0.*I, 5.32018873400375*^-11 + 0.*I}
{0.006136428119796201 + 0.*I, 0.981532436518784 + 0.*I, 0.9793772722755946 + 0.*I, 0.12152255268780138 + 0.*I, 0.12548432187999836 + 0.*I, 0.0042696537966069315 + 0.*I, 0.00005970240919417336 + 0.*I, 4.6431498645915786*^-7 + 0.*I, 2.269806564925148*^-9 + 0.*I, 4.5008441418303846*^-11 + 0.*I, 5.32018873400375*^-11 + 0.*I, 5.32018873400375*^-11 + 0.*I, 5.32018873400375*^-11 + 0.*I, 5.32018873400375*^-11 + 0.*I, 5.32018873400375*^-11 + 0.*I}
{0.006136428119796201 + 0.*I, 0.981532436518784 + 0.*I, 0.9793772722755946 + 0.*I, 0.12152255268780138 + 0.*I, 0.12548432187999836 + 0.*I, 0.0042696537966069315 + 0.*I, 0.00005970240919417336 + 0.*I, 4.6431498645915786*^-7 + 0.*I, 2.269806564925148*^-9 + 0.*I, 4.5008441418303846*^-11 + 0.*I, 5.32018873400375*^-11 + 0.*I, 5.32018873400375*^-11 + 0.*I, 5.32018873400375*^-11 + 0.*I, 5.32018873400375*^-11 + 0.*I, 5.32018873400375*^-11 + 0.*I}
{0.006136428119796201 + 0.*I, 0.981532436518784 + 0.*I, 0.9793772722755946 + 0.*I, 0.12152255268780138 + 0.*I, 0.12548432187999836 + 0.*I, 0.0042696537966069315 + 0.*I, 0.00005970240919417336 + 0.*I, 4.6431498645915786*^-7 + 0.*I, 2.269806564925148*^-9 + 0.*I, 4.5008441418303846*^-11 + 0.*I, 5.32018873400375*^-11 + 0.*I, 5.32018873400375*^-11 + 0.*I, 5.32018873400375*^-11 + 0.*I, 5.32018873400375*^-11 + 0.*I, 5.32018873400375*^-11 + 0.*I}
{0.006136428119796201 + 0.*I, 0.981532436518784 + 0.*I, 0.9793772722755946 + 0.*I, 0.12152255268780138 + 0.*I, 0.12548432187999836 + 0.*I, 0.0042696537966069315 + 0.*I, 0.00005970240919417336 + 0.*I, 4.6431498645915786*^-7 + 0.*I, 2.269806564925148*^-9 + 0.*I, 4.5008441418303846*^-11 + 0.*I, 5.32018873400375*^-11 + 0.*I, 5.32018873400375*^-11 + 0.*I, 5.32018873400375*^-11 + 0.*I, 5.32018873400375*^-11 + 0.*I, 5.32018873400375*^-11 + 0.*I}
{0.006136428119796201 + 0.*I, 0.981532436518784 + 0.*I, 0.9793772722755946 + 0.*I, 0.12152255268780138 + 0.*I, 0.12548432187999836 + 0.*I, 0.0042696537966069315 + 0.*I, 0.00005970240919417336 + 0.*I, 4.6431498645915786*^-7 + 0.*I, 2.269806564925148*^-9 + 0.*I, 4.5008441418303846*^-11 + 0.*I, 5.32018873400375*^-11 + 0.*I, 5.32018873400375*^-11 + 0.*I, 5.32018873400375*^-11 + 0.*I, 5.32018873400375*^-11 + 0.*I, 5.32018873400375*^-11 + 0.*I}
{0.006136428119796201 + 0.*I, 0.981532436518784 + 0.*I, 0.9793772722755946 + 0.*I, 0.12152255268780138 + 0.*I, 0.12548432187999836 + 0.*I, 0.0042696537966069315 + 0.*I, 0.00005970240919417336 + 0.*I, 4.6431498645915786*^-7 + 0.*I, 2.269806564925148*^-9 + 0.*I, 4.5008441418303846*^-11 + 0.*I, 5.32018873400375*^-11 + 0.*I, 5.32018873400375*^-11 + 0.*I, 5.32018873400375*^-11 + 0.*I, 5.32018873400375*^-11 + 0.*I, 5.32018873400375*^-11 + 0.*I}
{0.006136428119796201 + 0.*I, 0.981532436518784 + 0.*I, 0.9793772722755946 + 0.*I, 0.12152255268780138 + 0.*I, 0.12548432187999836 + 0.*I, 0.0042696537966069315 + 0.*I, 0.00005970240919417336 + 0.*I, 4.6431498645915786*^-7 + 0.*I, 2.269806564925148*^-9 + 0.*I, 4.5008441418303846*^-11 + 0.*I, 5.32018873400375*^-11 + 0.*I, 5.32018873400375*^-11 + 0.*I, 5.32018873400375*^-11 + 0.*I, 5.32018873400375*^-11 + 0.*I, 5.32018873400375*^-11 + 0.*I}
{0.006136428119796201 + 0.*I, 0.981532436518784 + 0.*I, 0.9793772722755946 + 0.*I, 0.12152255268780138 + 0.*I, 0.12548432187999836 + 0.*I, 0.0042696537966069315 + 0.*I, 0.00005970240919417336 + 0.*I, 4.6431498645915786*^-7 + 0.*I, 2.269806564925148*^-9 + 0.*I, 4.5008441418303846*^-11 + 0.*I, 5.32018873400375*^-11 + 0.*I, 5.32018873400375*^-11 + 0.*I, 5.32018873400375*^-11 + 0.*I, 5.32018873400375*^-11 + 0.*I, 5.32018873400375*^-11 + 0.*I}
{0.006136428119796201 + 0.*I, 0.981532436518784 + 0.*I, 0.9793772722755946 + 0.*I, 0.12152255268780138 + 0.*I, 0.12548432187999836 + 0.*I, 0.0042696537966069315 + 0.*I, 0.00005970240919417336 + 0.*I, 4.6431498645915786*^-7 + 0.*I, 2.269806564925148*^-9 + 0.*I, 4.5008441418303846*^-11 + 0.*I, 5.32018873400375*^-11 + 0.*I, 5.32018873400375*^-11 + 0.*I, 5.32018873400375*^-11 + 0.*I, 5.32018873400375*^-11 + 0.*I, 5.32018873400375*^-11 + 0.*I}
{0.005634238256613245 + 0.*I, 0.9824918754907985 + 0.*I, 0.9798141131212024 + 0.*I, 0.12845815860940066 + 0.*I, 0.13192220809818966 + 0.*I, 0.004776492649205544 + 0.*I, 0.00007087165680985663 + 0.*I, 5.834086103106984*^-7 + 0.*I, 3.0295987940576197*^-9 + 0.*I, 4.320988011841109*^-11 + 0.*I, 5.440092820663267*^-11 + 0.*I, 5.4600768351065205*^-11 + 0.*I, 5.4600768351065205*^-11 + 0.*I, 5.4600768351065205*^-11 + 0.*I, 5.4600768351065205*^-11 + 0.*I}
{0.005634238256613245 + 0.*I, 0.9824918754907985 + 0.*I, 0.9798141131212024 + 0.*I, 0.12845815860940066 + 0.*I, 0.13192220809818966 + 0.*I, 0.004776492649205544 + 0.*I, 0.00007087165680985663 + 0.*I, 5.834086103106984*^-7 + 0.*I, 3.0295987940576197*^-9 + 0.*I, 4.320988011841109*^-11 + 0.*I, 5.440092820663267*^-11 + 0.*I, 5.4600768351065205*^-11 + 0.*I, 5.4600768351065205*^-11 + 0.*I, 5.4600768351065205*^-11 + 0.*I, 5.4600768351065205*^-11 + 0.*I}
{0.005634238256613245 + 0.*I, 0.9824918754907985 + 0.*I, 0.9798141131212024 + 0.*I, 0.12845815860940066 + 0.*I, 0.13192220809818966 + 0.*I, 0.004776492649205544 + 0.*I, 0.00007087165680985663 + 0.*I, 5.834086103106984*^-7 + 0.*I, 3.0295987940576197*^-9 + 0.*I, 4.320988011841109*^-11 + 0.*I, 5.440092820663267*^-11 + 0.*I, 5.4600768351065205*^-11 + 0.*I, 5.4600768351065205*^-11 + 0.*I, 5.4600768351065205*^-11 + 0.*I, 5.4600768351065205*^-11 + 0.*I}
{0.005634238256613245 + 0.*I, 0.9824918754907985 + 0.*I, 0.9798141131212024 + 0.*I, 0.12845815860940066 + 0.*I, 0.13192220809818966 + 0.*I, 0.004776492649205544 + 0.*I, 0.00007087165680985663 + 0.*I, 5.834086103106984*^-7 + 0.*I, 3.0295987940576197*^-9 + 0.*I, 4.320988011841109*^-11 + 0.*I, 5.440092820663267*^-11 + 0.*I, 5.4600768351065205*^-11 + 0.*I, 5.4600768351065205*^-11 + 0.*I, 5.4600768351065205*^-11 + 0.*I, 5.4600768351065205*^-11 + 0.*I}
{0.005634238256613245 + 0.*I, 0.9824918754907985 + 0.*I, 0.9798141131212024 + 0.*I, 0.12845815860940066 + 0.*I, 0.13192220809818966 + 0.*I, 0.004776492649205544 + 0.*I, 0.00007087165680985663 + 0.*I, 5.834086103106984*^-7 + 0.*I, 3.0295987940576197*^-9 + 0.*I, 4.320988011841109*^-11 + 0.*I, 5.440092820663267*^-11 + 0.*I, 5.4600768351065205*^-11 + 0.*I, 5.4600768351065205*^-11 + 0.*I, 5.4600768351065205*^-11 + 0.*I, 5.4600768351065205*^-11 + 0.*I}
{0.005634238256613245 + 0.*I, 0.9824918754907985 + 0.*I, 0.9798141131212024 + 0.*I, 0.12845815860940066 + 0.*I, 0.13192220809818966 + 0.*I, 0.004776492649205544 + 0.*I, 0.00007087165680985663 + 0.*I, 5.834086103106984*^-7 + 0.*I, 3.0295987940576197*^-9 + 0.*I, 4.320988011841109*^-11 + 0.*I, 5.440092820663267*^-11 + 0.*I, 5.4600768351065205*^-11 + 0.*I, 5.4600768351065205*^-11 + 0.*I, 5.4600768351065205*^-11 + 0.*I, 5.4600768351065205*^-11 + 0.*I}
{0.005634238256613245 + 0.*I, 0.9824918754907985 + 0.*I, 0.9798141131212024 + 0.*I, 0.12845815860940066 + 0.*I, 0.13192220809818966 + 0.*I, 0.004776492649205544 + 0.*I, 0.00007087165680985663 + 0.*I, 5.834086103106984*^-7 + 0.*I, 3.0295987940576197*^-9 + 0.*I, 4.320988011841109*^-11 + 0.*I, 5.440092820663267*^-11 + 0.*I, 5.4600768351065205*^-11 + 0.*I, 5.4600768351065205*^-11 + 0.*I, 5.4600768351065205*^-11 + 0.*I, 5.4600768351065205*^-11 + 0.*I}
{0.005634238256613245 + 0.*I, 0.9824918754907985 + 0.*I, 0.9798141131212024 + 0.*I, 0.12845815860940066 + 0.*I, 0.13192220809818966 + 0.*I, 0.004776492649205544 + 0.*I, 0.00007087165680985663 + 0.*I, 5.834086103106984*^-7 + 0.*I, 3.0295987940576197*^-9 + 0.*I, 4.320988011841109*^-11 + 0.*I, 5.440092820663267*^-11 + 0.*I, 5.4600768351065205*^-11 + 0.*I, 5.4600768351065205*^-11 + 0.*I, 5.4600768351065205*^-11 + 0.*I, 5.4600768351065205*^-11 + 0.*I}
