{0. + 0.*I, 0.9999833334165987 + 0.*I, 0.9999833334165987 + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I}
{0.09906605347278497 + 0.*I, 0.7639280106614023 + 0.*I, 0.3228699534091995 + 0.*I, 0.4896155609722008 + 0.*I, 0.42261947404460537 + 0.*I, 0.3002893108920102 + 0.*I, 0.09258194618659843 + 0.*I, 0.014632128475988715 + 0.*I, 0.0013921196474031563 + 0.*I, 0.00008842564778177576 + 0.*I, 4.017261989730514*^-6 + 0.*I, 1.368894109177177*^-7 + 0.*I, 3.445199681095801*^-9 + 0.*I, 1.2079226507921703*^-10 + 0.*I, 1.9699797348948778*^-10 + 0.*I}
{0.09906605347278497 + 0.*I, 0.7639280106614023 + 0.*I, 0.3228699534091995 + 0.*I, 0.4896155609722008 + 0.*I, 0.42261947404460537 + 0.*I, 0.3002893108920102 + 0.*I, 0.09258194618659843 + 0.*I, 0.014632128475988715 + 0.*I, 0.0013921196474031563 + 0.*I, 0.00008842564778177576 + 0.*I, 4.017261989730514*^-6 + 0.*I, 1.368894109177177*^-7 + 0.*I, 3.445199681095801*^-9 + 0.*I, 1.2079226507921703*^-10 + 0.*I, 1.9699797348948778*^-10 + 0.*I}
{0.09906605347278497 + 0.*I, 0.7639280106614023 + 0.*I, 0.3228699534091995 + 0.*I, 0.4896155609722008 + 0.*I, 0.42261947404460537 + 0.*I, 0.3002893108920102 + 0.*I, 0.09258194618659843 + 0.*I, 0.014632128475988715 + 0.*I, 0.0013921196474031563 + 0.*I, 0.00008842564778177576 + 0.*I, 4.017261989730514*^-6 + 0.*I, 1.368894109177177*^-7 + 0.*I, 3.445199681095801*^-9 + 0.*I, 1.2079226507921703*^-10 + 0.*I, 1.9699797348948778*^-10 + 0.*I}
{0.09906605347278497 + 0.*I, 0.7639280106614023 + 0.*I, 0.3228699534091995 + 0.*I, 0.4896155609722008 + 0.*I, 0.42261947404460537 + 0.*I, 0.3002893108920102 + 0.*I, 0.09258194618659843 + 0.*I, 0.014632128475988715 + 0.*I, 0.0013921196474031563 + 0.*I, 0.00008842564778177576 + 0.*I, 4.017261989730514*^-6 + 0.*I, 1.368894109177177*^-7 + 0.*I, 3.445199681095801*^-9 + 0.*I, 1.2079226507921703*^-10 + 0.*I, 1.9699797348948778*^-10 + 0.*I}
{0.09906605347278497 + 0.*I, 0.7639280106614023 + 0.*I, 0.3228699534091995 + 0.*I, 0.4896155609722008 + 0.*I, 0.42261947404460537 + 0.*I, 0.3002893108920102 + 0.*I, 0.09258194618659843 + 0.*I, 0.014632128475988715 + 0.*I, 0.0013921196474031563 + 0.*I, 0.00008842564778177576 + 0.*I, 4.017261989730514*^-6 + 0.*I, 1.368894109177177*^-7 + 0.*I, 3.445199681095801*^-9 + 0.*I, 1.2079226507921703*^-10 + 0.*I, 1.9699797348948778*^-10 + 0.*I}
{0.09906605347278497 + 0.*I, 0.7639280106614023 + 0.*I, 0.3228699534091995 + 0.*I, 0.4896155609722008 + 0.*I, 0.42261947404460537 + 0.*I, 0.3002893108920102 + 0.*I, 0.09258194618659843 + 0.*I, 0.014632128475988715 + 0.*I, 0.0013921196474031563 + 0.*I, 0.00008842564778177576 + 0.*I, 4.017261989730514*^-6 + 0.*I, 1.368894109177177*^-7 + 0.*I, 3.445199681095801*^-9 + 0.*I, 1.2079226507921703*^-10 + 0.*I, 1.9699797348948778*^-10 + 0.*I}
{0.10215040083001448 + 0.*I, 0.7634853050280055 + 0.*I, 0.31557747712540607 + 0.*I, 0.4905606916822014 + 0.*I, 0.42104728122220886 + 0.*I, 0.3032884772931954 + 0.*I, 0.09512120870318609 + 0.*I, 0.015283999580795184 + 0.*I, 0.0014773110670107672 + 0.*I, 0.00009528796458546652 + 0.*I, 4.394716413003152*^-6 + 0.*I, 1.5201440106693553*^-7 + 0.*I, 3.906008849696718*^-9 + 0.*I, 1.1119993814645569*^-10 + 0.*I, 1.9799717421165042*^-10 + 0.*I}
{0.10215040083001448 + 0.*I, 0.7634853050280055 + 0.*I, 0.31557747712540607 + 0.*I, 0.4905606916822014 + 0.*I, 0.42104728122220886 + 0.*I, 0.3032884772931954 + 0.*I, 0.09512120870318609 + 0.*I, 0.015283999580795184 + 0.*I, 0.0014773110670107672 + 0.*I, 0.00009528796458546652 + 0.*I, 4.394716413003152*^-6 + 0.*I, 1.5201440106693553*^-7 + 0.*I, 3.906008849696718*^-9 + 0.*I, 1.1119993814645569*^-10 + 0.*I, 1.9799717421165042*^-10 + 0.*I}
{0.10215040083001448 + 0.*I, 0.7634853050280055 + 0.*I, 0.31557747712540607 + 0.*I, 0.4905606916822014 + 0.*I, 0.42104728122220886 + 0.*I, 0.3032884772931954 + 0.*I, 0.09512120870318609 + 0.*I, 0.015283999580795184 + 0.*I, 0.0014773110670107672 + 0.*I, 0.00009528796458546652 + 0.*I, 4.394716413003152*^-6 + 0.*I, 1.5201440106693553*^-7 + 0.*I, 3.906008849696718*^-9 + 0.*I, 1.1119993814645569*^-10 + 0.*I, 1.9799717421165042*^-10 + 0.*I}
{0.10215040083001448 + 0.*I, 0.7634853050280055 + 0.*I, 0.31557747712540607 + 0.*I, 0.4905606916822014 + 0.*I, 0.42104728122220886 + 0.*I, 0.3032884772931954 + 0.*I, 0.09512120870318609 + 0.*I, 0.015283999580795184 + 0.*I, 0.0014773110670107672 + 0.*I, 0.00009528796458546652 + 0.*I, 4.394716413003152*^-6 + 0.*I, 1.5201440106693553*^-7 + 0.*I, 3.906008849696718*^-9 + 0.*I, 1.1119993814645569*^-10 + 0.*I, 1.9799717421165042*^-10 + 0.*I}
{0.10215040083001448 + 0.*I, 0.7634853050280055 + 0.*I, 0.31557747712540607 + 0.*I, 0.4905606916822014 + 0.*I, 0.42104728122220886 + 0.*I, 0.3032884772931954 + 0.*I, 0.09512120870318609 + 0.*I, 0.015283999580795184 + 0.*I, 0.0014773110670107672 + 0.*I, 0.00009528796458546652 + 0.*I, 4.394716413003152*^-6 + 0.*I, 1.5201440106693553*^-7 + 0.*I, 3.906008849696718*^-9 + 0.*I, 1.1119993814645569*^-10 + 0.*I, 1.9799717421165042*^-10 + 0.*I}
{0.10215040083001448 + 0.*I, 0.7634853050280055 + 0.*I, 0.31557747712540607 + 0.*I, 0.4905606916822014 + 0.*I, 0.42104728122220886 + 0.*I, 0.3032884772931954 + 0.*I, 0.09512120870318609 + 0.*I, 0.015283999580795184 + 0.*I, 0.0014773110670107672 + 0.*I, 0.00009528796458546652 + 0.*I, 4.394716413003152*^-6 + 0.*I, 1.5201440106693553*^-7 + 0.*I, 3.906008849696718*^-9 + 0.*I, 1.1119993814645569*^-10 + 0.*I, 1.9799717421165042*^-10 + 0.*I}
{0.10215040083001448 + 0.*I, 0.7634853050280055 + 0.*I, 0.31557747712540607 + 0.*I, 0.4905606916822014 + 0.*I, 0.42104728122220886 + 0.*I, 0.3032884772931954 + 0.*I, 0.09512120870318609 + 0.*I, 0.015283999580795184 + 0.*I, 0.0014773110670107672 + 0.*I, 0.00009528796458546652 + 0.*I, 4.394716413003152*^-6 + 0.*I, 1.5201440106693553*^-7 + 0.*I, 3.906008849696718*^-9 + 0.*I, 1.1119993814645569*^-10 + 0.*I, 1.9799717421165042*^-10 + 0.*I}
{0.10215040083001448 + 0.*I, 0.7634853050280055 + 0.*I, 0.31557747712540607 + 0.*I, 0.4905606916822014 + 0.*I, 0.42104728122220886 + 0.*I, 0.3032884772931954 + 0.*I, 0.09512120870318609 + 0.*I, 0.015283999580795184 + 0.*I, 0.0014773110670107672 + 0.*I, 0.00009528796458546652 + 0.*I, 4.394716413003152*^-6 + 0.*I, 1.5201440106693553*^-7 + 0.*I, 3.906008849696718*^-9 + 0.*I, 1.1119993814645569*^-10 + 0.*I, 1.9799717421165042*^-10 + 0.*I}
{0.10215040083001448 + 0.*I, 0.7634853050280055 + 0.*I, 0.31557747712540607 + 0.*I, 0.4905606916822014 + 0.*I, 0.42104728122220886 + 0.*I, 0.3032884772931954 + 0.*I, 0.09512120870318609 + 0.*I, 0.015283999580795184 + 0.*I, 0.0014773110670107672 + 0.*I, 0.00009528796458546652 + 0.*I, 4.394716413003152*^-6 + 0.*I, 1.5201440106693553*^-7 + 0.*I, 3.906008849696718*^-9 + 0.*I, 1.1119993814645569*^-10 + 0.*I, 1.9799717421165042*^-10 + 0.*I}
{0.10215040083001448 + 0.*I, 0.7634853050280055 + 0.*I, 0.31557747712540607 + 0.*I, 0.4905606916822014 + 0.*I, 0.42104728122220886 + 0.*I, 0.3032884772931954 + 0.*I, 0.09512120870318609 + 0.*I, 0.015283999580795184 + 0.*I, 0.0014773110670107672 + 0.*I, 0.00009528796458546652 + 0.*I, 4.394716413003152*^-6 + 0.*I, 1.5201440106693553*^-7 + 0.*I, 3.906008849696718*^-9 + 0.*I, 1.1119993814645569*^-10 + 0.*I, 1.9799717421165042*^-10 + 0.*I}
{0.10514704310600198 + 0.*I, 0.7631197934974078 + 0.*I, 0.3085029011850038 + 0.*I, 0.491402851522002 + 0.*I, 0.4193219276952043 + 0.*I, 0.30622600086500645 + 0.*I, 0.09769282945240043 + 0.*I, 0.01595749072020869 + 0.*I, 0.0015668550779945891 + 0.*I, 0.00010261738501160522 + 0.*I, 4.804127606838905*^-6 + 0.*I, 1.6866941177084982*^-7 + 0.*I, 4.420996901899343*^-9 + 0.*I, 9.978684545330908*^-11 + 0.*I, 1.9919621507824559*^-10 + 0.*I}
{0.10514704310600198 + 0.*I, 0.7631197934974078 + 0.*I, 0.3085029011850038 + 0.*I, 0.491402851522002 + 0.*I, 0.4193219276952043 + 0.*I, 0.30622600086500645 + 0.*I, 0.09769282945240043 + 0.*I, 0.01595749072020869 + 0.*I, 0.0015668550779945891 + 0.*I, 0.00010261738501160522 + 0.*I, 4.804127606838905*^-6 + 0.*I, 1.6866941177084982*^-7 + 0.*I, 4.420996901899343*^-9 + 0.*I, 9.978684545330908*^-11 + 0.*I, 1.9919621507824559*^-10 + 0.*I}
{0.10514704310600198 + 0.*I, 0.7631197934974078 + 0.*I, 0.3085029011850038 + 0.*I, 0.491402851522002 + 0.*I, 0.4193219276952043 + 0.*I, 0.30622600086500645 + 0.*I, 0.09769282945240043 + 0.*I, 0.01595749072020869 + 0.*I, 0.0015668550779945891 + 0.*I, 0.00010261738501160522 + 0.*I, 4.804127606838905*^-6 + 0.*I, 1.6866941177084982*^-7 + 0.*I, 4.420996901899343*^-9 + 0.*I, 9.978684545330908*^-11 + 0.*I, 1.9919621507824559*^-10 + 0.*I}
{0.10514704310600198 + 0.*I, 0.7631197934974078 + 0.*I, 0.3085029011850038 + 0.*I, 0.491402851522002 + 0.*I, 0.4193219276952043 + 0.*I, 0.30622600086500645 + 0.*I, 0.09769282945240043 + 0.*I, 0.01595749072020869 + 0.*I, 0.0015668550779945891 + 0.*I, 0.00010261738501160522 + 0.*I, 4.804127606838905*^-6 + 0.*I, 1.6866941177084982*^-7 + 0.*I, 4.420996901899343*^-9 + 0.*I, 9.978684545330908*^-11 + 0.*I, 1.9919621507824559*^-10 + 0.*I}
{0.10514704310600198 + 0.*I, 0.7631197934974078 + 0.*I, 0.3085029011850038 + 0.*I, 0.491402851522002 + 0.*I, 0.4193219276952043 + 0.*I, 0.30622600086500645 + 0.*I, 0.09769282945240043 + 0.*I, 0.01595749072020869 + 0.*I, 0.0015668550779945891 + 0.*I, 0.00010261738501160522 + 0.*I, 4.804127606838905*^-6 + 0.*I, 1.6866941177084982*^-7 + 0.*I, 4.420996901899343*^-9 + 0.*I, 9.978684545330908*^-11 + 0.*I, 1.9919621507824559*^-10 + 0.*I}
{0.10514704310600198 + 0.*I, 0.7631197934974078 + 0.*I, 0.3085029011850038 + 0.*I, 0.491402851522002 + 0.*I, 0.4193219276952043 + 0.*I, 0.30622600086500645 + 0.*I, 0.09769282945240043 + 0.*I, 0.01595749072020869 + 0.*I, 0.0015668550779945891 + 0.*I, 0.00010261738501160522 + 0.*I, 4.804127606838905*^-6 + 0.*I, 1.6866941177084982*^-7 + 0.*I, 4.420996901899343*^-9 + 0.*I, 9.978684545330908*^-11 + 0.*I, 1.9919621507824559*^-10 + 0.*I}
{0.10514704310600198 + 0.*I, 0.7631197934974078 + 0.*I, 0.3085029011850038 + 0.*I, 0.491402851522002 + 0.*I, 0.4193219276952043 + 0.*I, 0.30622600086500645 + 0.*I, 0.09769282945240043 + 0.*I, 0.01595749072020869 + 0.*I, 0.0015668550779945891 + 0.*I, 0.00010261738501160522 + 0.*I, 4.804127606838905*^-6 + 0.*I, 1.6866941177084982*^-7 + 0.*I, 4.420996901899343*^-9 + 0.*I, 9.978684545330908*^-11 + 0.*I, 1.9919621507824559*^-10 + 0.*I}
{0.10514704310600198 + 0.*I, 0.7631197934974078 + 0.*I, 0.3085029011850038 + 0.*I, 0.491402851522002 + 0.*I, 0.4193219276952043 + 0.*I, 0.30622600086500645 + 0.*I, 0.09769282945240043 + 0.*I, 0.01595749072020869 + 0.*I, 0.0015668550779945891 + 0.*I, 0.00010261738501160522 + 0.*I, 4.804127606838905*^-6 + 0.*I, 1.6866941177084982*^-7 + 0.*I, 4.420996901899343*^-9 + 0.*I, 9.978684545330908*^-11 + 0.*I, 1.9919621507824559*^-10 + 0.*I}
{0.10514704310600198 + 0.*I, 0.7631197934974078 + 0.*I, 0.3085029011850038 + 0.*I, 0.491402851522002 + 0.*I, 0.4193219276952043 + 0.*I, 0.30622600086500645 + 0.*I, 0.09769282945240043 + 0.*I, 0.01595749072020869 + 0.*I, 0.0015668550779945891 + 0.*I, 0.00010261738501160522 + 0.*I, 4.804127606838905*^-6 + 0.*I, 1.6866941177084982*^-7 + 0.*I, 4.420996901899343*^-9 + 0.*I, 9.978684545330908*^-11 + 0.*I, 1.9919621507824559*^-10 + 0.*I}
{0.10514704310600198 + 0.*I, 0.7631197934974078 + 0.*I, 0.3085029011850038 + 0.*I, 0.491402851522002 + 0.*I, 0.4193219276952043 + 0.*I, 0.30622600086500645 + 0.*I, 0.09769282945240043 + 0.*I, 0.01595749072020869 + 0.*I, 0.0015668550779945891 + 0.*I, 0.00010261738501160522 + 0.*I, 4.804127606838905*^-6 + 0.*I, 1.6866941177084982*^-7 + 0.*I, 4.420996901899343*^-9 + 0.*I, 9.978684545330908*^-11 + 0.*I, 1.9919621507824559*^-10 + 0.*I}
{0.10805178262900396 + 0.*I, 0.7628319700658083 + 0.*I, 0.3016514448115793 + 0.*I, 0.4921413050047952 + 0.*I, 0.41744565734960215 + 0.*I, 0.3090985285912007 + 0.*I, 0.10029605056598447 + 0.*I, 0.016653002700395273 + 0.*I, 0.0016609251693999738 + 0.*I, 0.0001104410199959105 + 0.*I, 5.2478979828407554*^-6 + 0.*I, 1.8699479742423367*^-7 + 0.*I, 4.996381086641577*^-9 + 0.*I, 8.679723606519475*^-11 + 0.*I, 2.0039525594484078*^-10 + 0.*I}
{0.10805178262900396 + 0.*I, 0.7628319700658083 + 0.*I, 0.3016514448115793 + 0.*I, 0.4921413050047952 + 0.*I, 0.41744565734960215 + 0.*I, 0.3090985285912007 + 0.*I, 0.10029605056598447 + 0.*I, 0.016653002700395273 + 0.*I, 0.0016609251693999738 + 0.*I, 0.0001104410199959105 + 0.*I, 5.2478979828407554*^-6 + 0.*I, 1.8699479742423367*^-7 + 0.*I, 4.996381086641577*^-9 + 0.*I, 8.679723606519475*^-11 + 0.*I, 2.0039525594484078*^-10 + 0.*I}
{0.10805178262900396 + 0.*I, 0.7628319700658083 + 0.*I, 0.3016514448115793 + 0.*I, 0.4921413050047952 + 0.*I, 0.41744565734960215 + 0.*I, 0.3090985285912007 + 0.*I, 0.10029605056598447 + 0.*I, 0.016653002700395273 + 0.*I, 0.0016609251693999738 + 0.*I, 0.0001104410199959105 + 0.*I, 5.2478979828407554*^-6 + 0.*I, 1.8699479742423367*^-7 + 0.*I, 4.996381086641577*^-9 + 0.*I, 8.679723606519475*^-11 + 0.*I, 2.0039525594484078*^-10 + 0.*I}
{0.10805178262900396 + 0.*I, 0.7628319700658083 + 0.*I, 0.3016514448115793 + 0.*I, 0.4921413050047952 + 0.*I, 0.41744565734960215 + 0.*I, 0.3090985285912007 + 0.*I, 0.10029605056598447 + 0.*I, 0.016653002700395273 + 0.*I, 0.0016609251693999738 + 0.*I, 0.0001104410199959105 + 0.*I, 5.2478979828407554*^-6 + 0.*I, 1.8699479742423367*^-7 + 0.*I, 4.996381086641577*^-9 + 0.*I, 8.679723606519475*^-11 + 0.*I, 2.0039525594484078*^-10 + 0.*I}
{0.10805178262900396 + 0.*I, 0.7628319700658083 + 0.*I, 0.3016514448115793 + 0.*I, 0.4921413050047952 + 0.*I, 0.41744565734960215 + 0.*I, 0.3090985285912007 + 0.*I, 0.10029605056598447 + 0.*I, 0.016653002700395273 + 0.*I, 0.0016609251693999738 + 0.*I, 0.0001104410199959105 + 0.*I, 5.2478979828407554*^-6 + 0.*I, 1.8699479742423367*^-7 + 0.*I, 4.996381086641577*^-9 + 0.*I, 8.679723606519475*^-11 + 0.*I, 2.0039525594484078*^-10 + 0.*I}
{0.10805178262900396 + 0.*I, 0.7628319700658083 + 0.*I, 0.3016514448115793 + 0.*I, 0.4921413050047952 + 0.*I, 0.41744565734960215 + 0.*I, 0.3090985285912007 + 0.*I, 0.10029605056598447 + 0.*I, 0.016653002700395273 + 0.*I, 0.0016609251693999738 + 0.*I, 0.0001104410199959105 + 0.*I, 5.2478979828407554*^-6 + 0.*I, 1.8699479742423367*^-7 + 0.*I, 4.996381086641577*^-9 + 0.*I, 8.679723606519475*^-11 + 0.*I, 2.0039525594484078*^-10 + 0.*I}
{0.10805178262900396 + 0.*I, 0.7628319700658083 + 0.*I, 0.3016514448115793 + 0.*I, 0.4921413050047952 + 0.*I, 0.41744565734960215 + 0.*I, 0.3090985285912007 + 0.*I, 0.10029605056598447 + 0.*I, 0.016653002700395273 + 0.*I, 0.0016609251693999738 + 0.*I, 0.0001104410199959105 + 0.*I, 5.2478979828407554*^-6 + 0.*I, 1.8699479742423367*^-7 + 0.*I, 4.996381086641577*^-9 + 0.*I, 8.679723606519475*^-11 + 0.*I, 2.0039525594484078*^-10 + 0.*I}
{0.10805178262900396 + 0.*I, 0.7628319700658083 + 0.*I, 0.3016514448115793 + 0.*I, 0.4921413050047952 + 0.*I, 0.41744565734960215 + 0.*I, 0.3090985285912007 + 0.*I, 0.10029605056598447 + 0.*I, 0.016653002700395273 + 0.*I, 0.0016609251693999738 + 0.*I, 0.0001104410199959105 + 0.*I, 5.2478979828407554*^-6 + 0.*I, 1.8699479742423367*^-7 + 0.*I, 4.996381086641577*^-9 + 0.*I, 8.679723606519475*^-11 + 0.*I, 2.0039525594484078*^-10 + 0.*I}
{0.10805178262900396 + 0.*I, 0.7628319700658083 + 0.*I, 0.3016514448115793 + 0.*I, 0.4921413050047952 + 0.*I, 0.41744565734960215 + 0.*I, 0.3090985285912007 + 0.*I, 0.10029605056598447 + 0.*I, 0.016653002700395273 + 0.*I, 0.0016609251693999738 + 0.*I, 0.0001104410199959105 + 0.*I, 5.2478979828407554*^-6 + 0.*I, 1.8699479742423367*^-7 + 0.*I, 4.996381086641577*^-9 + 0.*I, 8.679723606519475*^-11 + 0.*I, 2.0039525594484078*^-10 + 0.*I}
{0.10805178262900396 + 0.*I, 0.7628319700658083 + 0.*I, 0.3016514448115793 + 0.*I, 0.4921413050047952 + 0.*I, 0.41744565734960215 + 0.*I, 0.3090985285912007 + 0.*I, 0.10029605056598447 + 0.*I, 0.016653002700395273 + 0.*I, 0.0016609251693999738 + 0.*I, 0.0001104410199959105 + 0.*I, 5.2478979828407554*^-6 + 0.*I, 1.8699479742423367*^-7 + 0.*I, 4.996381086641577*^-9 + 0.*I, 8.679723606519475*^-11 + 0.*I, 2.0039525594484078*^-10 + 0.*I}
{0.11086315390018699 + 0.*I, 0.762622501153587 + 0.*I, 0.2950257813679969 + 0.*I, 0.49277835524200175 + 0.*I, 0.41542378043621936 + 0.*I, 0.3119027138375863 + 0.*I, 0.10293006475581291 + 0.*I, 0.01737093175759874 + 0.*I, 0.001759699338799159 + 0.*I, 0.00011878725780789524 + 0.*I, 5.728585183994994*^-6 + 0.*I, 2.0714259196807919*^-7 + 0.*I, 5.6384008573218125*^-9 + 0.*I, 7.220890552162018*^-11 + 0.*I, 2.014166611274959*^-10 + 0.*I}
{0.11086315390018699 + 0.*I, 0.762622501153587 + 0.*I, 0.2950257813679969 + 0.*I, 0.49277835524200175 + 0.*I, 0.41542378043621936 + 0.*I, 0.3119027138375863 + 0.*I, 0.10293006475581291 + 0.*I, 0.01737093175759874 + 0.*I, 0.001759699338799159 + 0.*I, 0.00011878725780789524 + 0.*I, 5.728585183994994*^-6 + 0.*I, 2.0714259196807919*^-7 + 0.*I, 5.6384008573218125*^-9 + 0.*I, 7.220890552162018*^-11 + 0.*I, 2.014166611274959*^-10 + 0.*I}
{0.11086315390018699 + 0.*I, 0.762622501153587 + 0.*I, 0.2950257813679969 + 0.*I, 0.49277835524200175 + 0.*I, 0.41542378043621936 + 0.*I, 0.3119027138375863 + 0.*I, 0.10293006475581291 + 0.*I, 0.01737093175759874 + 0.*I, 0.001759699338799159 + 0.*I, 0.00011878725780789524 + 0.*I, 5.728585183994994*^-6 + 0.*I, 2.0714259196807919*^-7 + 0.*I, 5.6384008573218125*^-9 + 0.*I, 7.220890552162018*^-11 + 0.*I, 2.014166611274959*^-10 + 0.*I}
{0.11086315390018699 + 0.*I, 0.762622501153587 + 0.*I, 0.2950257813679969 + 0.*I, 0.49277835524200175 + 0.*I, 0.41542378043621936 + 0.*I, 0.3119027138375863 + 0.*I, 0.10293006475581291 + 0.*I, 0.01737093175759874 + 0.*I, 0.001759699338799159 + 0.*I, 0.00011878725780789524 + 0.*I, 5.728585183994994*^-6 + 0.*I, 2.0714259196807919*^-7 + 0.*I, 5.6384008573218125*^-9 + 0.*I, 7.220890552162018*^-11 + 0.*I, 2.014166611274959*^-10 + 0.*I}
{0.11086315390018699 + 0.*I, 0.762622501153587 + 0.*I, 0.2950257813679969 + 0.*I, 0.49277835524200175 + 0.*I, 0.41542378043621936 + 0.*I, 0.3119027138375863 + 0.*I, 0.10293006475581291 + 0.*I, 0.01737093175759874 + 0.*I, 0.001759699338799159 + 0.*I, 0.00011878725780789524 + 0.*I, 5.728585183994994*^-6 + 0.*I, 2.0714259196807919*^-7 + 0.*I, 5.6384008573218125*^-9 + 0.*I, 7.220890552162018*^-11 + 0.*I, 2.014166611274959*^-10 + 0.*I}
{0.11086315390018699 + 0.*I, 0.762622501153587 + 0.*I, 0.2950257813679969 + 0.*I, 0.49277835524200175 + 0.*I, 0.41542378043621936 + 0.*I, 0.3119027138375863 + 0.*I, 0.10293006475581291 + 0.*I, 0.01737093175759874 + 0.*I, 0.001759699338799159 + 0.*I, 0.00011878725780789524 + 0.*I, 5.728585183994994*^-6 + 0.*I, 2.0714259196807919*^-7 + 0.*I, 5.6384008573218125*^-9 + 0.*I, 7.220890552162018*^-11 + 0.*I, 2.014166611274959*^-10 + 0.*I}
{0.11086315390018699 + 0.*I, 0.762622501153587 + 0.*I, 0.2950257813679969 + 0.*I, 0.49277835524200175 + 0.*I, 0.41542378043621936 + 0.*I, 0.3119027138375863 + 0.*I, 0.10293006475581291 + 0.*I, 0.01737093175759874 + 0.*I, 0.001759699338799159 + 0.*I, 0.00011878725780789524 + 0.*I, 5.728585183994994*^-6 + 0.*I, 2.0714259196807919*^-7 + 0.*I, 5.6384008573218125*^-9 + 0.*I, 7.220890552162018*^-11 + 0.*I, 2.014166611274959*^-10 + 0.*I}
{0.11086315390018699 + 0.*I, 0.762622501153587 + 0.*I, 0.2950257813679969 + 0.*I, 0.49277835524200175 + 0.*I, 0.41542378043621936 + 0.*I, 0.3119027138375863 + 0.*I, 0.10293006475581291 + 0.*I, 0.01737093175759874 + 0.*I, 0.001759699338799159 + 0.*I, 0.00011878725780789524 + 0.*I, 5.728585183994994*^-6 + 0.*I, 2.0714259196807919*^-7 + 0.*I, 5.6384008573218125*^-9 + 0.*I, 7.220890552162018*^-11 + 0.*I, 2.014166611274959*^-10 + 0.*I}
{0.11086315390018699 + 0.*I, 0.762622501153587 + 0.*I, 0.2950257813679969 + 0.*I, 0.49277835524200175 + 0.*I, 0.41542378043621936 + 0.*I, 0.3119027138375863 + 0.*I, 0.10293006475581291 + 0.*I, 0.01737093175759874 + 0.*I, 0.001759699338799159 + 0.*I, 0.00011878725780789524 + 0.*I, 5.728585183994994*^-6 + 0.*I, 2.0714259196807919*^-7 + 0.*I, 5.6384008573218125*^-9 + 0.*I, 7.220890552162018*^-11 + 0.*I, 2.014166611274959*^-10 + 0.*I}
{0.11086315390018699 + 0.*I, 0.762622501153587 + 0.*I, 0.2950257813679969 + 0.*I, 0.49277835524200175 + 0.*I, 0.41542378043621936 + 0.*I, 0.3119027138375863 + 0.*I, 0.10293006475581291 + 0.*I, 0.01737093175759874 + 0.*I, 0.001759699338799159 + 0.*I, 0.00011878725780789524 + 0.*I, 5.728585183994994*^-6 + 0.*I, 2.0714259196807919*^-7 + 0.*I, 5.6384008573218125*^-9 + 0.*I, 7.220890552162018*^-11 + 0.*I, 2.014166611274959*^-10 + 0.*I}
{0.1135824403033947 + 0.*I, 0.7624922605607876 + 0.*I, 0.2886261046449956 + 0.*I, 0.49331931115900174 + 0.*I, 0.4132645475624086 + 0.*I, 0.31463526248440843 + 0.*I, 0.10559401487639787 + 0.*I, 0.018111668977782717 + 0.*I, 0.001863360109011225 + 0.*I, 0.00012768580719413336 + 0.*I, 6.248914208306645*^-6 + 0.*I, 2.2927799658845063*^-7 + 0.*I, 6.354383685902576*^-9 + 0.*I, 5.497824417943775*^-11 + 0.*I, 2.0219381724473353*^-10 + 0.*I}
{0.1135824403033947 + 0.*I, 0.7624922605607876 + 0.*I, 0.2886261046449956 + 0.*I, 0.49331931115900174 + 0.*I, 0.4132645475624086 + 0.*I, 0.31463526248440843 + 0.*I, 0.10559401487639787 + 0.*I, 0.018111668977782717 + 0.*I, 0.001863360109011225 + 0.*I, 0.00012768580719413336 + 0.*I, 6.248914208306645*^-6 + 0.*I, 2.2927799658845063*^-7 + 0.*I, 6.354383685902576*^-9 + 0.*I, 5.497824417943775*^-11 + 0.*I, 2.0219381724473353*^-10 + 0.*I}
{0.1135824403033947 + 0.*I, 0.7624922605607876 + 0.*I, 0.2886261046449956 + 0.*I, 0.49331931115900174 + 0.*I, 0.4132645475624086 + 0.*I, 0.31463526248440843 + 0.*I, 0.10559401487639787 + 0.*I, 0.018111668977782717 + 0.*I, 0.001863360109011225 + 0.*I, 0.00012768580719413336 + 0.*I, 6.248914208306645*^-6 + 0.*I, 2.2927799658845063*^-7 + 0.*I, 6.354383685902576*^-9 + 0.*I, 5.497824417943775*^-11 + 0.*I, 2.0219381724473353*^-10 + 0.*I}
{0.1135824403033947 + 0.*I, 0.7624922605607876 + 0.*I, 0.2886261046449956 + 0.*I, 0.49331931115900174 + 0.*I, 0.4132645475624086 + 0.*I, 0.31463526248440843 + 0.*I, 0.10559401487639787 + 0.*I, 0.018111668977782717 + 0.*I, 0.001863360109011225 + 0.*I, 0.00012768580719413336 + 0.*I, 6.248914208306645*^-6 + 0.*I, 2.2927799658845063*^-7 + 0.*I, 6.354383685902576*^-9 + 0.*I, 5.497824417943775*^-11 + 0.*I, 2.0219381724473353*^-10 + 0.*I}
