{0. + 0.*I, 1. + 0.*I, 1. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I}
{0.16458697537517894 + 0.*I, 0.487504765745025 + 0.*I, 0.48729673564343695 + 0.*I, 0.15584843672006 + 0.*I, 0.008738227579790923 + 0.*I, 0.00020564976540093924 + 0.*I, 2.669312432979076*^-6 + 0.*I, 2.197370696510603*^-8 + 0.*I, 1.2501899515626747*^-10 + 0.*I, 5.410116798998388*^-13 + 0.*I, 2.1982415887578096*^-14 + 0.*I, 1.9984014443252818*^-14 + 0.*I, 2.0983215165415455*^-14 + 0.*I, 2.0983215165415455*^-14 + 0.*I, 1.9984014443252818*^-14 + 0.*I, 2.0983215165415455*^-14 + 0.*I, 2.0983215165415455*^-14 + 0.*I, 2.0983215165415455*^-14 + 0.*I, 1.7985612998927536*^-14 + 0.*I, 5.995204332975845*^-15 + 0.*I, 1.7985612998927536*^-14 + 0.*I, 2.0983215165415455*^-14 + 0.*I, 2.0983215165415455*^-14 + 0.*I, 2.0983215165415455*^-14 + 0.*I, 2.0983215165415455*^-14 + 0.*I, 2.0983215165415455*^-14 + 0.*I, 2.0983215165415455*^-14 + 0.*I, 1.9984014443252818*^-14 + 0.*I, 1.9984014443252818*^-14 + 0.*I, 1.9984014443252818*^-14 + 0.*I, 1.9984014443252818*^-14 + 0.*I, 1.9984014443252818*^-14 + 0.*I, 1.9984014443252818*^-14 + 0.*I, 1.9984014443252818*^-14 + 0.*I, 2.0983215165415455*^-14 + 0.*I, 1.9984014443252818*^-14 + 0.*I, 2.0983215165415455*^-14 + 0.*I, 2.0983215165415455*^-14 + 0.*I, 1.7985612998927536*^-14 + 0.*I, 5.995204332975845*^-15 + 0.*I, 1.8984813721090174*^-14 + 0.*I, 2.0983215165415455*^-14 + 0.*I, 2.0983215165415455*^-14 + 0.*I, 1.9984014443252818*^-14 + 0.*I, 1.9984014443252818*^-14 + 0.*I, 2.0983215165415455*^-14 + 0.*I, 2.0983215165415455*^-14 + 0.*I, 1.9984014443252818*^-14 + 0.*I, 1.9984014443252818*^-14 + 0.*I, 1.9984014443252818*^-14 + 0.*I}
{0.17034790932381402 + 0.*I, 0.46858331721579194 + 0.*I, 0.46834705377536506 + 0.*I, 0.160875579660696 + 0.*I, 0.009471973804533018 + 0.*I, 0.00023342223908495716 + 0.*I, 3.169612367015517*^-6 + 0.*I, 2.7284749015699106*^-8 + 0.*I, 1.6228995924905118*^-10 + 0.*I, 7.299716386910404*^-13 + 0.*I, 2.4980018054066022*^-14 + 0.*I, 2.2981616609740737*^-14 + 0.*I, 2.2981616609740737*^-14 + 0.*I, 2.398081733190338*^-14 + 0.*I, 2.398081733190338*^-14 + 0.*I, 2.2981616609740737*^-14 + 0.*I, 2.398081733190338*^-14 + 0.*I, 2.4091839634365894*^-14 + 0.*I, 2.1094237467877974*^-14 + 0.*I, 4.9960036108132044*^-15 + 0.*I, 2.1094237467877974*^-14 + 0.*I, 2.4091839634365894*^-14 + 0.*I, 2.398081733190338*^-14 + 0.*I, 2.2981616609740737*^-14 + 0.*I, 2.398081733190338*^-14 + 0.*I, 2.398081733190338*^-14 + 0.*I, 2.398081733190338*^-14 + 0.*I, 2.1982415887578096*^-14 + 0.*I, 2.1982415887578096*^-14 + 0.*I, 2.1982415887578096*^-14 + 0.*I, 2.1982415887578096*^-14 + 0.*I, 2.1982415887578096*^-14 + 0.*I, 2.2981616609740737*^-14 + 0.*I, 2.398081733190338*^-14 + 0.*I, 2.398081733190338*^-14 + 0.*I, 2.398081733190338*^-14 + 0.*I, 2.2981616609740737*^-14 + 0.*I, 2.3092638912203253*^-14 + 0.*I, 2.009503674571533*^-14 + 0.*I, 5.995204332975845*^-15 + 0.*I, 2.2093438190040612*^-14 + 0.*I, 2.3092638912203253*^-14 + 0.*I, 2.2981616609740737*^-14 + 0.*I, 2.2981616609740737*^-14 + 0.*I, 2.398081733190338*^-14 + 0.*I, 2.398081733190338*^-14 + 0.*I, 2.398081733190338*^-14 + 0.*I, 2.3092638912203253*^-14 + 0.*I, 2.1982415887578096*^-14 + 0.*I, 2.1982415887578096*^-14 + 0.*I}
{0.17610294360618503 + 0.*I, 0.449580083581908 + 0.*I, 0.4493125428220469 + 0.*I, 0.16585634307822106 + 0.*I, 0.010246194463588099 + 0.*I, 0.0002641637608169489 + 0.*I, 3.749135980002371*^-6 + 0.*I, 3.371720791456312*^-8 + 0.*I, 2.0946699930135537*^-10 + 0.*I, 9.771072839726003*^-13 + 0.*I, 2.69784194983913*^-14 + 0.*I, 2.4091839634365894*^-14 + 0.*I, 2.398081733190338*^-14 + 0.*I, 2.2981616609740737*^-14 + 0.*I, 2.398081733190338*^-14 + 0.*I, 2.2981616609740737*^-14 + 0.*I, 2.398081733190338*^-14 + 0.*I, 2.2981616609740737*^-14 + 0.*I, 1.9984014443252818*^-14 + 0.*I, 5.995204332975845*^-15 + 0.*I, 2.0983215165415455*^-14 + 0.*I, 2.2981616609740737*^-14 + 0.*I, 2.398081733190338*^-14 + 0.*I, 2.2981616609740737*^-14 + 0.*I, 2.398081733190338*^-14 + 0.*I, 2.398081733190338*^-14 + 0.*I, 2.398081733190338*^-14 + 0.*I, 2.2981616609740737*^-14 + 0.*I, 2.398081733190338*^-14 + 0.*I, 2.398081733190338*^-14 + 0.*I, 2.398081733190338*^-14 + 0.*I, 2.2981616609740737*^-14 + 0.*I, 2.398081733190338*^-14 + 0.*I, 2.2981616609740737*^-14 + 0.*I, 2.398081733190338*^-14 + 0.*I, 2.398081733190338*^-14 + 0.*I, 2.2981616609740737*^-14 + 0.*I, 2.2981616609740737*^-14 + 0.*I, 1.9984014443252818*^-14 + 0.*I, 5.995204332975845*^-15 + 0.*I, 2.1982415887578096*^-14 + 0.*I, 2.2981616609740737*^-14 + 0.*I, 2.398081733190338*^-14 + 0.*I, 2.398081733190338*^-14 + 0.*I, 2.398081733190338*^-14 + 0.*I, 2.398081733190338*^-14 + 0.*I, 2.2981616609740737*^-14 + 0.*I, 2.4091839634365894*^-14 + 0.*I, 2.398081733190338*^-14 + 0.*I, 2.398081733190338*^-14 + 0.*I}
{0.181845040251439 + 0.*I, 0.430512958444933 + 0.*I, 0.43021085319773883 + 0.*I, 0.17078282530465605 + 0.*I, 0.011061752698976022 + 0.*I, 0.00029810756784298675 + 0.*I, 4.418182336984876*^-6 + 0.*I, 4.1474840006827656*^-8 + 0.*I, 2.6887603254976966*^-10 + 0.*I, 1.2969625373671077*^-12 + 0.*I, 2.609024107869118*^-14 + 0.*I, 2.0983215165415455*^-14 + 0.*I, 2.0983215165415455*^-14 + 0.*I, 2.1982415887578096*^-14 + 0.*I, 2.1982415887578096*^-14 + 0.*I, 2.1982415887578096*^-14 + 0.*I, 2.1982415887578096*^-14 + 0.*I, 2.1982415887578096*^-14 + 0.*I, 1.7985612998927536*^-14 + 0.*I, 5.995204332975845*^-15 + 0.*I, 1.8984813721090174*^-14 + 0.*I, 2.1982415887578096*^-14 + 0.*I, 2.1982415887578096*^-14 + 0.*I, 2.1982415887578096*^-14 + 0.*I, 2.1982415887578096*^-14 + 0.*I, 2.1982415887578096*^-14 + 0.*I, 2.1982415887578096*^-14 + 0.*I, 2.0983215165415455*^-14 + 0.*I, 2.1094237467877974*^-14 + 0.*I, 2.1094237467877974*^-14 + 0.*I, 2.2093438190040612*^-14 + 0.*I, 2.0983215165415455*^-14 + 0.*I, 2.0983215165415455*^-14 + 0.*I, 2.0983215165415455*^-14 + 0.*I, 2.1982415887578096*^-14 + 0.*I, 2.0983215165415455*^-14 + 0.*I, 2.1982415887578096*^-14 + 0.*I, 2.0983215165415455*^-14 + 0.*I, 1.6986412276764895*^-14 + 0.*I, 6.9391159449595525*^-15 + 0.*I, 1.9984014443252818*^-14 + 0.*I, 2.1982415887578096*^-14 + 0.*I, 2.1982415887578096*^-14 + 0.*I, 2.1982415887578096*^-14 + 0.*I, 2.1982415887578096*^-14 + 0.*I, 2.2981616609740737*^-14 + 0.*I, 2.1982415887578096*^-14 + 0.*I, 2.0983215165415455*^-14 + 0.*I, 2.1094237467877974*^-14 + 0.*I, 2.1094237467877974*^-14 + 0.*I}
{0.18756716816926697 + 0.*I, 0.41139983624334 + 0.*I, 0.4110596239206849 + 0.*I, 0.1756471807353359 + 0.*I, 0.011919462419906046 + 0.*I, 0.0003354980996139733 + 0.*I, 5.188099633901543*^-6 + 0.*I, 5.079260501084093*^-8 + 0.*I, 3.4333103027250895*^-10 + 0.*I, 1.723954312637943*^-12 + 0.*I, 3.297362383136714*^-14 + 0.*I, 2.597921877622866*^-14 + 0.*I, 2.69784194983913*^-14 + 0.*I, 2.69784194983913*^-14 + 0.*I, 2.597921877622866*^-14 + 0.*I, 2.609024107869118*^-14 + 0.*I, 2.597921877622866*^-14 + 0.*I, 2.69784194983913*^-14 + 0.*I, 2.2981616609740737*^-14 + 0.*I, 6.9944050551384854*^-15 + 0.*I, 2.398081733190338*^-14 + 0.*I, 2.597921877622866*^-14 + 0.*I, 2.597921877622866*^-14 + 0.*I, 2.609024107869118*^-14 + 0.*I, 2.69784194983913*^-14 + 0.*I, 2.597921877622866*^-14 + 0.*I, 2.597921877622866*^-14 + 0.*I, 2.597921877622866*^-14 + 0.*I, 2.597921877622866*^-14 + 0.*I, 2.597921877622866*^-14 + 0.*I, 2.597921877622866*^-14 + 0.*I, 2.597921877622866*^-14 + 0.*I, 2.69784194983913*^-14 + 0.*I, 2.597921877622866*^-14 + 0.*I, 2.597921877622866*^-14 + 0.*I, 2.609024107869118*^-14 + 0.*I, 2.69784194983913*^-14 + 0.*I, 2.597921877622866*^-14 + 0.*I, 2.1982415887578096*^-14 + 0.*I, 7.993605777301126*^-15 + 0.*I, 2.398081733190338*^-14 + 0.*I, 2.597921877622866*^-14 + 0.*I, 2.4980018054066022*^-14 + 0.*I, 2.609024107869118*^-14 + 0.*I, 2.597921877622866*^-14 + 0.*I, 2.597921877622866*^-14 + 0.*I, 2.597921877622866*^-14 + 0.*I, 2.597921877622866*^-14 + 0.*I, 2.597921877622866*^-14 + 0.*I, 2.597921877622866*^-14 + 0.*I}
{0.193262311229371 + 0.*I, 0.39225859265680707 + 0.*I, 0.3918764628645449 + 0.*I, 0.18044163082142892 + 0.*I, 0.012820085385336964 + 0.*I, 0.00037659107443699375 + 0.*I, 6.071361636994509*^-6 + 0.*I, 6.194053103758533*^-8 + 0.*I, 4.3617898182191084*^-10 + 0.*I, 2.269961996148595*^-12 + 0.*I, 2.9976021664879227*^-14 + 0.*I, 2.1982415887578096*^-14 + 0.*I, 2.1982415887578096*^-14 + 0.*I, 2.0983215165415455*^-14 + 0.*I, 2.1982415887578096*^-14 + 0.*I, 2.1982415887578096*^-14 + 0.*I, 2.1982415887578096*^-14 + 0.*I, 2.1982415887578096*^-14 + 0.*I, 1.7985612998927536*^-14 + 0.*I, 6.9944050551384854*^-15 + 0.*I, 1.9984014443252818*^-14 + 0.*I, 2.1982415887578096*^-14 + 0.*I, 2.1982415887578096*^-14 + 0.*I, 2.1982415887578096*^-14 + 0.*I, 2.1982415887578096*^-14 + 0.*I, 2.1982415887578096*^-14 + 0.*I, 2.1982415887578096*^-14 + 0.*I, 2.0983215165415455*^-14 + 0.*I, 2.0983215165415455*^-14 + 0.*I, 2.0983215165415455*^-14 + 0.*I, 2.0983215165415455*^-14 + 0.*I, 2.0983215165415455*^-14 + 0.*I, 2.0983215165415455*^-14 + 0.*I, 2.0983215165415455*^-14 + 0.*I, 2.0983215165415455*^-14 + 0.*I, 2.1982415887578096*^-14 + 0.*I, 2.1982415887578096*^-14 + 0.*I, 2.1982415887578096*^-14 + 0.*I, 1.7985612998927536*^-14 + 0.*I, 4.9960036108132044*^-15 + 0.*I, 1.9984014443252818*^-14 + 0.*I, 2.1982415887578096*^-14 + 0.*I, 2.0983215165415455*^-14 + 0.*I, 2.2981616609740737*^-14 + 0.*I, 2.1982415887578096*^-14 + 0.*I, 2.1982415887578096*^-14 + 0.*I, 2.1982415887578096*^-14 + 0.*I, 2.0983215165415455*^-14 + 0.*I, 2.0983215165415455*^-14 + 0.*I, 2.0983215165415455*^-14 + 0.*I}
{0.19892347631723295 + 0.*I, 0.3731070650682429 + 0.*I, 0.3726789270906479 + 0.*I, 0.18515847496969706 + 0.*I, 0.013764328355455933 + 0.*I, 0.00042165354015200046 + 0.*I, 7.081647241058419*^-6 + 0.*I, 7.522804201798293*^-8 + 0.*I, 5.51459988784586*^-10 + 0.*I, 2.98205904414317*^-12 + 0.*I, 3.597122599785507*^-14 + 0.*I, 2.398081733190338*^-14 + 0.*I, 2.4091839634365894*^-14 + 0.*I, 2.4980018054066022*^-14 + 0.*I, 2.398081733190338*^-14 + 0.*I, 2.4091839634365894*^-14 + 0.*I, 2.4980018054066022*^-14 + 0.*I, 2.398081733190338*^-14 + 0.*I, 1.8984813721090174*^-14 + 0.*I, 9.992007221626409*^-15 + 0.*I, 1.9984014443252818*^-14 + 0.*I, 2.398081733190338*^-14 + 0.*I, 2.398081733190338*^-14 + 0.*I, 2.4091839634365894*^-14 + 0.*I, 2.398081733190338*^-14 + 0.*I, 2.4980018054066022*^-14 + 0.*I, 2.4091839634365894*^-14 + 0.*I, 2.398081733190338*^-14 + 0.*I, 2.398081733190338*^-14 + 0.*I, 2.398081733190338*^-14 + 0.*I, 2.398081733190338*^-14 + 0.*I, 2.398081733190338*^-14 + 0.*I, 2.4091839634365894*^-14 + 0.*I, 2.398081733190338*^-14 + 0.*I, 2.398081733190338*^-14 + 0.*I, 2.4091839634365894*^-14 + 0.*I, 2.398081733190338*^-14 + 0.*I, 2.398081733190338*^-14 + 0.*I, 2.0983215165415455*^-14 + 0.*I, 5.995204332975845*^-15 + 0.*I, 2.1982415887578096*^-14 + 0.*I, 2.398081733190338*^-14 + 0.*I, 2.4980018054066022*^-14 + 0.*I, 2.4091839634365894*^-14 + 0.*I, 2.2981616609740737*^-14 + 0.*I, 2.398081733190338*^-14 + 0.*I, 2.4091839634365894*^-14 + 0.*I, 2.398081733190338*^-14 + 0.*I, 2.398081733190338*^-14 + 0.*I, 2.398081733190338*^-14 + 0.*I}
{0.20454370135683195 + 0.*I, 0.35396303310698196 + 0.*I, 0.353484503285304 + 0.*I, 0.18979010133414698 + 0.*I, 0.01475284031753299 + 0.*I, 0.00047096389766299035 + 0.*I, 8.233922944023142*^-6 + 0.*I, 9.100859499344692*^-8 + 0.*I, 6.939560037722002*^-10 + 0.*I, 3.898992240181087*^-12 + 0.*I, 4.396483177515619*^-14 + 0.*I, 2.69784194983913*^-14 + 0.*I, 2.69784194983913*^-14 + 0.*I, 2.69784194983913*^-14 + 0.*I, 2.7977620220553942*^-14 + 0.*I, 2.7089441800853816*^-14 + 0.*I, 2.69784194983913*^-14 + 0.*I, 2.69784194983913*^-14 + 0.*I, 2.3092638912203253*^-14 + 0.*I, 8.937467741449448*^-15 + 0.*I, 2.3092638912203253*^-14 + 0.*I, 2.69784194983913*^-14 + 0.*I, 2.69784194983913*^-14 + 0.*I, 2.7089441800853816*^-14 + 0.*I, 2.7977620220553942*^-14 + 0.*I, 2.69784194983913*^-14 + 0.*I, 2.69784194983913*^-14 + 0.*I, 2.7977620220553942*^-14 + 0.*I, 2.7977620220553942*^-14 + 0.*I, 2.7977620220553942*^-14 + 0.*I, 2.7977620220553942*^-14 + 0.*I, 2.69784194983913*^-14 + 0.*I, 2.69784194983913*^-14 + 0.*I, 2.69784194983913*^-14 + 0.*I, 2.7977620220553942*^-14 + 0.*I, 2.7089441800853816*^-14 + 0.*I, 2.69784194983913*^-14 + 0.*I, 2.69784194983913*^-14 + 0.*I, 2.3092638912203253*^-14 + 0.*I, 5.995204332975845*^-15 + 0.*I, 2.4091839634365894*^-14 + 0.*I, 2.597921877622866*^-14 + 0.*I, 2.69784194983913*^-14 + 0.*I, 2.7089441800853816*^-14 + 0.*I, 2.7977620220553942*^-14 + 0.*I, 2.7977620220553942*^-14 + 0.*I, 2.69784194983913*^-14 + 0.*I, 2.597921877622866*^-14 + 0.*I, 2.7977620220553942*^-14 + 0.*I, 2.7977620220553942*^-14 + 0.*I}
{0.21011606329072005 + 0.*I, 0.33484419929548803 + 0.*I, 0.33431058832567495 + 0.*I, 0.19432899748470697 + 0.*I, 0.015786209791904926 + 0.*I, 0.0005248118965780478 + 0.*I, 9.544528325022839*^-6 + 0.*I, 1.0968479202677627*^-7 + 0.*I, 8.693430419981495*^-10 + 0.*I, 5.063061081500563*^-12 + 0.*I, 4.4964032497318834*^-14 + 0.*I, 2.1982415887578096*^-14 + 0.*I, 2.2093438190040612*^-14 + 0.*I, 2.1982415887578096*^-14 + 0.*I, 2.2093438190040612*^-14 + 0.*I, 2.3092638912203253*^-14 + 0.*I, 2.1982415887578096*^-14 + 0.*I, 2.1982415887578096*^-14 + 0.*I, 1.7985612998927536*^-14 + 0.*I, 1.0991207943789048*^-14 + 0.*I, 1.7985612998927536*^-14 + 0.*I, 2.1982415887578096*^-14 + 0.*I, 2.1982415887578096*^-14 + 0.*I, 2.3092638912203253*^-14 + 0.*I, 2.2093438190040612*^-14 + 0.*I, 2.1982415887578096*^-14 + 0.*I, 2.3092638912203253*^-14 + 0.*I, 2.2981616609740737*^-14 + 0.*I, 2.1982415887578096*^-14 + 0.*I, 2.1982415887578096*^-14 + 0.*I, 2.1982415887578096*^-14 + 0.*I, 2.2981616609740737*^-14 + 0.*I, 2.3092638912203253*^-14 + 0.*I, 2.1982415887578096*^-14 + 0.*I, 2.3092638912203253*^-14 + 0.*I, 2.2093438190040612*^-14 + 0.*I, 2.1982415887578096*^-14 + 0.*I, 2.1982415887578096*^-14 + 0.*I, 1.7985612998927536*^-14 + 0.*I, 7.993605777301126*^-15 + 0.*I, 2.1982415887578096*^-14 + 0.*I, 2.1982415887578096*^-14 + 0.*I, 2.2981616609740737*^-14 + 0.*I, 2.3092638912203253*^-14 + 0.*I, 2.2093438190040612*^-14 + 0.*I, 2.1982415887578096*^-14 + 0.*I, 2.3092638912203253*^-14 + 0.*I, 2.1982415887578096*^-14 + 0.*I, 2.1982415887578096*^-14 + 0.*I, 2.1982415887578096*^-14 + 0.*I}
{0.21563368600818894 + 0.*I, 0.315768169822616 + 0.*I, 0.315174469998088 + 0.*I, 0.19876776093805001 + 0.*I, 0.016864962223472998 + 0.*I, 0.0005834986020740729 + 0.*I, 0.000011031264422034504 + 0.*I, 1.3171398494105088*^-7 + 0.*I, 1.0843580477981616*^-9 + 0.*I, 6.555977982714012*^-12 + 0.*I, 5.60662627435704*^-14 + 0.*I, 2.597921877622866*^-14 + 0.*I, 2.4980018054066022*^-14 + 0.*I, 2.4980018054066022*^-14 + 0.*I, 2.597921877622866*^-14 + 0.*I, 2.597921877622866*^-14 + 0.*I, 2.4980018054066022*^-14 + 0.*I, 2.597921877622866*^-14 + 0.*I, 2.0983215165415455*^-14 + 0.*I, 8.992806499463768*^-15 + 0.*I, 2.1982415887578096*^-14 + 0.*I, 2.4980018054066022*^-14 + 0.*I, 2.4980018054066022*^-14 + 0.*I, 2.597921877622866*^-14 + 0.*I, 2.597921877622866*^-14 + 0.*I, 2.597921877622866*^-14 + 0.*I, 2.597921877622866*^-14 + 0.*I, 2.597921877622866*^-14 + 0.*I, 2.609024107869118*^-14 + 0.*I, 2.609024107869118*^-14 + 0.*I, 2.609024107869118*^-14 + 0.*I, 2.597921877622866*^-14 + 0.*I, 2.597921877622866*^-14 + 0.*I, 2.4980018054066022*^-14 + 0.*I, 2.597921877622866*^-14 + 0.*I, 2.597921877622866*^-14 + 0.*I, 2.597921877622866*^-14 + 0.*I, 2.4980018054066022*^-14 + 0.*I, 2.1982415887578096*^-14 + 0.*I, 5.995204332975845*^-15 + 0.*I, 2.398081733190338*^-14 + 0.*I, 2.4980018054066022*^-14 + 0.*I, 2.4980018054066022*^-14 + 0.*I, 2.4980018054066022*^-14 + 0.*I, 2.597921877622866*^-14 + 0.*I, 2.4980018054066022*^-14 + 0.*I, 2.597921877622866*^-14 + 0.*I, 2.597921877622866*^-14 + 0.*I, 2.609024107869118*^-14 + 0.*I, 2.609024107869118*^-14 + 0.*I}
{0.22108974821219793 + 0.*I, 0.29675243546577196 + 0.*I, 0.296093307891962 + 0.*I, 0.20309910953577093 + 0.*I, 0.01798955746391706 + 0.*I, 0.000647336332067927 + 0.*I, 0.000012713484829007804 + 0.*I, 1.5761425009586103*^-7 + 0.*I, 1.3469100279550614*^-9 + 0.*I, 8.443024057669389*^-12 + 0.*I, 6.594724766273429*^-14 + 0.*I, 2.4980018054066022*^-14 + 0.*I, 2.4980018054066022*^-14 + 0.*I, 2.5091040356528538*^-14 + 0.*I, 2.5091040356528538*^-14 + 0.*I, 2.4980018054066022*^-14 + 0.*I, 2.4980018054066022*^-14 + 0.*I, 2.398081733190338*^-14 + 0.*I, 2.0983215165415455*^-14 + 0.*I, 7.993605777301126*^-15 + 0.*I, 1.9984014443252818*^-14 + 0.*I, 2.398081733190338*^-14 + 0.*I, 2.398081733190338*^-14 + 0.*I, 2.4980018054066022*^-14 + 0.*I, 2.4091839634365894*^-14 + 0.*I, 2.5091040356528538*^-14 + 0.*I, 2.4980018054066022*^-14 + 0.*I, 2.4980018054066022*^-14 + 0.*I, 2.4980018054066022*^-14 + 0.*I, 2.4980018054066022*^-14 + 0.*I, 2.4980018054066022*^-14 + 0.*I, 2.4980018054066022*^-14 + 0.*I, 2.4980018054066022*^-14 + 0.*I, 2.5091040356528538*^-14 + 0.*I, 2.5091040356528538*^-14 + 0.*I, 2.4980018054066022*^-14 + 0.*I, 2.4980018054066022*^-14 + 0.*I, 2.4980018054066022*^-14 + 0.*I, 2.0983215165415455*^-14 + 0.*I, 4.940804310139907*^-15 + 0.*I, 2.1982415887578096*^-14 + 0.*I, 2.2981616609740737*^-14 + 0.*I, 2.4980018054066022*^-14 + 0.*I, 2.4980018054066022*^-14 + 0.*I, 2.5091040356528538*^-14 + 0.*I, 2.4091839634365894*^-14 + 0.*I, 2.4980018054066022*^-14 + 0.*I, 2.4980018054066022*^-14 + 0.*I, 2.4980018054066022*^-14 + 0.*I, 2.4980018054066022*^-14 + 0.*I}
{0.226477491215769 + 0.*I, 0.277814352684265 + 0.*I, 0.277084114492609 + 0.*I, 0.20731589165571804 + 0.*I, 0.019160387350002025 + 0.*I, 0.0007166485641360021 + 0.*I, 0.000014612189590978986 + 0.*I, 1.8797100798106922*^-7 + 0.*I, 1.6663069812850038*^-9 + 0.*I, 1.0826006757724826*^-11 + 0.*I, 7.704947790898585*^-14 + 0.*I, 2.4091839634365894*^-14 + 0.*I, 2.398081733190338*^-14 + 0.*I, 2.398081733190338*^-14 + 0.*I, 2.398081733190338*^-14 + 0.*I, 2.398081733190338*^-14 + 0.*I, 2.4091839634365894*^-14 + 0.*I, 2.398081733190338*^-14 + 0.*I, 1.9095836023552692*^-14 + 0.*I, 9.076115665929498*^-15 + 0.*I, 1.9095836023552692*^-14 + 0.*I, 2.398081733190338*^-14 + 0.*I, 2.4091839634365894*^-14 + 0.*I, 2.398081733190338*^-14 + 0.*I, 2.398081733190338*^-14 + 0.*I, 2.4980018054066022*^-14 + 0.*I, 2.398081733190338*^-14 + 0.*I, 2.4091839634365894*^-14 + 0.*I, 2.4980018054066022*^-14 + 0.*I, 2.4980018054066022*^-14 + 0.*I, 2.398081733190338*^-14 + 0.*I, 2.4091839634365894*^-14 + 0.*I, 2.398081733190338*^-14 + 0.*I, 2.398081733190338*^-14 + 0.*I, 2.398081733190338*^-14 + 0.*I, 2.398081733190338*^-14 + 0.*I, 2.5091040356528538*^-14 + 0.*I, 2.398081733190338*^-14 + 0.*I, 1.8984813721090174*^-14 + 0.*I, 5.995204332975845*^-15 + 0.*I, 2.1094237467877974*^-14 + 0.*I, 2.398081733190338*^-14 + 0.*I, 2.4091839634365894*^-14 + 0.*I, 2.398081733190338*^-14 + 0.*I, 2.398081733190338*^-14 + 0.*I, 2.4980018054066022*^-14 + 0.*I, 2.398081733190338*^-14 + 0.*I, 2.4091839634365894*^-14 + 0.*I, 2.4980018054066022*^-14 + 0.*I, 2.4980018054066022*^-14 + 0.*I}
{0.23179022665883597 + 0.*I, 0.25897112490591395 + 0.*I, 0.25816373649563695 + 0.*I, 0.21141109624208096 + 0.*I, 0.02037777338286506 + 0.*I, 0.0007917698113250048 + 0.*I, 0.000016750121646036394 + 0.*I, 2.2344408101560018*^-7 + 0.*I, 2.053442971217123*^-9 + 0.*I, 1.3822054611978274*^-11 + 0.*I, 9.603429163007604*^-14 + 0.*I, 2.5091040356528538*^-14 + 0.*I, 2.398081733190338*^-14 + 0.*I, 2.4980018054066022*^-14 + 0.*I, 2.4980018054066022*^-14 + 0.*I, 2.4980018054066022*^-14 + 0.*I, 2.4980018054066022*^-14 + 0.*I, 2.398081733190338*^-14 + 0.*I, 1.9984014443252818*^-14 + 0.*I, 9.992007221626409*^-15 + 0.*I, 1.9984014443252818*^-14 + 0.*I, 2.398081733190338*^-14 + 0.*I, 2.4980018054066022*^-14 + 0.*I, 2.398081733190338*^-14 + 0.*I, 2.398081733190338*^-14 + 0.*I, 2.4980018054066022*^-14 + 0.*I, 2.398081733190338*^-14 + 0.*I, 2.5091040356528538*^-14 + 0.*I, 2.4980018054066022*^-14 + 0.*I, 2.4980018054066022*^-14 + 0.*I, 2.4980018054066022*^-14 + 0.*I, 2.5091040356528538*^-14 + 0.*I, 2.398081733190338*^-14 + 0.*I, 2.4980018054066022*^-14 + 0.*I, 2.4980018054066022*^-14 + 0.*I, 2.4980018054066022*^-14 + 0.*I, 2.4980018054066022*^-14 + 0.*I, 2.398081733190338*^-14 + 0.*I, 1.9984014443252818*^-14 + 0.*I, 7.993605777301126*^-15 + 0.*I, 2.2981616609740737*^-14 + 0.*I, 2.398081733190338*^-14 + 0.*I, 2.4980018054066022*^-14 + 0.*I, 2.398081733190338*^-14 + 0.*I, 2.4980018054066022*^-14 + 0.*I, 2.4980018054066022*^-14 + 0.*I, 2.398081733190338*^-14 + 0.*I, 2.5091040356528538*^-14 + 0.*I, 2.4980018054066022*^-14 + 0.*I, 2.4980018054066022*^-14 + 0.*I}
