{0. + 0.*I, 0.9999833334165987 + 0.*I, 0.9999833334165987 + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I}
{0.011949193838800555 + 0.*I, 0.001522539106990628 + 0.*I, 0.01968936248422093 + 0.*I, 0.021825860395408014 + 0.*I, 0.04558073508378335 + 0.*I, 0.004711054145212224 + 0.*I, 0.00716965205580511 + 0.*I, 0.014202765954207665 + 0.*I, 0.002065602386586152 + 0.*I, 0.006419049249206665 + 0.*I, 0.004279954056607416 + 0.*I, 0.0013074623895992234 + 0.*I, 0.0005559510078079201 + 0.*I}
{0.011949193838800555 + 0.*I, 0.001522539106990628 + 0.*I, 0.01968936248422093 + 0.*I, 0.021825860395408014 + 0.*I, 0.04558073508378335 + 0.*I, 0.004711054145212224 + 0.*I, 0.00716965205580511 + 0.*I, 0.014202765954207665 + 0.*I, 0.002065602386586152 + 0.*I, 0.006419049249206665 + 0.*I, 0.004279954056607416 + 0.*I, 0.0013074623895992234 + 0.*I, 0.0005559510078079201 + 0.*I}
{0.011949193838800555 + 0.*I, 0.001522539106990628 + 0.*I, 0.01968936248422093 + 0.*I, 0.021825860395408014 + 0.*I, 0.04558073508378335 + 0.*I, 0.004711054145212224 + 0.*I, 0.00716965205580511 + 0.*I, 0.014202765954207665 + 0.*I, 0.002065602386586152 + 0.*I, 0.006419049249206665 + 0.*I, 0.004279954056607416 + 0.*I, 0.0013074623895992234 + 0.*I, 0.0005559510078079201 + 0.*I}
{0.011949193838800555 + 0.*I, 0.001522539106990628 + 0.*I, 0.01968936248422093 + 0.*I, 0.021825860395408014 + 0.*I, 0.04558073508378335 + 0.*I, 0.004711054145212224 + 0.*I, 0.00716965205580511 + 0.*I, 0.014202765954207665 + 0.*I, 0.002065602386586152 + 0.*I, 0.006419049249206665 + 0.*I, 0.004279954056607416 + 0.*I, 0.0013074623895992234 + 0.*I, 0.0005559510078079201 + 0.*I}
{0.011949193838800555 + 0.*I, 0.001522539106990628 + 0.*I, 0.01968936248422093 + 0.*I, 0.021825860395408014 + 0.*I, 0.04558073508378335 + 0.*I, 0.004711054145212224 + 0.*I, 0.00716965205580511 + 0.*I, 0.014202765954207665 + 0.*I, 0.002065602386586152 + 0.*I, 0.006419049249206665 + 0.*I, 0.004279954056607416 + 0.*I, 0.0013074623895992234 + 0.*I, 0.0005559510078079201 + 0.*I}
{0.011949193838800555 + 0.*I, 0.001522539106990628 + 0.*I, 0.01968936248422093 + 0.*I, 0.021825860395408014 + 0.*I, 0.04558073508378335 + 0.*I, 0.004711054145212224 + 0.*I, 0.00716965205580511 + 0.*I, 0.014202765954207665 + 0.*I, 0.002065602386586152 + 0.*I, 0.006419049249206665 + 0.*I, 0.004279954056607416 + 0.*I, 0.0013074623895992234 + 0.*I, 0.0005559510078079201 + 0.*I}
{0.012094321088396143 + 0.*I, 0.0011099790254043285 + 0.*I, 0.019574265248212264 + 0.*I, 0.021401168502999116 + 0.*I, 0.04539694118761429 + 0.*I, 0.004787388346594312 + 0.*I, 0.007394221601386697 + 0.*I, 0.01411184555759615 + 0.*I, 0.002048272210597446 + 0.*I, 0.0065089756756009365 + 0.*I, 0.004232601927606217 + 0.*I, 0.0010490412703956231 + 0.*I, 0.0005777410557961106 + 0.*I}
{0.012094321088396143 + 0.*I, 0.0011099790254043285 + 0.*I, 0.019574265248212264 + 0.*I, 0.021401168502999116 + 0.*I, 0.04539694118761429 + 0.*I, 0.004787388346594312 + 0.*I, 0.007394221601386697 + 0.*I, 0.01411184555759615 + 0.*I, 0.002048272210597446 + 0.*I, 0.0065089756756009365 + 0.*I, 0.004232601927606217 + 0.*I, 0.0010490412703956231 + 0.*I, 0.0005777410557961106 + 0.*I}
{0.012094321088396143 + 0.*I, 0.0011099790254043285 + 0.*I, 0.019574265248212264 + 0.*I, 0.021401168502999116 + 0.*I, 0.04539694118761429 + 0.*I, 0.004787388346594312 + 0.*I, 0.007394221601386697 + 0.*I, 0.01411184555759615 + 0.*I, 0.002048272210597446 + 0.*I, 0.0065089756756009365 + 0.*I, 0.004232601927606217 + 0.*I, 0.0010490412703956231 + 0.*I, 0.0005777410557961106 + 0.*I}
{0.012094321088396143 + 0.*I, 0.0011099790254043285 + 0.*I, 0.019574265248212264 + 0.*I, 0.021401168502999116 + 0.*I, 0.04539694118761429 + 0.*I, 0.004787388346594312 + 0.*I, 0.007394221601386697 + 0.*I, 0.01411184555759615 + 0.*I, 0.002048272210597446 + 0.*I, 0.0065089756756009365 + 0.*I, 0.004232601927606217 + 0.*I, 0.0010490412703956231 + 0.*I, 0.0005777410557961106 + 0.*I}
{0.012094321088396143 + 0.*I, 0.0011099790254043285 + 0.*I, 0.019574265248212264 + 0.*I, 0.021401168502999116 + 0.*I, 0.04539694118761429 + 0.*I, 0.004787388346594312 + 0.*I, 0.007394221601386697 + 0.*I, 0.01411184555759615 + 0.*I, 0.002048272210597446 + 0.*I, 0.0065089756756009365 + 0.*I, 0.004232601927606217 + 0.*I, 0.0010490412703956231 + 0.*I, 0.0005777410557961106 + 0.*I}
{0.012094321088396143 + 0.*I, 0.0011099790254043285 + 0.*I, 0.019574265248212264 + 0.*I, 0.021401168502999116 + 0.*I, 0.04539694118761429 + 0.*I, 0.004787388346594312 + 0.*I, 0.007394221601386697 + 0.*I, 0.01411184555759615 + 0.*I, 0.002048272210597446 + 0.*I, 0.0065089756756009365 + 0.*I, 0.004232601927606217 + 0.*I, 0.0010490412703956231 + 0.*I, 0.0005777410557961106 + 0.*I}
{0.012094321088396143 + 0.*I, 0.0011099790254043285 + 0.*I, 0.019574265248212264 + 0.*I, 0.021401168502999116 + 0.*I, 0.04539694118761429 + 0.*I, 0.004787388346594312 + 0.*I, 0.007394221601386697 + 0.*I, 0.01411184555759615 + 0.*I, 0.002048272210597446 + 0.*I, 0.0065089756756009365 + 0.*I, 0.004232601927606217 + 0.*I, 0.0010490412703956231 + 0.*I, 0.0005777410557961106 + 0.*I}
{0.012094321088396143 + 0.*I, 0.0011099790254043285 + 0.*I, 0.019574265248212264 + 0.*I, 0.021401168502999116 + 0.*I, 0.04539694118761429 + 0.*I, 0.004787388346594312 + 0.*I, 0.007394221601386697 + 0.*I, 0.01411184555759615 + 0.*I, 0.002048272210597446 + 0.*I, 0.0065089756756009365 + 0.*I, 0.004232601927606217 + 0.*I, 0.0010490412703956231 + 0.*I, 0.0005777410557961106 + 0.*I}
{0.012094321088396143 + 0.*I, 0.0011099790254043285 + 0.*I, 0.019574265248212264 + 0.*I, 0.021401168502999116 + 0.*I, 0.04539694118761429 + 0.*I, 0.004787388346594312 + 0.*I, 0.007394221601386697 + 0.*I, 0.01411184555759615 + 0.*I, 0.002048272210597446 + 0.*I, 0.0065089756756009365 + 0.*I, 0.004232601927606217 + 0.*I, 0.0010490412703956231 + 0.*I, 0.0005777410557961106 + 0.*I}
{0.012094321088396143 + 0.*I, 0.0011099790254043285 + 0.*I, 0.019574265248212264 + 0.*I, 0.021401168502999116 + 0.*I, 0.04539694118761429 + 0.*I, 0.004787388346594312 + 0.*I, 0.007394221601386697 + 0.*I, 0.01411184555759615 + 0.*I, 0.002048272210597446 + 0.*I, 0.0065089756756009365 + 0.*I, 0.004232601927606217 + 0.*I, 0.0010490412703956231 + 0.*I, 0.0005777410557961106 + 0.*I}
{0.01223493312241253 + 0.*I, 0.0007142535265902694 + 0.*I, 0.019495132963398554 + 0.*I, 0.020929149603610142 + 0.*I, 0.045186535972185915 + 0.*I, 0.004871057199196116 + 0.*I, 0.0076134811291872495 + 0.*I, 0.014009386745783559 + 0.*I, 0.0020413461423895995 + 0.*I, 0.006590117775195915 + 0.*I, 0.0041734674483928655 + 0.*I, 0.0007908483161955803 + 0.*I, 0.0006054238502029019 + 0.*I}
{0.01223493312241253 + 0.*I, 0.0007142535265902694 + 0.*I, 0.019495132963398554 + 0.*I, 0.020929149603610142 + 0.*I, 0.045186535972185915 + 0.*I, 0.004871057199196116 + 0.*I, 0.0076134811291872495 + 0.*I, 0.014009386745783559 + 0.*I, 0.0020413461423895995 + 0.*I, 0.006590117775195915 + 0.*I, 0.0041734674483928655 + 0.*I, 0.0007908483161955803 + 0.*I, 0.0006054238502029019 + 0.*I}
{0.01223493312241253 + 0.*I, 0.0007142535265902694 + 0.*I, 0.019495132963398554 + 0.*I, 0.020929149603610142 + 0.*I, 0.045186535972185915 + 0.*I, 0.004871057199196116 + 0.*I, 0.0076134811291872495 + 0.*I, 0.014009386745783559 + 0.*I, 0.0020413461423895995 + 0.*I, 0.006590117775195915 + 0.*I, 0.0041734674483928655 + 0.*I, 0.0007908483161955803 + 0.*I, 0.0006054238502029019 + 0.*I}
{0.01223493312241253 + 0.*I, 0.0007142535265902694 + 0.*I, 0.019495132963398554 + 0.*I, 0.020929149603610142 + 0.*I, 0.045186535972185915 + 0.*I, 0.004871057199196116 + 0.*I, 0.0076134811291872495 + 0.*I, 0.014009386745783559 + 0.*I, 0.0020413461423895995 + 0.*I, 0.006590117775195915 + 0.*I, 0.0041734674483928655 + 0.*I, 0.0007908483161955803 + 0.*I, 0.0006054238502029019 + 0.*I}
{0.01223493312241253 + 0.*I, 0.0007142535265902694 + 0.*I, 0.019495132963398554 + 0.*I, 0.020929149603610142 + 0.*I, 0.045186535972185915 + 0.*I, 0.004871057199196116 + 0.*I, 0.0076134811291872495 + 0.*I, 0.014009386745783559 + 0.*I, 0.0020413461423895995 + 0.*I, 0.006590117775195915 + 0.*I, 0.0041734674483928655 + 0.*I, 0.0007908483161955803 + 0.*I, 0.0006054238502029019 + 0.*I}
{0.01223493312241253 + 0.*I, 0.0007142535265902694 + 0.*I, 0.019495132963398554 + 0.*I, 0.020929149603610142 + 0.*I, 0.045186535972185915 + 0.*I, 0.004871057199196116 + 0.*I, 0.0076134811291872495 + 0.*I, 0.014009386745783559 + 0.*I, 0.0020413461423895995 + 0.*I, 0.006590117775195915 + 0.*I, 0.0041734674483928655 + 0.*I, 0.0007908483161955803 + 0.*I, 0.0006054238502029019 + 0.*I}
{0.01223493312241253 + 0.*I, 0.0007142535265902694 + 0.*I, 0.019495132963398554 + 0.*I, 0.020929149603610142 + 0.*I, 0.045186535972185915 + 0.*I, 0.004871057199196116 + 0.*I, 0.0076134811291872495 + 0.*I, 0.014009386745783559 + 0.*I, 0.0020413461423895995 + 0.*I, 0.006590117775195915 + 0.*I, 0.0041734674483928655 + 0.*I, 0.0007908483161955803 + 0.*I, 0.0006054238502029019 + 0.*I}
{0.01223493312241253 + 0.*I, 0.0007142535265902694 + 0.*I, 0.019495132963398554 + 0.*I, 0.020929149603610142 + 0.*I, 0.045186535972185915 + 0.*I, 0.004871057199196116 + 0.*I, 0.0076134811291872495 + 0.*I, 0.014009386745783559 + 0.*I, 0.0020413461423895995 + 0.*I, 0.006590117775195915 + 0.*I, 0.0041734674483928655 + 0.*I, 0.0007908483161955803 + 0.*I, 0.0006054238502029019 + 0.*I}
{0.01223493312241253 + 0.*I, 0.0007142535265902694 + 0.*I, 0.019495132963398554 + 0.*I, 0.020929149603610142 + 0.*I, 0.045186535972185915 + 0.*I, 0.004871057199196116 + 0.*I, 0.0076134811291872495 + 0.*I, 0.014009386745783559 + 0.*I, 0.0020413461423895995 + 0.*I, 0.006590117775195915 + 0.*I, 0.0041734674483928655 + 0.*I, 0.0007908483161955803 + 0.*I, 0.0006054238502029019 + 0.*I}
{0.01223493312241253 + 0.*I, 0.0007142535265902694 + 0.*I, 0.019495132963398554 + 0.*I, 0.020929149603610142 + 0.*I, 0.045186535972185915 + 0.*I, 0.004871057199196116 + 0.*I, 0.0076134811291872495 + 0.*I, 0.014009386745783559 + 0.*I, 0.0020413461423895995 + 0.*I, 0.006590117775195915 + 0.*I, 0.0041734674483928655 + 0.*I, 0.0007908483161955803 + 0.*I, 0.0006054238502029019 + 0.*I}
{0.012370869117606098 + 0.*I, 0.00033594315160812016 + 0.*I, 0.019451181021001854 + 0.*I, 0.02041073616840805 + 0.*I, 0.04494979342639649 + 0.*I, 0.004962171530986659 + 0.*I, 0.007827227287804384 + 0.*I, 0.013895727815405047 + 0.*I, 0.0020446317190003786 + 0.*I, 0.006662744746205318 + 0.*I, 0.004102580518594579 + 0.*I, 0.0005335016840024576 + 0.*I, 0.0006391202383992933 + 0.*I}
{0.012370869117606098 + 0.*I, 0.00033594315160812016 + 0.*I, 0.019451181021001854 + 0.*I, 0.02041073616840805 + 0.*I, 0.04494979342639649 + 0.*I, 0.004962171530986659 + 0.*I, 0.007827227287804384 + 0.*I, 0.013895727815405047 + 0.*I, 0.0020446317190003786 + 0.*I, 0.006662744746205318 + 0.*I, 0.004102580518594579 + 0.*I, 0.0005335016840024576 + 0.*I, 0.0006391202383992933 + 0.*I}
{0.012370869117606098 + 0.*I, 0.00033594315160812016 + 0.*I, 0.019451181021001854 + 0.*I, 0.02041073616840805 + 0.*I, 0.04494979342639649 + 0.*I, 0.004962171530986659 + 0.*I, 0.007827227287804384 + 0.*I, 0.013895727815405047 + 0.*I, 0.0020446317190003786 + 0.*I, 0.006662744746205318 + 0.*I, 0.004102580518594579 + 0.*I, 0.0005335016840024576 + 0.*I, 0.0006391202383992933 + 0.*I}
{0.012370869117606098 + 0.*I, 0.00033594315160812016 + 0.*I, 0.019451181021001854 + 0.*I, 0.02041073616840805 + 0.*I, 0.04494979342639649 + 0.*I, 0.004962171530986659 + 0.*I, 0.007827227287804384 + 0.*I, 0.013895727815405047 + 0.*I, 0.0020446317190003786 + 0.*I, 0.006662744746205318 + 0.*I, 0.004102580518594579 + 0.*I, 0.0005335016840024576 + 0.*I, 0.0006391202383992933 + 0.*I}
{0.012370869117606098 + 0.*I, 0.00033594315160812016 + 0.*I, 0.019451181021001854 + 0.*I, 0.02041073616840805 + 0.*I, 0.04494979342639649 + 0.*I, 0.004962171530986659 + 0.*I, 0.007827227287804384 + 0.*I, 0.013895727815405047 + 0.*I, 0.0020446317190003786 + 0.*I, 0.006662744746205318 + 0.*I, 0.004102580518594579 + 0.*I, 0.0005335016840024576 + 0.*I, 0.0006391202383992933 + 0.*I}
{0.012370869117606098 + 0.*I, 0.00033594315160812016 + 0.*I, 0.019451181021001854 + 0.*I, 0.02041073616840805 + 0.*I, 0.04494979342639649 + 0.*I, 0.004962171530986659 + 0.*I, 0.007827227287804384 + 0.*I, 0.013895727815405047 + 0.*I, 0.0020446317190003786 + 0.*I, 0.006662744746205318 + 0.*I, 0.004102580518594579 + 0.*I, 0.0005335016840024576 + 0.*I, 0.0006391202383992933 + 0.*I}
{0.012370869117606098 + 0.*I, 0.00033594315160812016 + 0.*I, 0.019451181021001854 + 0.*I, 0.02041073616840805 + 0.*I, 0.04494979342639649 + 0.*I, 0.004962171530986659 + 0.*I, 0.007827227287804384 + 0.*I, 0.013895727815405047 + 0.*I, 0.0020446317190003786 + 0.*I, 0.006662744746205318 + 0.*I, 0.004102580518594579 + 0.*I, 0.0005335016840024576 + 0.*I, 0.0006391202383992933 + 0.*I}
{0.012370869117606098 + 0.*I, 0.00033594315160812016 + 0.*I, 0.019451181021001854 + 0.*I, 0.02041073616840805 + 0.*I, 0.04494979342639649 + 0.*I, 0.004962171530986659 + 0.*I, 0.007827227287804384 + 0.*I, 0.013895727815405047 + 0.*I, 0.0020446317190003786 + 0.*I, 0.006662744746205318 + 0.*I, 0.004102580518594579 + 0.*I, 0.0005335016840024576 + 0.*I, 0.0006391202383992933 + 0.*I}
{0.012370869117606098 + 0.*I, 0.00033594315160812016 + 0.*I, 0.019451181021001854 + 0.*I, 0.02041073616840805 + 0.*I, 0.04494979342639649 + 0.*I, 0.004962171530986659 + 0.*I, 0.007827227287804384 + 0.*I, 0.013895727815405047 + 0.*I, 0.0020446317190003786 + 0.*I, 0.006662744746205318 + 0.*I, 0.004102580518594579 + 0.*I, 0.0005335016840024576 + 0.*I, 0.0006391202383992933 + 0.*I}
{0.012370869117606098 + 0.*I, 0.00033594315160812016 + 0.*I, 0.019451181021001854 + 0.*I, 0.02041073616840805 + 0.*I, 0.04494979342639649 + 0.*I, 0.004962171530986659 + 0.*I, 0.007827227287804384 + 0.*I, 0.013895727815405047 + 0.*I, 0.0020446317190003786 + 0.*I, 0.006662744746205318 + 0.*I, 0.004102580518594579 + 0.*I, 0.0005335016840024576 + 0.*I, 0.0006391202383992933 + 0.*I}
{0.01250196785600455 + 0.*I, 0.000024370984585964095 + 0.*I, 0.019441650377194364 + 0.*I, 0.01984699416279767 + 0.*I, 0.04468701635860217 + 0.*I, 0.005060862967387614 + 0.*I, 0.008035267705808202 + 0.*I, 0.013771242484184045 + 0.*I, 0.002057894029805496 + 0.*I, 0.0067271421113901395 + 0.*I, 0.004020003042193299 + 0.*I, 0.0002776017785921514 + 0.*I, 0.0006788926013912011 + 0.*I}
{0.01250196785600455 + 0.*I, 0.000024370984585964095 + 0.*I, 0.019441650377194364 + 0.*I, 0.01984699416279767 + 0.*I, 0.04468701635860217 + 0.*I, 0.005060862967387614 + 0.*I, 0.008035267705808202 + 0.*I, 0.013771242484184045 + 0.*I, 0.002057894029805496 + 0.*I, 0.0067271421113901395 + 0.*I, 0.004020003042193299 + 0.*I, 0.0002776017785921514 + 0.*I, 0.0006788926013912011 + 0.*I}
{0.01250196785600455 + 0.*I, 0.000024370984585964095 + 0.*I, 0.019441650377194364 + 0.*I, 0.01984699416279767 + 0.*I, 0.04468701635860217 + 0.*I, 0.005060862967387614 + 0.*I, 0.008035267705808202 + 0.*I, 0.013771242484184045 + 0.*I, 0.002057894029805496 + 0.*I, 0.0067271421113901395 + 0.*I, 0.004020003042193299 + 0.*I, 0.0002776017785921514 + 0.*I, 0.0006788926013912011 + 0.*I}
{0.01250196785600455 + 0.*I, 0.000024370984585964095 + 0.*I, 0.019441650377194364 + 0.*I, 0.01984699416279767 + 0.*I, 0.04468701635860217 + 0.*I, 0.005060862967387614 + 0.*I, 0.008035267705808202 + 0.*I, 0.013771242484184045 + 0.*I, 0.002057894029805496 + 0.*I, 0.0067271421113901395 + 0.*I, 0.004020003042193299 + 0.*I, 0.0002776017785921514 + 0.*I, 0.0006788926013912011 + 0.*I}
{0.01250196785600455 + 0.*I, 0.000024370984585964095 + 0.*I, 0.019441650377194364 + 0.*I, 0.01984699416279767 + 0.*I, 0.04468701635860217 + 0.*I, 0.005060862967387614 + 0.*I, 0.008035267705808202 + 0.*I, 0.013771242484184045 + 0.*I, 0.002057894029805496 + 0.*I, 0.0067271421113901395 + 0.*I, 0.004020003042193299 + 0.*I, 0.0002776017785921514 + 0.*I, 0.0006788926013912011 + 0.*I}
{0.01250196785600455 + 0.*I, 0.000024370984585964095 + 0.*I, 0.019441650377194364 + 0.*I, 0.01984699416279767 + 0.*I, 0.04468701635860217 + 0.*I, 0.005060862967387614 + 0.*I, 0.008035267705808202 + 0.*I, 0.013771242484184045 + 0.*I, 0.002057894029805496 + 0.*I, 0.0067271421113901395 + 0.*I, 0.004020003042193299 + 0.*I, 0.0002776017785921514 + 0.*I, 0.0006788926013912011 + 0.*I}
{0.01250196785600455 + 0.*I, 0.000024370984585964095 + 0.*I, 0.019441650377194364 + 0.*I, 0.01984699416279767 + 0.*I, 0.04468701635860217 + 0.*I, 0.005060862967387614 + 0.*I, 0.008035267705808202 + 0.*I, 0.013771242484184045 + 0.*I, 0.002057894029805496 + 0.*I, 0.0067271421113901395 + 0.*I, 0.004020003042193299 + 0.*I, 0.0002776017785921514 + 0.*I, 0.0006788926013912011 + 0.*I}
{0.01250196785600455 + 0.*I, 0.000024370984585964095 + 0.*I, 0.019441650377194364 + 0.*I, 0.01984699416279767 + 0.*I, 0.04468701635860217 + 0.*I, 0.005060862967387614 + 0.*I, 0.008035267705808202 + 0.*I, 0.013771242484184045 + 0.*I, 0.002057894029805496 + 0.*I, 0.0067271421113901395 + 0.*I, 0.004020003042193299 + 0.*I, 0.0002776017785921514 + 0.*I, 0.0006788926013912011 + 0.*I}
{0.01250196785600455 + 0.*I, 0.000024370984585964095 + 0.*I, 0.019441650377194364 + 0.*I, 0.01984699416279767 + 0.*I, 0.04468701635860217 + 0.*I, 0.005060862967387614 + 0.*I, 0.008035267705808202 + 0.*I, 0.013771242484184045 + 0.*I, 0.002057894029805496 + 0.*I, 0.0067271421113901395 + 0.*I, 0.004020003042193299 + 0.*I, 0.0002776017785921514 + 0.*I, 0.0006788926013912011 + 0.*I}
{0.01250196785600455 + 0.*I, 0.000024370984585964095 + 0.*I, 0.019441650377194364 + 0.*I, 0.01984699416279767 + 0.*I, 0.04468701635860217 + 0.*I, 0.005060862967387614 + 0.*I, 0.008035267705808202 + 0.*I, 0.013771242484184045 + 0.*I, 0.002057894029805496 + 0.*I, 0.0067271421113901395 + 0.*I, 0.004020003042193299 + 0.*I, 0.0002776017785921514 + 0.*I, 0.0006788926013912011 + 0.*I}
{0.01262806861139776 + 0.*I, 0.0003661085500095141 + 0.*I, 0.01946581019258709 + 0.*I, 0.019239125228986964 + 0.*I, 0.04439852943940448 + 0.*I, 0.005167279097406664 + 0.*I, 0.008237422920420734 + 0.*I, 0.013636335889999351 + 0.*I, 0.0020808536050132 + 0.*I, 0.00678360481499163 + 0.*I, 0.003925830443612944 + 0.*I, 0.000023727158393604956 + 0.*I, 0.0007247424986089879 + 0.*I}
{0.01262806861139776 + 0.*I, 0.0003661085500095141 + 0.*I, 0.01946581019258709 + 0.*I, 0.019239125228986964 + 0.*I, 0.04439852943940448 + 0.*I, 0.005167279097406664 + 0.*I, 0.008237422920420734 + 0.*I, 0.013636335889999351 + 0.*I, 0.0020808536050132 + 0.*I, 0.00678360481499163 + 0.*I, 0.003925830443612944 + 0.*I, 0.000023727158393604956 + 0.*I, 0.0007247424986089879 + 0.*I}
{0.01262806861139776 + 0.*I, 0.0003661085500095141 + 0.*I, 0.01946581019258709 + 0.*I, 0.019239125228986964 + 0.*I, 0.04439852943940448 + 0.*I, 0.005167279097406664 + 0.*I, 0.008237422920420734 + 0.*I, 0.013636335889999351 + 0.*I, 0.0020808536050132 + 0.*I, 0.00678360481499163 + 0.*I, 0.003925830443612944 + 0.*I, 0.000023727158393604956 + 0.*I, 0.0007247424986089879 + 0.*I}
{0.01262806861139776 + 0.*I, 0.0003661085500095141 + 0.*I, 0.01946581019258709 + 0.*I, 0.019239125228986964 + 0.*I, 0.04439852943940448 + 0.*I, 0.005167279097406664 + 0.*I, 0.008237422920420734 + 0.*I, 0.013636335889999351 + 0.*I, 0.0020808536050132 + 0.*I, 0.00678360481499163 + 0.*I, 0.003925830443612944 + 0.*I, 0.000023727158393604956 + 0.*I, 0.0007247424986089879 + 0.*I}
{0.01262806861139776 + 0.*I, 0.0003661085500095141 + 0.*I, 0.01946581019258709 + 0.*I, 0.019239125228986964 + 0.*I, 0.04439852943940448 + 0.*I, 0.005167279097406664 + 0.*I, 0.008237422920420734 + 0.*I, 0.013636335889999351 + 0.*I, 0.0020808536050132 + 0.*I, 0.00678360481499163 + 0.*I, 0.003925830443612944 + 0.*I, 0.000023727158393604956 + 0.*I, 0.0007247424986089879 + 0.*I}
{0.01262806861139776 + 0.*I, 0.0003661085500095141 + 0.*I, 0.01946581019258709 + 0.*I, 0.019239125228986964 + 0.*I, 0.04439852943940448 + 0.*I, 0.005167279097406664 + 0.*I, 0.008237422920420734 + 0.*I, 0.013636335889999351 + 0.*I, 0.0020808536050132 + 0.*I, 0.00678360481499163 + 0.*I, 0.003925830443612944 + 0.*I, 0.000023727158393604956 + 0.*I, 0.0007247424986089879 + 0.*I}
{0.01262806861139776 + 0.*I, 0.0003661085500095141 + 0.*I, 0.01946581019258709 + 0.*I, 0.019239125228986964 + 0.*I, 0.04439852943940448 + 0.*I, 0.005167279097406664 + 0.*I, 0.008237422920420734 + 0.*I, 0.013636335889999351 + 0.*I, 0.0020808536050132 + 0.*I, 0.00678360481499163 + 0.*I, 0.003925830443612944 + 0.*I, 0.000023727158393604956 + 0.*I, 0.0007247424986089879 + 0.*I}
{0.01262806861139776 + 0.*I, 0.0003661085500095141 + 0.*I, 0.01946581019258709 + 0.*I, 0.019239125228986964 + 0.*I, 0.04439852943940448 + 0.*I, 0.005167279097406664 + 0.*I, 0.008237422920420734 + 0.*I, 0.013636335889999351 + 0.*I, 0.0020808536050132 + 0.*I, 0.00678360481499163 + 0.*I, 0.003925830443612944 + 0.*I, 0.000023727158393604956 + 0.*I, 0.0007247424986089879 + 0.*I}
{0.01262806861139776 + 0.*I, 0.0003661085500095141 + 0.*I, 0.01946581019258709 + 0.*I, 0.019239125228986964 + 0.*I, 0.04439852943940448 + 0.*I, 0.005167279097406664 + 0.*I, 0.008237422920420734 + 0.*I, 0.013636335889999351 + 0.*I, 0.0020808536050132 + 0.*I, 0.00678360481499163 + 0.*I, 0.003925830443612944 + 0.*I, 0.000023727158393604956 + 0.*I, 0.0007247424986089879 + 0.*I}
{0.01262806861139776 + 0.*I, 0.0003661085500095141 + 0.*I, 0.01946581019258709 + 0.*I, 0.019239125228986964 + 0.*I, 0.04439852943940448 + 0.*I, 0.005167279097406664 + 0.*I, 0.008237422920420734 + 0.*I, 0.013636335889999351 + 0.*I, 0.0020808536050132 + 0.*I, 0.00678360481499163 + 0.*I, 0.003925830443612944 + 0.*I, 0.000023727158393604956 + 0.*I, 0.0007247424986089879 + 0.*I}
{0.012749011925405899 + 0.*I, 0.0006886911707804089 + 0.*I, 0.019522959383588834 + 0.*I, 0.018588467501601258 + 0.*I, 0.04408467256700188 + 0.*I, 0.00528157827399678 + 0.*I, 0.008433528229812026 + 0.*I, 0.013491440419199918 + 0.*I, 0.0021131846512090218 + 0.*I, 0.006832430308206796 + 0.*I, 0.003820193180409382 + 0.*I, 0.0002275693413988922 + 0.*I, 0.0007766086909999361 + 0.*I}
{0.012749011925405899 + 0.*I, 0.0006886911707804089 + 0.*I, 0.019522959383588834 + 0.*I, 0.018588467501601258 + 0.*I, 0.04408467256700188 + 0.*I, 0.00528157827399678 + 0.*I, 0.008433528229812026 + 0.*I, 0.013491440419199918 + 0.*I, 0.0021131846512090218 + 0.*I, 0.006832430308206796 + 0.*I, 0.003820193180409382 + 0.*I, 0.0002275693413988922 + 0.*I, 0.0007766086909999361 + 0.*I}
{0.012749011925405899 + 0.*I, 0.0006886911707804089 + 0.*I, 0.019522959383588834 + 0.*I, 0.018588467501601258 + 0.*I, 0.04408467256700188 + 0.*I, 0.00528157827399678 + 0.*I, 0.008433528229812026 + 0.*I, 0.013491440419199918 + 0.*I, 0.0021131846512090218 + 0.*I, 0.006832430308206796 + 0.*I, 0.003820193180409382 + 0.*I, 0.0002275693413988922 + 0.*I, 0.0007766086909999361 + 0.*I}
{0.012749011925405899 + 0.*I, 0.0006886911707804089 + 0.*I, 0.019522959383588834 + 0.*I, 0.018588467501601258 + 0.*I, 0.04408467256700188 + 0.*I, 0.00528157827399678 + 0.*I, 0.008433528229812026 + 0.*I, 0.013491440419199918 + 0.*I, 0.0021131846512090218 + 0.*I, 0.006832430308206796 + 0.*I, 0.003820193180409382 + 0.*I, 0.0002275693413988922 + 0.*I, 0.0007766086909999361 + 0.*I}
{0.012749011925405899 + 0.*I, 0.0006886911707804089 + 0.*I, 0.019522959383588834 + 0.*I, 0.018588467501601258 + 0.*I, 0.04408467256700188 + 0.*I, 0.00528157827399678 + 0.*I, 0.008433528229812026 + 0.*I, 0.013491440419199918 + 0.*I, 0.0021131846512090218 + 0.*I, 0.006832430308206796 + 0.*I, 0.003820193180409382 + 0.*I, 0.0002275693413988922 + 0.*I, 0.0007766086909999361 + 0.*I}
