{0. + 0.*I, 0.9999833334165987 + 0.*I, 0.9999833334165987 + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I}
{0.12863514558881797 + 0.*I, 0.07991637334181512 + 0.*I, 0.08745931689460029 + 0.*I, 0.05283818734538315 + 0.*I, 0.013951123198996386 + 0.*I, 0.007322920460395289 + 0.*I, 0.005686779576397073 + 0.*I, 0.0023186524995999496 + 0.*I, 0.00006722286900462394 + 0.*I, 0.0005117713236024723 + 0.*I, 0.0015147894654066185 + 0.*I, 0.0005070231288095696 + 0.*I, 0.0009371359934062796 + 0.*I}
{0.12844381010900796 + 0.*I, 0.08650727631700494 + 0.*I, 0.09254834677661085 + 0.*I, 0.049982552311811375 + 0.*I, 0.014023273011409822 + 0.*I, 0.006929255038801153 + 0.*I, 0.005500235080790894 + 0.*I, 0.002182303970199584 + 0.*I, 0.00019855325039674915 + 0.*I, 0.0005378166394010009 + 0.*I, 0.0014519454507866403 + 0.*I, 0.0005118741742027311 + 0.*I, 0.0008933908466068897 + 0.*I}
{0.12844381010900796 + 0.*I, 0.08650727631700494 + 0.*I, 0.09254834677661085 + 0.*I, 0.049982552311811375 + 0.*I, 0.014023273011409822 + 0.*I, 0.006929255038801153 + 0.*I, 0.005500235080790894 + 0.*I, 0.002182303970199584 + 0.*I, 0.00019855325039674915 + 0.*I, 0.0005378166394010009 + 0.*I, 0.0014519454507866403 + 0.*I, 0.0005118741742027311 + 0.*I, 0.0008933908466068897 + 0.*I}
{0.12844381010900796 + 0.*I, 0.08650727631700494 + 0.*I, 0.09254834677661085 + 0.*I, 0.049982552311811375 + 0.*I, 0.014023273011409822 + 0.*I, 0.006929255038801153 + 0.*I, 0.005500235080790894 + 0.*I, 0.002182303970199584 + 0.*I, 0.00019855325039674915 + 0.*I, 0.0005378166394010009 + 0.*I, 0.0014519454507866403 + 0.*I, 0.0005118741742027311 + 0.*I, 0.0008933908466068897 + 0.*I}
{0.12844381010900796 + 0.*I, 0.08650727631700494 + 0.*I, 0.09254834677661085 + 0.*I, 0.049982552311811375 + 0.*I, 0.014023273011409822 + 0.*I, 0.006929255038801153 + 0.*I, 0.005500235080790894 + 0.*I, 0.002182303970199584 + 0.*I, 0.00019855325039674915 + 0.*I, 0.0005378166394010009 + 0.*I, 0.0014519454507866403 + 0.*I, 0.0005118741742027311 + 0.*I, 0.0008933908466068897 + 0.*I}
{0.12844381010900796 + 0.*I, 0.08650727631700494 + 0.*I, 0.09254834677661085 + 0.*I, 0.049982552311811375 + 0.*I, 0.014023273011409822 + 0.*I, 0.006929255038801153 + 0.*I, 0.005500235080790894 + 0.*I, 0.002182303970199584 + 0.*I, 0.00019855325039674915 + 0.*I, 0.0005378166394010009 + 0.*I, 0.0014519454507866403 + 0.*I, 0.0005118741742027311 + 0.*I, 0.0008933908466068897 + 0.*I}
{0.12844381010900796 + 0.*I, 0.08650727631700494 + 0.*I, 0.09254834677661085 + 0.*I, 0.049982552311811375 + 0.*I, 0.014023273011409822 + 0.*I, 0.006929255038801153 + 0.*I, 0.005500235080790894 + 0.*I, 0.002182303970199584 + 0.*I, 0.00019855325039674915 + 0.*I, 0.0005378166394010009 + 0.*I, 0.0014519454507866403 + 0.*I, 0.0005118741742027311 + 0.*I, 0.0008933908466068897 + 0.*I}
{0.12844381010900796 + 0.*I, 0.08650727631700494 + 0.*I, 0.09254834677661085 + 0.*I, 0.049982552311811375 + 0.*I, 0.014023273011409822 + 0.*I, 0.006929255038801153 + 0.*I, 0.005500235080790894 + 0.*I, 0.002182303970199584 + 0.*I, 0.00019855325039674915 + 0.*I, 0.0005378166394010009 + 0.*I, 0.0014519454507866403 + 0.*I, 0.0005118741742027311 + 0.*I, 0.0008933908466068897 + 0.*I}
{0.12844381010900796 + 0.*I, 0.08650727631700494 + 0.*I, 0.09254834677661085 + 0.*I, 0.049982552311811375 + 0.*I, 0.014023273011409822 + 0.*I, 0.006929255038801153 + 0.*I, 0.005500235080790894 + 0.*I, 0.002182303970199584 + 0.*I, 0.00019855325039674915 + 0.*I, 0.0005378166394010009 + 0.*I, 0.0014519454507866403 + 0.*I, 0.0005118741742027311 + 0.*I, 0.0008933908466068897 + 0.*I}
{0.12844381010900796 + 0.*I, 0.08650727631700494 + 0.*I, 0.09254834677661085 + 0.*I, 0.049982552311811375 + 0.*I, 0.014023273011409822 + 0.*I, 0.006929255038801153 + 0.*I, 0.005500235080790894 + 0.*I, 0.002182303970199584 + 0.*I, 0.00019855325039674915 + 0.*I, 0.0005378166394010009 + 0.*I, 0.0014519454507866403 + 0.*I, 0.0005118741742027311 + 0.*I, 0.0008933908466068897 + 0.*I}
{0.12844381010900796 + 0.*I, 0.08650727631700494 + 0.*I, 0.09254834677661085 + 0.*I, 0.049982552311811375 + 0.*I, 0.014023273011409822 + 0.*I, 0.006929255038801153 + 0.*I, 0.005500235080790894 + 0.*I, 0.002182303970199584 + 0.*I, 0.00019855325039674915 + 0.*I, 0.0005378166394010009 + 0.*I, 0.0014519454507866403 + 0.*I, 0.0005118741742027311 + 0.*I, 0.0008933908466068897 + 0.*I}
{0.12812229379479678 + 0.*I, 0.09318880918438577 + 0.*I, 0.09769467994098502 + 0.*I, 0.04704503228618596 + 0.*I, 0.014108511262600487 + 0.*I, 0.006534074095188026 + 0.*I, 0.005311399203811185 + 0.*I, 0.0020427224961983015 + 0.*I, 0.000333001127206245 + 0.*I, 0.0005620747993928533 + 0.*I, 0.0013868688012119712 + 0.*I, 0.0005157991424142861 + 0.*I, 0.0008465935728008135 + 0.*I}
{0.12812229379479678 + 0.*I, 0.09318880918438577 + 0.*I, 0.09769467994098502 + 0.*I, 0.04704503228618596 + 0.*I, 0.014108511262600487 + 0.*I, 0.006534074095188026 + 0.*I, 0.005311399203811185 + 0.*I, 0.0020427224961983015 + 0.*I, 0.000333001127206245 + 0.*I, 0.0005620747993928533 + 0.*I, 0.0013868688012119712 + 0.*I, 0.0005157991424142861 + 0.*I, 0.0008465935728008135 + 0.*I}
{0.12812229379479678 + 0.*I, 0.09318880918438577 + 0.*I, 0.09769467994098502 + 0.*I, 0.04704503228618596 + 0.*I, 0.014108511262600487 + 0.*I, 0.006534074095188026 + 0.*I, 0.005311399203811185 + 0.*I, 0.0020427224961983015 + 0.*I, 0.000333001127206245 + 0.*I, 0.0005620747993928533 + 0.*I, 0.0013868688012119712 + 0.*I, 0.0005157991424142861 + 0.*I, 0.0008465935728008135 + 0.*I}
{0.12812229379479678 + 0.*I, 0.09318880918438577 + 0.*I, 0.09769467994098502 + 0.*I, 0.04704503228618596 + 0.*I, 0.014108511262600487 + 0.*I, 0.006534074095188026 + 0.*I, 0.005311399203811185 + 0.*I, 0.0020427224961983015 + 0.*I, 0.000333001127206245 + 0.*I, 0.0005620747993928533 + 0.*I, 0.0013868688012119712 + 0.*I, 0.0005157991424142861 + 0.*I, 0.0008465935728008135 + 0.*I}
{0.12812229379479678 + 0.*I, 0.09318880918438577 + 0.*I, 0.09769467994098502 + 0.*I, 0.04704503228618596 + 0.*I, 0.014108511262600487 + 0.*I, 0.006534074095188026 + 0.*I, 0.005311399203811185 + 0.*I, 0.0020427224961983015 + 0.*I, 0.000333001127206245 + 0.*I, 0.0005620747993928533 + 0.*I, 0.0013868688012119712 + 0.*I, 0.0005157991424142861 + 0.*I, 0.0008465935728008135 + 0.*I}
{0.12812229379479678 + 0.*I, 0.09318880918438577 + 0.*I, 0.09769467994098502 + 0.*I, 0.04704503228618596 + 0.*I, 0.014108511262600487 + 0.*I, 0.006534074095188026 + 0.*I, 0.005311399203811185 + 0.*I, 0.0020427224961983015 + 0.*I, 0.000333001127206245 + 0.*I, 0.0005620747993928533 + 0.*I, 0.0013868688012119712 + 0.*I, 0.0005157991424142861 + 0.*I, 0.0008465935728008135 + 0.*I}
{0.12812229379479678 + 0.*I, 0.09318880918438577 + 0.*I, 0.09769467994098502 + 0.*I, 0.04704503228618596 + 0.*I, 0.014108511262600487 + 0.*I, 0.006534074095188026 + 0.*I, 0.005311399203811185 + 0.*I, 0.0020427224961983015 + 0.*I, 0.000333001127206245 + 0.*I, 0.0005620747993928533 + 0.*I, 0.0013868688012119712 + 0.*I, 0.0005157991424142861 + 0.*I, 0.0008465935728008135 + 0.*I}
{0.12812229379479678 + 0.*I, 0.09318880918438577 + 0.*I, 0.09769467994098502 + 0.*I, 0.04704503228618596 + 0.*I, 0.014108511262600487 + 0.*I, 0.006534074095188026 + 0.*I, 0.005311399203811185 + 0.*I, 0.0020427224961983015 + 0.*I, 0.000333001127206245 + 0.*I, 0.0005620747993928533 + 0.*I, 0.0013868688012119712 + 0.*I, 0.0005157991424142861 + 0.*I, 0.0008465935728008135 + 0.*I}
{0.12812229379479678 + 0.*I, 0.09318880918438577 + 0.*I, 0.09769467994098502 + 0.*I, 0.04704503228618596 + 0.*I, 0.014108511262600487 + 0.*I, 0.006534074095188026 + 0.*I, 0.005311399203811185 + 0.*I, 0.0020427224961983015 + 0.*I, 0.000333001127206245 + 0.*I, 0.0005620747993928533 + 0.*I, 0.0013868688012119712 + 0.*I, 0.0005157991424142861 + 0.*I, 0.0008465935728008135 + 0.*I}
{0.12812229379479678 + 0.*I, 0.09318880918438577 + 0.*I, 0.09769467994098502 + 0.*I, 0.04704503228618596 + 0.*I, 0.014108511262600487 + 0.*I, 0.006534074095188026 + 0.*I, 0.005311399203811185 + 0.*I, 0.0020427224961983015 + 0.*I, 0.000333001127206245 + 0.*I, 0.0005620747993928533 + 0.*I, 0.0013868688012119712 + 0.*I, 0.0005157991424142861 + 0.*I, 0.0008465935728008135 + 0.*I}
{0.12767047848140645 + 0.*I, 0.09994716676180461 + 0.*I, 0.10288814320298378 + 0.*I, 0.044031377400211014 + 0.*I, 0.014206530788807294 + 0.*I, 0.006137939871186938 + 0.*I, 0.005120799994595693 + 0.*I, 0.001900211624406012 + 0.*I, 0.00047046260021055275 + 0.*I, 0.0005845987925856555 + 0.*I, 0.0013194984085918016 + 0.*I, 0.0005188197284011764 + 0.*I, 0.0007966818261984089 + 0.*I}
{0.12767047848140645 + 0.*I, 0.09994716676180461 + 0.*I, 0.10288814320298378 + 0.*I, 0.044031377400211014 + 0.*I, 0.014206530788807294 + 0.*I, 0.006137939871186938 + 0.*I, 0.005120799994595693 + 0.*I, 0.001900211624406012 + 0.*I, 0.00047046260021055275 + 0.*I, 0.0005845987925856555 + 0.*I, 0.0013194984085918016 + 0.*I, 0.0005188197284011764 + 0.*I, 0.0007966818261984089 + 0.*I}
{0.12767047848140645 + 0.*I, 0.09994716676180461 + 0.*I, 0.10288814320298378 + 0.*I, 0.044031377400211014 + 0.*I, 0.014206530788807294 + 0.*I, 0.006137939871186938 + 0.*I, 0.005120799994595693 + 0.*I, 0.001900211624406012 + 0.*I, 0.00047046260021055275 + 0.*I, 0.0005845987925856555 + 0.*I, 0.0013194984085918016 + 0.*I, 0.0005188197284011764 + 0.*I, 0.0007966818261984089 + 0.*I}
{0.12767047848140645 + 0.*I, 0.09994716676180461 + 0.*I, 0.10288814320298378 + 0.*I, 0.044031377400211014 + 0.*I, 0.014206530788807294 + 0.*I, 0.006137939871186938 + 0.*I, 0.005120799994595693 + 0.*I, 0.001900211624406012 + 0.*I, 0.00047046260021055275 + 0.*I, 0.0005845987925856555 + 0.*I, 0.0013194984085918016 + 0.*I, 0.0005188197284011764 + 0.*I, 0.0007966818261984089 + 0.*I}
{0.12767047848140645 + 0.*I, 0.09994716676180461 + 0.*I, 0.10288814320298378 + 0.*I, 0.044031377400211014 + 0.*I, 0.014206530788807294 + 0.*I, 0.006137939871186938 + 0.*I, 0.005120799994595693 + 0.*I, 0.001900211624406012 + 0.*I, 0.00047046260021055275 + 0.*I, 0.0005845987925856555 + 0.*I, 0.0013194984085918016 + 0.*I, 0.0005188197284011764 + 0.*I, 0.0007966818261984089 + 0.*I}
{0.12767047848140645 + 0.*I, 0.09994716676180461 + 0.*I, 0.10288814320298378 + 0.*I, 0.044031377400211014 + 0.*I, 0.014206530788807294 + 0.*I, 0.006137939871186938 + 0.*I, 0.005120799994595693 + 0.*I, 0.001900211624406012 + 0.*I, 0.00047046260021055275 + 0.*I, 0.0005845987925856555 + 0.*I, 0.0013194984085918016 + 0.*I, 0.0005188197284011764 + 0.*I, 0.0007966818261984089 + 0.*I}
{0.12767047848140645 + 0.*I, 0.09994716676180461 + 0.*I, 0.10288814320298378 + 0.*I, 0.044031377400211014 + 0.*I, 0.014206530788807294 + 0.*I, 0.006137939871186938 + 0.*I, 0.005120799994595693 + 0.*I, 0.001900211624406012 + 0.*I, 0.00047046260021055275 + 0.*I, 0.0005845987925856555 + 0.*I, 0.0013194984085918016 + 0.*I, 0.0005188197284011764 + 0.*I, 0.0007966818261984089 + 0.*I}
{0.12767047848140645 + 0.*I, 0.09994716676180461 + 0.*I, 0.10288814320298378 + 0.*I, 0.044031377400211014 + 0.*I, 0.014206530788807294 + 0.*I, 0.006137939871186938 + 0.*I, 0.005120799994595693 + 0.*I, 0.001900211624406012 + 0.*I, 0.00047046260021055275 + 0.*I, 0.0005845987925856555 + 0.*I, 0.0013194984085918016 + 0.*I, 0.0005188197284011764 + 0.*I, 0.0007966818261984089 + 0.*I}
{0.12767047848140645 + 0.*I, 0.09994716676180461 + 0.*I, 0.10288814320298378 + 0.*I, 0.044031377400211014 + 0.*I, 0.014206530788807294 + 0.*I, 0.006137939871186938 + 0.*I, 0.005120799994595693 + 0.*I, 0.001900211624406012 + 0.*I, 0.00047046260021055275 + 0.*I, 0.0005845987925856555 + 0.*I, 0.0013194984085918016 + 0.*I, 0.0005188197284011764 + 0.*I, 0.0007966818261984089 + 0.*I}
{0.12767047848140645 + 0.*I, 0.09994716676180461 + 0.*I, 0.10288814320298378 + 0.*I, 0.044031377400211014 + 0.*I, 0.014206530788807294 + 0.*I, 0.006137939871186938 + 0.*I, 0.005120799994595693 + 0.*I, 0.001900211624406012 + 0.*I, 0.00047046260021055275 + 0.*I, 0.0005845987925856555 + 0.*I, 0.0013194984085918016 + 0.*I, 0.0005188197284011764 + 0.*I, 0.0007966818261984089 + 0.*I}
{0.1270884630028002 + 0.*I, 0.10676878393540702 + 0.*I, 0.10811887979800262 + 0.*I, 0.04094752977841232 + 0.*I, 0.014316986753781792 + 0.*I, 0.005741387720203939 + 0.*I, 0.004928958122785154 + 0.*I, 0.0017550653089948303 + 0.*I, 0.0006108383928005168 + 0.*I, 0.0006054644019981571 + 0.*I, 0.001249764314009694 + 0.*I, 0.0005209560268004676 + 0.*I, 0.0007436108802050257 + 0.*I}
{0.1270884630028002 + 0.*I, 0.10676878393540702 + 0.*I, 0.10811887979800262 + 0.*I, 0.04094752977841232 + 0.*I, 0.014316986753781792 + 0.*I, 0.005741387720203939 + 0.*I, 0.004928958122785154 + 0.*I, 0.0017550653089948303 + 0.*I, 0.0006108383928005168 + 0.*I, 0.0006054644019981571 + 0.*I, 0.001249764314009694 + 0.*I, 0.0005209560268004676 + 0.*I, 0.0007436108802050257 + 0.*I}
{0.1270884630028002 + 0.*I, 0.10676878393540702 + 0.*I, 0.10811887979800262 + 0.*I, 0.04094752977841232 + 0.*I, 0.014316986753781792 + 0.*I, 0.005741387720203939 + 0.*I, 0.004928958122785154 + 0.*I, 0.0017550653089948303 + 0.*I, 0.0006108383928005168 + 0.*I, 0.0006054644019981571 + 0.*I, 0.001249764314009694 + 0.*I, 0.0005209560268004676 + 0.*I, 0.0007436108802050257 + 0.*I}
{0.1270884630028002 + 0.*I, 0.10676878393540702 + 0.*I, 0.10811887979800262 + 0.*I, 0.04094752977841232 + 0.*I, 0.014316986753781792 + 0.*I, 0.005741387720203939 + 0.*I, 0.004928958122785154 + 0.*I, 0.0017550653089948303 + 0.*I, 0.0006108383928005168 + 0.*I, 0.0006054644019981571 + 0.*I, 0.001249764314009694 + 0.*I, 0.0005209560268004676 + 0.*I, 0.0007436108802050257 + 0.*I}
{0.1270884630028002 + 0.*I, 0.10676878393540702 + 0.*I, 0.10811887979800262 + 0.*I, 0.04094752977841232 + 0.*I, 0.014316986753781792 + 0.*I, 0.005741387720203939 + 0.*I, 0.004928958122785154 + 0.*I, 0.0017550653089948303 + 0.*I, 0.0006108383928005168 + 0.*I, 0.0006054644019981571 + 0.*I, 0.001249764314009694 + 0.*I, 0.0005209560268004676 + 0.*I, 0.0007436108802050257 + 0.*I}
{0.1270884630028002 + 0.*I, 0.10676878393540702 + 0.*I, 0.10811887979800262 + 0.*I, 0.04094752977841232 + 0.*I, 0.014316986753781792 + 0.*I, 0.005741387720203939 + 0.*I, 0.004928958122785154 + 0.*I, 0.0017550653089948303 + 0.*I, 0.0006108383928005168 + 0.*I, 0.0006054644019981571 + 0.*I, 0.001249764314009694 + 0.*I, 0.0005209560268004676 + 0.*I, 0.0007436108802050257 + 0.*I}
{0.1270884630028002 + 0.*I, 0.10676878393540702 + 0.*I, 0.10811887979800262 + 0.*I, 0.04094752977841232 + 0.*I, 0.014316986753781792 + 0.*I, 0.005741387720203939 + 0.*I, 0.004928958122785154 + 0.*I, 0.0017550653089948303 + 0.*I, 0.0006108383928005168 + 0.*I, 0.0006054644019981571 + 0.*I, 0.001249764314009694 + 0.*I, 0.0005209560268004676 + 0.*I, 0.0007436108802050257 + 0.*I}
{0.1270884630028002 + 0.*I, 0.10676878393540702 + 0.*I, 0.10811887979800262 + 0.*I, 0.04094752977841232 + 0.*I, 0.014316986753781792 + 0.*I, 0.005741387720203939 + 0.*I, 0.004928958122785154 + 0.*I, 0.0017550653089948303 + 0.*I, 0.0006108383928005168 + 0.*I, 0.0006054644019981571 + 0.*I, 0.001249764314009694 + 0.*I, 0.0005209560268004676 + 0.*I, 0.0007436108802050257 + 0.*I}
{0.1270884630028002 + 0.*I, 0.10676878393540702 + 0.*I, 0.10811887979800262 + 0.*I, 0.04094752977841232 + 0.*I, 0.014316986753781792 + 0.*I, 0.005741387720203939 + 0.*I, 0.004928958122785154 + 0.*I, 0.0017550653089948303 + 0.*I, 0.0006108383928005168 + 0.*I, 0.0006054644019981571 + 0.*I, 0.001249764314009694 + 0.*I, 0.0005209560268004676 + 0.*I, 0.0007436108802050257 + 0.*I}
{0.1270884630028002 + 0.*I, 0.10676878393540702 + 0.*I, 0.10811887979800262 + 0.*I, 0.04094752977841232 + 0.*I, 0.014316986753781792 + 0.*I, 0.005741387720203939 + 0.*I, 0.004928958122785154 + 0.*I, 0.0017550653089948303 + 0.*I, 0.0006108383928005168 + 0.*I, 0.0006054644019981571 + 0.*I, 0.001249764314009694 + 0.*I, 0.0005209560268004676 + 0.*I, 0.0007436108802050257 + 0.*I}
{0.12637656027759125 + 0.*I, 0.1136403519169882 + 0.*I, 0.11337734639080833 + 0.*I, 0.03779960737879673 + 0.*I, 0.014439499267804303 + 0.*I, 0.00534492489721039 + 0.*I, 0.0047363840720127115 + 0.*I, 0.0016075676821936113 + 0.*I, 0.0007540319715948485 + 0.*I, 0.0006247704521955555 + 0.*I, 0.0011775886521958603 + 0.*I, 0.0005222261039994348 + 0.*I, 0.0006873549416031022 + 0.*I}
{0.12637656027759125 + 0.*I, 0.1136403519169882 + 0.*I, 0.11337734639080833 + 0.*I, 0.03779960737879673 + 0.*I, 0.014439499267804303 + 0.*I, 0.00534492489721039 + 0.*I, 0.0047363840720127115 + 0.*I, 0.0016075676821936113 + 0.*I, 0.0007540319715948485 + 0.*I, 0.0006247704521955555 + 0.*I, 0.0011775886521958603 + 0.*I, 0.0005222261039994348 + 0.*I, 0.0006873549416031022 + 0.*I}
{0.12637656027759125 + 0.*I, 0.1136403519169882 + 0.*I, 0.11337734639080833 + 0.*I, 0.03779960737879673 + 0.*I, 0.014439499267804303 + 0.*I, 0.00534492489721039 + 0.*I, 0.0047363840720127115 + 0.*I, 0.0016075676821936113 + 0.*I, 0.0007540319715948485 + 0.*I, 0.0006247704521955555 + 0.*I, 0.0011775886521958603 + 0.*I, 0.0005222261039994348 + 0.*I, 0.0006873549416031022 + 0.*I}
{0.12637656027759125 + 0.*I, 0.1136403519169882 + 0.*I, 0.11337734639080833 + 0.*I, 0.03779960737879673 + 0.*I, 0.014439499267804303 + 0.*I, 0.00534492489721039 + 0.*I, 0.0047363840720127115 + 0.*I, 0.0016075676821936113 + 0.*I, 0.0007540319715948485 + 0.*I, 0.0006247704521955555 + 0.*I, 0.0011775886521958603 + 0.*I, 0.0005222261039994348 + 0.*I, 0.0006873549416031022 + 0.*I}
{0.12637656027759125 + 0.*I, 0.1136403519169882 + 0.*I, 0.11337734639080833 + 0.*I, 0.03779960737879673 + 0.*I, 0.014439499267804303 + 0.*I, 0.00534492489721039 + 0.*I, 0.0047363840720127115 + 0.*I, 0.0016075676821936113 + 0.*I, 0.0007540319715948485 + 0.*I, 0.0006247704521955555 + 0.*I, 0.0011775886521958603 + 0.*I, 0.0005222261039994348 + 0.*I, 0.0006873549416031022 + 0.*I}
{0.12637656027759125 + 0.*I, 0.1136403519169882 + 0.*I, 0.11337734639080833 + 0.*I, 0.03779960737879673 + 0.*I, 0.014439499267804303 + 0.*I, 0.00534492489721039 + 0.*I, 0.0047363840720127115 + 0.*I, 0.0016075676821936113 + 0.*I, 0.0007540319715948485 + 0.*I, 0.0006247704521955555 + 0.*I, 0.0011775886521958603 + 0.*I, 0.0005222261039994348 + 0.*I, 0.0006873549416031022 + 0.*I}
{0.12637656027759125 + 0.*I, 0.1136403519169882 + 0.*I, 0.11337734639080833 + 0.*I, 0.03779960737879673 + 0.*I, 0.014439499267804303 + 0.*I, 0.00534492489721039 + 0.*I, 0.0047363840720127115 + 0.*I, 0.0016075676821936113 + 0.*I, 0.0007540319715948485 + 0.*I, 0.0006247704521955555 + 0.*I, 0.0011775886521958603 + 0.*I, 0.0005222261039994348 + 0.*I, 0.0006873549416031022 + 0.*I}
{0.12637656027759125 + 0.*I, 0.1136403519169882 + 0.*I, 0.11337734639080833 + 0.*I, 0.03779960737879673 + 0.*I, 0.014439499267804303 + 0.*I, 0.00534492489721039 + 0.*I, 0.0047363840720127115 + 0.*I, 0.0016075676821936113 + 0.*I, 0.0007540319715948485 + 0.*I, 0.0006247704521955555 + 0.*I, 0.0011775886521958603 + 0.*I, 0.0005222261039994348 + 0.*I, 0.0006873549416031022 + 0.*I}
{0.12637656027759125 + 0.*I, 0.1136403519169882 + 0.*I, 0.11337734639080833 + 0.*I, 0.03779960737879673 + 0.*I, 0.014439499267804303 + 0.*I, 0.00534492489721039 + 0.*I, 0.0047363840720127115 + 0.*I, 0.0016075676821936113 + 0.*I, 0.0007540319715948485 + 0.*I, 0.0006247704521955555 + 0.*I, 0.0011775886521958603 + 0.*I, 0.0005222261039994348 + 0.*I, 0.0006873549416031022 + 0.*I}
{0.12637656027759125 + 0.*I, 0.1136403519169882 + 0.*I, 0.11337734639080833 + 0.*I, 0.03779960737879673 + 0.*I, 0.014439499267804303 + 0.*I, 0.00534492489721039 + 0.*I, 0.0047363840720127115 + 0.*I, 0.0016075676821936113 + 0.*I, 0.0007540319715948485 + 0.*I, 0.0006247704521955555 + 0.*I, 0.0011775886521958603 + 0.*I, 0.0005222261039994348 + 0.*I, 0.0006873549416031022 + 0.*I}
{0.12553529397679175 + 0.*I, 0.12054883345660185 + 0.*I, 0.11865430867239457 + 0.*I, 0.03459388721098744 + 0.*I, 0.014573656007010884 + 0.*I, 0.004949029990797271 + 0.*I, 0.004543575726412286 + 0.*I, 0.0014579932966052311 + 0.*I, 0.0008999475159976456 + 0.*I, 0.0006426388586000531 + 0.*I, 0.0011028866578000063 + 0.*I, 0.000522645615591566 + 0.*I, 0.0006279082437998795 + 0.*I}
{0.12553529397679175 + 0.*I, 0.12054883345660185 + 0.*I, 0.11865430867239457 + 0.*I, 0.03459388721098744 + 0.*I, 0.014573656007010884 + 0.*I, 0.004949029990797271 + 0.*I, 0.004543575726412286 + 0.*I, 0.0014579932966052311 + 0.*I, 0.0008999475159976456 + 0.*I, 0.0006426388586000531 + 0.*I, 0.0011028866578000063 + 0.*I, 0.000522645615591566 + 0.*I, 0.0006279082437998795 + 0.*I}
{0.12553529397679175 + 0.*I, 0.12054883345660185 + 0.*I, 0.11865430867239457 + 0.*I, 0.03459388721098744 + 0.*I, 0.014573656007010884 + 0.*I, 0.004949029990797271 + 0.*I, 0.004543575726412286 + 0.*I, 0.0014579932966052311 + 0.*I, 0.0008999475159976456 + 0.*I, 0.0006426388586000531 + 0.*I, 0.0011028866578000063 + 0.*I, 0.000522645615591566 + 0.*I, 0.0006279082437998795 + 0.*I}
{0.12553529397679175 + 0.*I, 0.12054883345660185 + 0.*I, 0.11865430867239457 + 0.*I, 0.03459388721098744 + 0.*I, 0.014573656007010884 + 0.*I, 0.004949029990797271 + 0.*I, 0.004543575726412286 + 0.*I, 0.0014579932966052311 + 0.*I, 0.0008999475159976456 + 0.*I, 0.0006426388586000531 + 0.*I, 0.0011028866578000063 + 0.*I, 0.000522645615591566 + 0.*I, 0.0006279082437998795 + 0.*I}
{0.12553529397679175 + 0.*I, 0.12054883345660185 + 0.*I, 0.11865430867239457 + 0.*I, 0.03459388721098744 + 0.*I, 0.014573656007010884 + 0.*I, 0.004949029990797271 + 0.*I, 0.004543575726412286 + 0.*I, 0.0014579932966052311 + 0.*I, 0.0008999475159976456 + 0.*I, 0.0006426388586000531 + 0.*I, 0.0011028866578000063 + 0.*I, 0.000522645615591566 + 0.*I, 0.0006279082437998795 + 0.*I}
{0.12553529397679175 + 0.*I, 0.12054883345660185 + 0.*I, 0.11865430867239457 + 0.*I, 0.03459388721098744 + 0.*I, 0.014573656007010884 + 0.*I, 0.004949029990797271 + 0.*I, 0.004543575726412286 + 0.*I, 0.0014579932966052311 + 0.*I, 0.0008999475159976456 + 0.*I, 0.0006426388586000531 + 0.*I, 0.0011028866578000063 + 0.*I, 0.000522645615591566 + 0.*I, 0.0006279082437998795 + 0.*I}
{0.12553529397679175 + 0.*I, 0.12054883345660185 + 0.*I, 0.11865430867239457 + 0.*I, 0.03459388721098744 + 0.*I, 0.014573656007010884 + 0.*I, 0.004949029990797271 + 0.*I, 0.004543575726412286 + 0.*I, 0.0014579932966052311 + 0.*I, 0.0008999475159976456 + 0.*I, 0.0006426388586000531 + 0.*I, 0.0011028866578000063 + 0.*I, 0.000522645615591566 + 0.*I, 0.0006279082437998795 + 0.*I}
{0.12553529397679175 + 0.*I, 0.12054883345660185 + 0.*I, 0.11865430867239457 + 0.*I, 0.03459388721098744 + 0.*I, 0.014573656007010884 + 0.*I, 0.004949029990797271 + 0.*I, 0.004543575726412286 + 0.*I, 0.0014579932966052311 + 0.*I, 0.0008999475159976456 + 0.*I, 0.0006426388586000531 + 0.*I, 0.0011028866578000063 + 0.*I, 0.000522645615591566 + 0.*I, 0.0006279082437998795 + 0.*I}
{0.12553529397679175 + 0.*I, 0.12054883345660185 + 0.*I, 0.11865430867239457 + 0.*I, 0.03459388721098744 + 0.*I, 0.014573656007010884 + 0.*I, 0.004949029990797271 + 0.*I, 0.004543575726412286 + 0.*I, 0.0014579932966052311 + 0.*I, 0.0008999475159976456 + 0.*I, 0.0006426388586000531 + 0.*I, 0.0011028866578000063 + 0.*I, 0.000522645615591566 + 0.*I, 0.0006279082437998795 + 0.*I}
