t,Cxx_1_0,Cxx_1_1,Cxx_1_2,Cxx_1_3,Cxx_1_4,Cxx_1_5,Cxx_1_6,Cxx_1_7,Cxx_1_8,Cxx_1_9,Cxx_1_10,Cxx_1_11,Cxx_1_12,Cxx_1_13,Cxx_1_14,Cxx_1_15
0.45,-0.0001651838128949451,0.9948206236585225,-0.980898709651441,-0.013326464886545,-0.0004320433704992771,-2.477609096851463e-05,-9.883390502687939e-06,-1.8167256262358045e-05,-1.0035106487851775e-05,-4.29532882249839e-06,-1.2841385369638525e-05,-7.969589113399067e-05,-0.0015804969010918823,0.0013184262790437995,0.0003251679584735795,1.6251389563112784e-05
0.46,-0.000520989384631465,0.9918460626899414,-0.9790977701570652,-0.011750320580649981,-0.0003779883285430219,-1.9626638316422307e-05,1.5078359340572889e-05,2.1096887018665078e-05,1.4571066506902097e-05,2.17128543226891e-05,-3.0035641181702655e-06,-5.800881558253035e-05,-0.0014852812856258335,0.0012335718818182323,0.0003087666650576637,-1.750618570678375e-05
0.47000000000000003,-0.001155630537908639,0.9880810317068448,-0.9763073852951419,-0.010201986176014657,-0.000339050080814321,1.566208897763044e-05,1.787860945259845e-05,1.5050354246343156e-05,3.8137471540938828e-06,-9.90924671413762e-06,8.324179526980613e-06,-5.72343542754733e-05,-0.0014303972014708538,0.0011447134128376585,0.00034274602414242905,9.314293370074611e-06
0.48,-0.0018891186830647666,0.9835457112257655,-0.9724981649175961,-0.008766255137613449,-0.0003680545180222705,-1.6628684554736983e-05,-1.1443175810560424e-05,-2.3308335361293953e-05,-1.7771303125052595e-05,-2.4293202559311222e-05,-1.946777337502592e-05,-5.8644102005178667e-05,-0.001326406406754077,0.001053232095544171,0.000320274491377448,-7.755796488262412e-06
0.49,-0.0028150012890211518,0.9784135676996356,-0.9679352828536013,-0.007273601796128654,-0.00030389427187710316,-2.963615923667895e-05,-2.93280066843149e-06,-7.3217752667165126e-06,-1.8184200991921973e-06,1.5661502671543426e-05,-9.6799277737869e-06,-5.659831965629247e-05,-0.0012136942897109926,0.0009616823610568148,0.0003073562593861323,-2.944229916812535e-06
0.5,-0.0037349780940045263,0.9728364558305738,-0.9627721013373716,-0.0059802030183239985,-0.00029723274270115896,9.892910584535786e-06,2.24122832449547e-05,2.397522622640813e-05,1.2221878253504403e-05,9.894144158500984e-06,1.5772589631785072e-05,-5.363648440259716e-05,-0.001121172107870133,0.00087409701500063,0.000284681450635621,5.4987751495483295e-06
0.51,-0.004668749949154893,0.9671083936261535,-0.9573994362024202,-0.004705860966149833,-0.0002871016011430083,-1.006467219688556e-05,1.0428531522777007e-06,-2.781221200010009e-06,-8.793585367122825e-06,-3.0472166012429636e-05,-2.045803762715237e-05,-3.2534661469907356e-05,-0.0009663701154297155,0.0007900917561656784,0.00021902369243381736,-1.5738799226061584e-05
0.52,-0.005477007684776297,0.9614908808813345,-0.9521161267106949,-0.003569235582806002,-0.0002678539707636485,-3.048826711921082e-05,-1.6394750346704345e-05,-2.606763372609011e-05,-1.5900743008945284e-05,-4.564982262672546e-06,-1.8310987263653322e-05,-6.657848643165654e-05,-0.0008655950803435064,0.0007130864752462329,0.00019472077907772833,1.6349240345436833e-05
0.53,-0.006092612530039454,0.9563018038506604,-0.9473174222174616,-0.002595907714416368,-0.0002442400180117654,2.7153365048382394e-06,1.157762398007467e-05,6.322844664646832e-06,5.472675999013132e-06,2.3363740660226062e-05,2.0684870078030437e-05,-2.104959541909812e-05,-0.0007116270736991781,0.0006417899318859888,8.633618017117595e-05,-2.32254735429982e-05
0.54,-0.006491610979288132,0.9518552734447308,-0.943356219926858,-0.0017094291290772612,-0.0002354376066665831,-9.498682007336168e-06,1.5081807105243872e-05,1.7256224144390764e-05,3.8563652574874485e-06,-1.8328875457357396e-05,-1.5891916951588092e-05,-3.306027337049433e-05,-0.0005732637655822825,0.0005765224389771284,5.152452851739375e-05,1.9433626779252755e-05
0.55,-0.0065512647828656345,0.9483865579509737,-0.9404954961063096,-0.0010578439401760786,-0.0002508674227786889,-2.653207777855715e-05,-1.4879940397727331e-05,-1.8668977876973303e-05,-1.6061500498570913e-05,-2.5139295903614522e-05,-2.557199463959492e-05,-5.332712440317411e-05,-0.00044663266530284296,0.0005162280567840571,-7.582118493565382e-05,-2.135295310531915e-05
0.56,-0.006376778981746711,0.9461767662379261,-0.9390274992760989,-0.0004987146884549987,-0.00019615682305798576,-3.710172882809282e-08,-5.746629840319706e-06,-1.8008813117809108e-05,-7.708272650758241e-06,2.08407662724841e-05,2.1430359765955975e-05,4.143027497433005e-06,-0.00027112341721052813,0.0004579978023409592,-0.00013242012009509474,1.2765720829061022e-05
0.5700000000000001,-0.005844202117084335,0.9453037344358045,-0.9389853415991456,-0.00019857558598512792,-0.0002298609564722054,-1.3093063548824668e-05,1.801338994927848e-05,1.5838286636760124e-05,7.538891005548498e-06,3.669459271021802e-06,-7.615508888753064e-06,-4.308323659060753e-05,-0.0001562356934550757,0.0004007769253301374,-0.00024928639399704466,-1.008938790278413e-05
0.58,-0.005150753997577778,0.9459196194068819,-0.9404996309919296,-1.1686538949701175e-05,-0.00022634567952109497,-2.358872189675565e-05,-1.6887941526599892e-06,3.483964292033681e-06,-5.6382573543345416e-06,-3.272739359780341e-05,-2.8857776397800405e-05,-1.747871443838478e-05,2.1549821720617812e-05,0.00034032212241330573,-0.00033315232929087557,-9.344020865387215e-07
0.59,-0.004220496956555436,0.9479229532005288,-0.943355714946377,-5.82936922805255e-05,-0.0001913787471267414,2.2528260822107793e-06,-1.582308367192864e-05,-2.5157838114520104e-05,-1.4462466825543308e-05,4.318280322018753e-06,1.7836413148814012e-05,-3.4178057636558012e-06,0.00016227374811511597,0.0002748040497286275,-0.00041499583024659503,6.174191524627171e-06
0.6,-0.0032652426600144058,0.951266386239655,-0.947469345882497,-0.0002936213991553971,-0.0002332344623833249,-1.5827044407779045e-05,7.912721336017503e-06,-3.918858057783137e-06,1.2552713578306562e-06,2.179202215607523e-05,1.7394012926941205e-06,-2.6595537097190425e-05,0.00030818357837472665,0.00020133686946760543,-0.0005190482855147172,-1.5351613115138774e-05
0.61,-0.002282570906902065,0.9557018577787383,-0.9524517113112964,-0.0006597998412668227,-0.00021199348692282904,-2.434614729149298e-05,1.0774143580666307e-05,1.6723790239259184e-05,4.159362606004358e-06,-2.2479069236580607e-05,-2.639998948661404e-05,-2.411537665364394e-06,0.0004883169043316815,0.00011689714690124586,-0.0005544823418651146,2.0446908048338264e-05
0.62,-0.0014112236870657824,0.9609799410599533,-0.9580222571746786,-0.001297628264252948,-0.00022229368399909188,6.167585714367263e-06,-1.1638772288380395e-05,-9.751625050347101e-06,-1.0047507343236006e-05,-1.5294451675335052e-05,1.0937427916996034e-05,-1.4184751308932153e-05,0.0006054744584052807,2.2231876600831146e-05,-0.0006580905894458811,-2.360122971631351e-05
0.63,-0.0007207181978141908,0.9667818634325855,-0.9637585591247623,-0.0020122226111518593,-0.00021910167208577525,-1.3437049212056129e-05,-5.682334523748889e-06,-2.061681782450364e-05,-6.354410359926677e-06,2.533552733771649e-05,8.794768264958064e-06,2.749683919722745e-06,0.0007917086220395608,-8.640178749413918e-05,-0.0006512073150605202,2.639449057192933e-05
0.64,-0.0002180356559998431,0.972740502217658,-0.9692746898140379,-0.0029432055913236332,-0.0002323125543367277,-2.699990567009425e-05,1.1672706980742076e-05,8.38058685925791e-06,5.923387639966693e-06,-3.8722821485426273e-07,-1.760996085961586e-05,-2.2063641813424573e-05,0.0009146814608745613,-0.0002038793506966008,-0.0007263879290427822,-2.152476735881037e-05
0.65,-2.197392481473326e-05,0.9785629993655648,-0.9742675663708036,-0.004016822363063388,-0.00024121353063552564,6.88628988654294e-06,1.2607411478682273e-06,1.0947940873085038e-05,-3.810914617485839e-07,-2.4528365885956305e-05,3.3870699344684674e-06,2.5385847685910345e-06,0.0010554026311956066,-0.0003332108646150189,-0.0006924688526815659,2.133391642711313e-05
0.66,-7.220504086080659e-06,0.9839062532266969,-0.9783756832744827,-0.0051783657238320124,-0.00020854934183131557,-5.60141787897539e-06,-9.746248091413445e-06,-1.6091880042645723e-05,-7.057663951398618e-06,1.3235020240837114e-05,9.961567880023559e-06,9.17341749340217e-07,0.0012020950012545523,-0.00046625231939145806,-0.0007145013253931076,-9.57028478035249e-06
0.67,-0.00030486858280384665,0.9885900199570314,-0.981520065098936,-0.006502057287916627,-0.00026327816332363807,-2.6589982930869116e-05,1.8526040798938492e-06,-1.0171978883463662e-05,2.151514857121062e-06,1.938286396092892e-05,-4.459031720582818e-06,-3.792941362318336e-05,0.0012791654998720037,-0.0006033705162638708,-0.0006715860997856399,7.474550184266571e-06
0.68,-0.0007168197108769342,0.992423696043524,-0.9834751994886785,-0.007892802744105698,-0.00023168084643668263,1.8000768694792502e-06,8.86177778548769e-06,1.4589002643658477e-05,5.7004891860501505e-06,-1.6608888484662132e-05,-5.282581751198112e-07,2.2571785829123003e-05,0.0014131647059169028,-0.0007363632616279453,-0.000628757751014869,7.5670032397417986e-06
0.6900000000000001,-0.0013412475076394897,0.995383953026541,-0.9843995614448198,-0.009353850773498679,-0.00021928179479965837,2.733430346665844e-06,-9.44574543290666e-07,4.0761240808345756e-06,-1.487191961066503e-06,-3.8034044786694476e-06,3.654567146973986e-06,-3.181376232291866e-05,0.0014551142621970076,-0.0008617268022642621,-0.0005892509347643349,-9.262940780255247e-06
0.7000000000000001,-0.0019981222803709398,0.997479276339385,-0.9842511798297147,-0.010900333826482832,-0.00026346657467621326,-1.9099668937025416e-05,-5.750923226362226e-06,-1.5374216306825172e-05,7.687103735498635e-08,2.4299335264328648e-05,7.804850606897562e-06,-2.5752706301340744e-05,0.0015108810819672372,-0.0009740831907511377,-0.0004870682270817217,2.3229425019186123e-05
0.71,-0.0027103745829527986,0.9988252702426653,-0.98333778641714,-0.012482184490878769,-0.00022043816188209442,-6.308149633975357e-06,3.3108847874163683e-06,-1.9230803128406082e-07,6.3223011705915155e-06,1.5825735796975993e-06,2.9210615773780924e-06,8.042580659201048e-06,0.001543788548459428,-0.0010666559380997434,-0.000453130640051945,-2.206882622918238e-05
