t,W_11_0,W_11_1,W_11_2,W_11_3,W_11_4,W_11_5,W_11_6,W_11_7,W_11_8,W_11_9,W_11_10,W_11_11,W_11_12,W_11_13
0.0,1.0000000000000002,8.131516293642033e-20,8.131516293642033e-20,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,,1.0000000000000002,1.0000000000000002
0.1,0.9499984276069371,0.01970706546121168,0.03866727141786935,0.9507681110924479,0.9601040374608015,0.9597426520024803,0.9595708109127679,0.959690450640955,0.960649810486366,0.9788123033607038,1.0169964520199664,,1.0389134784755558,0.9812076960672869
0.2,0.8136437687521837,0.06443121811443601,0.12901406268636365,0.8161214184780745,0.8468441586730459,0.8464596653336579,0.8463425974520867,0.8467755818447606,0.8503684366142872,0.9159691505002013,1.0627008598013234,,1.1464714630215758,0.9080984730145982
0.30000000000000004,0.6233691466158211,0.10485964940861518,0.2121278765377648,0.6280302019327816,0.6769754951861994,0.6779324530509865,0.6783237179875352,0.6787844681275277,0.6906383181335106,0.8139042017685069,1.1235177710449655,,1.2912308739421132,0.7488783381779275
0.4,0.4156855141143457,0.11767947602599121,0.23418770538639427,0.42216451826441836,0.47314300095089207,0.47576086241629045,0.4763518617786531,0.47671117504048904,0.505949578278503,0.6773948356976841,1.1826392887617978,,1.4271265813943264,0.4953868954638719
0.5,0.2192990792592511,0.09202675636623045,0.1742049529319337,0.22473730226770833,0.25908567941489086,0.2618850735200275,0.2627111949473042,0.2632618049258969,0.31916812678756024,0.5146498371008009,1.224466333325397,,1.519513343837729,0.35912576679185204
0.6000000000000001,0.04635810388009443,0.027653966235319842,0.04665138977545105,0.048680711386384905,0.055799469693117866,0.05693911333327687,0.05809072294539177,0.058491743985649054,0.14815340355340414,0.33769872920087396,1.2394306072954275,,1.556478585677459,0.2511300472329595
0.7000000000000001,0.10585826950654616,0.06700340360719195,0.11291938321236152,0.10234395780253855,0.12108228602348749,0.12521190022089737,0.12778055017878467,0.13162878448379414,0.24480265013956642,0.2624735011158328,1.2276684481729974,,1.5347975910230933,0.3357742049841359
0.8,0.242349060590035,0.17617856421402245,0.2660065910633508,0.2278146943567888,0.2620544033997359,0.2728836611711924,0.277940419638138,0.2888615141961902,0.42180093320467116,0.3254808258683338,1.1981098987232996,,1.4513417883638655,0.471812492224661
0.9,0.36094236632422694,0.27805114165700057,0.38515687120089886,0.32703905971653985,0.3654582137362431,0.38435701207770645,0.3917755551328023,0.4145200920849996,0.5535738448640234,0.32682338378013287,1.164890606116673,,1.3112683523710338,0.540241684433448
1.0,0.4529104377230067,0.3500016257069788,0.45951284426569927,0.39886213530317477,0.43343755806481965,0.4605583116553004,0.46972980612553006,0.5100204313145364,0.6378554717191857,0.2780523901487477,1.1431757902256197,,1.130565263433145,0.5765219914285808
1.1,0.5087966270886309,0.37761325765247755,0.49171039041812525,0.4434074150486704,0.4721589338626512,0.5056048552442282,0.5146259067202754,0.5790161212022987,0.674259441143636,0.3745495836367386,1.1447569936140873,,0.9266858396527454,0.6047277873625984
1.2000000000000002,0.5249259490710761,0.35972928097549706,0.4908072252666369,0.461238640326467,0.4849305775623649,0.5244155382187612,0.5304067849245961,0.6253283546911801,0.6609441533746439,0.47828540168416367,1.1742577063813346,,0.8381282647868786,0.627638231717061
1.3,0.5067703709295807,0.30659757372263685,0.46719782538690385,0.4569169610326011,0.4784781897496071,0.5217401286929436,0.5330472568792951,0.6502992501600222,0.5943158376100749,0.5857299852227225,1.2287336245250158,,0.7481751229462381,0.6326482965067337
1.4000000000000001,0.4662517433876128,0.23493374852205176,0.4292108503540788,0.4342991498621488,0.4546052403756094,0.5015951271667051,0.5286445389893613,0.6506685371254286,0.4717274586994389,0.6965406245629964,1.3006757680272423,,0.6548196591073557,0.6046310753420604
1.5,0.41567516344378785,0.1620043106407745,0.38186373834590964,0.3987882328456068,0.4197833197193344,0.4662590304311204,0.5167591133023384,0.6189203035894013,0.42938089741154206,0.8014512484738138,1.3809981444939647,,0.5587940114478936,0.5369537354916076
1.6,0.36352445636995,0.10018333491955769,0.32765589762111585,0.3539090162943654,0.37558832838907574,0.4162636084774754,0.4984100479012446,0.5457679336211392,0.5152230270483704,0.8852609094100349,1.4610630223078078,,0.4583830288944074,0.4365299253929331
1.7000000000000002,0.31344156265547407,0.054224652203506585,0.2690768243467574,0.30267358129765176,0.3249483463312679,0.3518530663273796,0.4712039405099492,0.42413078842419755,0.606548248709404,0.9383114875138379,1.5338615752570266,,0.3511025803687805,0.4022696158272493
1.8,0.26458751179267,0.021960434163469676,0.21010908714171436,0.24725488199842424,0.2701870530768391,0.278346735535627,0.4296196697019983,0.26182230480734114,0.6833201738942127,1.0508446735938317,1.5937927627013762,,0.24414793931596893,0.3841651200192773
1.9000000000000001,0.21349313471733597,0.0010584820880749448,0.1539576051013056,0.19036668151750724,0.21454656667235605,0.2300101909653141,0.3671902286976558,0.2926446753754607,0.7266845634875418,1.1044924039763195,1.635179561744358,,0.2542243731447379,0.327218832303274
2.0,0.15946054820599126,0.01874475664046216,0.1055548498298503,0.13553949388653747,0.16173441811295208,0.19242246216385644,0.279774697623513,0.3517244223982462,0.7399995871697098,1.0975256825770292,1.6516974440221026,,0.28740083962804236,0.23903923168006622
2.1,0.10710717881869945,0.0347023406673521,0.06663309727292777,0.08646190269175841,0.11561676460690176,0.1684444261579389,0.1682082081380662,0.41051576259966044,0.8022631823803061,1.0349008812178926,1.6378636065015622,,0.2777568404150593,0.14756428519666054
2.2,0.06401021659328843,0.04981017374848341,0.0364187679745198,0.04671854567901251,0.07947355103444216,0.158570910941406,0.038722989435795344,0.5219658455633136,0.7864141890646392,0.926897774245288,1.5907194833747638,,0.21194496348557454,0.08195777741685867
2.3000000000000003,0.03599051103889378,0.06202696315458183,0.01594335107438831,0.01995960269954536,0.05547742248216394,0.16068530601735287,0.09749239066669252,0.6110370726151371,0.7013282060214249,0.787035773988922,1.5107915062954893,,0.10903697041160423,0.056247949687851385
2.4000000000000004,0.026425761103727623,0.06959321919476132,0.0029535990768994784,0.008490700656613517,0.04403327320669928,0.18470947022962758,0.22596594946214552,0.6244606497472369,0.5657062797249178,0.6292486644920576,1.4025412718768078,,0.11423601896401359,0.0641585996458876
2.5,0.034197475362126493,0.07086118854522218,0.001754023716655604,0.012674999787960904,0.04349944528068359,0.19179637858508913,0.3319105780869547,0.5684914500603031,0.4036214298188029,0.46640403402393893,1.2741465391042635,,0.3572741067912374,0.0805230442689868
2.6,0.05318482344332494,0.06651579756537697,0.009005657607254892,0.032989717045007465,0.050605982721483735,0.1846249430657384,0.40387982399342587,0.4608662001367374,0.2378049433771448,0.3096325066670568,1.1360948016631858,,0.6323051283652946,0.07238035353950359
2.7,0.07635009928022031,0.05558599439983962,0.02799241823007822,0.06508067248285161,0.06505776151010056,0.17785736538054364,0.4368666157992484,0.32469236317992917,0.08475501037771602,0.1681698328030421,0.9995684742172763,,0.9230823365790632,0.10704561862785386
2.8000000000000003,0.09935422035089088,0.038557523265367384,0.05549646450253538,0.10042159984778774,0.11582373949041062,0.1548032483703038,0.43713981654592704,0.18251657120537457,0.05454060256193297,0.05656856721562109,0.8754553714615702,,1.210163457922684,0.2249591269304198
2.9000000000000004,0.11891288318508543,0.01880716453072294,0.08432703264880384,0.1316414242097606,0.16486333940438927,0.11079901209791844,0.4437874107116141,0.09878580999254705,0.1467896513264496,0.06065484998412793,0.773733541224066,,1.4723671666410763,0.32218307564982634
3.0,0.13155270683439377,0.0037995645076765137,0.1048963013648523,0.15123051668631976,0.2043427116425166,0.09803176468089904,0.4141651431396602,0.04893556261097007,0.21705021372890348,0.11011838470896855,0.7027433186631826,,1.6912850348677892,0.36198011420314175
3.1,0.1293053235044902,0.004642095167143926,0.10782587706990329,0.15226602518229568,0.22755733432361686,0.16559470287055017,0.34645744769437736,0.11725078045566434,0.25600792799142374,0.14576219770770749,0.6684214904748471,,1.848479955265455,0.33717364457501015
3.2,0.10357534178385198,0.025937081785011,0.0855426200694439,0.12999894654247288,0.22969052068913143,0.22094583836943363,0.23797698009643292,0.15021262903846588,0.26462375551113954,0.15097618168108343,0.6740243290335339,,1.9211627009359713,0.270778915792201
3.3000000000000003,0.0513892949207446,0.07470824694673958,0.03535376435277171,0.08344496396901917,0.20870966351923476,0.3601409329973916,0.18364159372081437,0.20755455819281948,0.2954800376515571,0.12719275599748378,0.7193174234833302,,1.8916076751118265,0.19473712383293074
3.4000000000000004,0.02390834619025865,0.13951512182281364,0.0331670304268043,0.0641512135224085,0.2555197914857203,0.5571180730457463,0.13485983304446925,0.32437958331850125,0.3953564210077496,0.18755792020522993,0.7994594777412871,,1.7630110752132397,0.1702500976947974
3.5,0.10523636979971109,0.1991158303444629,0.0989161897565931,0.15258124695743927,0.38142596363940695,0.7660109999838197,0.30443416566764514,0.4585142668889637,0.5048877731383397,0.293773833005469,0.9053609589276368,,1.559572608477644,0.2758036609575609
