t,C_11_0,C_11_1,C_11_2,C_11_3,C_11_4,C_11_5,C_11_6,C_11_7,C_11_8,C_11_9,C_11_10,C_11_11,C_11_12,C_11_13
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002414090267806446,0.0417408852286482,0.0,0.039596731886143155,0.0033411336586959017
0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001234086317970548,0.007653718182245564,0.02580854475452627,0.0,0.04159077368284644,0.007389298028806375
0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023366553171527376,0.009397040719332969,0.023738854585780376,0.0,0.0057848214683779795,0.009824073931599698
0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005409782791614302,0.004077440877725244,0.01137267175195887,0.038997860676184895,0.0,0.033430892950120576,0.008206332318074477
0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011375859349589323,0.005013232609403639,0.01073254187789507,0.005638519366005396,0.0,0.04257134667372991,0.008144105416985509
0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,6.88856258954619e-05,0.0023522818680393976,0.006298408632142581,0.011158120702835974,0.03544922464864919,0.0,0.011187773960207419,0.009168712247538107
0.7000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0008293779073281591,0.003063724375384222,0.006456271954418945,0.009310419251454108,0.02659168953979602,0.0,0.030848961493463587,0.010865036128941337
0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0008581295029379897,0.0034234024692455832,0.006189112531754808,0.008306416197802211,0.018383655716077474,0.0,0.042009337938587125,0.01568836574724982
0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0018026350308661921,0.004096067005952976,0.006073070422011843,0.006829574780750448,0.03739657506685191,0.0,0.010505273413356267,0.019940234994949468
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019964538443362455,0.004016806871794273,0.005360523997769724,0.006156446014124626,0.008517189394233548,0.0,0.03038988612239933,0.020322501802077095
1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0020517408099450084,0.004001033107727299,0.004850452094539324,0.005190535476719653,0.03230758914909592,0.0,0.03529814951328669,0.01888465037782605
1.2000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0024956376758053737,0.0036689234879697286,0.004086974050966079,0.0057793954942037115,0.02609717720712857,0.0,0.01173839969515367,0.016274489797659348
1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.00241077821831908,0.0036510058555129592,0.0036572532829915894,0.005451835431956443,0.016193615028649876,0.0,0.028633363702145476,0.012322798140944361
1.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0016516337219193557,0.002525246710542625,0.002130577733243224,0.005431737771461303,0.03367446482564696,0.0,0.029339634935963244,0.011706369292602837
1.5,0.0,0.0,0.0,0.0,0.0,0.0009967231712337732,0.0021567257406461945,0.0029981924600510856,0.002194858994253274,0.004907957419404464,0.01508749318468827,0.0,0.01583265739358364,0.015209252380122258
1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0009412380206087097,0.0019346033981409126,0.0011298872049629225,0.003505067584608446,0.027062758116720303,0.0,0.02694169842879939,0.01680384757179832
