t,mz_0,mz_1,mz_2,mz_3,mz_4,mz_5,mz_6,mz_7,mz_8,mz_9,mz_10,mz_11,mz_12,mz_13
0.0,1.1096809235389138e-16,5.545694112263355e-17,5.545694112263355e-17,2.7701365507004638e-17,1.3823577699190182e-17,6.884683795282953e-18,3.415236843329339e-18,1.6805133673525319e-18,8.131516293641283e-19,3.7947076036992655e-19,1.6263032587282567e-19,5.421010862427522e-20,0.0,0.0
0.1,-1.8431436932253575e-17,3.707971429900425e-17,3.707971429900425e-17,9.324138683375338e-18,-1.5720931501039814e-16,-1.6414820891430537e-16,-1.22514845490862e-16,-1.3465790982269965e-16,-1.5027042110649091e-16,-1.3986208025063007e-16,-1.3812735677465326e-16,-1.3812735677465326e-16,-1.3791051634015616e-16,-8.733248499370738e-17
0.2,-2.1055206189668496e-16,1.1492543028346347e-17,1.1492543028346347e-17,1.1492543028346347e-17,-4.401860820291148e-17,1.8431436932253575e-17,-4.401860820291148e-17,-3.0140820395097023e-17,-5.876375774871434e-17,-6.049848122469115e-17,-5.4860629927766524e-17,-6.049848122469115e-17,-5.2258544713801314e-17,-1.1373280789372942e-16
0.30000000000000004,-9.074772183703672e-17,7.578573185673676e-17,7.578573185673676e-17,-5.903480829183572e-16,3.415236843329339e-17,1.6252190565557711e-16,1.4690939437178585e-16,5.843849709696869e-17,8.098990228466718e-17,8.44593492366208e-17,9.269928574751063e-17,7.32920668600201e-17,7.231628490478315e-17,-5.800481622797449e-17
0.4,2.7724404803169955e-16,5.547998041879887e-16,6.658221066505043e-16,-3.1170812458958252e-19,-9.051732887538355e-17,1.4230153513872246e-18,7.688348655637833e-17,2.223969706310891e-17,4.0887974429859586e-17,5.151315572021753e-17,2.982911227050744e-17,3.9180356008194916e-17,5.353248226647178e-18,1.66831609291207e-17
0.5,3.8921502739514e-16,2.7761945303392266e-15,1.999038413101617e-15,-5.8557894861213655e-15,-1.9422533243176887e-15,5.227887350453542e-16,6.65564608634539e-17,-2.017971293538645e-17,-4.5333203337050154e-17,-8.609920502250512e-17,-4.891107050625232e-17,-8.994812273482866e-17,-4.5658463988795805e-17,8.21554196200891e-17
0.6000000000000001,2.8607053791790404e-14,2.5098472562420926e-13,2.0607620427812168e-13,-8.23736153073018e-14,-9.57101693906115e-14,-4.030033685237244e-15,8.29517661157797e-15,2.005936649424056e-15,-3.74049749507499e-18,1.0137290312739466e-17,-8.223673478302551e-17,-5.1011712215442984e-17,-1.610040226140974e-17,9.199455433539505e-17
0.7000000000000001,5.84747094495297e-14,1.698300788194329e-13,8.564741797723041e-14,-2.8848386353363953e-13,-1.444740594519489e-13,4.9075977656687364e-14,2.9820547073344805e-14,1.667719781717203e-15,-1.5965961192021538e-15,-2.456802122852153e-16,-8.695301423333746e-17,-4.228388472693467e-17,7.589415207398531e-19,-4.705437428587089e-17
0.8,-2.229264678670767e-13,-9.34135337441952e-13,-9.755466562604703e-13,-7.513509942252278e-13,2.2665834595488044e-13,3.9707064134093806e-13,5.443846870685498e-14,-3.953497143376061e-14,-1.385716086148292e-14,-1.251359042428457e-15,3.212762087617671e-16,1.7539680645384248e-16,7.678861886628585e-17,3.8819858785843486e-16
0.9,-1.623182111724214e-14,-5.44355707699732e-12,-3.597367209348147e-12,3.1941445880400918e-12,4.481670229697886e-12,2.1590887443797419e-13,-9.466854519269222e-13,-2.611071217096042e-13,3.5632507686643444e-14,2.4481705183064528e-14,4.319881583524088e-15,2.4023074111576004e-15,-5.002102248033435e-16,2.1837187006573666e-16
