t,C_1_0,C_1_1,C_1_2,C_1_3,C_1_4,C_1_5,C_1_6,C_1_7,C_1_8,C_1_9,C_1_10,C_1_11,C_1_12,C_1_13
0.0,0.0,0.0,0.9999999843497811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.09441615973275817,0.0,0.9868831709543895,0.07721278230227613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2,0.19205202173337393,0.0,0.9453371718249016,0.16812741384742425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.30000000000000004,0.28911673311519037,0.0,0.871930413749152,0.26340086173315286,0.031145091654496252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4,0.37646926570372874,0.0,0.7675935747465817,0.34334364763195685,0.05637410546820894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,0.44090828912285024,0.0,0.6384629882605997,0.40814156752518055,0.10033694974281503,0.00754897787111888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6000000000000001,0.469031987524145,0.0,0.4924515889654264,0.4589379425523174,0.14306878865204503,0.01418477053459424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7000000000000001,0.4501407259571833,0.0,0.3376485089120621,0.4865264448436846,0.1846780067610789,0.03633063488724336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8,0.37955305608880463,0.0,0.19004197688728536,0.49427553757189824,0.22875496407243998,0.05710854812255986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9,0.26216237926598995,0.0,0.12156712155041999,0.49503341533497985,0.26213379850693463,0.07901382260177732,0.01412048682834905,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.11522706710921676,0.0,0.20831981707919678,0.4889522702993456,0.2899195636168198,0.10024566522039806,0.016030155136551646,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1,0.053303376395610336,0.0,0.32492691487642195,0.48422452399973825,0.3041994485341771,0.11914082694139572,0.029830174480762674,0.001185011993076853,0.0,0.0,0.0,0.0,0.0,0.0
1.2000000000000002,0.18239574785173937,0.0,0.4249429515108838,0.4876699198840381,0.31455463568915787,0.13030165930258686,0.032253469393333734,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.3,0.28995228827283787,0.0,0.502611342642125,0.488942967374423,0.3248978530464279,0.14278597661728024,0.041797936688268165,0.009300910201045523,0.0,0.0,0.0,0.0,0.0,0.0
1.4000000000000001,0.35801042593846416,0.0,0.5617242403009202,0.47993812717595385,0.30768142249039016,0.14938949836900317,0.047203471820684906,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5,0.38673857699473596,0.0,0.6097724099126638,0.4719647365723432,0.2995415738981155,0.14560539578285356,0.05150096730723033,0.018251424819095596,0.0006865004556686426,0.0,0.0,0.0,0.0,0.0
1.6,0.3826081103735859,0.0,0.6534966297207615,0.46370442531899425,0.2994265829887129,0.16482919033908683,0.06039224485698274,0.005365743179483667,0.0,0.0,0.0,0.0,0.0,0.0
1.7000000000000002,0.35329304936489525,0.0,0.6960216555490552,0.4413887852807574,0.2736984091344428,0.14562675711483394,0.06386158124604582,0.026043266589512507,0.005038302345189613,0.0,0.0,0.0,0.0,0.0
1.8,0.30480936385317314,0.0,0.738370473020828,0.4179096560106541,0.26662068781460657,0.1598639310437627,0.07136998638397095,0.0173288718465036,0.0,0.0,0.0,0.0,0.0,0.0
1.9000000000000001,0.2405000679385133,0.0,0.7804831046271361,0.39495660312745284,0.24796228686250685,0.1509560111922431,0.07809780752758992,0.03491344925045923,0.010056916906199552,0.0,0.0,0.0,0.0,0.0
2.0,0.161428390434128,0.0,0.8191928912819945,0.36475983393791117,0.22817756374032935,0.14979191459466065,0.08224021838559659,0.032069019817706074,0.0,0.0,0.0,0.0,0.0,0.0
2.1,0.06590552167851083,0.0,0.8480662282186301,0.336446428317285,0.2222095035006513,0.16151808626758,0.09340554487186398,0.04724076994132706,0.018076513793249874,0.0,0.0,0.0,0.0,0.0
2.2,0.03651243242773923,0.0,0.8576036513591816,0.30743566275353446,0.2012327995020033,0.14663748486294484,0.09479137557916259,0.04937613227190207,0.012686723981664729,0.0,0.0,0.0,0.0,0.0
2.3000000000000003,0.15436607513413875,0.0,0.8371390260823144,0.2621589498070849,0.1868437000576633,0.16184345114475063,0.10564831490209887,0.060951177924689445,0.028867589568083944,0.0,0.0,0.0,0.0,0.0
2.4000000000000004,0.2744266611717144,0.0,0.7790212515909967,0.21692356270155078,0.1720014590001169,0.14768465226152644,0.1066569072808563,0.067823382883586,0.029627343727174744,0.000686087924275873,0.0,0.0,0.0,0.0
2.5,0.38350288483970435,0.0,0.684580655853139,0.1734718576265865,0.16761628984082913,0.15016223624160294,0.11266681867768442,0.07346392516218847,0.04131198834731589,0.013432129967275485,0.0019869136085794957,0.0,0.0,0.0
2.6,0.4664775821393398,0.0,0.5640667294345358,0.12397562916067506,0.16296136750150658,0.15015904514186296,0.11580336158653301,0.08403524891226352,0.04849234550513588,0.014868651715167259,0.0,0.0,0.0,0.0
2.7,0.5092690130752046,0.0,0.435434348061657,0.09254557773225548,0.15095545069943045,0.14290021193875582,0.11405863987367366,0.0832377385178484,0.05455697929537641,0.027427245665197837,0.0036726572462284822,0.0,0.0,0.0
2.8000000000000003,0.5009487108237674,0.0,0.3358934042660787,0.08107843503773206,0.15844507483833278,0.14661130002208744,0.1215152935018463,0.09533788712841369,0.06640328744160028,0.033015720715299665,0.007841222178500654,0.0,0.0,0.0
2.9000000000000004,0.43684960252318156,0.0,0.3352392662231976,0.07260664468668107,0.1575743772651721,0.14205822122779352,0.11233502278876184,0.08943633005303828,0.06663596768804292,0.04066507085216769,0.010738206283158644,0.0,0.0,0.0
3.0,0.32283985639547674,0.0,0.4511987051509364,0.053155469148306406,0.14906786484371223,0.1373179260331959,0.1183771916327385,0.09664641832252666,0.07693989613587178,0.04931766696201596,0.018357983918433022,0.0014324960774487233,0.0,0.0
3.1,0.17541672124227858,0.0,0.609495438184895,0.022718874240935584,0.1503518783600932,0.13059629253362662,0.10026123326684905,0.08423679205678564,0.06835956912252107,0.047940508941689206,0.018345111879826455,0.0,0.0,0.0
3.2,0.029029892469814095,0.0,0.7486689909626847,0.014061643096089475,0.1412597363007443,0.11935350137374888,0.1004647818637862,0.08428238004732266,0.07430522985467108,0.05734692914566748,0.01951796544186677,0.0,0.0,0.0
3.3000000000000003,0.10110661684837363,0.0,0.8407013262554549,0.05962332005838603,0.13666171464013208,0.10501041949238875,0.0787995520883319,0.06768892651536744,0.05633211785798483,0.04413436768028267,0.02053862891054558,0.00229371116843339,0.0,0.0
3.4000000000000004,0.19847218260190655,0.0,0.8792749087234639,0.1194445111269945,0.1447782477542768,0.1015719436334021,0.07367165681746958,0.06335217918369618,0.06105101980208122,0.058363388890592595,0.019712356414075996,0.0,0.0,0.0
3.5,0.26432239294371573,0.0,0.8762122120627306,0.1800346201599142,0.14343023670412025,0.08216811709988577,0.06041922356569697,0.05140646280181656,0.04080415300158713,0.03697075685049671,0.01730608558739682,0.0,0.0,0.0
3.6,0.3045515772608205,0.0,0.8513054367068786,0.23154164540093788,0.14766692657568284,0.08069727059756776,0.0494373863356916,0.04473310176393813,0.045845557400859015,0.05484907673616809,0.02798940581328515,0.0,0.0,0.0
3.7,0.3277507776591384,0.0,0.821755729699551,0.29453623168830645,0.15940514267922645,0.07588282535228445,0.051913885084137405,0.043214833049742274,0.03119663860391912,0.03636732878886209,0.018007290034378145,0.0,0.0,0.0
