t,C_1_0,C_1_1,C_1_2,C_1_3,C_1_4,C_1_5,C_1_6,C_1_7,C_1_8,C_1_9,C_1_10,C_1_11,C_1_12,C_1_13
0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0.003749945188372488,0.0,0.9999859332058535,0.0037499163238902864,7.02767601465439e-06,8.792977213002603e-09,8.418829945622329e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02,0.007500211341339066,0.0,0.9999437347303854,0.007499864604749201,2.811669703551166e-05,7.023553978917406e-08,1.322737028966368e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.03,0.011250992884369893,0.0,0.9998734030755698,0.011249775216871961,6.327148611603302e-05,2.3703806483885853e-07,6.669151212427463e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,0.015002319641542855,0.0,0.9997749022493997,0.01499945564907282,0.00011249193879362588,5.619856423013015e-07,2.105742942357214e-09,1.0892276593676004e-15,0.0,0.0,0.0,0.0,0.0,0.0
0.05,0.018754121643627816,0.0,0.9996482250495063,0.018748645345874258,0.0001757755116937163,1.0979164604610376e-06,5.141666007948563e-09,5.852076976195882e-15,0.0,0.0,0.0,0.0,0.0,0.0
0.06,0.02250663584329769,0.0,0.9994933460372718,0.022497311834745837,0.00025312164749224946,1.8975524369357564e-06,1.066440033591052e-08,2.0169608726944158e-14,0.0,0.0,0.0,0.0,0.0,0.0
0.07,0.026259832638932938,0.0,0.999310232931511,0.02624522379878307,0.0003445279899142875,3.0137089026411433e-06,1.976303840470677e-08,5.5078205534946565e-14,0.0,0.0,0.0,0.0,0.0,0.0
0.08,0.03001402728760687,0.0,0.9990988246514547,0.029992404051735304,0.0004499949157946938,4.499093047931626e-06,3.372244653904798e-08,1.3265545252688507e-13,0.0,0.0,0.0,0.0,0.0,0.0
0.09,0.03376913046902003,0.0,0.998859105851891,0.033738577713163624,0.0005695177242181539,6.406530019979074e-06,5.402863914894074e-08,2.8908708643776587e-13,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.037525493684678335,0.0,0.9985910159742936,0.03748379518218961,0.0007030981263639146,8.788754676645213e-06,8.236204684298864e-08,5.864892114136164e-13,0.0,0.0,0.0,0.0,0.0,0.0
0.11,0.04128299861464519,0.0,0.9982945100535481,0.04122776098338712,0.0008507290196939133,1.1698574812595287e-05,1.2060557602395297e-07,1.1170195075998319e-12,0.0,0.0,0.0,0.0,0.0,0.0
0.12,0.0450420055590483,0.0,0.9979695097014086,0.044970530750384236,0.00101241321425066,1.5188776491203897e-05,1.7083600854587008e-07,2.0222574197909174e-12,0.0,0.0,0.0,0.0,0.0,0.0
0.13,0.048802392345017966,0.0,0.9976159548496265,0.048711807127676116,0.001188141523556754,1.9312134181859286e-05,2.3533295585893323e-07,3.4998283416328487e-12,0.0,0.0,0.0,0.0,0.0,0.0
0.14,0.052564463704311844,0.0,0.9972337835375198,0.05245158896049247,0.0013779115443293673,2.4121308837823867e-05,3.165680597033067e-07,5.832364609420265e-12,0.0,0.0,0.0,0.0,0.0,0.0
0.15,0.0563271823075772,0.0,0.9968230210890421,0.05618882848097027,0.0015816542016391939,2.9667570233108978e-05,4.1720598002604493e-07,9.399268079403502e-12,0.0,0.0,0.0,0.0,0.0,0.0
0.16,0.060093139452749356,0.0,0.9963833386219139,0.05992542816297873,0.00179952310154037,3.600745446528145e-05,5.401415676167601e-07,1.4711207885915838e-11,0.0,0.0,0.0,0.0,0.0,0.0
0.17,0.06385997311148531,0.0,0.9959149045191352,0.06365945749940566,0.002031400231425976,4.31922061575479e-05,6.884702776799309e-07,2.2347183508114007e-11,0.0,0.0,0.0,0.0,0.0,0.0
0.18,0.06762950994564924,0.0,0.9954174492748599,0.06739185349284438,0.0022773195583755787,5.127397261434469e-05,8.654152445863152e-07,3.322448621116947e-11,0.0,0.0,0.0,0.0,0.0,0.0
0.19,0.07140081223725503,0.0,0.994890993832308,0.07112189002726789,0.0025372601165744957,6.0306494529761944e-05,1.0744868285812428e-06,4.834519630770135e-11,0.0,0.0,0.0,0.0,0.0,0.0
0.2,0.07517449531130543,0.0,0.9943353654943592,0.07484968918437358,0.002811211560626809,7.034154531475911e-05,1.3193300611117456e-06,6.901243529037322e-11,0.0,0.0,0.0,0.0,0.0,0.0
0.21,0.07895048113502293,0.0,0.9937504993011049,0.07857504052645006,0.003099177487421284,8.14326902657824e-05,1.603823036269067e-06,9.687194445066416e-11,0.0,0.0,0.0,0.0,0.0,0.0
0.22,0.0827288411934399,0.0,0.9931362891764814,0.08229778182435411,0.0034011413121498844,9.363233743547878e-05,1.9320352579214475e-06,1.3384298337989024e-10,0.0,0.0,0.0,0.0,0.0,0.0
0.23,0.08650971973176669,0.0,0.9924925930486564,0.08601780428803525,0.003717102150170896,0.00010699349562043507,2.3082301854237053e-06,1.82324142322612e-10,0.0,0.0,0.0,0.0,0.0,0.0
0.24,0.09029314111626552,0.0,0.9918193279133656,0.08973493283058903,0.004047048581614644,0.00012156895232176123,2.7368803895021566e-06,2.4513317046660247e-10,0.0,0.0,0.0,0.0,0.0,0.0
0.25,0.09407921833214064,0.0,0.991116369071755,0.09344903573785242,0.004390973408732874,0.00013741149460490674,3.222649470057391e-06,3.2562974458482507e-10,0.0,0.0,0.0,0.0,0.0,0.0
0.26,0.09786800757164843,0.0,0.9903835882513524,0.09715995343239482,0.004748867262260975,0.0001545739705162699,3.770406128767803e-06,4.2777887774612465e-10,0.0,0.0,0.0,0.0,0.0,0.0
0.27,0.10165958071167477,0.0,0.9896208609504021,0.1008675340904697,0.005120720047876946,0.00017310914856611526,4.385216393708203e-06,5.562006171738176e-10,0.0,0.0,0.0,0.0,0.0,0.0
0.28,0.10545400230549197,0.0,0.9888280740757335,0.10457162073102938,0.005506521469509201,0.0001930698206507589,5.072346360874851e-06,7.162828179322719e-10,0.0,0.0,0.0,0.0,0.0,0.0
0.29,0.10925132775141562,0.0,0.9880050803829588,0.10827205128185718,0.005906260090197325,0.00021450875080756589,5.837262395633422e-06,9.142412834152404e-10,0.0,0.0,0.0,0.0,0.0,0.0
0.3,0.11305161317930998,0.0,0.9871517629310971,0.11196866300529179,0.006319923837724209,0.00023747867300917585,6.685629929983946e-06,1.1572241835040569e-09,0.0,0.0,0.0,0.0,0.0,0.0
