t,Czz_1_0,Czz_1_1,Czz_1_2,Czz_1_3,Czz_1_4,Czz_1_5,Czz_1_6,Czz_1_7,Czz_1_8,Czz_1_9,Czz_1_10,Czz_1_11,Czz_1_12,Czz_1_13
0.0,0.0,1.0,-1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,-0.00015623697815631628,0.999999996536116,-0.999687538604051,-0.00015621485435617183,-6.09944689083274e-09,-1.0583863023190879e-13,-1.0503208545953324e-18,6.776263578034403e-21,6.776263578034403e-21,-4.391018798566293e-18,-2.092334213331902e-13,-1.8722382158335455e-10,1.585982479040634e-10,2.8834756014373217e-11
0.02,-0.0006248198872225138,0.9999999443136145,-0.9987505656146212,-0.0006244612338738416,-9.757112957289784e-08,-6.767365585014923e-12,-2.6508743117270583e-16,-1.0842021724855044e-19,5.5402731014009277e-17,-8.786103355279407e-16,-2.120925424219447e-12,-6.534498399465242e-10,-2.4030357938709026e-09,3.058607326694154e-09
0.03,-0.0014053315651523534,0.9999997171687768,-0.9971903725528495,-0.0014035193802395844,-4.935934770660582e-07,-7.705151642591057e-11,-6.765096295657802e-15,5.5185890579512176e-17,-2.4936649967166602e-18,-8.75027047347876e-15,-8.754022138256212e-12,-3.7823483061945676e-09,-1.1100865194625144e-08,1.489197644236398e-08
0.04,-0.002497016078656464,0.9999991029846506,-0.9950092139051372,-0.002491314374895025,-1.558193231477505e-06,-4.326628860957041e-10,-6.75327849197771e-14,-6.7220534694101275e-18,1.474514954580286e-17,-4.4760310909108814e-14,-3.9017740102210985e-11,-1.922485341808531e-08,-1.9142046997185427e-08,3.840596290083029e-08
0.05,-0.0038988238464952325,0.9999978008643264,-0.9922102209951965,-0.003884956020939266,-3.7983525387466285e-06,-1.648754723460738e-09,-4.022591721525304e-13,-1.194790794079026e-16,-9.73613550891983e-17,-1.7948880229323727e-13,-1.4731061487825714e-10,-5.897072531874971e-08,-2.0049040052282086e-08,7.916725562606697e-08
0.06,-0.005609326574676925,0.9999954188317371,-0.9887975470050775,-0.00558067947059279,-7.860863848614761e-06,-4.915812013960713e-09,-1.7283570408199722e-12,-3.3523531173251797e-16,-3.46077333457373e-16,-6.742748720478531e-13,-5.12953378124098e-10,-1.4473578708847426e-07,8.289846132897988e-09,1.369595688991386e-07
0.07,-0.0076268962057538785,0.9999914637165415,-0.9847760276483796,-0.0075739972027757275,-1.4530280270202891e-05,-1.2373437213632904e-08,-5.923325632067877e-12,-1.8197249262996706e-15,-1.6267369395972509e-15,-2.106001571050564e-12,-1.2979226742849959e-09,-2.887379721289163e-07,6.269722389916701e-08,2.2734077847769846e-07
0.08,-0.009949599285414995,0.9999853335367733,-0.9801513389918605,-0.009859642254635571,-2.4725471907912668e-05,-2.7515744541791592e-08,-1.720325054285765e-11,-6.8404483466455446e-15,-5.937091096530622e-15,-5.100237506633354e-12,-2.553836475193555e-09,-5.092368261720541e-07,1.5057352750974876e-07,3.6122224133204595e-07
0.09,-0.012575004044563177,0.9999763337613646,-0.9749303875493409,-0.012431398875840261,-3.948760165160478e-05,-5.564589081966803e-08,-4.4055230817574564e-11,-2.2371861307934893e-14,-1.702804564018834e-14,-1.2794256973314155e-11,-5.384200935792949e-09,-8.36374499652362e-07,2.9865976531283367e-07,5.431117465638097e-07
