t,Czz_1_0,Czz_1_1,Czz_1_2,Czz_1_3,Czz_1_4,Czz_1_5,Czz_1_6,Czz_1_7,Czz_1_8,Czz_1_9,Czz_1_10,Czz_1_11,Czz_1_12,Czz_1_13
0.0,0.0,1.0,-1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,-0.0012234005470290253,0.9999990926280097,-0.9975527553279756,-0.0012225622415414307,-3.744605058020366e-07,-5.0953938876378835e-11,-3.9247034441802775e-15,-6.505213034913027e-19,5.767955557622884e-17,-2.889940890760112e-15,-4.909627825816498e-12,-2.3220318222470088e-09,-2.175048498514326e-10,2.5444491303424494e-09
0.02,-0.004874434185553354,0.9999854891840596,-0.990243999886096,-0.004861090652235943,-5.96121224982326e-06,-3.246928086206996e-09,-9.96271207892585e-13,-1.938553484404082e-16,-6.765421556309548e-17,-2.151486454271545e-13,-1.403129244736956e-10,-4.0201499914172684e-08,3.6318052215773833e-09,3.671022294959511e-08
0.03,-0.010895733655728601,0.9999266066189582,-0.9781721566575426,-0.010828756578147237,-2.9922996035968916e-05,-3.670617194743986e-08,-2.5320951932417124e-11,-1.1182027526146499e-14,-3.74353326115795e-15,-3.2185486914526606e-12,-1.3145060161895428e-09,-2.1412248914394472e-07,4.691430527739571e-08,1.685259120379201e-07
0.04,-0.019192478964415255,0.9997683528278233,-0.961498965884261,-0.018983259036410367,-9.34446779511898e-05,-2.0401426896986263e-07,-2.5032000777747143e-10,-1.9684427698951623e-13,-6.698981647179636e-14,-2.8546467273349307e-11,-6.752085274577824e-09,-6.611653618395635e-07,1.4137138280682915e-07,5.265746775909297e-07
0.05,-0.029633050712903713,0.999435479771637,-0.9404470619545992,-0.02912996638009149,-0.00022463176969162585,-7.674798197243593e-07,-1.472720743966871e-09,-1.80960108009387e-12,-5.271304226450724e-13,-1.537773970661238e-10,-2.5052110559642404e-08,-1.578778685267651e-06,3.5340939892603007e-07,1.250575700845885e-06
0.06,-0.04205070990793407,0.998832124145408,-0.9152953257173347,-0.04102680377485997,-0.00045702573252327794,-2.252769628424689e-06,-6.2320875265919895e-09,-1.103466623630922e-11,-2.933028819818162e-12,-6.118597295490247e-10,-7.283439462657526e-08,-3.1878706005725177e-06,7.577972745767547e-07,2.5035225082389867e-06
0.07,-0.05624538375023324,0.9978426034327385,-0.8863737937939298,-0.0543900579044677,-0.000827780903518309,-5.566041022073143e-06,-2.0988892464324227e-08,-5.0636446424778825e-11,-1.2720630104823272e-11,-2.0197562441981454e-09,-1.7809304977967066e-07,-5.675667492884007e-06,1.3527586858672058e-06,4.50303429461868e-06
0.08,-0.0719857794838161,0.9963325311821529,-0.8540578444076452,-0.068901149957061,-0.0013755852986042927,-1.2112089520871505e-05,-5.975678631087167e-08,-1.8850782740331695e-10,-4.400775577284577e-11,-5.6945599347102416e-09,-3.871312448597286e-07,-9.240212633890299e-06,2.2065997444531416e-06,7.426482491489084e-06
0.09,-0.08901270421104816,0.9941502362049426,-0.818760241406973,-0.08421481710031435,-0.0021384234049504763,-2.389997056689852e-05,-1.495124492129074e-07,-5.977929401490556e-10,-1.3270740062409914e-10,-1.3835716058951952e-08,-7.602023573416439e-07,-1.4118956144032468e-05,3.5550725590444143e-06,1.1338053517932767e-05
