t,W_1_0,W_1_1,W_1_2,W_1_3,W_1_4,W_1_5,W_1_6,W_1_7,W_1_8,W_1_9,W_1_10,W_1_11,W_1_12,W_1_13
0.0,0.0,,3.000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,2.6161666292212615e-06,,2.999939499392892,2.6161666292212615e-06,2.6161666292212615e-06,2.6161666292212615e-06,2.6161666292212615e-06,2.6161666292212615e-06,2.6161666292212615e-06,2.6161666292212615e-06,2.6161666292212615e-06,2.6161666292212615e-06,2.6161666292212615e-06,2.6161666292212615e-06
0.02,2.0792957938775558e-07,,2.9997579624121755,2.0792957938775558e-07,2.0792957938775558e-07,2.0792957938775558e-07,2.0792957938775558e-07,2.0792957938775558e-07,2.0792957938775558e-07,2.0792957938775558e-07,2.0792957938775558e-07,2.0792957938775558e-07,2.0792957938775558e-07,2.0792957938775558e-07
0.03,1.3140468608785483e-06,,2.9994553576263128,1.3140468608785483e-06,1.3140468608785483e-06,1.3140468608785483e-06,1.3140468608785483e-06,1.3140468608785483e-06,1.3140468608785483e-06,1.3140468608785483e-06,1.3140468608785483e-06,1.3140468608785483e-06,1.3140468608785483e-06,1.3140468608785483e-06
0.04,3.3421820568868554e-06,,2.999031734693075,3.3421820568868554e-06,3.3421820568868554e-06,3.3421820568868554e-06,3.3421820568868554e-06,3.3421820568868554e-06,3.3421820568868554e-06,3.3421820568868554e-06,3.3421820568868554e-06,3.3421820568868554e-06,3.3421820568868554e-06,3.3421820568868554e-06
0.05,6.965622856180964e-06,,2.998487123817911,6.965622856180964e-06,6.965622856180964e-06,6.965622856180964e-06,6.965622856180964e-06,6.965622856180964e-06,6.965622856180964e-06,6.965622856180964e-06,6.965622856180964e-06,6.965622856180964e-06,6.965622856180964e-06,6.965622856180964e-06
0.06,1.030207083435597e-05,,2.997821576973948,1.030207083435597e-05,1.030207083435597e-05,1.030207083435597e-05,1.030207083435597e-05,1.030207083435597e-05,1.030207083435597e-05,1.030207083435597e-05,1.030207083435597e-05,1.030207083435597e-05,1.030207083435597e-05,1.030207083435597e-05
0.07,1.4169536314945219e-05,,2.9970351531134325,1.4169536314945219e-05,1.4169536314945219e-05,1.4169536314945219e-05,1.4169536314945219e-05,1.4169536314945219e-05,1.4169536314945219e-05,1.4169536314945219e-05,1.4169536314945219e-05,1.4169536314945219e-05,1.4169536314945219e-05,1.4169536314945219e-05
0.08,1.74394225128105e-05,,2.9961278594243295,1.74394225128105e-05,1.74394225128105e-05,1.74394225128105e-05,1.74394225128105e-05,1.74394225128105e-05,1.74394225128105e-05,1.74394225128105e-05,1.74394225128105e-05,1.74394225128105e-05,1.74394225128105e-05,1.74394225128105e-05
0.09,1.7661711491201437e-05,,2.9950997554076313,1.7661711491201437e-05,1.7661711491201437e-05,1.7661711491201437e-05,1.7661711491201437e-05,1.7661711491201437e-05,1.7661711491201437e-05,1.7661711491201437e-05,1.7661711491201437e-05,1.7661711491201437e-05,1.7661711491201437e-05,1.7661711491201437e-05
