t,mx_0,mx_1,mx_2,mx_3,mx_4,mx_5,mx_6,mx_7,mx_8,mx_9,mx_10,mx_11,mx_12,mx_13,mx_14,mx_15
2.4000000000000004,-0.14478136616474982,-0.08677143445988529,-0.17717824087258247,-0.24971347572984184,-0.40464152571293976,-0.3489138146135408,-0.3204502135538576,-0.3253143617101069,-0.3085684892873843,-0.3179446687639546,-0.3150317209704496,-0.3332221724894131,-0.11173461936521588,-0.0033001044622748372,0.013758143743851012,-0.04425565422389355
2.5,-0.17246706576109805,-0.06695796138251904,-0.1524323461807408,-0.24882537696039306,-0.40747553319187013,-0.3579998048337405,-0.32257782066762647,-0.32030253764857913,-0.3015270453581865,-0.31831352621451703,-0.32018813037127736,-0.33226795819890087,-0.12434317731785138,0.023455467437432178,0.03279393246261859,-0.11676919128709753
2.6,-0.1868906743002774,-0.05045430559164359,-0.1301694063779169,-0.24479601911677262,-0.3966303596824626,-0.3596348130119055,-0.32048258910070637,-0.3107925235427749,-0.29211597945475043,-0.3143019934016751,-0.31940710062690636,-0.31924313945226673,-0.14216702935838937,0.05243066724063105,0.03958945377004275,-0.1798582563433766
2.7,-0.19029499008690162,-0.04117515212467821,-0.11414244294234566,-0.2380060073099203,-0.3739941148208214,-0.3535944684450021,-0.313880730652361,-0.29685165882482883,-0.28085996278281644,-0.30602380788276157,-0.31288864342499334,-0.29551080496756355,-0.16174118263122478,0.07735249691316858,0.034163327981130996,-0.23093222448398082
2.8000000000000003,-0.18537204726138276,-0.04245298396257862,-0.10757026730581193,-0.23049669555479652,-0.34389759120658914,-0.3417326846972056,-0.30401083413706614,-0.27999223367824266,-0.26934310774083686,-0.29511954482800073,-0.30251370126702093,-0.26515027571074046,-0.18139138181239037,0.0936882080073889,0.017532040049780373,-0.268334843372349
2.9000000000000004,-0.174873702846244,-0.05607009027926028,-0.11227778507781327,-0.22451203543250492,-0.31146891547635824,-0.3269633928163646,-0.2928612690949703,-0.26251666640553983,-0.25948841097637587,-0.2838617502192492,-0.2907241276766838,-0.23349953186599418,-0.20007597569949603,0.09943839301345389,-0.008101160968795824,-0.29136313110354606
3.0,-0.16127706516657977,-0.08137953245823044,-0.12796944184750267,-0.22124113121104533,-0.28107348782114927,-0.31204989334543676,-0.2823334394616478,-0.24669729630082315,-0.2527212758387938,-0.2741687744773027,-0.27940275033795253,-0.20564222009589375,-0.2162744466890446,0.09495731396662971,-0.03952439122168437,-0.3001958541863808
3.1,-0.14663027501055026,-0.1151068460591575,-0.15215516663152484,-0.2204981956373983,-0.2555875218281192,-0.2988478908760515,-0.27380452821787443,-0.23429819369516552,-0.24955146140883064,-0.2671252521279025,-0.26938269567996,-0.1854262303787241,-0.2278843641908809,0.08207367376232015,-0.07288724606167514,-0.2957998421694104
3.2,-0.13260468762919406,-0.1520841095375825,-0.18080792394735426,-0.22126618034389148,-0.23651271398519377,-0.2881370371225799,-0.2680591488788659,-0.2264519028132472,-0.2496604569253778,-0.26302618499533126,-0.260569466776953,-0.175021390463707,-0.23288450437524263,0.06319104492328187,-0.10423254021683925,-0.2798814163694318
3.3000000000000003,-0.12062391951888601,-0.18655665066923796,-0.20938253795229336,-0.22247956265256782,-0.22438704817540792,-0.2798186970199702,-0.26530345254609,-0.22356276501249756,-0.2521597150436968,-0.2615690066366147,-0.25231857817651737,-0.1747886655821619,-0.23005966751522117,0.04078116425357029,-0.1301520762317954,-0.2548729876600922
3.4000000000000004,-0.11186433689077288,-0.2134433468136945,-0.23375769211636782,-0.22343230595341285,-0.2189716135439404,-0.27316583108927306,-0.26504698303410396,-0.22508016133277453,-0.2556907624253997,-0.2618658895799558,-0.24376326615874586,-0.18335767873032832,-0.2194635307818729,0.01716361265806222,-0.14832497500335143,-0.22380454389145787
3.5,-0.10706959474183599,-0.22922695964714815,-0.25096249784942903,-0.22371456993456915,-0.2192494645441075,-0.2671131751612,-0.266110464706171,-0.2295894916147804,-0.25861961653238563,-0.2625137847353576,-0.2342074803917064,-0.1981103893062735,-0.20272792968330064,-0.005717083611663728,-0.15767737176336472,-0.1899409986695095
3.6,-0.10635645820940562,-0.2324849624033891,-0.25970398428788805,-0.22296668856715035,-0.2234845514486468,-0.2606639443445587,-0.2670477378092693,-0.23550779568729355,-0.25962540692556096,-0.2620791668064936,-0.22367450530699765,-0.2159975547836101,-0.18299472088864124,-0.026413338780105586,-0.15816070092913917,-0.1562555074359533
3.7,-0.10926988508102631,-0.2240075999444688,-0.2604934837870809,-0.22076975021962814,-0.2293665571922035,-0.25317117684064544,-0.26663213543615766,-0.24173344962458013,-0.2582210541157935,-0.25964778178469894,-0.21308785474128508,-0.23404240934800616,-0.16399355885846967,-0.04373952956359236,-0.15048944613481538,-0.12502527201374683
3.8000000000000003,-0.11509828256624788,-0.206397802889357,-0.2551681070418341,-0.21684399055814793,-0.23430988716552753,-0.24431402624525003,-0.2639336536715074,-0.24758457128407496,-0.2546240069585497,-0.254852313322182,-0.20369968460968987,-0.24930423236850188,-0.14868834780936183,-0.05650063102339524,-0.13624828683513102,-0.09783236674445514
3.9000000000000004,-0.12317957813258532,-0.18335338282504723,-0.24605258575177633,-0.2113855298323501,-0.23604776502376548,-0.23398209426276623,-0.2581239719546206,-0.2523131397217886,-0.24919125988285323,-0.24750538597588145,-0.19633103533677354,-0.258935855107618,-0.13858589196786325,-0.06369053095289967,-0.11820689062434928,-0.07589190763936815
4.0,-0.1329780835697872,-0.15902426789616908,-0.23527399090527756,-0.20518160688924666,-0.23334179378795225,-0.22231057066107202,-0.24849160827723227,-0.25487747627356677,-0.24207688734494753,-0.23742645448850186,-0.19113356362606332,-0.2607334539945612,-0.13394419525781395,-0.06496281110941596,-0.10014659616543463,-0.06027951857138968
4.1000000000000005,-0.14398152205149067,-0.13752999233115715,-0.22443759634308183,-0.19937921526610158,-0.22638720397251663,-0.20984021629735777,-0.23481312284532113,-0.2541601044402877,-0.23335185654882723,-0.22466042291295904,-0.18783288025885925,-0.253770032488221,-0.13422112846216905,-0.06082462465778529,-0.08590437595635352,-0.051796747730217196
4.2,-0.1555495239333398,-0.12234248291566668,-0.21445761763977483,-0.195065989436835,-0.21669249374222824,-0.19759406231552124,-0.21774645888758218,-0.24933442509259987,-0.22329241633977598,-0.20979912393957245,-0.1860498349443377,-0.2386792806299667,-0.13838711371500878,-0.052457908630657496,-0.07815811896171089,-0.05064454661779469
4.3,-0.16679147730894756,-0.11541061994547842,-0.20537857582432578,-0.1929007199395341,-0.20657174850649032,-0.18695803402498457,-0.19894015331761844,-0.24018648894402925,-0.21260154753443827,-0.19417706111151734,-0.18556519651097458,-0.2176485468646775,-0.14524496250477706,-0.04139671377430151,-0.07765243027002254,-0.05623799982133945
4.4,-0.1765566151536637,-0.11649566822863883,-0.19642140703190186,-0.1929692689450779,-0.19850081467802033,-0.17942978250773195,-0.18084492843938038,-0.22737978121824073,-0.20252868549829667,-0.17986513039625607,-0.18649074391270717,-0.19419440850652298,-0.1537432541377221,-0.029170308770068952,-0.08311145795111827,-0.06727717308356121
4.5,-0.18362082915215752,-0.12333243714614353,-0.18650930800192744,-0.19487287353091076,-0.19446412875533817,-0.17626560666495714,-0.16620785563672916,-0.21246212021835406,-0.1947067799789396,-0.1692840613823828,-0.1891392350915446,-0.17249805755843076,-0.1630218344497606,-0.01701559678145885,-0.09174684708864245,-0.08197773759291582
4.6000000000000005,-0.18700317750636555,-0.13258839703125294,-0.17499436805626398,-0.19789041342265143,-0.19537998449650257,-0.17800296126085463,-0.1572184629620544,-0.19738040462424747,-0.19053586184526383,-0.1643599594363045,-0.19353485953518662,-0.15627458798145819,-0.17216211357113065,-0.005847144844125718,-0.1001670078665862,-0.09834065400558054
4.7,-0.18622000292567015,-0.14099504111708505,-0.16200827158171566,-0.2010607271207348,-0.2007875589673796,-0.18404491210724092,-0.15464865056475952,-0.18373782416001697,-0.19041215027757236,-0.16560811518034724,-0.1989345128196481,-0.1476654364656594,-0.17993909115116774,0.003585870372256466,-0.10532717608214293,-0.11437353742113165
4.800000000000001,-0.18136113352873265,-0.1462326467535959,-0.14835534043959062,-0.20323232501303484,-0.20898873027898154,-0.1926833070744096,-0.157602298864469,-0.17238397666471136,-0.19343921530056193,-0.17180872075242828,-0.20381653854566184,-0.14674456930894056,-0.18486001281353304,0.010625831770395451,-0.10519656370276308,-0.12824817665577667
4.9,-0.17302276826370006,-0.1475739749035306,-0.13538349379642836,-0.20329025872352474,-0.21769274614874953,-0.2017223480980984,-0.16408783849019956,-0.16359996007744862,-0.19792196658999306,-0.18060363322582904,-0.20644217848514965,-0.15183253219054776,-0.18556127825018517,0.014745653188022036,-0.09916574944041592,-0.1384694204713326
5.0,-0.1621909598998054,-0.14619913351274397,-0.12500943530736433,-0.2006225976152155,-0.22494049637067687,-0.20939001354997655,-0.17196393377950683,-0.15755882017286438,-0.2022633676275251,-0.18965475652082048,-0.20569353169619511,-0.16037131500808405,-0.181402259711369,0.015529672859904831,-0.08833937781540092,-0.1441067873580889
5.1000000000000005,-0.15011098308930138,-0.14482000688319482,-0.11950835956616354,-0.1955193856117659,-0.2297983057366668,-0.2149402543255866,-0.17961974705950962,-0.1545754642606072,-0.20558422037312848,-0.19758558948434937,-0.20169198408722208,-0.16988511939488715,-0.172908001847591,0.012668872673518194,-0.07553996105050458,-0.14499323105760084
5.2,-0.13810848095900374,-0.14650388731407404,-0.12078250716965477,-0.18914116879887252,-0.23240228358684664,-0.21858716649232354,-0.18613798704329879,-0.154985866162462,-0.20773821384062985,-0.2041577617761589,-0.19578086048437532,-0.17859241692076366,-0.16176480673276064,0.006219079672546544,-0.06468401486994463,-0.14172459613127864
