t,Cxx_1_0,Cxx_1_1,Cxx_1_2,Cxx_1_3,Cxx_1_4,Cxx_1_5,Cxx_1_6,Cxx_1_7,Cxx_1_8,Cxx_1_9,Cxx_1_10,Cxx_1_11,Cxx_1_12,Cxx_1_13,Cxx_1_14,Cxx_1_15
0.0,3.3800851629709943e-46,1.0,-1.0000000000000002,-1.327401865620188e-46,1.8610995229313977e-46,1.6968848591433332e-46,1.2726636443574999e-46,1.8337304123000536e-46,1.8474149676157256e-46,1.7105694144590052e-46,1.5737238613022848e-46,1.1768717571477956e-46,9.98972538044059e-47,-1.3684555315672042e-48,1.0673953146224193e-46,4.789594360485215e-47
0.1,-0.00042160376114676085,0.9999972779852512,-0.9607795812566766,-0.0004743212643972914,-8.111466380041456e-05,-4.182144736302384e-05,-2.6296238165124212e-05,-1.797396197607791e-05,-1.2858080806489244e-05,-9.429252148080661e-06,-6.975866105050953e-06,-5.090412473877232e-06,-2.2103144828398286e-06,1.0996533268171904e-08,-7.104766701388106e-07,-7.91300421150833e-07
0.2,-0.005841391748796005,0.9999955903037587,-0.8517888795152584,-0.006087932733210689,-0.000790349599262985,-0.0002643762630430099,-8.90768511967047e-05,-2.4786515740772303e-06,4.61785307244928e-05,7.53790515350722e-05,9.330065376457106e-05,0.00010343347534601472,5.449943573412452e-05,2.6300486015099628e-06,5.786467532263714e-05,5.953244995659797e-05
0.30000000000000004,-0.023404762541980997,0.9999243057250367,-0.6950644821354722,-0.02142558109298621,-0.0013246831828360693,0.0006446675139697104,0.001109222131087842,0.0012926819560294235,0.0013677927118019807,0.001391710796796398,0.0013875274394665226,0.001356226975228107,0.000700178290905116,6.32802820495883e-05,0.0006416008419723425,0.0006939704839169789
0.4,-0.05375062878443802,0.998456381038329,-0.5184757678320769,-0.040629583622917215,0.0016699400483067874,0.005768256292120411,0.006239412227209366,0.00626385960914836,0.006154866795243737,0.005997665272486987,0.005822014748903089,0.00559005906717484,0.002968368448686653,0.0004920267689328614,0.0027125173837499184,0.003121846516345131
0.5,-0.0874567682101125,0.9915893540145252,-0.3497630609034117,-0.050042727159349716,0.010832001521729084,0.01686657634571593,0.016861081512137624,0.01635595675310461,0.01576917697694428,0.015183588354472193,0.01461832794369302,0.013883114735373271,0.007668123786780459,0.002110865884273741,0.007090488353096967,0.008878209873576688
0.6000000000000001,-0.10949282686511516,0.9741237537101367,-0.21142164826114818,-0.040301018524860954,0.025187551995308685,0.03256872996617434,0.03212601798038743,0.0310009482906059,0.029787420252466876,0.028595212331570544,0.027429461123115326,0.025593616669736266,0.014707614732970775,0.006268108756329828,0.013668476624251219,0.019163466523200653
0.7000000000000001,-0.10703899797778052,0.9439163089224627,-0.11577984774895404,-0.014595534397428146,0.040615914519986446,0.04945921599545278,0.04922768426861751,0.04774396881456569,0.045974286117827556,0.04415143192760694,0.04227855650429717,0.03832716880863023,0.02274811128017696,0.014511093889464904,0.02100750161550164,0.03422224688275603
0.8,-0.07560874388815068,0.9050949365574354,-0.06280474392671281,0.013463055523340789,0.052196439111772894,0.06403710845888058,0.06440739199503048,0.06292632461789435,0.06083063388971946,0.058505387933663,0.055959347105694446,0.04858783991088443,0.029409516153119757,0.028061313668404204,0.026625373653867655,0.052948255868734875
0.9,-0.020840885220321254,0.8672803507649073,-0.04260713716292054,0.029475072269552358,0.05658458076156647,0.07414077095999086,0.07445905271317493,0.07328659171793042,0.07114253100759377,0.06847945709431716,0.06527272774791795,0.05325530794690356,0.03227551070595922,0.0472885421078528,0.027992650187545452,0.07300406683327382
1.0,0.04408210963613566,0.8412989947110159,-0.041240491412255664,0.027712777635221467,0.053451453991033404,0.0794292589107824,0.07826270139963631,0.0777575952900641,0.0757021488285087,0.07274235121217404,0.06860529603417742,0.05121267218044917,0.030171568311831,0.07141076926791028,0.02367239195373766,0.09145008492493296
1.1,0.10369043644282686,0.8341984507257583,-0.04633057852248254,0.014189694887130344,0.045551873084613254,0.08097524058391689,0.07725064875135262,0.07800863734644564,0.07582036637341327,0.07242392000513681,0.06668159677673327,0.043930760103677,0.02384012309670036,0.09856790804835651,0.01404979391428321,0.10555289961741272
1.2000000000000002,0.14587961782467856,0.8463637779956045,-0.05004653531102522,0.0022019215429144035,0.03741677163796808,0.08041396226869657,0.0744783930782307,0.07732464987559756,0.0743979688884151,0.07033288414927058,0.06202489727940863,0.034724272545148316,0.015806724340581363,0.1261882146394787,0.0015877456185786898,0.11347507456534453
1.3,0.16587188384593085,0.8720189051052051,-0.04925327149844495,0.003877659139508688,0.03319030908532483,0.0791101797000909,0.07295041117098064,0.07861200258339848,0.07433100699436757,0.06941730936703405,0.05763155535258513,0.0273850350199685,0.009720607481668087,0.15132609858111537,-0.009445118390623425,0.11464035789568941
1.4000000000000001,0.16697408396292895,0.9025029086851517,-0.04411633890146782,0.02319761560243555,0.03471397922789629,0.07757847957341954,0.0740705307717684,0.08266255036481426,0.07702748936744527,0.0712259718544545,0.055542418372445085,0.02478725924422144,0.009183388150537486,0.17078292694974892,-0.014145749213743175,0.10962235122657084
1.5,0.15786105417438037,0.9302429374515316,-0.036398227135489986,0.054659569957675014,0.04109768277718513,0.0754631541396564,0.0770894420687765,0.08777474101124344,0.08172150921735905,0.07515417553276314,0.056013080390418565,0.027876365615066193,0.01622512290944586,0.18144211797684143,-0.009027200266648439,0.09972302745354865
1.6,0.14791703130132347,0.9511895746389447,-0.028164904288849872,0.08773357858458652,0.04989130336332731,0.07219089072369989,0.07998130138043756,0.09110881509533798,0.08607204623969315,0.07904687938728407,0.05783842282656479,0.035548686007953065,0.03021267648425896,0.1813737134921904,0.0059931232835610665,0.0866649118920194
1.7000000000000002,0.14327830837334457,0.9648445047982184,-0.021197262893382234,0.11311642358750457,0.05854090913315161,0.06763262741417209,0.08095838182642306,0.09066879278679772,0.08765414416567333,0.08067175827508373,0.05949784849149544,0.04541444946910132,0.04788891906237078,0.17119561002962752,0.026959481983028888,0.07251351463733671
1.8,0.14548949117706295,0.9727665859235712,-0.01686943740659065,0.12635931923394206,0.06515468032466516,0.06212367948502629,0.07937316848972735,0.08638120893866172,0.08535405128751855,0.07892357454808001,0.060199629661352665,0.05482474778964123,0.0645796927056724,0.15428269409582343,0.04729495217993848,0.05946535004177729
1.9000000000000001,0.15274795501095753,0.9770697377636605,-0.015923998336944797,0.12781106982020163,0.06897201635958602,0.0563282954999613,0.0758237621977279,0.08001767953345357,0.08011518711371649,0.07437833981282851,0.060404496788696714,0.061787920087760025,0.07614282049395521,0.13515818818403375,0.06078822926554127,0.04922317301757215
2.0,0.16225155606419936,0.9796714891910244,-0.0180140391350479,0.12081007034303584,0.07082800321434812,0.05160649028258995,0.07190924988452962,0.0744915333920645,0.07479124976208604,0.06936041902436527,0.06172356240504752,0.06564004844465217,0.08065774315792215,0.11705432007028291,0.06459091180866672,0.04229173131214335
2.1,0.1720414708981875,0.9820511626515193,-0.02157190404090005,0.10998243425910431,0.0728791272920338,0.0502131953061591,0.06955070467572791,0.07256671070272007,0.07275132677000754,0.06712544908877227,0.06591758849830807,0.067032644458483,0.0786592716311105,0.10056774342127148,0.060511206319106586,0.0379120236922522
2.2,0.18152716276743383,0.985056454673292,-0.024413666650450385,0.10004203120740113,0.0773930869544196,0.05448877510442764,0.07010955174934318,0.07544395427014094,0.07593519131764984,0.07020245503274927,0.07366143148455068,0.06734009004860535,0.07229334248712165,0.08466645023233074,0.05384386618340472,0.0349295626914744
2.3000000000000003,0.19084361419488083,0.988732612254582,-0.024601087657991183,0.09481159442123302,0.08560872774757888,0.06560216760350539,0.07418622411269157,0.08248382223732226,0.08406279825685758,0.07913380450156815,0.08433753153004742,0.06819900152088225,0.06467600526734246,0.0690608439943301,0.05039326379541122,0.033018404527857495
2.4000000000000004,0.19989596411041452,0.9924707181617738,-0.020705370631860346,0.09609021421973794,0.09710808448688743,0.08262815965701441,0.08178874911432983,0.09181140763265669,0.09510826445777062,0.09201169649965496,0.09626665489806611,0.07082541083667669,0.05877525088369105,0.055451898628427955,0.05345718998107962,0.03328544068959457
2.5,0.20794713602615011,0.9955166314074971,-0.011499200978342967,0.10245184710504615,0.10954613014983616,0.10226546885971516,0.09200217850051201,0.10056392271813526,0.10596613959972481,0.10460088666400036,0.10654115630780077,0.07496923701337796,0.05544380941358128,0.04697477855785138,0.06246627040013539,0.03773057079844988
2.6,0.2138676492860527,0.9974543630472651,0.00393582767627619,0.10943762047033968,0.11962460576481411,0.11998234419133383,0.10305939309419845,0.10562033593921429,0.11371052870856246,0.11231889683148649,0.11217205163204695,0.07939218218148013,0.053507849152213696,0.047030357120418406,0.07360572936262941,0.04791583293419874
2.7,0.21659493829820783,0.9983046068475097,0.02538091888495656,0.11244443004888917,0.1255577103179938,0.13257877486851394,0.11362172864069918,0.10576498386521078,0.11754128527093453,0.11389278602735803,0.11280158939062603,0.08402614210326509,0.05265782734955954,0.05736266315269392,0.0817994324461995,0.06373280425488687
