t,mx_0,mx_1,mx_2,mx_3,mx_4,mx_5,mx_6,mx_7,mx_8,mx_9,mx_10,mx_11,mx_12,mx_13
0.0,-1.0000000000000002,7.498798913309866e-33,7.498798913308953e-33,-1.0000000000000002,-1.0000000000000002,-1.0000000000000002,-1.0000000000000002,-1.0000000000000002,-1.0000000000000002,-1.0000000000000002,-1.0000000000000002,1.0000000000000002,-1.0000000000000002,-1.0000000000000002
1.0,-0.9350212539667822,-0.15974235347936483,-0.04313437916681372,0.0716423829929901,-0.18952345945682933,-0.5139452098322908,-0.696677901696224,-0.6244942237752926,-0.46069482879422297,-0.046137840383481635,0.017440190272812666,0.00044388250714218197,0.0016428604203980127,-0.935021253966781
2.0,-0.9393834526500366,-0.769899992619604,-0.7102761789492105,-0.1971798308915818,-0.09271804841024855,0.036304398667699994,-0.018966273306417227,-0.028331712930349386,0.05423110905270379,0.08610054448530285,0.1831074101919917,-0.5913601962935613,-0.6410016452569116,-0.9393834526500369
3.0,-0.9356788245708905,-0.47935567354482406,-0.12928739465506067,-0.08789500759821882,0.10174105422633337,0.061759494100124566,0.14045408563215017,-0.09308203701031696,-0.040930555645026394,0.021218180112514765,-0.018329079327413584,-0.12438691770498252,-0.4611903887595583,-0.9356788245708908
4.0,-0.9408783510171363,-0.6763361363722958,0.4809259922347351,0.073900312028701,0.07177268851037015,-0.2207743481876022,-0.23056170230725181,-0.40945641062184873,-0.3920757317593424,-0.3067051106282401,-0.31579521616642225,-0.019859310742241967,0.0279291600771761,-0.940878351017137
5.0,-0.9343991952020991,-0.6122948803707888,-0.19073151240944744,0.17429444229855917,-0.2930500513495517,-0.24326077739233604,-0.22857400006994086,-0.2611776961003887,-0.2779587506802674,-0.3570149720775342,0.2123377935253043,-0.041290558162599855,-0.1325436178802186,-0.9343991952020987
6.0,-0.918217926739863,0.1254596136538957,0.08343071206294497,0.10284464757470718,0.006513655963538959,0.01951131206913755,-0.005932699864467379,-0.004783135286590387,0.01572938853825733,0.0010091397727400788,0.015964272088302645,-0.31268527905843174,-0.47019776006892916,-0.9182179267398598
7.0,-0.9420136023380914,-0.5886865600408829,0.049115603225931996,-0.022420271131062302,-0.044152785426731775,-0.028828343023330146,-0.04668098193690881,0.02239194499266758,0.01382846170711504,0.04639349221007202,0.023558446118597146,0.05388751184390179,-0.6459037036291306,-0.9420136023380928
8.0,-0.9897994312386764,0.00024973505308133794,-9.03377959377038e-05,-0.022210380697151148,-0.019842829279079908,-0.025819384868905226,-0.02931297413227992,0.08186018189332295,0.0721056076087216,0.1504071744792239,0.168359677279407,0.23113143407938738,-0.6589795806443636,-0.9897994312386786
9.0,-0.9360273331171743,-0.1365204447151133,-0.06891834045000246,0.11650411599918746,-0.009375370734121974,-0.006543513244024534,-0.03722152166131209,-0.022065773100856962,-0.0038771243767261603,0.0038121002851374897,-0.047328385862405474,-0.4449809141815638,-0.8815065815028295,-0.9360273331171761
10.0,-0.9537042972882904,-0.3332840157890199,-0.18193505930930975,0.15801639302178572,0.011496603504304592,0.006085023828102334,-0.017205161076355523,-0.008851869777641975,0.0031286128906123025,0.0020144937443718394,0.027721211251348212,-0.09206567919217032,-0.16864789023924104,-0.9537042972882863
11.0,-0.9392474534397747,-0.6571042482465509,0.14219200678883825,-0.006794679280685717,-0.005794186487535512,-0.03166425789169324,-0.034397636592919376,-0.028034262119333023,-0.02580642606341503,-0.015346477847560892,-0.01799276673272941,0.0556824633131228,-0.25731713596394024,-0.939247453439775
12.0,-0.9524169219946718,-0.5534649171038853,0.1476334120219534,0.09259492727793524,0.06233710746603121,0.015020905102254905,0.016088862800519212,-0.01060744940273086,-0.009903914921497644,-0.02010457536457707,-0.029862050956274883,0.02834260280478562,-0.10623695804290241,-0.9524169219946702
13.0,-0.9284240593280182,-0.8278506944953916,-0.2882301116121075,-0.07285827269932162,-0.007767420409499578,-0.002090908003123505,0.017921432564617375,-0.013382134075024896,0.0015630294798805123,0.005166497339389232,0.0484473733388427,-0.039475689463412775,-0.11336599171939235,-0.9284240593280166
14.0,-0.9095784400191488,-0.4330942087821566,-0.210108014063651,-0.02215855725647185,-0.009068872489943437,0.01775404917707116,-0.044244383448091215,-0.07427998548388667,0.029810712330632892,0.0035096907813100047,0.008573148737442648,-0.16345339677950826,-0.33692739354548507,-0.9095784400191455
15.0,-0.9408812018791856,-0.16938463610054727,-0.024917961993873423,0.01245565460662626,-0.007268512217626014,-0.02153637913289876,-0.07403965415126615,-0.0753515190988204,-0.02191584511798803,-0.014274549679653286,0.024466675904565034,-0.0692481294681692,-0.4707010658263669,-0.9408812018791851
16.0,-0.9774788295008596,-0.20241570659772412,0.030556531458631107,-0.05310909868557958,-0.04341487805495222,-0.035082898512123144,-0.05665213958376533,-0.0685835934380103,-0.042471192066040137,-0.0018105169140938161,-0.0022073661256137114,0.10260726984196038,-0.6797065390854303,-0.9774788295008606
17.0,-0.9315542731059212,0.15389198175877958,0.005852759907267925,0.0110118638983348,-0.03778947099193138,-0.03238760880863858,-0.07190088486053581,0.006468512991306335,0.002910504283625117,0.03519079816943024,-0.010256003223835316,-0.022905245038451157,-0.6021579780820234,-0.9315542731059193
18.0,-0.9635304668779119,-0.6425788483951458,-0.03694830168206201,0.0026761963014552068,-0.0017877488750493039,-0.003241609575596205,-0.034366842554256115,-0.024231714347533014,-0.002284211316700538,0.006906770774822079,-0.010341346175513952,-0.04621649375075261,-0.803825408535876,-0.9635304668779077
