t,C_0_0,C_0_1,C_0_2,C_0_3,C_0_4,C_0_5,C_0_6,C_0_7,C_0_8,C_0_9,C_0_10,C_0_11,C_0_12,C_0_13,C_1_0,C_1_1,C_1_2,C_1_3,C_1_4,C_1_5,C_1_6,C_1_7,C_1_8,C_1_9,C_1_10,C_1_11,C_1_12,C_1_13,C_2_0,C_2_1,C_2_2,C_2_3,C_2_4,C_2_5,C_2_6,C_2_7,C_2_8,C_2_9,C_2_10,C_2_11,C_2_12,C_2_13,C_3_0,C_3_1,C_3_2,C_3_3,C_3_4,C_3_5,C_3_6,C_3_7,C_3_8,C_3_9,C_3_10,C_3_11,C_3_12,C_3_13,C_4_0,C_4_1,C_4_2,C_4_3,C_4_4,C_4_5,C_4_6,C_4_7,C_4_8,C_4_9,C_4_10,C_4_11,C_4_12,C_4_13,C_5_0,C_5_1,C_5_2,C_5_3,C_5_4,C_5_5,C_5_6,C_5_7,C_5_8,C_5_9,C_5_10,C_5_11,C_5_12,C_5_13,C_6_0,C_6_1,C_6_2,C_6_3,C_6_4,C_6_5,C_6_6,C_6_7,C_6_8,C_6_9,C_6_10,C_6_11,C_6_12,C_6_13,C_7_0,C_7_1,C_7_2,C_7_3,C_7_4,C_7_5,C_7_6,C_7_7,C_7_8,C_7_9,C_7_10,C_7_11,C_7_12,C_7_13,C_8_0,C_8_1,C_8_2,C_8_3,C_8_4,C_8_5,C_8_6,C_8_7,C_8_8,C_8_9,C_8_10,C_8_11,C_8_12,C_8_13,C_9_0,C_9_1,C_9_2,C_9_3,C_9_4,C_9_5,C_9_6,C_9_7,C_9_8,C_9_9,C_9_10,C_9_11,C_9_12,C_9_13,C_10_0,C_10_1,C_10_2,C_10_3,C_10_4,C_10_5,C_10_6,C_10_7,C_10_8,C_10_9,C_10_10,C_10_11,C_10_12,C_10_13,C_11_0,C_11_1,C_11_2,C_11_3,C_11_4,C_11_5,C_11_6,C_11_7,C_11_8,C_11_9,C_11_10,C_11_11,C_11_12,C_11_13,C_12_0,C_12_1,C_12_2,C_12_3,C_12_4,C_12_5,C_12_6,C_12_7,C_12_8,C_12_9,C_12_10,C_12_11,C_12_12,C_12_13,C_13_0,C_13_1,C_13_2,C_13_3,C_13_4,C_13_5,C_13_6,C_13_7,C_13_8,C_13_9,C_13_10,C_13_11,C_13_12,C_13_13
10.0,0.0,0.12806920458041735,0.04711338440217196,0.000790386242385456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12806920458041735,0.0,0.5895573174325927,0.20148013709268797,0.0,0.0,0.0,0.0050243814102905945,0.0,0.0,0.0,0.0,0.0,0.0,0.04711338440217196,0.5895573174325927,0.0,0.1312766784889038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000790386242385456,0.20148013709268797,0.1312766784889038,0.0,0.0,0.0,0.0,0.003950523403387193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06758210504813596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019611720911954556,0.05873706880111001,0.18621215091890922,0.0222124482761584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008397804027796638,0.16118060684554253,0.01490945183110224,0.0,0.0,0.0050243814102905945,0.0,0.003950523403387193,0.0,0.0,0.0,0.0,0.0,0.0,0.012039155855847302,0.0436679090450778,0.002974572768528378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03012211648883823,0.0,0.21579032290324057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019611720911954556,0.0,0.0,0.03012211648883823,0.0,0.07313696417715768,0.21674123886702776,0.04201087603453481,0.0,0.0,0.0,0.0,0.0,0.0,0.05873706880111001,0.008397804027796638,0.012039155855847302,0.0,0.07313696417715768,0.0,0.40455481519365194,0.11247949616657804,0.0,0.0,0.0,0.0,0.0,0.06758210504813596,0.18621215091890922,0.16118060684554253,0.0436679090450778,0.21579032290324057,0.21674123886702776,0.40455481519365194,0.0,0.37623218874235737,0.0031796898570497084,0.0,0.0,0.0,0.0,0.0,0.0222124482761584,0.01490945183110224,0.002974572768528378,0.0,0.04201087603453481,0.11247949616657804,0.37623218874235737,0.0,0.026312766354708493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031796898570497084,0.026312766354708493,0.0
11.0,0.0,0.24781987764256103,0.06985027245219134,0.02549447572589565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24781987764256103,0.0,0.4731351637208568,0.2058528895625877,0.11994147564022795,0.0,0.0,0.02023504588657276,0.0,0.0,0.0,0.0,0.0,0.0,0.06985027245219134,0.4731351637208568,0.0,0.11205550204127378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02549447572589565,0.2058528895625877,0.11205550204127378,0.0,0.01580531287673685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11994147564022795,0.0,0.01580531287673685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02293675407947081,0.0,0.0,0.0038803109902525446,0.20355190246529367,0.08442319636838691,0.00422030989016807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05348583054285094,0.028406258371107444,0.0,0.0,0.02023504588657276,0.0,0.0,0.0,0.02293675407947081,0.0,0.0,0.0,0.0,0.0,0.06644859681566143,0.02176467042345169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016552604792455725,0.0,0.11267398844323034,0.04856057737904926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016552604792455725,0.0,0.0766116665682483,0.09764461823325954,0.07232250946024063,0.0,0.0,0.0,0.0,0.0,0.0,0.0038803109902525446,0.0,0.0,0.0,0.0766116665682483,0.0,0.3818553715500632,0.23781459116811018,0.018108340011380425,0.0,0.0,0.0,0.0,0.0,0.20355190246529367,0.05348583054285094,0.06644859681566143,0.11267398844323034,0.09764461823325954,0.3818553715500632,0.0,0.5637555511358787,0.04656009145477365,0.0,0.0,0.0,0.0,0.0,0.08442319636838691,0.028406258371107444,0.02176467042345169,0.04856057737904926,0.07232250946024063,0.23781459116811018,0.5637555511358787,0.0,0.012331565560041457,0.0,0.0,0.0,0.0,0.0,0.00422030989016807,0.0,0.0,0.0,0.0,0.018108340011380425,0.04656009145477365,0.012331565560041457,0.0
12.0,0.0,0.3416486983549064,0.07525249601406334,0.049388162919726836,0.0,0.010345080827505532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3416486983549064,0.0,0.38856328688523956,0.23646188121874973,0.03879921246169477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07525249601406334,0.38856328688523956,0.0,0.07343099002872747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049388162919726836,0.23646188121874973,0.07343099002872747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03879921246169477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021957174005682818,0.0,0.02553304948836518,0.0,0.010345080827505532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025172871694371803,0.13563542412261678,0.08227504373708402,0.04202673175861078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021849202633790487,0.0041106233890883595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012253713282413314,0.0,0.0529182221567152,0.10052795139486151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012253713282413314,0.0,0.05864995417115323,0.05681917318959589,0.11515523478838716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025172871694371803,0.0,0.0,0.05864995417115323,0.0,0.1910909053998613,0.21976217980277307,0.08359037066117178,0.0,0.0,0.0,0.0,0.0,0.021957174005682818,0.13563542412261678,0.021849202633790487,0.0529182221567152,0.05681917318959589,0.1910909053998613,0.0,0.5507384534296564,0.2359014225526443,0.016370899148484656,0.0,0.0,0.0,0.0,0.0,0.08227504373708402,0.0041106233890883595,0.10052795139486151,0.11515523478838716,0.21976217980277307,0.5507384534296564,0.0,0.29344320843872196,0.011741640143730086,0.0,0.0,0.0,0.0,0.02553304948836518,0.04202673175861078,0.0,0.0,0.0,0.08359037066117178,0.2359014225526443,0.29344320843872196,0.0,0.008522426079741753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016370899148484656,0.011741640143730086,0.008522426079741753,0.0
13.0,0.0,0.36936191718261385,0.19008672004394336,0.01713702832917533,0.0,0.005528737073178917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36936191718261385,0.0,0.573233332790632,0.08575588280481436,0.0,0.003169436902013996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19008672004394336,0.573233332790632,0.0,0.07283033707394657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01713702832917533,0.08575588280481436,0.07283033707394657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005528737073178917,0.003169436902013996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009375714844898388,0.09371313107613055,0.020372880161408348,0.0006206857016323349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003518372664846302,0.006257028681927332,0.027786850590391418,0.0016131259917146652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021129703019185295,0.0,0.0681192043246442,0.07364269800344889,0.07206625963594515,0.007949294654363894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021129703019185295,0.0,0.09705454661324991,0.07946081229257877,0.12408827815590003,0.10041578297476038,0.010147812942934119,0.0,0.0,0.0,0.0,0.0,0.0,0.0003518372664846302,0.0,0.09705454661324991,0.0,0.2014895243399829,0.2572540396919299,0.1782065146591492,0.021602131799288396,0.0,0.0,0.0,0.0,0.0,0.009375714844898388,0.006257028681927332,0.0681192043246442,0.07946081229257877,0.2014895243399829,0.0,0.4356822040503033,0.2832742329731708,0.03560235248335463,0.0,0.0,0.0,0.0,0.0,0.09371313107613055,0.027786850590391418,0.07364269800344889,0.12408827815590003,0.2572540396919299,0.4356822040503033,0.0,0.43546629466745923,0.05737363132336448,0.0,0.0,0.0,0.0,0.0,0.020372880161408348,0.0016131259917146652,0.07206625963594515,0.10041578297476038,0.1782065146591492,0.2832742329731708,0.43546629466745923,0.0,0.015501864281761075,0.0,0.0,0.0,0.0,0.0,0.0006206857016323349,0.0,0.007949294654363894,0.010147812942934119,0.021602131799288396,0.03560235248335463,0.05737363132336448,0.015501864281761075,0.0
14.0,0.0,0.4248040929888597,0.13880986026578337,0.015607308586738639,0.04254732183588203,0.00490640236221181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4248040929888597,0.0,0.468318841441158,0.08420353950402419,0.11354789877800289,0.04188892195764414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13880986026578337,0.468318841441158,0.0,0.037782606443057476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015607308586738639,0.08420353950402419,0.037782606443057476,0.0,0.007346510424330495,0.0,0.0,0.005244862060732276,0.0,0.0,0.0,0.0,0.0,0.0,0.04254732183588203,0.11354789877800289,0.0,0.007346510424330495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00490640236221181,0.04188892195764414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05572718410032835,0.09688597632404877,0.011643342914506933,0.0,0.0,0.0,0.0,0.005244862060732276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10371701643259595,0.014961462695999364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023900824051597252,0.03575112255856305,0.12469835121872293,0.041085304866763414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023900824051597252,0.0,0.053337362704825364,0.09852910031994494,0.023332195584699664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05572718410032835,0.0,0.03575112255856305,0.053337362704825364,0.0,0.4744000952674214,0.18429033818457982,0.01733561440116267,0.0,0.0,0.0,0.0,0.0,0.0,0.09688597632404877,0.10371701643259595,0.12469835121872293,0.09852910031994494,0.4744000952674214,0.0,0.4650829891860869,0.06158925536600019,0.0,0.0,0.0,0.0,0.0,0.0,0.011643342914506933,0.014961462695999364,0.041085304866763414,0.023332195584699664,0.18429033818457982,0.4650829891860869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01733561440116267,0.06158925536600019,0.0,0.0
15.0,0.0,0.3475106350651785,0.11705054035691723,0.10142036628202017,0.029575423887192268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3475106350651785,0.0,0.4328706439641358,0.3147196234979406,0.06346390196767823,0.03723171756520002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11705054035691723,0.4328706439641358,0.0,0.18293010186922015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10142036628202017,0.3147196234979406,0.18293010186922015,0.0,0.01632579334915042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029575423887192268,0.06346390196767823,0.0,0.01632579334915042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03723171756520002,0.0,0.0,0.0,0.0,0.012261609944975872,0.0,0.0,0.0,0.007596184269479575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012261609944975872,0.0,0.004983330858864598,0.0,0.0,0.0,0.0,0.006059890024923225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004983330858864598,0.0,0.0,0.0,0.0,0.05670696893053382,0.024671059509330916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03783777346319804,0.07680313182556672,0.18604200816725455,0.09760423567735879,0.00838309198369799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03783777346319804,0.0,0.1303218924252101,0.18872761715589315,0.12197345355711492,0.010744576664427647,0.0,0.0,0.0,0.0,0.0,0.007596184269479575,0.0,0.0,0.07680313182556672,0.1303218924252101,0.0,0.3537552100169996,0.2101599746076721,0.02504032682352294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05670696893053382,0.18604200816725455,0.18872761715589315,0.3537552100169996,0.0,0.5428142901768693,0.06778619804856119,0.0,0.0,0.0,0.0,0.0,0.0,0.006059890024923225,0.024671059509330916,0.09760423567735879,0.12197345355711492,0.2101599746076721,0.5428142901768693,0.0,0.017748032790063997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00838309198369799,0.010744576664427647,0.02504032682352294,0.06778619804856119,0.017748032790063997,0.0
16.0,0.0,0.3250245629294119,0.01339062806834485,0.027471689137300102,0.01203731258190853,0.003273744837010867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3250245629294119,0.0,0.23891466592812236,0.18469487862864636,0.10064538130471687,0.06915643540026006,0.018390405941536965,0.008491656934423136,0.015224308807213802,0.0,0.0,0.0,0.0,0.0,0.01339062806834485,0.23891466592812236,0.0,0.0005841214957994969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027471689137300102,0.18469487862864636,0.0005841214957994969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01203731258190853,0.10064538130471687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003273744837010867,0.06915643540026006,0.0,0.0,0.0,0.0,0.003640713968888807,0.0,0.0,0.0,0.0,0.0,0.004880397364985259,0.0,0.0,0.018390405941536965,0.0,0.0,0.0,0.003640713968888807,0.0,0.0061041168447161925,0.0,0.0,0.011632540911858974,0.007381605807211467,0.0018080055488839796,0.0,0.0,0.008491656934423136,0.0,0.0,0.0,0.0,0.0061041168447161925,0.0,0.0059133813990697275,0.0,0.005699715608689579,0.0,0.0,0.0,0.0,0.015224308807213802,0.0,0.0,0.0,0.0,0.0,0.0059133813990697275,0.0,0.0,0.00353461258863335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3381053595600855,0.1851531514222185,0.1560754628156474,0.024200861104865995,0.0,0.0,0.0,0.0,0.0,0.0,0.011632540911858974,0.005699715608689579,0.00353461258863335,0.3381053595600855,0.0,0.5354568043608314,0.35994356038816194,0.061248616060328706,0.0,0.0,0.0,0.0,0.0,0.0,0.007381605807211467,0.0,0.0,0.1851531514222185,0.5354568043608314,0.0,0.30211931411205956,0.017469649244377876,0.0,0.0,0.0,0.0,0.0,0.004880397364985259,0.0018080055488839796,0.0,0.0,0.1560754628156474,0.35994356038816194,0.30211931411205956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024200861104865995,0.061248616060328706,0.017469649244377876,0.0,0.0
17.0,0.0,0.1294138465708573,0.04774369334290988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1294138465708573,0.0,0.6318224868061019,0.1799761363092403,0.0,0.0,0.00695008093959781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04774369334290988,0.6318224868061019,0.0,0.16468716563032712,0.0,0.0,0.024184712423504656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1799761363092403,0.16468716563032712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00695008093959781,0.024184712423504656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023750718932150982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10262975251490648,0.014538532773772796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031282299156854494,0.0,0.1310854158271676,0.02949538661818016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031282299156854494,0.0,0.10589627135518097,0.22732988157066694,0.10791548576622088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10589627135518097,0.0,0.415152150279241,0.19429047540708466,0.005630213245548054,0.0,0.0,0.0,0.0,0.0,0.0,0.023750718932150982,0.10262975251490648,0.1310854158271676,0.22732988157066694,0.415152150279241,0.0,0.47421136381969037,0.03860568789718617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014538532773772796,0.02949538661818016,0.10791548576622088,0.19429047540708466,0.47421136381969037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005630213245548054,0.03860568789718617,0.0,0.0
18.0,0.0,0.04040308567669626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04040308567669626,0.0,0.28838962782843913,0.1446062122267939,0.05120989649336739,0.08995641156419001,0.060821822773110094,0.022973769933009976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28838962782843913,0.0,0.005370060259568779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1446062122267939,0.005370060259568779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05120989649336739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0051891587334577036,0.0,0.0,0.08995641156419001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03160244634846893,0.0,0.0,0.060821822773110094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0131532423254122,0.031347234914433565,0.0,0.0,0.022973769933009976,0.0,0.0,0.0,0.0,0.0,0.0,0.009321858344992058,0.0,0.0,0.03504179103587628,0.009743379762844468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009321858344992058,0.0,0.036059718230707284,0.0,0.14467796867506888,0.05916464886286921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036059718230707284,0.0,0.01422520295244588,0.053016300440677254,0.019007238964084554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01422520295244588,0.0,0.41621503467534615,0.2176012575674629,0.010680962764645037,0.0,0.0,0.0,0.0,0.0,0.0,0.0131532423254122,0.03504179103587628,0.14467796867506888,0.053016300440677254,0.41621503467534615,0.0,0.5501226431988486,0.03338969700919205,0.0,0.0,0.0,0.0,0.0051891587334577036,0.03160244634846893,0.031347234914433565,0.009743379762844468,0.05916464886286921,0.019007238964084554,0.2176012575674629,0.5501226431988486,0.0,0.008716386645645946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010680962764645037,0.03338969700919205,0.008716386645645946,0.0
19.0,0.0,0.10812078549825922,0.05694231141424198,0.016136133967690945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10812078549825922,0.0,0.6208178758362295,0.2700377931046812,0.04885613286989442,0.0,0.0,0.004043115696196975,0.0,0.0,0.0,0.0,0.0,0.0,0.05694231141424198,0.6208178758362295,0.0,0.1680531243955674,0.0,0.0,0.0,0.037496028651621036,0.0,0.0,0.0,0.0,0.0,0.0,0.016136133967690945,0.2700377931046812,0.1680531243955674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04885613286989442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016133205540939808,0.056080289952880696,0.09276974441562379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034988248121075975,0.06361499591129578,0.005074595169355475,0.0,0.0,0.004043115696196975,0.037496028651621036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009376781163211431,0.05370112916870718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05614947314465416,0.0,0.1503493323870975,0.055229385273981774,0.0,0.0,0.0,0.0,0.0,0.0,0.016133205540939808,0.0,0.0,0.05614947314465416,0.0,0.23311580395384063,0.33778886122877383,0.160053993027068,0.0,0.0,0.0,0.0,0.0,0.0,0.056080289952880696,0.034988248121075975,0.009376781163211431,0.0,0.23311580395384063,0.0,0.5217592054474218,0.24874103070041098,0.013075332891011149,0.0,0.0,0.0,0.0,0.0,0.09276974441562379,0.06361499591129578,0.05370112916870718,0.1503493323870975,0.33778886122877383,0.5217592054474218,0.0,0.3615346850476627,0.02387691743501567,0.0,0.0,0.0,0.0,0.0,0.0,0.005074595169355475,0.0,0.055229385273981774,0.160053993027068,0.24874103070041098,0.3615346850476627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013075332891011149,0.02387691743501567,0.0,0.0
20.0,0.0,0.3122520282119538,0.0,0.024039371363379677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3122520282119538,0.0,0.050244479086519224,0.20799376894688637,0.0,0.0,0.08828150864578413,0.08699485627600413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050244479086519224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024039371363379677,0.20799376894688637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022201452726593907,0.0,0.0,0.001995335359113032,0.10284707265517615,0.02555803416242714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03471530049002366,0.03794729437859694,0.110208056405935,0.10868860524131049,0.054550990352852,0.0,0.0,0.08828150864578413,0.0,0.0,0.0,0.0,0.0,0.01755407346077492,0.0,0.0029419528517987265,0.0,0.0,0.01713755642202408,0.0,0.0,0.08699485627600413,0.0,0.0,0.022201452726593907,0.0,0.01755407346077492,0.0,0.014490622013916656,0.0,0.0545969498389079,0.0802260070528608,0.07906561047302105,0.0,0.0,0.0,0.0,0.0,0.0,0.03471530049002366,0.0,0.014490622013916656,0.0,0.04512351606444254,0.008567584143190862,0.1537012471990952,0.06893280139370866,0.0,0.0,0.0,0.0,0.0,0.0,0.03794729437859694,0.0029419528517987265,0.0,0.04512351606444254,0.0,0.19494780159678254,0.20079120507428988,0.14131396457417045,0.0,0.0,0.0,0.0,0.0,0.001995335359113032,0.110208056405935,0.0,0.0545969498389079,0.008567584143190862,0.19494780159678254,0.0,0.46101196354980845,0.38183996026833034,0.021082914253082063,0.0,0.0,0.0,0.0,0.10284707265517615,0.10868860524131049,0.0,0.0802260070528608,0.1537012471990952,0.20079120507428988,0.46101196354980845,0.0,0.4167395805340946,0.0,0.0,0.0,0.0,0.0,0.02555803416242714,0.054550990352852,0.01713755642202408,0.07906561047302105,0.06893280139370866,0.14131396457417045,0.38183996026833034,0.4167395805340946,0.0,0.002104539066719922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021082914253082063,0.0,0.002104539066719922,0.0
