t,W_11_0,W_11_1,W_11_2,W_11_3,W_11_4,W_11_5,W_11_6,W_11_7,W_11_8,W_11_9,W_11_10,W_11_11,W_11_12,W_11_13
0.0,1.0000000000000002,8.131516293642783e-20,8.131516293642783e-20,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,,1.0000000000000002,1.0000000000000002
1.0,0.8674535657441548,0.15182258315548655,0.0418042830822879,0.07025735456882809,0.17896024718657447,0.5037394316693026,0.7087879664450293,0.8624939811774092,0.9151570408544494,0.9530799292997464,1.2207451216481844,,1.2432748594839647,0.9402081530482088
2.0,0.7916005978034832,0.7180305019579606,0.7224007566005888,0.2818729383045478,0.22016570294637078,0.07514691889539231,0.04655977050963106,0.13823536314695933,0.430210495409175,0.6974488855460792,1.1178569703796495,,1.1517818589972495,0.8775419888634325
3.0,0.1332043446921503,0.13540236645739426,0.12555150186634959,0.14863485657680964,0.15527917070283082,0.07363052049709735,0.01741722948376075,0.06898758875474031,0.28094793938405394,0.4717621007185964,0.9423333383962231,,0.6207726500128883,0.17650611784738687
4.0,0.0383403594531086,0.02759865127163731,0.050614297623434376,0.08606481167425772,0.07144898744607521,0.1351180441002372,0.1528232171560287,0.4104328245098972,0.3282036541309547,0.5239395778492928,0.7693513029116534,,1.8770681074091184,0.1508111309623397
5.0,0.04388159635574194,0.050623163149805195,0.046190422480527744,0.0448349064532843,0.0634100375664002,0.16594341759343056,0.009938787527710304,0.033729506819522415,0.05769881158158543,0.21962323126793623,0.37421946145133217,,1.3865860540346104,0.15625731102598278
6.0,0.41745257545395625,0.38202543431618025,0.3064053087851399,0.26926065706097074,0.1223797163102409,0.13601252639586864,0.032622987533386834,0.0869351776420161,0.1632523548745617,0.38359826148384035,0.7648939562243675,,1.602943154284495,0.5555400076488419
7.0,0.7381411684633329,0.6006382868493844,0.14938608407615941,0.1015203104272561,0.2650599752937026,0.13004633278382458,0.17187036345378798,0.16595476522921485,0.19794395769502157,0.3881654342371604,0.5578121064520998,,1.2314339001661283,0.8064824006608377
8.0,0.7900158383001772,0.22472134115067344,0.1458222765891608,0.029317397258959467,0.034781995435381984,0.130796956975655,0.20224699695240386,0.4400036726599575,0.5365429035183344,0.7972018323810498,1.08402668291937,,1.2077233961789955,0.7930667018482105
9.0,0.7771499088831083,0.21152141982451986,0.16924893839422195,0.18999457511950948,0.037084578448155395,0.043138658735749444,0.2191671347322483,0.32961748855469597,0.5594033312714534,0.7977302322100701,1.0390228154819452,,1.143721268213628,0.8382515108278746
10.0,0.6853914821011562,0.3790609691139978,0.2736489459043238,0.1511896689585301,0.06196103409494524,0.12391774249453584,0.0708910886960945,0.07205714121158789,0.2922207120233306,0.5432963121671914,1.324726413035944,,1.1152925772086655,0.7307608042769622
11.0,0.04789784065853601,0.07426234950865783,0.20638189553015954,0.17984406089825622,0.08615836056121143,0.31556573633541574,0.39589637887075174,0.42020087920898025,0.4554869571200263,0.5222979817470284,0.950189887001426,,0.3409969509954057,0.039667132448804515
12.0,0.05630922428570307,0.0740868600057068,0.09841329190415304,0.10481513003736698,0.11955252051662024,0.28062279904196247,0.3428116341597647,0.6006435695746438,0.6577154268923702,0.7014466197508515,0.9946669327144633,,0.3933594344909699,0.039024103831767985
13.0,0.30043415419244257,0.26524437677915563,0.15292247338245155,0.052732978933807684,0.058414249631745026,0.08118874307103913,0.07858504397996408,0.13507746629607917,0.3333129837082638,0.3109899193246574,0.8579024271001183,,1.53360638065494,0.40531779759916037
14.0,0.38164339600835573,0.3623683533143765,0.2653257105292963,0.2048610037421402,0.10630478428974582,0.1281503363624788,0.44815126225035734,0.4977184021131842,0.5487339643245019,0.5952484711291913,0.6880207235909569,,1.4482200480527345,0.5210228941716157
15.0,0.6459498343464116,0.544089940485427,0.12255270066891896,0.06456261816961834,0.14509998851338765,0.09674422352754308,0.21672061534710646,0.21635132821927142,0.3071304599084512,0.41497160204074424,0.6975911213728542,,1.4978726457628628,0.7580523993732322
16.0,0.6368806806520135,0.22324617321715126,0.07070315688416626,0.1517159063538777,0.10302923997111829,0.1050197175459762,0.1988609064312637,0.24570465867775493,0.2934276074005014,0.4406937349184031,0.756001842606739,,1.334296352532549,0.6579864728370052
17.0,0.1901140791615864,0.15821611598099103,0.006027103898904108,0.08306852231807658,0.1987621207438187,0.25651796767950913,0.39895118914811034,0.6473528502973664,0.6913449639074846,0.8137426065227172,0.9104052013088032,,0.5538685384381168,0.22175633309386478
18.0,0.4315094502531997,0.40341773991184754,0.19866911598249967,0.05882678090152999,0.02355410823985619,0.026333306372548243,0.23642094843425815,0.2086144060212778,0.4625686800400909,0.7710184807190098,1.4369534339945718,,0.661183534567849,0.4365955149219617
19.0,0.45248897384325587,0.3958822012290438,0.3616967394294614,0.3892489200663035,0.046798224042399084,0.03681673615406038,0.06333578835327791,0.1415312239501269,0.30032195353630026,0.640097204761416,1.308423407523979,,0.8625736860330426,0.5133173193078162
20.0,0.19670001619670863,0.1750903908498186,0.07912951132966314,0.16890663275415888,0.031098994081224296,0.037370152163136265,0.0005675359334592363,0.061557887666336575,0.02239382687004012,0.3412437840126354,0.34851533234221144,,1.4781986178642195,0.22499534350898948
21.0,0.05299908780219186,0.3092105666185012,0.01544816231849087,0.03940644737298169,0.04125538275179487,0.08811691343686731,0.1521415496283617,0.16640704265534856,0.1971243242736579,0.22819024762344162,0.7892987848678491,,1.9396932294545217,0.23670816019600224
22.0,0.2672900528725907,0.2743775586906838,0.11703819815434634,0.06057531489664088,0.14678557751578278,0.1312374200627474,0.16918232368566802,0.21953072955765945,0.34302400972799174,0.4162352133154626,0.588663929962545,,1.054074334227005,0.32702533330070294
23.0,0.7306663958385264,0.7304359652506753,0.5287645898134925,0.4599859068084882,0.36955896597524185,0.015001865188635846,0.04584664043293608,0.075386106007028,0.042232018913915995,0.09257417103637137,0.8380800411928857,,1.4335895927624018,0.8291834448605203
24.0,0.08829974659285308,0.07410712205868998,0.11762432294754033,0.06397489383606003,0.04370885851008338,0.0551604757586423,0.27015398306433064,0.5644983219299452,0.6295363576699047,0.6677239882379481,1.0600730662915332,,0.35387539564659337,0.10999951191958783
25.0,0.06020943364069218,0.11250566746270003,0.014420866162852552,0.22598263198052787,0.3308157028383255,0.3166527677453271,0.4077632896810028,0.4748674302343474,0.7573639081573789,0.7616472484659997,1.1160858349741969,,0.18042220980533424,0.03188889670450747
26.0,0.42914864201114616,0.03365207935683619,0.03741734831004116,0.17466900817315117,0.14804185037675788,0.20211820776128292,0.07091008472137207,0.07564643562638886,0.8155917722094941,0.7554586875651058,1.4799836118252305,,0.8887324875909697,0.4624077309612792
27.0,0.6361045072665831,0.4844057672109593,0.48265144164550394,0.14356505248987078,0.05538476665888658,0.20323804774618645,0.3029319018101889,0.5445193632534203,0.7115374357871525,0.8845914631436654,1.1988618349188909,,0.8206810649228904,0.6736210445639249
28.0,0.7527211297030993,0.6448254410994639,0.22721365326372822,0.15038717357831222,0.35503859003947724,0.1910308391719648,0.1865507910130315,0.08317678046645804,0.0978278837537945,0.865861838400791,0.931123901335011,,1.2352632341156558,0.7767058771900436
29.0,0.35670409571231243,0.315647871195167,0.18847957512296787,0.13799049494703297,0.14966423810372462,0.1329878774852004,0.14830921788380522,0.2146786800696057,0.2320656604655782,0.5034609850431803,0.7178544187898048,,1.632555825179541,0.5257691349483974
30.0,0.028015876736075397,0.07307118089461455,0.01907620585653183,0.05234567034776026,0.03162958667084123,0.11264417143274214,0.2385631215238816,0.3119811943416576,0.3657751426150313,0.4923821082853698,0.7383253338947985,,2.0993505445954876,0.22514772329997795
31.0,0.49118989741216335,0.4512152592450439,0.38307489964443686,0.3631346946710317,0.3494124397278887,0.268261249718851,0.09168484905671553,0.0868754199785476,0.12922461672729996,0.12183920529852235,0.16699566945039268,,2.1669731641308236,0.6538917292142679
32.0,0.18138363734189572,0.1588237481747427,0.13589009617249856,0.12523309941871946,0.22654420607578007,0.19891792183537027,0.17849249449721571,0.05133837660985837,0.22861547834403984,0.46537373041049096,0.6704731537548927,,0.6910709336559341,0.13900212565265846
33.0,0.3250833662253242,0.2595905704413128,0.25356638126081704,0.1972802276054333,0.16958066285960147,0.21152428018999228,0.22139202942333414,0.4944405386859404,0.5847226040050577,0.7095803796446564,1.0044561500081508,,0.924555596696396,0.3130263965730421
34.0,0.4212804126939794,0.15135295845631583,0.13846347662060615,0.13312678079136916,0.05687092670374161,0.046838999855456934,0.0041160623656776064,0.09979458067523571,0.38207120689488294,0.5051562476844842,1.3364827831349828,,0.9285915683423749,0.46987185191217384
35.0,0.7866887355840904,0.33214315164557684,0.22290049688893243,0.12939923456762928,0.01336587490050184,0.03247029056749728,0.10719917283820468,0.14563444586402421,0.4082150121355243,0.7470488951197033,1.0284078703910862,,1.025842063327651,0.8322910873224623
36.0,0.7347924714898506,0.5211922284672983,0.14133273178981073,0.14094964855967174,0.198115989799432,0.3099493298550596,0.37880601400889496,0.3865509454825848,0.6320489734409983,0.782386840595264,0.9418220306165365,,1.278675719585412,0.7601888692855824
37.0,0.4474188771300453,0.05827918307600044,0.012111602527241768,0.07046515070539969,0.12459006916308418,0.20431883225042122,0.5740705440493781,0.7253237766952139,0.766359774643121,0.8500030690093608,1.13664848361553,,1.1727314522920609,0.5089529693710675
38.0,0.5158502755014479,0.3046759888550496,0.19053501247721724,0.093861172898758,0.05405333370826752,0.07713129589747383,0.07717822210312904,0.08705360572826797,0.40277731109263937,0.5452511073643934,1.0856097065148878,,1.5337035052349564,0.6300910543061946
39.0,0.32102017482343626,0.302038830155183,0.21981711382357855,0.17944681945511626,0.20163239897657126,0.1612885615171159,0.057285437288791444,0.08774690849808967,0.0696272678331186,0.0737981794952173,1.1272776465348706,,1.2393453369760792,0.39222672396855063
40.0,0.4534972336812824,0.32294297440368647,0.343043401349249,0.3764380700137973,0.3612112512931429,0.23787517091686877,0.08074915822786617,0.20314810470442846,0.24056493427723744,0.48804138165343447,0.6853772533645701,,0.9972219406814868,0.37756297328736693
41.0,0.17424018689113552,0.06880340196024978,0.04727695981039274,0.0990152902302295,0.09941764913555391,0.028558200933805206,0.015417147727475888,0.06257948553478385,0.4436370218375502,0.2562707712362474,0.49032279001862683,,0.7820479503819098,0.16853944639667995
42.0,0.2111911902234678,0.13469056363880869,0.09767593063518737,0.23741094274802266,0.14611006669973614,0.1745283320718219,0.1422069934647457,0.19855557498805987,0.5303147193562745,0.5448051184359627,0.8422160087601801,,1.508489160014793,0.33791419504094405
43.0,0.5763651144353193,0.4471085978869982,0.2304844822902784,0.2615731906900757,0.16778301882315594,0.16591581988568652,0.2578015448459972,0.1027834860978071,0.08012149497827933,0.6213804880792906,0.7583526629950784,,1.2464707557693293,0.6345430047704673
44.0,0.9119676449707305,0.7961687613920039,0.3430324456228588,0.22490205368232818,0.2475356707766049,0.2359741327960189,0.4208717512619348,0.024176482632972857,0.023366836722197547,0.6989303860542209,0.8773009390752072,,1.024252114840159,0.9262986238452431
45.0,0.5332858033186052,0.42326029949650784,0.14827936994979146,0.0881341446933305,0.038814945252976074,0.09392293159817691,0.14128495024129145,0.2657709533248213,0.2697292807777055,0.6205340039020534,0.8284839457165821,,1.199489807678116,0.607819117037137
46.0,0.2211440352502938,0.22129848311335715,0.042719852312132676,0.16405373037360393,0.04493135626836769,0.07498589216952559,0.36120019512677437,0.38002115162726924,0.5258687834752208,0.5975217230104477,1.0515636766475545,,1.4815733232122072,0.27838857383299814
47.0,0.3515745297669953,0.14610763828788542,0.09523979351885076,0.17027718580163925,0.06207911040670183,0.04493033436388698,0.02385386805264575,0.0684898933367715,0.23141785492797312,0.3312185248886438,1.2636610566504705,,1.2869880456792075,0.39312152370790276
48.0,0.12225281713454224,0.09964661135085973,0.10558051167098065,0.15375575547221118,0.11006520306667245,0.10804599402867876,0.13359191915556934,0.3251054185251314,0.5599387329588288,0.6715841057222016,1.0740608881558273,,0.5458211864455513,0.1255231750719895
49.0,0.2913142076217325,0.28703264858417454,0.3204953137537844,0.1536813411692242,0.19877300831757497,0.10112413859109684,0.07877038609556378,0.15635953183201629,0.38108775032731573,0.3594221133054338,1.331110907785082,,0.7926393400481959,0.3657526668754479
