t,W_1_0,W_1_1,W_1_2,W_1_3,W_1_4,W_1_5,W_1_6,W_1_7,W_1_8,W_1_9,W_1_10,W_1_11,W_1_12,W_1_13,W_1_14
0.9,0.2655899653971425,,1.0059188680575204,0.2219330079373958,0.09886244480454287,0.09094517891039247,0.08454992507916675,0.07615548918759198,0.0668343673713602,0.04025143897688324,0.032611395594224796,0.03880203448036302,0.05772854262836444,0.06031208463957499,0.05268931031469279
0.91,0.266625055596718,,1.0155671903191261,0.2227810042233753,0.09855310924895712,0.0916490499550837,0.08544627459497732,0.07694803802623987,0.06776055863557631,0.04154540378356674,0.03230478689328043,0.040088569853312106,0.05846820309161988,0.060878715022832416,0.05082822440731509
0.92,0.26788818624134314,,1.0263745251373848,0.2235748667636262,0.09829581059459805,0.09236460995816492,0.08634931963606249,0.07774333231923657,0.06871452225728863,0.04291266315478677,0.03184799025262188,0.04144538815321876,0.05923558495453679,0.06145085878882311,0.048924786617260144
0.93,0.2693871128425481,,1.03831495228634,0.22430361643072524,0.09808975635270373,0.09309253039532937,0.08725658184245191,0.07853957422961678,0.06969391554523473,0.04434834412568275,0.031244977839427913,0.042867086630142756,0.06002783965594701,0.062025807945176356,0.04698602728761604
0.9400000000000001,0.2711287027183822,,1.0513607537254843,0.22495654514164154,0.09793315309840848,0.09383313427768208,0.08816514732190722,0.07933473117825998,0.07069601443045603,0.04584695392765314,0.030500639247225677,0.04434763608983489,0.06084172760556225,0.06260043207487005,0.04501892640490794
0.9500000000000001,0.2731189022764158,,1.0654824448801192,0.22552326890363592,0.0978232372294509,0.09458634741674027,0.08907159600233162,0.08012645493061746,0.07171763908184507,0.04740234071464441,0.02962090373979507,0.04588034221297854,0.061673520655704805,0.06317423714487144,0.04303052980115425
0.96,0.2753626132656065,,1.0806490177512815,0.22599368294722996,0.09775618576680259,0.09535174692824214,0.08997203882371647,0.08091209864861801,0.07275517063728805,0.049007738560380786,0.02861266978910143,0.0474578969584586,0.06251902651693457,0.06374678951569387,0.04102789244079197
0.97,0.2778638339655274,,1.0968275718875748,0.22635829850743622,0.09772737270563431,0.09612842090092491,0.09086207205592195,0.08168872439841515,0.07380458636371137,0.05065579339229672,0.027483804305464807,0.04907240053606909,0.06337362607801945,0.06430955618841273,0.03901808935468906
0.98,0.2806256522790349,,1.1139833171560891,0.22660836118051908,0.09773139747477996,0.09691498080878612,0.0917368038588803,0.08245311613071864,0.0748614680434761,0.05233860494083769,0.02624309968545833,0.05071540836316779,0.06423228504540573,0.06485849826605777,0.037008208825520035
0.99,0.28365006429387785,,1.132080251375896,0.2267357121236626,0.09776190011304652,0.09770973635693715,0.09259102707369954,0.08320192204499703,0.07592114300462938,0.05404789855587291,0.02489990953148902,0.05237812063819112,0.06508974951251552,0.0653891655534616,0.03500509157688946
