t,mx_0,mx_1,mx_2,mx_3,mx_4,mx_5,mx_6,mx_7,mx_8,mx_9,mx_10,mx_11,mx_12,mx_13,mx_14
0.73,-0.9999401600329589,0.07181811728825596,-0.07456556390418796,-0.997317028998552,-0.9999935445656161,-0.9999986943506625,-0.9999981126450793,-0.9996496876378996,-0.9968353687977554,-0.9586755981688586,0.939623760443657,-0.9844652648553817,-0.9999933905206015,-0.9999983479771299,-0.9999994660387257
0.74,-0.9999934766353019,0.056646412712209104,-0.05877223360370887,-0.9978851942931138,-0.9999934695252483,-0.9999989812936724,-0.9999978807232376,-0.999642733264572,-0.9967400409456716,-0.9572804864194332,0.9388854163666334,-0.9852267161466477,-0.999993774315314,-0.9999983579386065,-0.9999995358706657
0.75,-0.9998539938876978,0.037180495666438725,-0.03885164451422444,-0.9984783037419854,-0.9999931873462177,-0.9999990112066627,-0.9999980656390504,-0.9996341494472571,-0.9966509088152521,-0.9561518663198717,0.9387387970514806,-0.9863033384596367,-0.9999937356094788,-0.999998823862014,-0.9999996038934865
0.76,-0.9996044177075306,0.01790175049184142,-0.0192607668924889,-0.9990388886971109,-0.9999937861982098,-0.9999986958883419,-0.9999978180649396,-0.99962699797278,-0.9965733898742557,-0.955305263539717,0.9391459501862259,-0.9876427028130096,-0.9999934706534949,-0.9999994079052301,-0.9999996687465935
0.77,-0.9993851346455963,0.0032823371442444647,-0.004391098671339501,-0.9995078690719489,-0.9999941414322246,-0.9999991787116435,-0.9999978877583773,-0.9996184300694719,-0.9965072679859986,-0.9547509987399674,0.9400526980212678,-0.9891798809095986,-0.9999931004604726,-0.9999996835023298,-0.9999997291737563
0.78,-0.9993152990163886,-0.0032826168775362016,0.002429536328711489,-0.9998339921282128,-0.9999949434406354,-0.9999986300961394,-0.9999978285925366,-0.9996110175939039,-0.9964521073162679,-0.9544923657117441,0.9413916771142515,-0.9908404581198678,-0.9999926863458918,-0.9999994854228061,-0.9999997842007984
0.79,-0.9994315534982141,-0.00028277339272309645,-0.0003085924324887647,-0.9999795764688884,-0.9999957999024961,-0.9999991792579681,-0.9999975853362758,-0.999602504185478,-0.9964095305255881,-0.9545331239976639,0.9430858338270539,-0.9925442465267101,-0.9999923422986948,-0.9999990337559402,-0.9999998330941036
0.8,-0.9996711299217765,0.011553721981601673,-0.011955308225246108,-0.9999287241224095,-0.9999945976250713,-0.9999986356154303,-0.9999978774335352,-0.9995949794783351,-0.9963812285199173,-0.9548725342084541,0.9450523593844109,-0.9942094269155338,-0.999992294137862,-0.9999987410981828,-0.9999998751401715
0.81,-0.9999037273573115,0.029441093883338067,-0.029847344006838902,-0.9996917851330441,-0.9999943873696893,-0.9999991636473525,-0.9999972225825535,-0.9995864727105777,-0.9963648490248816,-0.9555021531828956,0.9472065204607786,-0.9957566478763198,-0.9999927726153666,-0.9999988703514682,-0.9999999094708807
0.8200000000000001,-0.9999988418752853,0.0492086834748675,-0.04991545198312143,-0.9992982133012684,-0.9999935353666485,-0.9999986972210583,-0.9999978931110243,-0.9995790700947087,-0.9963615090022163,-0.9564138512043575,0.9494652036734017,-0.9971126878080275,-0.9999937962776195,-0.9999993256116763,-0.9999999350984689
0.8300000000000001,-0.9998987006779838,0.06629928943294762,-0.06761615886674692,-0.9987895521402927,-0.9999930528130849,-0.999998979008181,-0.9999968874451164,-0.99957056579865,-0.9963727502031487,-0.9575957908575317,0.9517503570486462,-0.9982135919279224,-0.999995056796811,-0.9999997436449497,-0.9999999512305652
0.84,-0.9996562188293899,0.07683877846185014,-0.07897186736215442,-0.9982161779877472,-0.9999916806679722,-0.9999990106645384,-0.9999978085954904,-0.999563446402623,-0.9963953591297349,-0.9590279319054087,0.9539923263502612,-0.9990074086571826,-0.9999960653123422,-0.9999998022088079,-0.9999999576046446
