t,C_1_0,C_1_1,C_1_2,C_1_3,C_1_4,C_1_5,C_1_6,C_1_7,C_1_8,C_1_9,C_1_10,C_1_11,C_1_12,C_1_13,C_1_14
0.29,0.1320706398288495,0.0,0.8801451858752064,0.25519020027709893,0.03463030310896088,0.0009692657591804368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3,0.12234748865361844,0.0,0.8760847014907861,0.259693917987206,0.03620581610716182,0.0008848338415985641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.31,0.11293419654701745,0.0,0.8732508879081922,0.2644328740178775,0.037887923851684616,0.0009624092340658299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.32,0.10428740890630286,0.0,0.8718327978344261,0.26951278373735543,0.03985827821154293,0.001267789354292583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.33,0.09522892274266838,0.0,0.8714843877087645,0.27460253348859925,0.042168503293979274,0.0017801232113958231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.34,0.08240395209173067,0.0,0.8709860380059175,0.27910350435803244,0.044730386074877795,0.0024126650009113786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.35000000000000003,0.06999445165631434,0.0,0.8713482090894087,0.28274282318540966,0.047237889393583775,0.003037067321582682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.36,0.05873128213387825,0.0,0.8729550024323929,0.28595481257856364,0.049076501941888805,0.0035348364096787345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.37,0.04772633924339191,0.0,0.8754732989313535,0.28909032611363666,0.05012337566504238,0.003874522774216823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.38,0.033540020511445195,0.0,0.878392188118032,0.2920646747533857,0.05097436754288797,0.004127704874526151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.39,0.02019864005377658,0.0,0.8818582964137733,0.2944369609651534,0.05201785988537058,0.004395047996993418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4,0.009410849469213509,0.0,0.8860508791237773,0.2959348351311856,0.05342182501200439,0.004735643854914724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.41000000000000003,0.0074579310561209925,0.0,0.8904381978390568,0.29693321459776384,0.05521800573831006,0.005146808777272402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.42,0.015628349406544857,0.0,0.8946667321369076,0.29791520982737535,0.0573066104349787,0.005574367476229307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.43,0.02627734702294925,0.0,0.8992848234414778,0.29911970447415337,0.0593700643743368,0.005949941381792623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.44,0.03857416242831776,0.0,0.9045074611668547,0.30040761599444965,0.06058602434752171,0.006241238154200902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.45,0.051532834880670696,0.0,0.9099743039557957,0.30073059278593006,0.06070739583313178,0.006481188931564061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.46,0.06077881515962277,0.0,0.9140387347202702,0.2992445728567823,0.060610148571692675,0.006744509335114125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.47000000000000003,0.06960045076166023,0.0,0.9179500858616746,0.2973584118364377,0.060730221085890185,0.007098980260971026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.48,0.07952126687310385,0.0,0.9222060723325138,0.2958505536255333,0.0612292767730058,0.007566757717742778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.49,0.09007164703956687,0.0,0.9266144024430444,0.2949164810598239,0.06213424396262781,0.00810272898258943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,0.09696089674886743,0.0,0.9303388190403481,0.2942549665879391,0.06334302885696247,0.008594146167815073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.51,0.10256229364631324,0.0,0.9331717076439907,0.2926250113389183,0.06455050516374007,0.008907187662485768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.52,0.10917387491442157,0.0,0.9359230126017027,0.28916491727591087,0.06507141502434353,0.00899268056674443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.53,0.11657301541071266,0.0,0.9386027914354059,0.28544020285823823,0.0645792195095485,0.008939380326451649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.54,0.1209543763616994,0.0,0.9408152320926314,0.28222437456242194,0.06378166687958188,0.008901284917254506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.55,0.12321261495520426,0.0,0.9426589660093899,0.2795424609969173,0.06317021442932874,0.009007816246820415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.56,0.12645410574314883,0.0,0.9445633409928652,0.27683376304065743,0.06292931927869896,0.009327409897633383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5700000000000001,0.13066259047305726,0.0,0.9463892529082831,0.2732351263071168,0.06307476666404067,0.00985414567667312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.58,0.13264277235821012,0.0,0.9474349559936814,0.26892840334177276,0.06347418014791985,0.010499509477973887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.59,0.1319701960577842,0.0,0.9482592946914323,0.26480629359010804,0.06382845117022434,0.011088277792162184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6,0.13223962949055612,0.0,0.9495532678217546,0.2611859830805207,0.06372217240535484,0.011412628279885763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.61,0.13361010813447147,0.0,0.9513497541719054,0.25762378463804386,0.06304263536611737,0.011399638164367967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.62,0.1333304976630309,0.0,0.9527150489085887,0.25328159979124854,0.062156934746082415,0.011194661155097171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.63,0.13021822762843516,0.0,0.9533299472888703,0.24832518869190254,0.06141215155803719,0.011009898752033015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.64,0.1279633447154193,0.0,0.9544223087069268,0.2436429525110414,0.06094632220688875,0.01099845281720198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.1268845996953944,0.0,0.9561283377831767,0.23966415837408428,0.0607253709120928,0.011230897756857502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.66,0.12452955661736573,0.0,0.9579622079989613,0.23617932083459664,0.060584017444609874,0.011699911338530098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.67,0.1192184876878788,0.0,0.9593353178079989,0.23221402209445885,0.06030228824887681,0.012323007100511854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.68,0.11462380111801711,0.0,0.9607681262367124,0.22692218423503707,0.059769180630502135,0.01294582610529963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6900000000000001,0.11122773463671151,0.0,0.9625126294126426,0.22127174178415254,0.05908605964417072,0.013378193675244447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7000000000000001,0.10694332283677482,0.0,0.9642048476092862,0.21611307004914102,0.05843443095111881,0.013512028871804426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.71,0.09948412889124351,0.0,0.9656028994212682,0.21161686322825674,0.057911487468067346,0.013422814749400424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.72,0.09247619473009852,0.0,0.9670126104976166,0.20745893079281985,0.057484420834317505,0.013286796865019386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.73,0.08663375008380618,0.0,0.9685013789978939,0.20283510847152353,0.0570248470105454,0.013249390290143407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.74,0.08036271639216179,0.0,0.9695744934459977,0.19713305090378774,0.05640879403395029,0.013383557629846275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.07086648261462682,0.0,0.9699313986621827,0.19098405406745056,0.05563473401041338,0.013693699622865065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.76,0.06140865306001442,0.0,0.9700816044013593,0.18502121801030777,0.054823086591682085,0.014128287280415458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.77,0.05305349705685648,0.0,0.9701415741411,0.17931827049706645,0.05410511281657643,0.014594241888234268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.78,0.04469648285130276,0.0,0.9697938439275123,0.17360920791682427,0.05353444852650561,0.014984736579933723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.79,0.033520986036919866,0.0,0.9684940987917766,0.16755801092140865,0.05305696044896411,0.015223101438741657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8,0.022032124156521202,0.0,0.9666225338775152,0.16107789726436786,0.05252437910634799,0.015305187471923372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.81,0.011801922030002812,0.0,0.9644548145389138,0.1543532204144076,0.05177905107977984,0.015290458773327678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8200000000000001,0.0036578085200623402,0.0,0.9618603723762408,0.14752868005643657,0.05080293048872304,0.015254924666613457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8300000000000001,0.008328642392190793,0.0,0.9585776256214964,0.14056498000244888,0.04974140345308979,0.015253343267563767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.84,0.01886592189398163,0.0,0.9547431133236869,0.13333429570170918,0.04876330133606287,0.015309528718314513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.03118639892789443,0.0,0.950615656340296,0.12581864211710447,0.047958187746554276,0.015421784085477655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.86,0.04433398035317226,0.0,0.9461844399830058,0.11817327713193551,0.04731504326312445,0.015571382019283308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.87,0.056027716853224295,0.0,0.941354198871074,0.11056517417353769,0.04673662249005193,0.01573014351118182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.88,0.06713639324845648,0.0,0.9363416928946892,0.1030043325299931,0.04608457233521944,0.015864928744340128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.89,0.07903613905658805,0.0,0.9314060901123653,0.09529711616613618,0.04527093339454593,0.01594286642015587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9,0.0912221889030819,0.0,0.9265869923215123,0.08721220535139311,0.0443328512766748,0.015938221369721534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.91,0.10177192435032728,0.0,0.9217629728772141,0.07880865844647947,0.04338936702424453,0.015842841930493054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.92,0.1112360969031828,0.0,0.9171568129190725,0.07037564999822371,0.042542309223044465,0.015671865334719547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.93,0.12091781719102852,0.0,0.9130852549895248,0.06210841188063351,0.0418326653364268,0.015460855445736625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9400000000000001,0.13046359057160184,0.0,0.9096257421321287,0.05399030214882873,0.04124724643835609,0.015253013161194005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9500000000000001,0.13822112376104284,0.0,0.906652412610688,0.04583212981485418,0.040743973382521045,0.015083918841396376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.96,0.14444661048293037,0.0,0.9042295962812804,0.03744210354310298,0.040279172367721765,0.01496839214977032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.97,0.1504242395153988,0.0,0.9026232402728073,0.02885477946085159,0.03982618161188591,0.014892667115793812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.98,0.1559950175785768,0.0,0.9018855464641405,0.020282549091265666,0.039377308688943215,0.014815153653682002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.99,0.1597851029785988,0.0,0.9018707900750802,0.011905857060267226,0.03893673259674658,0.01467929749945682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.16174711501467556,0.0,0.9025545605848249,0.004012268705857372,0.03851742545545565,0.014440140779018855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
