t,C_1_0,C_1_1,C_1_2,C_1_3,C_1_4,C_1_5,C_1_6,C_1_7,C_1_8,C_1_9,C_1_10,C_1_11,C_1_12,C_1_13,C_1_14
0.26,0.26686449161744547,0.0,0.9188593722216953,0.23489539559740816,0.017550782518356855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.27,0.2724768298872209,0.0,0.9116991895817047,0.24630032418500597,0.027552350413833537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.28,0.2786379989347989,0.0,0.9055525664919848,0.2614254867058873,0.030264687786119113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.29,0.2888438413519552,0.0,0.8994944283949449,0.27059681390136847,0.026083054249305654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3,0.3030235922543433,0.0,0.8918075296246397,0.27344689274153766,0.026933111356827612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.31,0.31899977964490756,0.0,0.883184958273132,0.2795565283027439,0.03429666865437179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.32,0.327488734658029,0.0,0.8753367330852332,0.2908916875972031,0.042939602492934374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.33,0.333619999676723,0.0,0.8684003197492204,0.3040307270299031,0.041944190585419025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.34,0.3429283865038077,0.0,0.8605671677757091,0.3111681166985547,0.04023414475049707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.35000000000000003,0.35576696460706486,0.0,0.8506373520689872,0.3146052155527396,0.044114757567523886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.36,0.37059870375954795,0.0,0.8406756821229382,0.3211284771765103,0.05266450841589735,0.0009905195600137247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.37,0.3812707760702349,0.0,0.8322670571773966,0.3317228415520349,0.0579149566173457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.38,0.3877697109513234,0.0,0.8248079871083955,0.3427726574708627,0.05645274284488015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.39,0.39627342258652365,0.0,0.8152411542089034,0.3486881782283878,0.05744192221366668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4,0.40772251149845706,0.0,0.8030968971026313,0.3523500653218897,0.06348463261098122,0.0017138536951082262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.41000000000000003,0.4211335581427801,0.0,0.791814336727981,0.35866335340369,0.07145385285863817,0.0022698800318960042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.42,0.43272177898447095,0.0,0.7829177742406531,0.36808670307769575,0.07380575305074034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.43,0.440029588039,0.0,0.7752041513813158,0.3773288577425141,0.07364864355976658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.44,0.4478831714928853,0.0,0.7641058888394395,0.3823996417901487,0.07700376854775874,0.0017790866721578234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.45,0.4579422396782228,0.0,0.7499300212639418,0.3858288407319132,0.08406133675691174,0.007130120778780294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.46,0.4697580905935251,0.0,0.7374192851451224,0.39141086533710295,0.09012292314459816,0.0038553466796306664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.47000000000000003,0.48109096073723107,0.0,0.7280735484924881,0.3995029130836404,0.09140239619328686,0.00089028927811487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.48,0.48926945493711316,0.0,0.720289810957195,0.40733519512167177,0.09305657061891379,0.003314032823010636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.49,0.4966800835118537,0.0,0.708007443991803,0.4116333804954648,0.09808264755626822,0.009458957087331514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,0.5054056555703494,0.0,0.6921421334250495,0.4143589473411037,0.10490160741830033,0.010907114178699034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.51,0.5155307635263349,0.0,0.6785858911664124,0.4188614619244005,0.10900474105851922,0.007272833674217862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.52,0.5258628456414005,0.0,0.6688288943972883,0.42567478857117363,0.11067108555034116,0.0069891931845553305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.53,0.534462702020401,0.0,0.661017104699343,0.4324244440625364,0.11402056942461361,0.011523406737865107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.54,0.5416463073642446,0.0,0.6480018115377074,0.4358721735917328,0.11982325496730903,0.016475094601459066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.55,0.5491500591001579,0.0,0.630945037094172,0.4375305205754386,0.12548783968987062,0.014940210153981682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.56,0.5575536114833984,0.0,0.6166117675642994,0.44080137520571233,0.12854593784100304,0.012820850990149854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5700000000000001,0.5664664897397961,0.0,0.606512575817914,0.44649435858401737,0.1312533424691078,0.01497728511597168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.58,0.5748054641221373,0.0,0.5986078883209904,0.45236567178906767,0.1358233293800002,0.020349521557357742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.59,0.5818444150164334,0.0,0.5852845076478587,0.4547917871282132,0.14146754926719832,0.022637394115131625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6,0.5882831628428655,0.0,0.5676490590811449,0.4551529587699114,0.1457873232078272,0.020423423309724287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.61,0.5949902503927501,0.0,0.5528963966355757,0.4572083037879512,0.14877665811434065,0.020363564576797263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.62,0.6022596688636365,0.0,0.5425699298342566,0.46195369423911536,0.1526181516583049,0.02429674582407214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.63,0.6097410740358683,0.0,0.5344870213794456,0.4670382440196735,0.1577413361663707,0.029025049640713407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.64,0.6165005469447682,0.0,0.5212214861359711,0.4682893983504118,0.16252556430450066,0.02899092986469936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.6220533903175847,0.0,0.5036689615766796,0.4672966519012129,0.16596796708829797,0.027649700354701927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.66,0.6271405466316654,0.0,0.4889216796482189,0.4682604857305005,0.16950905859613963,0.029560370754314804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.67,0.6326627720238404,0.0,0.47855044440327976,0.47219785499846784,0.17422750701951947,0.034346392496955536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.68,0.6388748314695062,0.0,0.4702597941352142,0.47647800648020794,0.17915718170312267,0.0373364645971824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6900000000000001,0.6450426406647668,0.0,0.45731102176523214,0.4764288113241634,0.18286245956008843,0.0363906490775108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7000000000000001,0.6498413132881217,0.0,0.44049334761254144,0.4741802924757995,0.18609441260406714,0.03653944036730385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.71,0.6534158529573224,0.0,0.4262481429492395,0.4742290038140149,0.19039362688682657,0.03998730846892648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.72,0.6571578964995758,0.0,0.41609811518572765,0.47743967864857334,0.19549285539688194,0.04458174533472883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.73,0.6618425787787044,0.0,0.4076940861788206,0.4808250049768666,0.19962082514540544,0.04577050846264687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.74,0.66706076607477,0.0,0.39530674964213536,0.4794381959112151,0.20253795350577478,0.045146475967380015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.6711437952799735,0.0,0.3798100618311719,0.47614094901599785,0.20609846131824996,0.04686549035118378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.76,0.6733390322230892,0.0,0.366627582368396,0.4754570277131798,0.21105716748690415,0.051209714910526734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.77,0.6753210374389058,0.0,0.35708320061226795,0.47796371485966355,0.2158908931305407,0.0547263152578522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.78,0.6783365579063334,0.0,0.3488279858106975,0.4803040799892696,0.2189611841699729,0.05487463297408643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.79,0.6822958635161553,0.0,0.33733729017487,0.47765354772753044,0.221640485313135,0.05525043082112294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8,0.6855727956029608,0.0,0.32373630199919423,0.47358023250109194,0.22580768207005875,0.0583204333155169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.81,0.6865230561572181,0.0,0.31227342833260774,0.4723184358305969,0.2310527447313627,0.06278545894546565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8200000000000001,0.6867878755747335,0.0,0.303888189259335,0.474084628466401,0.23500241186592333,0.0649057448945456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8300000000000001,0.6880552468587595,0.0,0.2962720266539525,0.4752175448233085,0.23723497792822326,0.06496465031202332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.84,0.6905213333318717,0.0,0.2861920518617377,0.4714750925866316,0.24018587577376183,0.06657509898300845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.6927974790152309,0.0,0.27512506909134876,0.46689544566224406,0.24495436026270187,0.07054901009577928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.86,0.6926158507625069,0.0,0.2661823382276671,0.46517103902573004,0.24989955380415763,0.0743681628400792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.87,0.6912298228162856,0.0,0.25974637613321316,0.4661222310702374,0.25263390235805677,0.07542816818356744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.88,0.6907193745424092,0.0,0.2535696471842567,0.4659403550628766,0.2545468740182051,0.07609278282947184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.89,0.6915339171706253,0.0,0.2457047609512075,0.46136567010142554,0.2580924643580028,0.07887640204791542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9,0.6925805248537409,0.0,0.23796109132057486,0.4565075813629626,0.26319190653633606,0.08312878461980765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.91,0.6913327914289881,0.0,0.23247392819722007,0.45437791397681904,0.2671822374764587,0.0858547917221387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.92,0.6883696157309063,0.0,0.22896794388395275,0.4544260630650182,0.26886197016686647,0.08657040265358687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.93,0.6860755213230837,0.0,0.22524058042200454,0.4529375535955613,0.2709809619694335,0.08818392491183095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9400000000000001,0.6851321703870024,0.0,0.22053386798993793,0.44780200689458716,0.27516891088973083,0.09180629887853743,0.0006298565517466491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9500000000000001,0.6847210682254252,0.0,0.2168963749994563,0.44282196908498384,0.2800675753957455,0.09564990155487335,0.0006619621971019115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.96,0.6823887227099983,0.0,0.21566364628258158,0.44030172401374834,0.28267248341378626,0.09738877689308538,0.00034078192240439165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.97,0.677941081373474,0.0,0.2158853683990886,0.4393917095769004,0.2838191717535572,0.09841530963585463,0.0005216279046229531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.98,0.6738858778899609,0.0,0.2153910314803842,0.43674922325558585,0.28648592513073784,0.10099833142584166,0.0011737226295156881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.99,0.6711289411568928,0.0,0.21441804048495075,0.43129491252435914,0.2911001771572749,0.10491603006982848,0.001535456475625526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.6690952254409704,0.0,0.21510069237529067,0.4262681651600528,0.2951363119894743,0.10788754315776716,0.001389378529945121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
