t,mx_0,mx_1,mx_2,mx_3,mx_4,mx_5,mx_6,mx_7,mx_8,mx_9,mx_10,mx_11,mx_12,mx_13,mx_14
0.0,-1.0000000000000002,7.498798913308838e-33,7.498798913309387e-33,-1.0000000000000002,-1.0000000000000002,-1.0000000000000002,-1.0000000000000002,-1.0000000000000002,-1.0000000000000002,-1.0000000000000002,1.0000000000000002,-1.0000000000000002,-1.0000000000000002,-1.0000000000000002,-1.0000000000000002
0.01,-0.9998112343053085,0.00022916427244784566,-0.0002550407522167892,-0.9996412124049551,-0.9996579133443481,-0.9996606003361568,-0.9996617168178447,-0.9996614474062424,-0.9996594220136112,-0.999628963896106,0.9996000444531841,-0.9996268950751004,-0.9996536528444118,-0.999651979016432,-0.9998251800477944
0.02,-0.9993558616396834,0.0007982273795174043,-0.0011506827283870808,-0.9989541257265792,-0.9991716025242604,-0.9992004116360728,-0.999212184142424,-0.9992093603910585,-0.9991878483730485,-0.9987861145838669,0.998400781820144,-0.9987634651647413,-0.9991251141636021,-0.9991062855892259,-0.9995440024262704
0.03,-0.9988253023198272,0.0015080323784608907,-0.002882331719835513,-0.998516807742073,-0.9993062526563139,-0.9993743641432795,-0.9994011502847708,-0.9993948150823648,-0.9993450105391911,-0.9978553693398293,0.9964037960410168,-0.9977993330549824,-0.9991920112847728,-0.9991426808964633,-0.9995471585573128
0.04,-0.9982481898047041,0.002337577716446825,-0.005413506376060331,-0.9982236218749411,-0.9998453921648621,-0.9998942283641445,-0.9999109819625223,-0.9999072247128142,-0.999873740470854,-0.9967300489696563,0.9936107838430485,-0.9966842033890659,-0.9997532828071558,-0.9997063787082822,-0.9998293261367291
0.05,-0.9974548047278076,0.003466978985545547,-0.008524168289701447,-0.9974504874961762,-0.9999387248419493,-0.9999067189252111,-0.9998910547163525,-0.9998949637970053,-0.9999197809854483,-0.9949849726870214,0.9900235602224383,-0.9950057094657386,-0.9999806021211085,-0.9999908373787266,-0.9999977436567151
0.06,-0.9962931184604629,0.005036727097580123,-0.012132373796941957,-0.9960006835733092,-0.999443041032487,-0.999394553697455,-0.9993771956521239,-0.9993810040536782,-0.9994093789944566,-0.9925494241979826,0.985645740815334,-0.9926004686626184,-0.9995377772023961,-0.9995925992613769,-0.9998182190952273
0.07,-0.9948219537198462,0.006961014022205124,-0.016411706385944372,-0.9944014178094346,-0.9991394349721946,-0.9991998742894905,-0.9992279465475116,-0.9992207710730274,-0.9991617434801949,-0.9898204004843407,0.9804829235796547,-0.9897970714847936,-0.9990730908651939,-0.999084445517241,-0.9995402760154402
0.08,-0.9932369142806038,0.00903765012873312,-0.02152457536762112,-0.9931089192002059,-0.9994965093458056,-0.9996395048752811,-0.9996905032336679,-0.9996787004901121,-0.9995638852542719,-0.9870406258210942,0.974541425276179,-0.986935119297006,-0.9992619533559062,-0.999191764586436,-0.9995500950803817
0.09,-0.991621921316254,0.011206304071562572,-0.02736431205408359,-0.9918266506411563,-0.9999383601857964,-0.9999890577521549,-0.9999912703296241,-0.999991713582164,-0.9999498075094129,-0.9839215497430928,0.9678253998022692,-0.9838695016506828,-0.9998110426355069,-0.9997561664967595,-0.9998331021805014
0.1,-0.989843151226893,0.013615177637039696,-0.03369413273032388,-0.9899647969253594,-0.9997632133437973,-0.9996780722679796,-0.9996310944694194,-0.9996421808796496,-0.9996804288358646,-0.9801059990717876,0.9603383193661941,-0.9801921577265981,-0.9998929637827795,-0.9999702815633398,-0.9999949020068815
