t,W_1_0,W_1_1,W_1_2,W_1_3,W_1_4,W_1_5,W_1_6,W_1_7,W_1_8,W_1_9,W_1_10,W_1_11,W_1_12,W_1_13,W_1_14
0.0,2.7891100887189614e-17,,3.000000000000001,1.401331307937516e-17,7.074419175467932e-18,3.604972223514317e-18,1.87024874753751e-18,1.0028870095491066e-18,5.6920614055490485e-19,3.523657060578039e-19,1.3552527156069554e-19,1.4997597826617446e-32,1.499759782661758e-32,1.4997597826617334e-32,1.4997597826617594e-32
0.01,0.011802656298478782,,2.9932076608332356,0.01265334004362536,0.0008070152098134698,0.0007684894481567423,0.0007670286613314457,0.0007663905991975336,0.0007659702472889818,0.0007652207818729111,0.0007646476108256674,0.0007649737878047751,0.0007652666012025037,0.00076518290425243,0.000765043724813775
0.02,0.031483227999312226,,2.97347184483849,0.027533719074856803,0.0032918819707722937,0.0029476664771356863,0.002938197901939095,0.002934426286287441,0.002932525961898013,0.002926202759017096,0.0029204999121875677,0.0029245109434447394,0.0029282054708292143,0.0029275423445757932,0.0029261890570734376
0.03,0.034285663557544845,,2.9416638150452243,0.026042954419296983,0.006956443138233987,0.006294404164899744,0.006277006912835741,0.006276345991959298,0.006278402796391708,0.006265618848539702,0.006251028321020654,0.006265041747041033,0.006278484086327091,0.006278004473836453,0.00627583997025201
0.04,0.03290042480322493,,2.8976757277789003,0.04561890381743991,0.011960885669059677,0.010814405840282832,0.010797553841469111,0.010799940970210505,0.010801553258760593,0.010772525105996732,0.010742116359478053,0.010775095160476705,0.010808182097443478,0.010809636926664954,0.010811056815777141
0.05,0.05099746487922828,,2.841176171271676,0.06999681002026127,0.018358377670100092,0.016775957211602178,0.01672465180069355,0.01671693755007958,0.016707307628245488,0.016622251596223468,0.01654241436842157,0.016618698583678038,0.0166966624242475,0.016697188114270727,0.016702379108553368
0.06,0.07291414820119818,,2.7728083290868715,0.09921037932356438,0.026171607424369914,0.02411899100341609,0.024027287997909895,0.02402432062075629,0.024025965601174665,0.023850429632850636,0.023671686432627823,0.02384055718205926,0.024011189620774892,0.024006734237595296,0.02400772864950454
0.07,0.09825365526793747,,2.6937678045234654,0.13257224347038613,0.03502409612831369,0.03262776178506573,0.032517991526564684,0.03252434139407492,0.0325363307063895,0.032233380560913724,0.03191981524392202,0.0322348288589804,0.03255335763156478,0.03255056316956172,0.03254782583768369
0.08,0.12662651333118588,,2.604726152628526,0.16896999593861675,0.04476528669414705,0.04228811785259893,0.042110909455343216,0.042099118038560875,0.04208124346654619,0.04155739216923164,0.04103675225873913,0.04156197216880149,0.04208721901130923,0.04209424833668567,0.042100821014856966
0.09,0.15785065264976544,,2.5059606071462865,0.2078345789417461,0.05533455344817446,0.05297063463497674,0.05268114564785922,0.052671492918112996,0.052658492635951286,0.05181576779223031,0.050977283040432336,0.05179623683465225,0.05262034388293745,0.052625440643532126,0.05263978559779676
0.1,0.19176746302353384,,2.3981623545897266,0.24884540817172035,0.06646681978859678,0.06462307607825256,0.06427507559094953,0.06428238128103225,0.06430571987366882,0.06306379893057264,0.0617876546613202,0.06304275391664993,0.06429876191473179,0.06428869141021318,0.06429233383869354
0.11,0.22795450872177633,,2.2824120589397934,0.29126253128854834,0.0787164723426863,0.07751249192553934,0.07708630963266203,0.07706631171860089,0.07705028203202956,0.07525351907875942,0.07343432516187583,0.07526524124497051,0.07708589780413638,0.0770813781140007,0.07707942956036924
0.12,0.26577595935794274,,2.1596653698555137,0.3340607066289013,0.09140317140198762,0.091437008195857,0.09083817973341127,0.09081110804380592,0.09076654576041304,0.0882257668760576,0.08568308044891636,0.08822880586376676,0.09074721886078564,0.09077124204876964,0.09078859835092111
0.13,0.304701974351159,,2.0308095222560993,0.37629322544554744,0.10751554697683743,0.10587658568185375,0.10516679371379088,0.10516485643108144,0.10517767717999447,0.10175529253402758,0.09827878559551997,0.10172077187942061,0.10512475951744346,0.10514867840735141,0.10517442293309906
