t,mx_0,mx_1,mx_2,mx_3,mx_4,mx_5,mx_6,mx_7,mx_8,mx_9,mx_10,mx_11,mx_12,mx_13,mx_14
0.0,-1.0000000000000002,7.498798913308838e-33,7.498798913309387e-33,-1.0000000000000002,-1.0000000000000002,-1.0000000000000002,-1.0000000000000002,-1.0000000000000002,-1.0000000000000002,-1.0000000000000002,1.0000000000000002,-1.0000000000000002,-1.0000000000000002,-1.0000000000000002,-1.0000000000000002
0.01,-0.9998914118637237,0.000867549027556765,-0.0010559872724531128,-0.9998897604438164,-0.999990584216723,-0.9999936089480076,-0.999994655017244,-0.9999944205907646,-0.9999923849083957,-0.9997954109878651,0.9996000616460411,-0.9997925463110295,-0.9999848525129744,-0.9999818308356877,-0.9999894730326273
0.02,-0.9995832088023778,0.003451110797333357,-0.0042216459994736865,-0.9995695284447796,-0.9999692590347659,-0.9999777069419246,-0.9999809224824303,-0.9999801786099132,-0.9999740568343106,-0.999185150535113,0.9984010909161116,-0.9991784937044816,-0.9999549931848987,-0.9999494054548564,-0.9999720163072418
0.03,-0.9990979688300939,0.007711937332073018,-0.009475425181986463,-0.9990614144497914,-0.9999513021411056,-0.9999603172459168,-0.9999646320428581,-0.9999635593052131,-0.9999556506121476,-0.9981775557227877,0.9964056758242552,-0.9981748671279991,-0.9999409423903721,-0.9999416752018299,-0.9999710236672092
0.04,-0.998430280205533,0.013622036755740863,-0.016766531208625972,-0.9983806023163554,-0.9999486530822399,-0.9999501121620289,-0.9999526993318227,-0.9999518940588709,-0.9999473542403453,-0.9967808546466999,0.9936181415354832,-0.9967919075064575,-0.9999565226665725,-0.9999669453037744,-0.9999878044096598
0.05,-0.9975735011943238,0.021142595030560714,-0.02601425777164098,-0.9975258089969649,-0.9999611912107845,-0.9999519266723672,-0.999950112864944,-0.9999502411084695,-0.9999525544507308,-0.9949987379062972,0.9900445263288259,-0.995025773025533,-0.9999842988532127,-0.9999938357570475,-0.9999998241696604
0.06,-0.996555189262596,0.030190836624478867,-0.037113951217424446,-0.9964878702186207,-0.9999777882147789,-0.9999644435960366,-0.9999578591705185,-0.9999592051253775,-0.9999658718051284,-0.9928295844351814,0.9856925256209655,-0.9928669585754099,-0.999993281492995,-0.9999908009822727,-0.9999909620736992
0.07,-0.9954138230792026,0.04066318332272406,-0.04994901782236147,-0.9952670550689862,-0.9999854131836464,-0.9999810643508715,-0.9999725252886728,-0.9999746874186529,-0.9999764558239035,-0.9902697421092826,0.9805714456225978,-0.9903156769111128,-0.9999703744950141,-0.9999637599731892,-0.9999731111278658
0.08,-0.9941611734633757,0.05247178757324752,-0.06439689863475008,-0.9938815142946162,-0.9999785025064232,-0.9999934805567064,-0.9999878317546037,-0.9999898056486882,-0.999974446026386,-0.9873186766030587,0.9746921984720968,-0.9873884262311884,-0.9999331699699124,-0.9999462782601942,-0.9999701946051877
0.09,-0.9928015048922352,0.06552703316249558,-0.08032241914339007,-0.9923588840377824,-0.9999613354423975,-0.999995931807566,-0.9999973493615375,-0.9999979649492988,-0.9999562810131218,-0.9839823792489891,0.9680673139869985,-0.9841090107688985,-0.9999109192703944,-0.9999573307706361,-0.9999860538728653
0.1,-0.9913702132287017,0.07970289467493445,-0.09756754363086319,-0.9907204675166462,-0.9999427081936011,-0.9999879136835498,-0.9999972173817889,-0.9999957721294953,-0.9999257655645111,-0.980272771199225,0.9607109060759186,-0.9804932947185706,-0.9999136204970949,-0.9999804733830301,-0.9999993475025752
0.11,-0.9899179444692487,0.09485443917063034,-0.11595262786883154,-0.9889742035034895,-0.9999284288877925,-0.999974075863883,-0.999987748198857,-0.999984461407948,-0.9998904635292849,-0.976203510740371,0.9526385651766777,-0.9765432316807959,-0.9999210903295158,-0.9999875384379695,-0.9999922378135182
0.12,-0.9884702264073338,0.11085602963889422,-0.13529090565027996,-0.9871224739209351,-0.9999179013449415,-0.9999614851886065,-0.9999731545936602,-0.9999692051252542,-0.9998560923445482,-0.9717851132692217,0.9438672246365853,-0.9722561654375405,-0.9999031550901634,-0.9999733881786118,-0.9999742874910686
0.13,-0.9870384545029304,0.1275889391256345,-0.15540103150428003,-0.985174975331616,-0.999906527227376,-0.9999559588032091,-0.9999596900262813,-0.9999567258720717,-0.9998225751299205,-0.9670226715169326,0.9344150830294876,-0.9676396703406555,-0.9998498222240463,-0.9999582628806211,-0.9999695594132426
