t,mz_0,mz_1,mz_2,mz_3,mz_4,mz_5,mz_6,mz_7,mz_8,mz_9,mz_10,mz_11,mz_12,mz_13,mz_14
0.47000000000000003,4.287257262527641e-16,4.56481301868393e-16,-2.7210255804186595e-16,2.517839317031298e-16,-1.0159313169368078e-17,2.887196504011008e-17,4.014766763395933e-17,1.6179515138683292e-16,-5.5478963979262164e-17,1.4111399494667193e-16,1.1048528357395643e-16,1.5482068209914102e-17,-2.1634746132179888e-16,-7.360546905050419e-17,-1.1412498414830816e-16
0.48,-2.8681890846746216e-16,-9.263152311173029e-18,3.2380375507637393e-16,3.237021111227034e-17,9.48202562474354e-17,6.706468063180648e-17,-7.69173678742685e-17,-1.5975041385216104e-16,5.2319531086003623e-17,-1.4966733364804585e-16,1.5905923496720153e-16,-1.296638035656883e-16,1.4987062155538688e-16,3.7825103292588036e-17,-2.1385887852276575e-17
0.49,1.214103145276424e-16,-1.0063429039738891e-16,-4.0594562216930696e-16,-7.287871478176e-17,1.038801206512674e-17,-1.0063429039738891e-16,-8.328705563762084e-17,8.324639805615264e-17,-6.333773566388756e-17,1.3311969799048584e-16,2.089054298472226e-16,1.660252339254209e-16,-4.029843949857059e-17,1.4941661189565858e-17,1.003361347999554e-16
0.5,-2.1460426751634953e-16,-1.0358196505383388e-16,2.849960935649709e-16,1.878515789102697e-16,2.825701912040346e-17,1.3927932158291911e-16,-1.3376344303039911e-17,-5.761179294044849e-17,3.389487041732808e-17,-1.2006183807561355e-16,2.4856690056945796e-16,-1.5898469606784316e-16,-5.1675786046090355e-17,-5.644627560502657e-17,-8.95822045016148e-18
0.51,-5.241710928152732e-16,-1.9110418542772623e-16,3.3625175126922313e-16,8.645157072856291e-17,3.1848438816761693e-18,1.4196272195982074e-16,1.1247242286821502e-16,7.430850639672526e-17,-4.7122136921651236e-17,8.861997507353392e-17,2.1048429926090462e-16,3.798773361846086e-17,1.3063280925734722e-16,8.605854744103691e-17,-8.369363145230291e-17
0.52,5.685827243057107e-16,-2.6408454416315674e-16,-3.751068466256724e-16,-9.755109046938326e-17,1.2449351445564805e-16,1.3471211993132393e-17,-2.816215143031098e-17,1.8675382421062814e-17,2.474691458698164e-17,-1.5151725360484924e-17,1.7610153786595806e-16,5.651403824080692e-17,-1.5322487202651391e-16,-6.200281173901478e-17,2.5329673254692597e-17
0.53,-1.9256785836058166e-16,6.956105613395436e-16,-1.9256785836058166e-16,-2.6034404666808175e-17,1.2662126121915085e-16,8.498789779570748e-17,7.284483346386983e-17,-9.195389675392684e-17,-2.6034404666808175e-17,-2.776912814278498e-17,8.650578083718719e-17,-1.6416176144146144e-16,1.324217428419483e-16,3.302750867933968e-17,7.102201856137857e-17
0.54,3.2945515890045463e-16,-3.611748487092337e-18,8.290555199817751e-16,3.016995832848257e-16,1.6292170520668114e-16,1.0741055397542332e-16,-2.7897877150767636e-17,1.0914527745140012e-16,1.3735486272675734e-17,1.0610951136844071e-16,-1.8573738467392298e-17,1.6931849802434562e-16,-7.441015035039578e-17,2.4482640307438297e-17,6.606856988583543e-18
0.55,2.735509843816708e-16,1.3477310630352624e-16,-5.591162840871966e-16,2.5967319657385635e-16,-2.8156052793090747e-16,5.844527336054672e-17,-3.002562391427044e-17,-1.3063958552092525e-16,-2.2219368272374806e-17,-1.3129010682441655e-16,-7.133372668596816e-17,-1.4728208886857774e-16,1.58361279818664e-17,-7.020886693201445e-17,-9.307198024430252e-17
0.56,6.138617175341365e-17,1.1689732298467148e-16,-4.9636130709102e-17,5.875020522155827e-18,2.417974132550016e-16,-3.4023619425310736e-17,5.878408653944844e-17,1.212341316746135e-16,-3.23227772672241e-18,1.6698746335350179e-16,-1.314391846231333e-16,3.4823218527518796e-17,3.9010949418744056e-17,4.937863269313669e-17,4.617684815251544e-17
0.5700000000000001,-2.513705796248697e-16,-2.9325974699838386e-17,-2.583094735287769e-16,1.2307388723604984e-17,-3.3463730647175643e-16,8.343105123865407e-17,-6.748989117132814e-17,-1.6745333147449165e-16,-6.557729077642793e-18,-1.7862061385109235e-16,-2.349449167117143e-16,8.697503708996607e-17,-8.489133603972049e-17,-7.957027506506897e-18,8.965674340097318e-17
0.58,1.4694041695347904e-16,-1.306153392028101e-16,4.938851121488405e-16,2.80080443734699e-16,1.137638304754226e-16,-1.4958887722130642e-16,-1.1615998080408661e-18,1.1593223482039361e-16,1.48845923447446e-17,1.5462469985097005e-16,-2.4967429026887455e-16,-1.6156422902958772e-16,1.1305655796446526e-16,4.422570775851516e-19,-4.3173057563314875e-17
0.59,2.0409174160797641e-16,-1.8448631701082838e-16,1.511826755906838e-16,1.51616356459678e-16,6.856647004728836e-17,1.5703736732210552e-16,-3.427010601296174e-17,-2.3753344939852344e-17,4.425323632930092e-17,-1.0527179578360621e-16,-2.407665741581931e-16,1.6991226812037089e-16,-8.91078660511524e-17,4.0021883241292064e-17,-7.367323168628453e-17
0.6,-1.9520043676064802e-16,1.1011089501127003e-16,-3.560587697078177e-17,-8.417813429813237e-17,3.3783062068290515e-17,-1.0452386569118066e-17,1.6002146439528242e-17,1.4267422963551435e-17,-7.92992245219476e-17,4.543823542250969e-17,-1.7980476591135386e-16,-7.143875877142769e-17,2.1504472464892177e-17,-5.5440000463688466e-17,6.627863405675449e-17
0.61,3.013065599972997e-16,1.3477310630352624e-16,1.3477310630352624e-16,1.972231514386913e-16,-1.4413112630479175e-17,4.109803860077865e-17,-1.5280474368467578e-17,3.502650643485983e-17,6.560100769895105e-17,-8.124740030063249e-18,-1.4701103832545637e-16,-6.591271582354064e-17,4.6058263539899835e-17,4.317157525565718e-17,6.006818848748596e-17
0.62,3.1175555843462877e-16,5.060445877440312e-16,3.672667096658866e-16,-5.347894978420531e-16,9.664984741350469e-17,-4.212803066463988e-17,7.756788917775981e-17,-5.600581847245434e-17,-1.0067494797885712e-16,-1.1346853361418607e-16,-8.19182503948579e-17,1.443005328942426e-16,-9.942811548049879e-17,8.138292557219318e-18,-5.536207343254107e-17
0.63,6.516732682995685e-17,2.8721193175498816e-16,-4.621886098669925e-16,9.292290244558576e-17,3.741175121432794e-17,7.210622073386408e-17,2.7003410358467095e-17,6.169787987800324e-17,9.899443461150459e-17,1.287015741376074e-16,2.2449761234027976e-17,-1.847954840365762e-16,1.1791376252137664e-16,-3.1543506955750145e-17,-4.008159906407349e-17
0.64,-1.196972750951153e-15,7.978372736777706e-17,2.427257613651923e-17,-5.899415071036751e-17,1.2141709079122043e-16,3.121147004042646e-17,-1.0062751413381088e-16,-1.0322959934777609e-16,-1.561386653650687e-16,-1.9039945401561065e-16,9.843200473452773e-17,8.878260539940674e-17,-1.115237459672902e-16,2.3229031545501932e-17,6.785072720685847e-17
0.65,2.1555294441727435e-16,-5.338475972047063e-16,-6.44869899667222e-16,-1.4526953858590153e-16,-1.5914732639371598e-16,-3.1874188618358223e-16,-4.812502393120033e-17,4.208059681959364e-17,1.2187787671452677e-16,2.2032343397621057e-16,1.9668782661602657e-16,1.465028185571038e-17,9.303809892641235e-17,2.72405795836983e-18,3.503328269843786e-17
0.66,2.758752427889366e-16,-5.719166459861036e-17,-2.7923626952364167e-16,-4.1801414760178623e-16,2.0648630374986432e-16,2.758752427889366e-16,-3.6374982886888674e-17,-1.1964170973377541e-16,-1.179069862577986e-16,-1.7385181835805064e-16,2.255682619856092e-16,-1.4056681166274565e-16,-3.382710778154774e-17,-1.0869126779167182e-17,-6.90365733330145e-17
0.67,6.25964124284506e-16,3.4840836812821685e-16,3.4840836812821685e-16,3.622861559360313e-16,4.30970363562988e-17,-4.016969049058794e-17,6.73831650199741e-17,8.473039977974217e-17,1.2246063538223773e-16,1.920664148558071e-16,2.5841958781192e-16,1.87512765731368e-16,-6.239583502654078e-17,2.8189256484623115e-18,-1.0028870095490916e-18
0.68,-7.217804912779124e-16,-5.564667650281852e-17,1.1088677719095497e-16,-3.3320243265910765e-16,-2.78911008871896e-17,1.8374516318198086e-16,1.212951180468158e-16,-4.8707782598911287e-17,-1.250356155418908e-16,-9.294323123631987e-17,2.0738077054216486e-16,-1.8965406502202686e-16,1.182593519638564e-16,4.954803928258755e-17,1.0827113944983369e-16
0.6900000000000001,-3.126263083044062e-16,-2.0160400584189053e-16,-3.507055214811705e-17,-7.670391557156042e-17,1.5574903020933173e-16,-1.1486783204305018e-16,6.554340945853776e-17,-2.943270085119243e-17,1.0804413461996953e-16,4.797933426427259e-17,1.9304558494283308e-16,2.7596333421545105e-17,-1.2882693501380105e-16,-8.254505477582608e-17,-6.517410309353489e-17
0.7000000000000001,7.018345594359682e-17,7.018345594359682e-17,-1.3798336117362003e-16,6.324456203968959e-17,-2.4033204625625165e-16,1.7947103493013566e-16,3.0718496865124456e-17,2.0743836878257815e-17,-1.391759835633541e-16,7.85318126717352e-17,9.403590373827792e-17,1.0471529513726013e-16,1.0219452508623134e-16,6.21840767897272e-17,-8.557235052931295e-17
0.71,-2.339153481643267e-16,-5.669822555518737e-16,6.612019654397058e-16,-5.3655302043823655e-18,6.489077057267832e-17,-6.250298469436845e-17,-2.097804148817363e-17,-2.900113756456636e-17,1.539579790423625e-16,-1.153578406030368e-16,7.227689787273582e-17,-2.192786188357724e-16,-2.330060582954492e-17,-1.786604243996133e-17,1.0880815833839291e-16
0.72,1.0338145647335103e-16,1.3113703208897994e-16,-9.82801476089528e-17,4.2950946995699076e-16,7.562588085772211e-17,1.5601947194752227e-16,6.264046872961966e-18,5.61237942801391e-17,-1.4076054397965047e-16,1.9734451537816507e-16,-6.803429512839624e-17,1.9528707234928438e-16,-3.2824194302219045e-17,-3.229919269359899e-17,3.899414110869698e-17
0.73,-3.309493250194112e-16,2.117582368135751e-18,3.560011714674044e-16,-1.0543527314242629e-16,-2.329374486267216e-16,-6.510295232596552e-17,-1.6964375867609127e-17,-6.727135667093653e-17,1.2821029502819992e-16,-2.405810739427444e-16,-1.5270648786279428e-16,-9.764257002768673e-17,7.311927213878022e-17,8.026314801592299e-17,-1.3296384392819105e-16
